"","x","y","rowSums(pls.transp[3:31], na.rm = TRUE)"
"1449",301000,1182000,272224108.000308
"1450",309000,1182000,213270129.595407
"1451",317000,1182000,205181161.685638
"1452",333000,1182000,286033825.164044
"1453",413000,1182000,666325577.274852
"1454",421000,1182000,624442924.680938
"1455",445000,1182000,299510794.640098
"1456",453000,1182000,256850388.961571
"1457",573000,1182000,976797054.671549
"1458",581000,1182000,433761331.316497
"1459",597000,1182000,343762605.882036
"1460",613000,1182000,492632423.802984
"1479",5000,1174000,0
"1480",21000,1174000,84010302.8318841
"1481",29000,1174000,193072903.95571
"1482",45000,1174000,141712924.01307
"1483",69000,1174000,94651765.5093757
"1484",93000,1174000,266585186.689758
"1485",101000,1174000,342084318.942549
"1486",109000,1174000,138734481.065597
"1487",117000,1174000,130037193.199604
"1488",125000,1174000,111987061.676698
"1489",133000,1174000,409871899.095792
"1490",141000,1174000,409568532.451427
"1491",149000,1174000,184881297.063029
"1492",157000,1174000,58211918.3211284
"1493",173000,1174000,176024200.950245
"1494",181000,1174000,130705422.704133
"1495",189000,1174000,156885262.225275
"1496",197000,1174000,318895483.055884
"1497",205000,1174000,575311610.669546
"1498",213000,1174000,291081815.546873
"1499",221000,1174000,115794658.570279
"1500",229000,1174000,134309497.628534
"1501",237000,1174000,362963601.535977
"1502",245000,1174000,409095074.206023
"1503",253000,1174000,310858317.741568
"1504",261000,1174000,313472346.557196
"1505",269000,1174000,261556665.212121
"1506",277000,1174000,128325102.731532
"1507",285000,1174000,185922757.304084
"1508",293000,1174000,181318779.471382
"1509",301000,1174000,343288677.744655
"1510",309000,1174000,484020155.303926
"1511",317000,1174000,220225285.628585
"1512",397000,1174000,645427680.306575
"1513",405000,1174000,504252643.091792
"1514",413000,1174000,641772636.81524
"1515",421000,1174000,338526266.857414
"1516",429000,1174000,532428168.987565
"1517",437000,1174000,526835822.096652
"1518",557000,1174000,569310985.834559
"1519",565000,1174000,449842244.968916
"1520",573000,1174000,308374189.56178
"1521",581000,1174000,358652874.308137
"1522",589000,1174000,387386668.861083
"1523",597000,1174000,325090387.295819
"1524",605000,1174000,454206912.672719
"1544",21000,1166000,113442622.340859
"1545",29000,1166000,155038334.068168
"1546",61000,1166000,7394326.75574182
"1547",101000,1166000,31350830.4664978
"1548",117000,1166000,186306958.753682
"1549",125000,1166000,181143486.784835
"1550",133000,1166000,410954593.467005
"1551",141000,1166000,264490994.335536
"1552",149000,1166000,293005201.579221
"1553",157000,1166000,86131673.7511794
"1554",165000,1166000,120016397.307726
"1555",173000,1166000,146399245.323479
"1556",181000,1166000,125808116.720404
"1557",197000,1166000,248236646.867261
"1558",213000,1166000,152669493.841652
"1559",221000,1166000,342435962.107614
"1560",237000,1166000,87385427.8862562
"1561",253000,1166000,312440519.78139
"1562",261000,1166000,325241811.532327
"1563",269000,1166000,110521491.027781
"1564",277000,1166000,219618309.472212
"1565",285000,1166000,171055118.757867
"1566",293000,1166000,220370770.309508
"1567",301000,1166000,399496266.412908
"1568",309000,1166000,228652959.586796
"1569",317000,1166000,223253382.31108
"1570",365000,1166000,236568156.257881
"1571",381000,1166000,522897020.799216
"1572",389000,1166000,911370856.283141
"1573",397000,1166000,726507080.172362
"1574",405000,1166000,498712371.591415
"1575",413000,1166000,526183596.556661
"1576",421000,1166000,356620452.354749
"1577",429000,1166000,270410619.393002
"1578",437000,1166000,304215669.079668
"1579",541000,1166000,399400072.15702
"1580",549000,1166000,498450319.109188
"1581",557000,1166000,425042498.807317
"1582",565000,1166000,331905349.582712
"1583",573000,1166000,348149887.760292
"1584",581000,1166000,437832587.14218
"1585",589000,1166000,464297565.523879
"1586",597000,1166000,302594370.218664
"1587",605000,1166000,365458204.284504
"1588",629000,1166000,426737648.966598
"1612",13000,1158000,8730500.60625309
"1613",29000,1158000,109746328.702904
"1614",37000,1158000,148395977.057544
"1615",53000,1158000,68627377.4389644
"1616",61000,1158000,212890726.224283
"1617",69000,1158000,167914311.821629
"1618",77000,1158000,116857448.938095
"1619",85000,1158000,100633515.59034
"1620",93000,1158000,86358407.0031821
"1621",109000,1158000,120632631.347507
"1622",117000,1158000,145296300.793578
"1623",125000,1158000,195494432.119501
"1624",133000,1158000,387296094.44806
"1625",141000,1158000,335339607.936592
"1626",149000,1158000,137561850.529622
"1627",157000,1158000,99638874.8505094
"1628",165000,1158000,97443226.1059351
"1629",173000,1158000,198909803.918866
"1630",181000,1158000,130209529.7016
"1631",189000,1158000,230102573.949012
"1632",197000,1158000,175086502.278552
"1633",205000,1158000,381513369.353553
"1634",213000,1158000,188016024.931647
"1635",221000,1158000,218435421.113525
"1636",229000,1158000,135219139.822041
"1637",237000,1158000,517434651.527754
"1638",245000,1158000,411578789.014294
"1639",253000,1158000,224418652.410439
"1640",269000,1158000,229949643.418389
"1641",277000,1158000,280330755.197246
"1642",285000,1158000,257850190.033253
"1643",293000,1158000,377362874.684341
"1644",301000,1158000,261591549.459723
"1645",309000,1158000,389061470.217419
"1646",317000,1158000,509469683.581457
"1647",325000,1158000,286688875.505329
"1648",333000,1158000,247448608.861939
"1649",341000,1158000,279210880.882719
"1650",349000,1158000,377092672.285275
"1651",357000,1158000,368027922.55448
"1652",365000,1158000,456622542.57227
"1653",373000,1158000,562133725.145104
"1654",381000,1158000,608084298.573115
"1655",389000,1158000,768964270.513536
"1656",397000,1158000,418193320.389681
"1657",405000,1158000,270232903.949855
"1658",413000,1158000,441937417.226592
"1659",421000,1158000,414451235.27036
"1660",501000,1158000,359156649.517047
"1661",509000,1158000,664849963.036748
"1662",525000,1158000,430064172.894874
"1663",533000,1158000,334655028.949416
"1664",541000,1158000,212196972.330304
"1665",549000,1158000,659402935.683347
"1666",557000,1158000,1142880862.59371
"1667",565000,1158000,320966517.557815
"1668",573000,1158000,615906751.971626
"1669",581000,1158000,403660437.081841
"1670",589000,1158000,522545583.980074
"1671",597000,1158000,416313260.783387
"1672",613000,1158000,540172225.38772
"1673",621000,1158000,266237509.861297
"1674",629000,1158000,560625792.397142
"1675",637000,1158000,409132657.023609
"1676",653000,1158000,422166163.054434
"1699",29000,1150000,101443818.154054
"1700",45000,1150000,10377733.693809
"1701",53000,1150000,18680148.5332022
"1702",61000,1150000,81846520.8657965
"1703",69000,1150000,75563844.3439592
"1704",77000,1150000,106595783.930008
"1705",85000,1150000,144347681.158211
"1706",93000,1150000,191727538.486525
"1707",109000,1150000,228023542.755107
"1708",117000,1150000,388012435.033851
"1709",125000,1150000,172574173.12861
"1710",133000,1150000,318373026.779726
"1711",141000,1150000,235455463.35902
"1712",157000,1150000,82090746.108766
"1713",165000,1150000,85382453.8057709
"1714",173000,1150000,106629783.25388
"1715",181000,1150000,195415397.173423
"1716",189000,1150000,175810331.071653
"1717",197000,1150000,238506612.151444
"1718",205000,1150000,230137828.859158
"1719",213000,1150000,211308837.767339
"1720",221000,1150000,321568579.297852
"1721",229000,1150000,253886307.589148
"1722",237000,1150000,524728645.676507
"1723",245000,1150000,253549734.543342
"1724",253000,1150000,362015086.176376
"1725",269000,1150000,274101906.75119
"1726",277000,1150000,302189378.563651
"1727",285000,1150000,229848407.654766
"1728",293000,1150000,218332231.508775
"1729",301000,1150000,251415708.759952
"1730",309000,1150000,436829318.911044
"1731",317000,1150000,532753556.81295
"1732",325000,1150000,313848940.75688
"1733",333000,1150000,473840136.475616
"1734",341000,1150000,316269876.713983
"1735",349000,1150000,403121859.787398
"1736",357000,1150000,285327288.89121
"1737",365000,1150000,550106508.209607
"1738",373000,1150000,248828921.52678
"1739",381000,1150000,91222338.9940221
"1740",389000,1150000,292148218.9002
"1741",397000,1150000,100522041.090429
"1742",405000,1150000,456034936.350475
"1743",413000,1150000,431055891.176262
"1744",485000,1150000,185651089.125764
"1745",493000,1150000,347180173.959544
"1746",501000,1150000,435837528.827743
"1747",509000,1150000,252591107.189816
"1748",517000,1150000,351427613.662788
"1749",525000,1150000,392869208.946104
"1750",533000,1150000,398734723.355662
"1751",541000,1150000,345997578.050048
"1752",549000,1150000,417471115.387971
"1753",557000,1150000,460290586.641147
"1754",565000,1150000,474672458.644438
"1755",573000,1150000,506300233.857942
"1756",581000,1150000,525777280.973409
"1757",589000,1150000,473692229.827371
"1758",597000,1150000,369643496.014719
"1759",605000,1150000,243643738.454676
"1760",613000,1150000,367234943.596785
"1761",621000,1150000,374391801.456512
"1762",629000,1150000,329195932.736823
"1763",637000,1150000,430803060.123842
"1764",645000,1150000,419978232.837722
"1765",653000,1150000,417534787.646524
"1789",29000,1142000,35969259.2652185
"1790",61000,1142000,77325617.5019413
"1791",101000,1142000,233866428.153105
"1792",109000,1142000,116763392.944258
"1793",125000,1142000,202401965.492258
"1794",133000,1142000,233343772.538672
"1795",141000,1142000,109932095.827791
"1796",149000,1142000,129864620.766435
"1797",157000,1142000,108770187.591728
"1798",165000,1142000,61455384.4003694
"1799",173000,1142000,144586412.422754
"1800",181000,1142000,143455998.462386
"1801",189000,1142000,481769947.87667
"1802",197000,1142000,274903822.05985
"1803",205000,1142000,210245501.211485
"1804",213000,1142000,287459096.517725
"1805",221000,1142000,398006432.046517
"1806",229000,1142000,312468735.088643
"1807",237000,1142000,194613945.926521
"1808",245000,1142000,244371475.138966
"1809",253000,1142000,522476473.837255
"1810",261000,1142000,409059609.211956
"1811",269000,1142000,309929824.432578
"1812",277000,1142000,243398573.979997
"1813",285000,1142000,223301249.548834
"1814",301000,1142000,457275574.290232
"1815",309000,1142000,378255194.020458
"1816",317000,1142000,439629944.19401
"1817",325000,1142000,378895652.50919
"1818",333000,1142000,378366397.142554
"1819",341000,1142000,217801314.750019
"1820",349000,1142000,319210404.753983
"1821",357000,1142000,357590114.105493
"1822",365000,1142000,316770076.055067
"1823",373000,1142000,318646531.696434
"1824",381000,1142000,262426220.126279
"1825",389000,1142000,187690866.30602
"1826",397000,1142000,535535287.805925
"1827",405000,1142000,629621469.479394
"1828",413000,1142000,693798018.512872
"1829",421000,1142000,504828814.169285
"1830",429000,1142000,632289255.691092
"1831",477000,1142000,520098279.37069
"1832",485000,1142000,545679708.568729
"1833",493000,1142000,640739965.971928
"1834",501000,1142000,448818996.34297
"1835",509000,1142000,543364250.706988
"1836",517000,1142000,457328115.584798
"1837",525000,1142000,383185167.802605
"1838",533000,1142000,434479530.293831
"1839",541000,1142000,480851143.965652
"1840",549000,1142000,597951553.438597
"1841",557000,1142000,381672506.768478
"1842",565000,1142000,311538194.191533
"1843",573000,1142000,395836466.424819
"1844",581000,1142000,330571777.538861
"1845",589000,1142000,732726011.821326
"1846",597000,1142000,351798956.761549
"1847",605000,1142000,299463520.880465
"1848",613000,1142000,528779262.474464
"1849",621000,1142000,334752535.121375
"1850",629000,1142000,238600990.237729
"1851",637000,1142000,197681658.239879
"1852",645000,1142000,307350168.839329
"1853",653000,1142000,407850968.454541
"1854",661000,1142000,369267156.695021
"1855",669000,1142000,480883421.76595
"1879",45000,1134000,19701264.8328744
"1880",61000,1134000,57748550.8931801
"1881",69000,1134000,127571316.488645
"1882",85000,1134000,212541685.10149
"1883",109000,1134000,181062261.587092
"1884",117000,1134000,59165814.0504522
"1885",125000,1134000,214639394.742572
"1886",133000,1134000,359373124.67955
"1887",141000,1134000,361173432.140497
"1888",149000,1134000,35869932.1963493
"1889",157000,1134000,60708300.4349444
"1890",165000,1134000,61535595.0129462
"1891",173000,1134000,390154828.085081
"1892",181000,1134000,157418407.37495
"1893",189000,1134000,133317062.857075
"1894",213000,1134000,568477237.217326
"1895",221000,1134000,470544769.316172
"1896",229000,1134000,416083594.106193
"1897",237000,1134000,302032131.124389
"1898",245000,1134000,356302449.904523
"1899",253000,1134000,545261774.641746
"1900",261000,1134000,642386824.938384
"1901",269000,1134000,108567378.410207
"1902",277000,1134000,271423126.76984
"1903",285000,1134000,215176555.69955
"1904",293000,1134000,306997322.053599
"1905",301000,1134000,200516311.539823
"1906",309000,1134000,440439350.122988
"1907",317000,1134000,582811851.249337
"1908",325000,1134000,346357146.952613
"1909",333000,1134000,383597102.001277
"1910",341000,1134000,420016133.120714
"1911",349000,1134000,374072132.452603
"1912",357000,1134000,351618646.98603
"1913",365000,1134000,198975214.141533
"1914",373000,1134000,333026564.376901
"1915",381000,1134000,455027301.372016
"1916",389000,1134000,239047363.787464
"1917",397000,1134000,414383547.696518
"1918",405000,1134000,748338342.363128
"1919",413000,1134000,633103313.404768
"1920",445000,1134000,414920397.894606
"1921",453000,1134000,472711801.700387
"1922",461000,1134000,346893650.095247
"1923",469000,1134000,265647135.126105
"1924",477000,1134000,474766624.337759
"1925",485000,1134000,539380789.94299
"1926",493000,1134000,355429475.686333
"1927",501000,1134000,463548702.687556
"1928",509000,1134000,453551178.038024
"1929",517000,1134000,256582694.990199
"1930",525000,1134000,552758001.430981
"1931",533000,1134000,463239585.847417
"1932",541000,1134000,427182487.433483
"1933",549000,1134000,489451401.485285
"1934",557000,1134000,486487690.865463
"1935",565000,1134000,365746257.769747
"1936",573000,1134000,344712487.280482
"1937",581000,1134000,430362659.589322
"1938",589000,1134000,248683820.13856
"1939",597000,1134000,207416189.745388
"1940",605000,1134000,520609788.630457
"1941",613000,1134000,382157320.538423
"1942",621000,1134000,297902286.794373
"1943",629000,1134000,155641084.913979
"1944",637000,1134000,250185441.934392
"1945",645000,1134000,296465964.544351
"1946",653000,1134000,475483051.298657
"1947",661000,1134000,515410837.414908
"1948",669000,1134000,318252595.550527
"1949",845000,1134000,400124915.340272
"1950",861000,1134000,136034897.593222
"1976",29000,1126000,26867625.5795266
"1977",45000,1126000,55594948.6854538
"1978",53000,1126000,43503782.4799585
"1979",69000,1126000,230881056.386566
"1980",77000,1126000,155609723.591836
"1981",85000,1126000,306446701.269328
"1982",93000,1126000,257495318.800833
"1983",101000,1126000,188234901.182281
"1984",117000,1126000,328168711.410536
"1985",133000,1126000,229172547.139067
"1986",141000,1126000,426521721.555468
"1987",149000,1126000,42278459.0534474
"1988",165000,1126000,203448228.501326
"1989",173000,1126000,187121085.047915
"1990",181000,1126000,142928638.325055
"1991",189000,1126000,199768988.731895
"1992",213000,1126000,148653972.25391
"1993",221000,1126000,358807267.880493
"1994",229000,1126000,455663623.811539
"1995",237000,1126000,352580469.173095
"1996",245000,1126000,522476847.359141
"1997",253000,1126000,396879102.97235
"1998",261000,1126000,364851624.41347
"1999",269000,1126000,303994034.377678
"2000",277000,1126000,211026491.466396
"2001",285000,1126000,162122257.343897
"2002",293000,1126000,201066995.00783
"2003",301000,1126000,246798730.022689
"2004",317000,1126000,552422977.970146
"2005",325000,1126000,502926492.351013
"2006",333000,1126000,495412199.886245
"2007",341000,1126000,551527073.106221
"2008",349000,1126000,202692867.841142
"2009",357000,1126000,126198445.949927
"2010",365000,1126000,99982235.6712704
"2011",373000,1126000,148801013.729055
"2012",381000,1126000,499479520.995425
"2013",389000,1126000,573988105.299998
"2014",397000,1126000,243583557.677154
"2015",405000,1126000,538932923.075995
"2016",413000,1126000,338071711.35838
"2017",421000,1126000,314388719.932072
"2018",445000,1126000,467917012.217125
"2019",453000,1126000,650831152.374972
"2020",461000,1126000,527596543.086485
"2021",477000,1126000,291503799.009145
"2022",485000,1126000,415359643.686995
"2023",493000,1126000,424340741.542489
"2024",501000,1126000,350833554.149523
"2025",509000,1126000,374264798.823256
"2026",517000,1126000,490813345.327075
"2027",541000,1126000,603344082.165247
"2028",549000,1126000,321650698.0057
"2029",557000,1126000,357346382.587077
"2030",565000,1126000,328868487.564503
"2031",573000,1126000,457467607.984763
"2032",581000,1126000,308230751.620278
"2033",589000,1126000,272542476.550423
"2034",597000,1126000,367273210.772721
"2035",605000,1126000,407016081.712083
"2036",613000,1126000,194818698.126804
"2037",621000,1126000,301685778.38438
"2038",629000,1126000,279490875.750119
"2039",637000,1126000,275624439.380752
"2040",645000,1126000,364777906.874739
"2041",653000,1126000,350788356.533857
"2042",661000,1126000,273514955.718914
"2043",669000,1126000,303976753.709561
"2044",677000,1126000,437919859.202879
"2045",781000,1126000,625825189.38702
"2046",789000,1126000,917888781.208539
"2047",797000,1126000,542655229.551328
"2048",805000,1126000,340559265.368664
"2049",813000,1126000,499868662.897544
"2050",829000,1126000,107102693.37984
"2051",845000,1126000,983777003.134661
"2052",853000,1126000,221005485.264589
"2053",861000,1126000,165942926.91666
"2080",69000,1118000,482523859.923805
"2081",77000,1118000,350582247.829445
"2082",85000,1118000,252976601.645247
"2083",93000,1118000,186863236.24887
"2084",101000,1118000,229685368.544338
"2085",125000,1118000,256429705.891497
"2086",141000,1118000,183070116.848823
"2087",149000,1118000,19201125.3832073
"2088",165000,1118000,282610535.310485
"2089",189000,1118000,247764483.127245
"2090",197000,1118000,289664897.39957
"2091",213000,1118000,170753907.507825
"2092",221000,1118000,286901139.471302
"2093",229000,1118000,366093992.708593
"2094",237000,1118000,387946601.009342
"2095",245000,1118000,749738050.181284
"2096",253000,1118000,644376209.445858
"2097",261000,1118000,407539494.452364
"2098",269000,1118000,502016844.60488
"2099",277000,1118000,295919247.71168
"2100",285000,1118000,174177251.250881
"2101",293000,1118000,177438715.459041
"2102",301000,1118000,230951615.991052
"2103",309000,1118000,363612952.789109
"2104",317000,1118000,677180044.728133
"2105",325000,1118000,701276082.301165
"2106",333000,1118000,717316987.624656
"2107",341000,1118000,395839487.90882
"2108",349000,1118000,185297717.169109
"2109",357000,1118000,170485644.914763
"2110",365000,1118000,243281400.7068
"2111",373000,1118000,405648095.012161
"2112",381000,1118000,418520744.082763
"2113",389000,1118000,350386479.496466
"2114",397000,1118000,296462435.859828
"2115",405000,1118000,318725122.538507
"2116",413000,1118000,303905364.662286
"2117",421000,1118000,483452635.010141
"2118",429000,1118000,634577587.566146
"2119",437000,1118000,508361073.883383
"2120",445000,1118000,363222818.120888
"2121",453000,1118000,476084565.757265
"2122",461000,1118000,423384543.537838
"2123",469000,1118000,621089661.910149
"2124",477000,1118000,533602685.968753
"2125",485000,1118000,328953678.334929
"2126",493000,1118000,324184152.412582
"2127",501000,1118000,380407497.991179
"2128",509000,1118000,350888570.536189
"2129",517000,1118000,719183590.662853
"2130",525000,1118000,650208621.686559
"2131",533000,1118000,202866689.689671
"2132",541000,1118000,601374486.786057
"2133",549000,1118000,596079726.199089
"2134",557000,1118000,549151653.373307
"2135",565000,1118000,442883643.793165
"2136",573000,1118000,443991468.353064
"2137",581000,1118000,347579693.01822
"2138",589000,1118000,538864065.74896
"2139",597000,1118000,380879131.722407
"2140",605000,1118000,381531104.473047
"2141",613000,1118000,221930346.738553
"2142",629000,1118000,212495126.490043
"2143",637000,1118000,323201565.803381
"2144",645000,1118000,429911444.614599
"2145",653000,1118000,302340939.810843
"2146",669000,1118000,471406207.014683
"2147",677000,1118000,455891160.06876
"2148",773000,1118000,781898453.3323
"2149",781000,1118000,847448150.707404
"2150",789000,1118000,687444650.820556
"2151",797000,1118000,545392320.139166
"2152",805000,1118000,374936903.004237
"2153",813000,1118000,548358678.451176
"2154",821000,1118000,365156758.506387
"2155",829000,1118000,441200268.092945
"2156",837000,1118000,276616568.382438
"2157",853000,1118000,279711077.367738
"2183",5000,1110000,0
"2184",69000,1110000,417675329.708851
"2185",109000,1110000,232355336.427531
"2186",117000,1110000,176141777.975446
"2187",125000,1110000,174305411.413848
"2188",133000,1110000,171751739.67731
"2189",141000,1110000,61162543.8384066
"2190",157000,1110000,326228851.313194
"2191",165000,1110000,32576348.285641
"2192",173000,1110000,223674026.000334
"2193",181000,1110000,343659838.472654
"2194",189000,1110000,518793438.491493
"2195",197000,1110000,354134975.300096
"2196",205000,1110000,418136384.383814
"2197",213000,1110000,479004954.751583
"2198",221000,1110000,350321265.939305
"2199",229000,1110000,536034348.98896
"2200",237000,1110000,343197913.862078
"2201",245000,1110000,666437918.161763
"2202",253000,1110000,522508699.834144
"2203",261000,1110000,409923644.560924
"2204",269000,1110000,426915002.097311
"2205",277000,1110000,229470653.169018
"2206",285000,1110000,251015083.362674
"2207",293000,1110000,162424825.452978
"2208",301000,1110000,276738334.024915
"2209",309000,1110000,389536368.298772
"2210",317000,1110000,455910251.835825
"2211",325000,1110000,525109707.683226
"2212",333000,1110000,178164656.253194
"2213",341000,1110000,226969234.886793
"2214",349000,1110000,138656829.935134
"2215",357000,1110000,180468870.311653
"2216",365000,1110000,259933593.984851
"2217",373000,1110000,324726385.752766
"2218",381000,1110000,316965696.533898
"2219",389000,1110000,344756444.670943
"2220",397000,1110000,391950242.410811
"2221",405000,1110000,297142535.66867
"2222",413000,1110000,301030942.151584
"2223",421000,1110000,370257719.350819
"2224",429000,1110000,324173091.210382
"2225",437000,1110000,391021698.914104
"2226",445000,1110000,336339040.882909
"2227",453000,1110000,529896262.902596
"2228",461000,1110000,437372300.613065
"2229",469000,1110000,490900637.720507
"2230",477000,1110000,416747829.117065
"2231",485000,1110000,354584581.817533
"2232",493000,1110000,325012474.473415
"2233",501000,1110000,393371235.156168
"2234",509000,1110000,308380677.654159
"2235",517000,1110000,541515572.031121
"2236",525000,1110000,624251795.642504
"2237",533000,1110000,537967427.018524
"2238",541000,1110000,643968611.715411
"2239",549000,1110000,610632595.788692
"2240",557000,1110000,556704448.547208
"2241",565000,1110000,277144002.102998
"2242",573000,1110000,365081015.939143
"2243",581000,1110000,508757915.131631
"2244",589000,1110000,394826665.225953
"2245",597000,1110000,325662362.580418
"2246",613000,1110000,264888619.439929
"2247",621000,1110000,347877964.974639
"2248",629000,1110000,414042762.724071
"2249",637000,1110000,368027120.337218
"2250",645000,1110000,430727731.666118
"2251",653000,1110000,472215486.129048
"2252",677000,1110000,374277570.587142
"2253",685000,1110000,438495409.01127
"2254",693000,1110000,312794507.97983
"2255",701000,1110000,321547597.070716
"2256",709000,1110000,466798015.934366
"2257",733000,1110000,973164902.679135
"2258",741000,1110000,1042405789.95288
"2259",757000,1110000,416113790.148436
"2260",765000,1110000,610871561.147725
"2261",773000,1110000,774222519.529795
"2262",781000,1110000,477979880.522838
"2263",789000,1110000,523535044.782554
"2264",797000,1110000,692683056.547421
"2265",805000,1110000,668535726.06258
"2266",813000,1110000,414286908.259724
"2267",821000,1110000,186496281.69715
"2268",829000,1110000,548378110.754377
"2269",837000,1110000,832667856.994909
"2270",845000,1110000,698385109.681198
"2271",853000,1110000,712479171.854984
"2272",861000,1110000,199148417.80902
"2300",37000,1102000,19367245.6655071
"2301",45000,1102000,61420596.0896679
"2302",53000,1102000,318594537.169129
"2303",61000,1102000,214509680.010863
"2304",93000,1102000,205534830.884484
"2305",117000,1102000,241598720.922094
"2306",125000,1102000,169539231.176706
"2307",141000,1102000,169262881.363236
"2308",149000,1102000,75616590.15646
"2309",173000,1102000,317130061.821886
"2310",181000,1102000,281137118.562833
"2311",189000,1102000,357151015.631593
"2312",197000,1102000,430587537.950501
"2313",205000,1102000,263977908.433325
"2314",213000,1102000,311799942.366336
"2315",221000,1102000,383235297.007708
"2316",229000,1102000,526616585.375533
"2317",237000,1102000,480955170.140728
"2318",245000,1102000,509547513.071566
"2319",253000,1102000,520734732.846034
"2320",261000,1102000,316667945.359781
"2321",269000,1102000,433370427.751849
"2322",277000,1102000,239073774.309126
"2323",285000,1102000,182289908.80875
"2324",293000,1102000,219030414.942126
"2325",301000,1102000,315654881.131757
"2326",309000,1102000,585392861.150912
"2327",317000,1102000,310838559.208922
"2328",325000,1102000,170925724.10227
"2329",333000,1102000,77271159.6331008
"2330",341000,1102000,214724478.030613
"2331",349000,1102000,201429363.675697
"2332",357000,1102000,293742010.06779
"2333",365000,1102000,455186632.174617
"2334",373000,1102000,312888424.235612
"2335",381000,1102000,329611402.515414
"2336",389000,1102000,346336352.895357
"2337",397000,1102000,408964958.894389
"2338",405000,1102000,353780787.290476
"2339",413000,1102000,306423624.677339
"2340",421000,1102000,227827592.857631
"2341",429000,1102000,315162877.163918
"2342",437000,1102000,363011816.243067
"2343",445000,1102000,277067584.415887
"2344",453000,1102000,360210243.542138
"2345",461000,1102000,391216761.373944
"2346",469000,1102000,313547333.325241
"2347",477000,1102000,434928133.851005
"2348",485000,1102000,434978154.37377
"2349",493000,1102000,393442596.459382
"2350",501000,1102000,403850029.949902
"2351",509000,1102000,490014730.474061
"2352",517000,1102000,390366138.660974
"2353",525000,1102000,380567097.478454
"2354",533000,1102000,430972513.511433
"2355",541000,1102000,406465269.830382
"2356",549000,1102000,494572794.135862
"2357",557000,1102000,432939114.601362
"2358",565000,1102000,343988623.422807
"2359",573000,1102000,412234533.170296
"2360",581000,1102000,282190772.084772
"2361",589000,1102000,395132173.501666
"2362",597000,1102000,636897882.714991
"2363",605000,1102000,360652390.073607
"2364",613000,1102000,422678896.312962
"2365",621000,1102000,351274894.007149
"2366",629000,1102000,420610234.866327
"2367",637000,1102000,404433219.367576
"2368",645000,1102000,393970401.239273
"2369",653000,1102000,340216829.723164
"2370",661000,1102000,158668813.857131
"2371",669000,1102000,531629066.70211
"2372",677000,1102000,267582406.200716
"2373",685000,1102000,527317618.846191
"2374",693000,1102000,402020982.81574
"2375",701000,1102000,395469757.551612
"2376",709000,1102000,493680908.49399
"2377",717000,1102000,643568005.780899
"2378",725000,1102000,481596926.550322
"2379",733000,1102000,976670587.006638
"2380",741000,1102000,645799274.23847
"2381",749000,1102000,532725611.780084
"2382",765000,1102000,369058300.257696
"2383",773000,1102000,533816680.873141
"2384",781000,1102000,486825882.276069
"2385",789000,1102000,571525015.475078
"2386",797000,1102000,532009438.629246
"2387",805000,1102000,370459967.072556
"2388",821000,1102000,403863648.462441
"2389",829000,1102000,67340276.6492436
"2390",837000,1102000,266631795.313404
"2391",845000,1102000,439915554.52028
"2392",853000,1102000,559217961.092601
"2393",861000,1102000,759613658.296452
"2394",869000,1102000,466963315.619934
"2395",877000,1102000,355795154.173575
"2396",885000,1102000,1092430691.35004
"2397",893000,1102000,362506983.852712
"2398",917000,1102000,183780168.028874
"2399",933000,1102000,111605486.797953
"2426",29000,1094000,0
"2427",45000,1094000,27100614.9345367
"2428",117000,1094000,258333713.08467
"2429",125000,1094000,323483891.735192
"2430",133000,1094000,136781407.511342
"2431",141000,1094000,75156856.5301584
"2432",149000,1094000,3890132.20296215
"2433",157000,1094000,7732904.67720178
"2434",173000,1094000,194208218.315066
"2435",189000,1094000,194767055.199072
"2436",197000,1094000,183716848.199722
"2437",205000,1094000,370134200.714913
"2438",213000,1094000,231893317.977901
"2439",221000,1094000,297299848.120638
"2440",229000,1094000,347612948.534989
"2441",237000,1094000,518779374.701335
"2442",245000,1094000,280240521.060662
"2443",261000,1094000,233678510.312391
"2444",269000,1094000,289260243.169704
"2445",285000,1094000,453785300.148822
"2446",293000,1094000,376875455.426062
"2447",301000,1094000,175869274.118974
"2448",309000,1094000,160270497.560387
"2449",317000,1094000,197258750.52268
"2450",325000,1094000,89233674.4203055
"2451",333000,1094000,179407579.280802
"2452",341000,1094000,109076747.237042
"2453",349000,1094000,246334405.465048
"2454",357000,1094000,416822238.168934
"2455",365000,1094000,222846456.329352
"2456",373000,1094000,298643725.346162
"2457",381000,1094000,338254986.630984
"2458",389000,1094000,341307588.084631
"2459",397000,1094000,388771199.327204
"2460",405000,1094000,301187349.641422
"2461",413000,1094000,359230830.104001
"2462",421000,1094000,342445665.292035
"2463",429000,1094000,355023581.3686
"2464",437000,1094000,297283909.759588
"2465",445000,1094000,347379553.041015
"2466",453000,1094000,492836736.94005
"2467",461000,1094000,459294210.0076
"2468",469000,1094000,505355903.899445
"2469",477000,1094000,637713440.587373
"2470",485000,1094000,366876260.960465
"2471",493000,1094000,568689123.505173
"2472",501000,1094000,279562789.997692
"2473",509000,1094000,441018685.618495
"2474",517000,1094000,453096137.653157
"2475",525000,1094000,529708891.99568
"2476",533000,1094000,500616860.257173
"2477",541000,1094000,566550102.974842
"2478",549000,1094000,315482396.909969
"2479",557000,1094000,399025994.197489
