"","x","y","tdiff"
"1444",261000,1182000,-400941273.45769
"1445",269000,1182000,225026814.434651
"1446",277000,1182000,67277359.6369633
"1447",285000,1182000,430083034.502268
"1448",293000,1182000,328121459.336774
"1449",301000,1182000,-26870056.3228684
"1450",309000,1182000,529003988.381335
"1451",317000,1182000,111045991.916065
"1452",333000,1182000,79836861.684884
"1453",413000,1182000,-352715997.092755
"1454",421000,1182000,-28063502.6211989
"1455",445000,1182000,623566029.256432
"1456",453000,1182000,20817900.903629
"1457",573000,1182000,-822064008.311854
"1458",581000,1182000,55678026.11169
"1459",597000,1182000,7822158.37603939
"1460",613000,1182000,252764106.327651
"1479",5000,1174000,17684320.3795291
"1480",21000,1174000,954174613.47973
"1481",29000,1174000,819714115.942949
"1482",45000,1174000,-44172651.7663909
"1483",69000,1174000,18899775.3074151
"1484",93000,1174000,362007189.59277
"1485",101000,1174000,78867738.0034401
"1486",109000,1174000,116256356.586814
"1487",117000,1174000,280842840.644693
"1488",125000,1174000,212269933.472796
"1489",133000,1174000,288443896.949517
"1490",141000,1174000,-362127707.473391
"1491",149000,1174000,287915648.33685
"1492",157000,1174000,39951718.9783137
"1493",173000,1174000,641015542.400443
"1494",181000,1174000,150252011.227317
"1495",189000,1174000,182675988.678881
"1496",197000,1174000,-134208408.789002
"1497",205000,1174000,119190913.85858
"1498",213000,1174000,32594518.4163714
"1499",221000,1174000,-68870760.410143
"1500",229000,1174000,712977883.917167
"1501",237000,1174000,-193024284.035388
"1502",245000,1174000,619916272.533525
"1503",253000,1174000,21457399.3063852
"1504",261000,1174000,273689066.146825
"1505",269000,1174000,1226265895.88265
"1506",277000,1174000,691621246.923937
"1507",285000,1174000,405959023.735989
"1508",293000,1174000,397499963.99038
"1509",301000,1174000,115537981.265718
"1510",309000,1174000,1644752.83020532
"1511",317000,1174000,639719771.746455
"1512",397000,1174000,-603527911.558536
"1513",405000,1174000,332562656.60403
"1514",413000,1174000,-322297282.964738
"1515",421000,1174000,227030275.537041
"1516",429000,1174000,326703052.221918
"1517",437000,1174000,-179282171.840883
"1518",557000,1174000,-212669915.045571
"1519",565000,1174000,750338.839614213
"1520",573000,1174000,97837483.7978292
"1521",581000,1174000,97580899.928662
"1522",589000,1174000,220205618.89473
"1523",597000,1174000,-58039207.7800838
"1524",605000,1174000,-45901110.9381889
"1544",21000,1166000,-91487712.4904069
"1545",29000,1166000,-80750414.9017005
"1546",61000,1166000,64957414.4874529
"1547",101000,1166000,181659752.137037
"1548",117000,1166000,115416181.669876
"1549",125000,1166000,-174980902.798936
"1550",133000,1166000,-290301999.01646
"1551",141000,1166000,229771682.697322
"1552",149000,1166000,282148969.103377
"1553",157000,1166000,992510010.835043
"1554",165000,1166000,185288525.033548
"1555",173000,1166000,309599648.875062
"1556",181000,1166000,231366875.756253
"1557",197000,1166000,-48164614.2164199
"1558",213000,1166000,28876377.8826242
"1559",221000,1166000,-300536193.359576
"1560",237000,1166000,1242154630.84527
"1561",253000,1166000,-7860748.98044908
"1562",261000,1166000,114605028.790761
"1563",269000,1166000,46238506.0950079
"1564",277000,1166000,838457379.193381
"1565",285000,1166000,328609188.818984
"1566",293000,1166000,634868143.136218
"1567",301000,1166000,-103279875.5772
"1568",309000,1166000,1010729529.4735
"1569",317000,1166000,430070955.345749
"1570",365000,1166000,-178066319.386977
"1571",381000,1166000,14645046.7829304
"1572",389000,1166000,-254374941.954073
"1573",397000,1166000,-656216342.857267
"1574",405000,1166000,-399618246.474941
"1575",413000,1166000,287277707.861568
"1576",421000,1166000,512346686.085422
"1577",429000,1166000,-76041340.620441
"1578",437000,1166000,-234923923.458167
"1579",541000,1166000,-224025589.536586
"1580",549000,1166000,24032352.571311
"1581",557000,1166000,-166415469.058568
"1582",565000,1166000,464893809.196977
"1583",573000,1166000,35800528.825315
"1584",581000,1166000,5059193.20028389
"1585",589000,1166000,275319050.34474
"1586",597000,1166000,-120485524.488801
"1587",605000,1166000,-156397308.863122
"1588",629000,1166000,-54760283.8453466
"1612",13000,1158000,221284712.117276
"1613",29000,1158000,27671430.5776255
"1614",37000,1158000,84725691.862211
"1615",53000,1158000,362232196.224396
"1616",61000,1158000,-45804715.799639
"1617",69000,1158000,-146189743.874626
"1618",77000,1158000,-17251840.5392502
"1619",85000,1158000,561185424.071674
"1620",93000,1158000,13151183.7552795
"1621",109000,1158000,519483431.411876
"1622",117000,1158000,204098638.881033
"1623",125000,1158000,-138421872.912512
"1624",133000,1158000,-279857134.960744
"1625",141000,1158000,47920888.2860175
"1626",149000,1158000,257817359.577776
"1627",157000,1158000,-43300771.3375452
"1628",165000,1158000,181438599.073931
"1629",173000,1158000,-113016927.490385
"1630",181000,1158000,233989612.722817
"1631",189000,1158000,443538968.503842
"1632",197000,1158000,759201947.989806
"1633",205000,1158000,-164841184.80736
"1634",213000,1158000,147689779.727026
"1635",221000,1158000,383144301.600788
"1636",229000,1158000,248058858.884115
"1637",237000,1158000,99160732.3009052
"1638",245000,1158000,36309873.3265865
"1639",253000,1158000,1555162652.73162
"1640",269000,1158000,155816606.781722
"1641",277000,1158000,-215687330.629495
"1642",285000,1158000,644595640.938774
"1643",293000,1158000,-221821640.597599
"1644",301000,1158000,44103491.781396
"1645",309000,1158000,351940494.074465
"1646",317000,1158000,-314075669.40748
"1647",325000,1158000,227703521.850051
"1648",333000,1158000,266397872.958746
"1649",341000,1158000,-80546960.9674595
"1650",349000,1158000,-35708237.4584839
"1651",357000,1158000,340095396.806749
"1652",365000,1158000,-185659763.843201
"1653",373000,1158000,136984324.995519
"1654",381000,1158000,152921074.237487
"1655",389000,1158000,353601196.632779
"1656",397000,1158000,-205627995.076804
"1657",405000,1158000,1400818980.97219
"1658",413000,1158000,383128869.166916
"1659",421000,1158000,-114380564.186323
"1660",501000,1158000,967746238.926102
"1661",509000,1158000,118163351.43965
"1662",525000,1158000,-416969118.736374
"1663",533000,1158000,-121455343.738259
"1664",541000,1158000,133131743.630755
"1665",549000,1158000,-365860724.101516
"1666",557000,1158000,-297152647.113765
"1667",565000,1158000,-77529224.789903
"1668",573000,1158000,21252950.530865
"1669",581000,1158000,-152487165.292021
"1670",589000,1158000,-266318439.697697
"1671",597000,1158000,-220475379.801858
"1672",613000,1158000,854958619.061152
"1673",621000,1158000,45031509.6877704
"1674",629000,1158000,-236616366.752095
"1675",637000,1158000,4773914.76807594
"1676",653000,1158000,143998521.721768
"1699",29000,1150000,-81968084.8721705
"1700",45000,1150000,8732475.88832697
"1701",53000,1150000,86839268.0323313
"1702",61000,1150000,292072814.183963
"1703",69000,1150000,-41071819.4805867
"1704",77000,1150000,254188803.058699
"1705",85000,1150000,283122220.347645
"1706",93000,1150000,148796628.196245
"1707",109000,1150000,-143720291.923662
"1708",117000,1150000,-234561648.847842
"1709",125000,1150000,-101257973.897116
"1710",133000,1150000,-42723449.3684483
"1711",141000,1150000,661650473.596504
"1712",157000,1150000,817461031.041843
"1713",165000,1150000,329553954.298217
"1714",173000,1150000,843642264.905306
"1715",181000,1150000,428713159.255737
"1716",189000,1150000,108160554.868046
"1717",197000,1150000,2874851667.27799
"1718",205000,1150000,116435688.50032
"1719",213000,1150000,76004246.5437036
"1720",221000,1150000,-56924279.6508489
"1721",229000,1150000,-71113301.7069081
"1722",237000,1150000,283690818.339601
"1723",245000,1150000,205709779.062063
"1724",253000,1150000,-239628690.613571
"1725",269000,1150000,1108220126.68533
"1726",277000,1150000,850461533.33761
"1727",285000,1150000,216622019.852408
"1728",293000,1150000,-206707369.77328
"1729",301000,1150000,102131702.153847
"1730",309000,1150000,105246429.799698
"1731",317000,1150000,52247241.0996056
"1732",325000,1150000,291218030.645787
"1733",333000,1150000,-311851347.014065
"1734",341000,1150000,208560966.023494
"1735",349000,1150000,-228853211.582978
"1736",357000,1150000,-237366906.483292
"1737",365000,1150000,-212036483.573487
"1738",373000,1150000,338871700.436457
"1739",381000,1150000,1033506559.02717
"1740",389000,1150000,-40922900.2484312
"1741",397000,1150000,967559796.613967
"1742",405000,1150000,198240631.382394
"1743",413000,1150000,-131215918.245147
"1744",485000,1150000,97013181.5221055
"1745",493000,1150000,251339687.208543
"1746",501000,1150000,657051818.443293
"1747",509000,1150000,-18356017.594662
"1748",517000,1150000,-44365887.7078544
"1749",525000,1150000,-91029124.9559345
"1750",533000,1150000,-326024069.91704
"1751",541000,1150000,249366250.977071
"1752",549000,1150000,77741163.5548435
"1753",557000,1150000,-129594943.589758
"1754",565000,1150000,380703245.561918
"1755",573000,1150000,346632964.489145
"1756",581000,1150000,-450735950.171562
"1757",589000,1150000,-3175717.51681894
"1758",597000,1150000,110187075.537427
"1759",605000,1150000,582213477.97729
"1760",613000,1150000,-67057688.6883105
"1761",621000,1150000,88277107.437582
"1762",629000,1150000,99487418.5648147
"1763",637000,1150000,-269689602.204975
"1764",645000,1150000,-65116924.1446172
"1765",653000,1150000,129923186.420545
"1789",29000,1142000,77815169.3414747
"1790",61000,1142000,-51945575.1340311
"1791",101000,1142000,301931297.475718
"1792",109000,1142000,395034328.181183
"1793",125000,1142000,29399030.8418269
"1794",133000,1142000,507434692.585922
"1795",141000,1142000,224093172.94903
"1796",149000,1142000,345934130.701942
"1797",157000,1142000,47210359.6215427
"1798",165000,1142000,438181035.539055
"1799",173000,1142000,110729712.136208
"1800",181000,1142000,16774974.222257
"1801",189000,1142000,-13571043.1883757
"1802",197000,1142000,897444391.300234
"1803",205000,1142000,91967855.3801629
"1804",213000,1142000,288965948.133541
"1805",221000,1142000,255013130.391387
"1806",229000,1142000,-72322528.5237592
"1807",237000,1142000,736991562.581162
"1808",245000,1142000,-128816216.595011
"1809",253000,1142000,34134876.5638136
"1810",261000,1142000,-385357717.319019
"1811",269000,1142000,249690972.498272
"1812",277000,1142000,582053513.901528
"1813",285000,1142000,385201044.632916
"1814",301000,1142000,-73955504.0880222
"1815",309000,1142000,330118560.938147
"1816",317000,1142000,245066933.996982
"1817",325000,1142000,100980338.993563
"1818",333000,1142000,190164779.600926
"1819",341000,1142000,210033972.687492
"1820",349000,1142000,-245678509.948947
"1821",357000,1142000,-19861349.584283
"1822",365000,1142000,112094791.370523
"1823",373000,1142000,299962947.031111
"1824",381000,1142000,90731665.9325731
"1825",389000,1142000,830981575.462761
"1826",397000,1142000,-10662491.927183
"1827",405000,1142000,-86398359.2279662
"1828",413000,1142000,-569420066.281937
"1829",421000,1142000,22880352.4210067
"1830",429000,1142000,-535131200.773075
"1831",477000,1142000,-205182062.083673
"1832",485000,1142000,-230419751.517469
"1833",493000,1142000,-254834325.605922
"1834",501000,1142000,118779922.226888
"1835",509000,1142000,-257473364.543073
"1836",517000,1142000,80690579.1032063
"1837",525000,1142000,60695084.0606609
"1838",533000,1142000,1081520449.50581
"1839",541000,1142000,648085183.784663
"1840",549000,1142000,766573294.773076
"1841",557000,1142000,37391437.6859339
"1842",565000,1142000,243617439.291145
"1843",573000,1142000,1051933677.40805
"1844",581000,1142000,560858079.953947
"1845",589000,1142000,-205469079.418604
"1846",597000,1142000,34223203.152778
"1847",605000,1142000,365674815.525186
"1848",613000,1142000,-107954650.594343
"1849",621000,1142000,189011913.132506
"1850",629000,1142000,95703914.909259
"1851",637000,1142000,132462540.808717
"1852",645000,1142000,-199725180.843482
"1853",653000,1142000,282953853.684357
"1854",661000,1142000,-210662092.118281
"1855",669000,1142000,-42381737.0106819
"1879",45000,1134000,151910604.76938
"1880",61000,1134000,18253106.696403
"1881",69000,1134000,-11527673.7962178
"1882",85000,1134000,441137579.177087
"1883",109000,1134000,610480363.138209
"1884",117000,1134000,463067380.322379
"1885",125000,1134000,320732558.348922
"1886",133000,1134000,988969822.635731
"1887",141000,1134000,227038798.232231
"1888",149000,1134000,510840647.846677
"1889",157000,1134000,192239386.446293
"1890",165000,1134000,82392285.4309413
"1891",173000,1134000,849691973.420106
"1892",181000,1134000,610031234.826581
"1893",189000,1134000,241956214.779618
"1894",213000,1134000,157497372.75688
"1895",221000,1134000,-231051935.023909
"1896",229000,1134000,703762284.353526
"1897",237000,1134000,971111607.188471
"1898",245000,1134000,-75981645.0825874
"1899",253000,1134000,-184489468.484989
"1900",261000,1134000,-149989757.928609
"1901",269000,1134000,611982226.086193
"1902",277000,1134000,1271155668.75669
"1903",285000,1134000,450203844.496643
"1904",293000,1134000,666972847.778218
"1905",301000,1134000,91369434.3677168
"1906",309000,1134000,859367797.722641
"1907",317000,1134000,976155906.369221
"1908",325000,1134000,1834709.57872963
"1909",333000,1134000,-309829418.90273
"1910",341000,1134000,-245510485.549778
"1911",349000,1134000,303719153.936826
"1912",357000,1134000,-9452541.92241967
"1913",365000,1134000,40725250.343886
"1914",373000,1134000,44834994.688835
"1915",381000,1134000,217492091.189142
"1916",389000,1134000,1005945621.81849
"1917",397000,1134000,514035568.023942
"1918",405000,1134000,-71566001.2946447
"1919",413000,1134000,-167755551.469536
"1920",445000,1134000,169947822.046867
"1921",453000,1134000,114253767.999795
"1922",461000,1134000,-198892953.383284
"1923",469000,1134000,68923480.8521585
"1924",477000,1134000,287855090.283496
"1925",485000,1134000,-171647590.358405
"1926",493000,1134000,-241978120.82685
"1927",501000,1134000,-125501177.839638
"1928",509000,1134000,-6000307.21010166
"1929",517000,1134000,451256570.297023
"1930",525000,1134000,450807671.377273
"1931",533000,1134000,440637910.469779
"1932",541000,1134000,-348647906.572021
"1933",549000,1134000,-233051452.941413
"1934",557000,1134000,817114579.283507
"1935",565000,1134000,842323806.128037
"1936",573000,1134000,201115954.612396
"1937",581000,1134000,222354378.270907
"1938",589000,1134000,348565910.373804
"1939",597000,1134000,-114307030.347373
"1940",605000,1134000,-210707519.306203
"1941",613000,1134000,133923529.160712
"1942",621000,1134000,142259303.797695
"1943",629000,1134000,36497914.8320786
"1944",637000,1134000,352331070.072399
"1945",645000,1134000,4871819.37220234
"1946",653000,1134000,5284916.53845322
"1947",661000,1134000,34782107.8180794
"1948",669000,1134000,-86346343.175836
"1949",845000,1134000,-149165113.4375
"1950",861000,1134000,-59977251.7890534
"1976",29000,1126000,25917336.5310063
"1977",45000,1126000,3221008895.64439
"1978",53000,1126000,194889783.402213
"1979",69000,1126000,388288727.256635
"1980",77000,1126000,862212370.50485
"1981",85000,1126000,-248946349.023371
"1982",93000,1126000,49228092.9592595
"1983",101000,1126000,-155523432.767378
"1984",117000,1126000,287772216.185776
"1985",133000,1126000,894788443.941161
"1986",141000,1126000,227640308.753813
"1987",149000,1126000,584560051.249827
"1988",165000,1126000,-39607771.79885
"1989",173000,1126000,574262806.891759
"1990",181000,1126000,937385452.228672
"1991",189000,1126000,136768252.993188
"1992",213000,1126000,-134231770.03446
"1993",221000,1126000,-348890712.13938
"1994",229000,1126000,-232495421.773015
"1995",237000,1126000,161983668.47803
"1996",245000,1126000,-21030950.6155812
"1997",253000,1126000,631519217.362866
"1998",261000,1126000,119629499.241559
"1999",269000,1126000,608182229.011762
"2000",277000,1126000,104622802.939179
"2001",285000,1126000,1103602931.30223
"2002",293000,1126000,444828473.365672
"2003",301000,1126000,500416949.889402
"2004",317000,1126000,237684122.115345
"2005",325000,1126000,-394052897.311747
"2006",333000,1126000,379343949.473646
"2007",341000,1126000,313821478.67049
"2008",349000,1126000,263748326.141756
"2009",357000,1126000,785366169.093471
"2010",365000,1126000,333908001.534622
"2011",373000,1126000,342777804.154605
"2012",381000,1126000,949167639.422155
"2013",389000,1126000,-29330365.7858008
"2014",397000,1126000,-212505448.643491
"2015",405000,1126000,-322151261.058479
"2016",413000,1126000,-196206535.273318
"2017",421000,1126000,-98449529.7350813
"2018",445000,1126000,196001245.537262
"2019",453000,1126000,53716211.8895025
"2020",461000,1126000,482984650.093726
"2021",477000,1126000,-178373548.929416
"2022",485000,1126000,-179530309.299503
"2023",493000,1126000,-47313055.3990051
"2024",501000,1126000,186004558.178052
"2025",509000,1126000,103852940.494551
"2026",517000,1126000,-134013944.847477
"2027",541000,1126000,529964549.603063
"2028",549000,1126000,-191278879.300033
"2029",557000,1126000,498266953.906958
"2030",565000,1126000,811573086.242083
"2031",573000,1126000,359866842.106879
"2032",581000,1126000,501863222.234652
"2033",589000,1126000,532838562.995842
"2034",597000,1126000,66961316.9293391
"2035",605000,1126000,-220154356.115799
"2036",613000,1126000,-132744542.150748
"2037",621000,1126000,-153257863.629056
"2038",629000,1126000,151128848.650923
"2039",637000,1126000,61008427.6400781
"2040",645000,1126000,-161558767.071996
"2041",653000,1126000,53515942.5285262
"2042",661000,1126000,27287606.1812418
"2043",669000,1126000,125535603.395741
"2044",677000,1126000,120940797.689295
"2045",781000,1126000,-76323422.5304993
"2046",789000,1126000,548666763.695181
"2047",797000,1126000,-485431706.683952
"2048",805000,1126000,-178279575.362924
"2049",813000,1126000,-50747367.9684698
"2050",829000,1126000,-79822088.0203659
"2051",845000,1126000,-141654844.056224
"2052",853000,1126000,-69049156.8442452
"2053",861000,1126000,-47717535.167402
"2080",69000,1118000,-11908360.0557472
"2081",77000,1118000,-317328975.122791
"2082",85000,1118000,283598943.710765
"2083",93000,1118000,344228415.864022
"2084",101000,1118000,349964158.203286
"2085",125000,1118000,149439347.418819
"2086",141000,1118000,726948433.189026
"2087",149000,1118000,218600452.633907
"2088",165000,1118000,454564239.4178
"2089",189000,1118000,447163660.112338
"2090",197000,1118000,188179149.276341
"2091",213000,1118000,-22183477.5796761
"2092",221000,1118000,250056879.280722
"2093",229000,1118000,217033176.894919
"2094",237000,1118000,-261390180.737621
"2095",245000,1118000,-405108928.16378
"2096",253000,1118000,-402164271.902979
"2097",261000,1118000,-363482314.804332
"2098",269000,1118000,276742235.180297
"2099",277000,1118000,117346527.261272
"2100",285000,1118000,63767240.8694796
"2101",293000,1118000,84588191.4390401
"2102",301000,1118000,149597548.647044
"2103",309000,1118000,-221274096.362823
"2104",317000,1118000,-44558494.1075284
"2105",325000,1118000,-107215293.866917
"2106",333000,1118000,-406869191.203508
"2107",341000,1118000,-232509780.814199
"2108",349000,1118000,-1386109.38278916
"2109",357000,1118000,326658878.224055
"2110",365000,1118000,-218659302.737531
"2111",373000,1118000,-126746169.43289
"2112",381000,1118000,262253150.098267
"2113",389000,1118000,446841848.280414
"2114",397000,1118000,838286758.040829
"2115",405000,1118000,-30138907.1492122
"2116",413000,1118000,619303795.47159
"2117",421000,1118000,187908526.836462
"2118",429000,1118000,110601052.272003
"2119",437000,1118000,-264974436.936559
"2120",445000,1118000,218990205.182697
"2121",453000,1118000,633878183.290914
"2122",461000,1118000,-278828697.710429
"2123",469000,1118000,-269079108.55798
"2124",477000,1118000,296086361.614379
"2125",485000,1118000,-469502.012902141
"2126",493000,1118000,-183691167.702892
"2127",501000,1118000,-171447423.981277
"2128",509000,1118000,603891820.67683
"2129",517000,1118000,-238889519.055118
"2130",525000,1118000,-106641475.031258
"2131",533000,1118000,788429459.875965
"2132",541000,1118000,17270616.0025593
"2133",549000,1118000,48873750.3675638
"2134",557000,1118000,599401922.445643
"2135",565000,1118000,-108600877.783808
"2136",573000,1118000,402158263.821977
"2137",581000,1118000,148834685.234989
"2138",589000,1118000,-368818664.707499
"2139",597000,1118000,-293809064.582681
"2140",605000,1118000,-221922561.767991
"2141",613000,1118000,32259787.1824634
"2142",629000,1118000,-146231922.619444
"2143",637000,1118000,64851941.4552345
"2144",645000,1118000,-164642377.904666
"2145",653000,1118000,210690971.262143
"2146",669000,1118000,-172893650.037789
"2147",677000,1118000,156030273.778171
"2148",773000,1118000,-320837140.771206
"2149",781000,1118000,1085545401.0089
"2150",789000,1118000,-638294785.535116
"2151",797000,1118000,911197904.714893
"2152",805000,1118000,-28453641.7143894
"2153",813000,1118000,-65895760.054882
"2154",821000,1118000,642213892.047601
"2155",829000,1118000,1509919132.41648
"2156",837000,1118000,-35077011.043253
"2157",853000,1118000,-228741840.808579
"2183",5000,1110000,227342804.469749
"2184",69000,1110000,54294082.7212809
"2185",109000,1110000,18677913.7889572
"2186",117000,1110000,301654779.46867
"2187",125000,1110000,568123856.26149
"2188",133000,1110000,67433727.9140213
"2189",141000,1110000,208177639.113869
"2190",157000,1110000,80388958.1012093
"2191",165000,1110000,889895290.959286
"2192",173000,1110000,-9247186.54009432
"2193",181000,1110000,-91641988.9315757
"2194",189000,1110000,-43566838.4670196
"2195",197000,1110000,-129361541.029189
"2196",205000,1110000,46633666.7811505
"2197",213000,1110000,-184911760.552249
"2198",221000,1110000,39431941.5946867
"2199",229000,1110000,-284341029.888285
"2200",237000,1110000,180004666.397237
"2201",245000,1110000,-445077127.820443
"2202",253000,1110000,-410479142.746234
"2203",261000,1110000,133424100.887413
"2204",269000,1110000,-272984624.438863
"2205",277000,1110000,492969941.721392
"2206",285000,1110000,30262320.0362356
"2207",293000,1110000,590687720.067373
"2208",301000,1110000,10344194.1976959
"2209",309000,1110000,-128144873.349694
"2210",317000,1110000,272666388.570078
"2211",325000,1110000,-282445457.751695
"2212",333000,1110000,284385121.446452
"2213",341000,1110000,103195840.516994
"2214",349000,1110000,-57946871.1131624
"2215",357000,1110000,81694398.5609536
"2216",365000,1110000,35294321.2928595
"2217",373000,1110000,82074985.1526553
"2218",381000,1110000,-169864267.421213
"2219",389000,1110000,417469833.909299
"2220",397000,1110000,202310478.367804
"2221",405000,1110000,407262442.956495
"2222",413000,1110000,431597550.232213
"2223",421000,1110000,-2533709.72606647
"2224",429000,1110000,-326796.418566465
"2225",437000,1110000,42060784.955245
"2226",445000,1110000,193393280.856389
"2227",453000,1110000,154998996.162928
"2228",461000,1110000,38553337.6182838
"2229",469000,1110000,-304314419.259253
"2230",477000,1110000,209992925.867225
"2231",485000,1110000,-192780630.053482
"2232",493000,1110000,240902083.499988
"2233",501000,1110000,624156447.639884
"2234",509000,1110000,149905517.903225
"2235",517000,1110000,-180307339.460286
"2236",525000,1110000,-166244743.63428
"2237",533000,1110000,229062097.588082
"2238",541000,1110000,1046995220.33518
"2239",549000,1110000,34854919.2271243
"2240",557000,1110000,688791039.995322
"2241",565000,1110000,666507393.321268
"2242",573000,1110000,-42127042.361992
"2243",581000,1110000,112534655.366932
"2244",589000,1110000,29363541.5278473
"2245",597000,1110000,135621017.210512
"2246",613000,1110000,-108842864.04894
"2247",621000,1110000,10330098.1426629
"2248",629000,1110000,-340540644.279994
"2249",637000,1110000,-358110564.596105
"2250",645000,1110000,-254037213.44912
"2251",653000,1110000,638505689.648861
"2252",677000,1110000,536309536.459303
"2253",685000,1110000,-294614261.787517
"2254",693000,1110000,-86461435.0928649
"2255",701000,1110000,-223125083.698326
"2256",709000,1110000,-204704756.35442
"2257",733000,1110000,638492426.401774
"2258",741000,1110000,1009275691.32439
"2259",757000,1110000,-60990483.1222295
"2260",765000,1110000,-270827407.874841
"2261",773000,1110000,-210688611.670353
"2262",781000,1110000,-303215620.749146
"2263",789000,1110000,-168341678.750857
"2264",797000,1110000,-433788295.562141
"2265",805000,1110000,-341528071.522154
"2266",813000,1110000,-235334449.422588
"2267",821000,1110000,163332898.615514
"2268",829000,1110000,-510279875.776277
"2269",837000,1110000,-235088170.429843
"2270",845000,1110000,-623149911.168562
"2271",853000,1110000,-43084752.7870021
"2272",861000,1110000,-119588280.455863
"2300",37000,1102000,557785375.307357
"2301",45000,1102000,51570644.1183049
"2302",53000,1102000,-84721114.488409
"2303",61000,1102000,177655786.42959
"2304",93000,1102000,-172931309.233811
"2305",117000,1102000,552324472.620687
"2306",125000,1102000,90482308.2805293
"2307",141000,1102000,27746729.8727951
"2308",149000,1102000,332502716.143046
"2309",173000,1102000,383196846.840365
"2310",181000,1102000,118133602.741429
"2311",189000,1102000,-183533018.198348
"2312",197000,1102000,217257748.991251
"2313",205000,1102000,-186138914.666825
"2314",213000,1102000,352868377.918286
"2315",221000,1102000,134002300.141215
"2316",229000,1102000,-451422982.892738
"2317",237000,1102000,25494361.4654107
"2318",245000,1102000,-315517146.959289
"2319",253000,1102000,160490523.238094
"2320",261000,1102000,-235270230.305704
"2321",269000,1102000,530604509.512326
"2322",277000,1102000,-85869718.9587977
"2323",285000,1102000,-60737006.3053407
"2324",293000,1102000,574899415.366731
"2325",301000,1102000,486530653.237344
"2326",309000,1102000,-371726814.856128
"2327",317000,1102000,-253162593.281191
"2328",325000,1102000,-160429832.62617
"2329",333000,1102000,682990771.511591
"2330",341000,1102000,-99890093.0128559
"2331",349000,1102000,609835177.048909
"2332",357000,1102000,535458714.539421
"2333",365000,1102000,189627405.989472
"2334",373000,1102000,182823293.513704
"2335",381000,1102000,599113007.64603
"2336",389000,1102000,319695871.325078
"2337",397000,1102000,-132509389.666015
"2338",405000,1102000,978291926.484932
"2339",413000,1102000,95544283.8045712
"2340",421000,1102000,398592538.293524
"2341",429000,1102000,-64874939.9865769
"2342",437000,1102000,382837153.357279
"2343",445000,1102000,221115877.015025
"2344",453000,1102000,-52255362.4756953
"2345",461000,1102000,-19103678.8590268
"2346",469000,1102000,354137190.119954
"2347",477000,1102000,-38639211.8511602
"2348",485000,1102000,-62758845.9898569
"2349",493000,1102000,-72930707.3969828
"2350",501000,1102000,1060296635.14765
"2351",509000,1102000,114366582.72476
"2352",517000,1102000,-48957796.6476546
"2353",525000,1102000,359111690.273547
"2354",533000,1102000,711141728.371676
"2355",541000,1102000,-17470144.9531474
"2356",549000,1102000,303654444.500773
"2357",557000,1102000,399460689.554114
"2358",565000,1102000,141396161.575063
"2359",573000,1102000,179101603.099959
"2360",581000,1102000,250194385.343116
"2361",589000,1102000,-181081858.978813
"2362",597000,1102000,-303469510.891011
"2363",605000,1102000,-32528041.9521487
"2364",613000,1102000,-227721957.872042
"2365",621000,1102000,47841328.2679982
"2366",629000,1102000,-397834633.56057
"2367",637000,1102000,-205202894.436112
"2368",645000,1102000,-228843850.612345
"2369",653000,1102000,-314756198.874363
"2370",661000,1102000,368968239.437527
"2371",669000,1102000,24663603.9599708
"2372",677000,1102000,-76210716.6445783
"2373",685000,1102000,-426198979.811551
"2374",693000,1102000,-172396238.372451
"2375",701000,1102000,-49862692.814662
"2376",709000,1102000,365744455.124864
"2377",717000,1102000,510772315.741506
"2378",725000,1102000,533881086.397476
"2379",733000,1102000,-304916551.093629
"2380",741000,1102000,1188397756.79081
"2381",749000,1102000,-63063829.2130669
"2382",765000,1102000,301093464.222508
"2383",773000,1102000,-492454798.784025
"2384",781000,1102000,-393780585.223861
"2385",789000,1102000,-500275399.456418
"2386",797000,1102000,-268431372.215208
"2387",805000,1102000,313209057.453223
"2388",821000,1102000,-70622626.7690917
"2389",829000,1102000,-2043020.30913706
"2390",837000,1102000,-173980244.408277
"2391",845000,1102000,362117680.866069
"2392",853000,1102000,-285703224.916655
"2393",861000,1102000,-281507998.313855
"2394",869000,1102000,-112925831.297501
"2395",877000,1102000,43152687.456515
"2396",885000,1102000,-937863032.965198
"2397",893000,1102000,-11671105.7153373
"2398",917000,1102000,237280697.832089
"2399",933000,1102000,-49329079.4592379
"2426",29000,1094000,41216789.4701357
"2427",45000,1094000,136986297.398312
"2428",117000,1094000,-101334190.749907
"2429",125000,1094000,-87101865.3746334
"2430",133000,1094000,825843990.327587
"2431",141000,1094000,278189729.005378
"2432",149000,1094000,204616670.300973
"2433",157000,1094000,25181831.9353646
"2434",173000,1094000,139669867.700196
"2435",189000,1094000,481924103.316735
"2436",197000,1094000,68761519.6427295
"2437",205000,1094000,106780991.731958
"2438",213000,1094000,520777507.236255
"2439",221000,1094000,884783609.661755
"2440",229000,1094000,-45458284.8722198
"2441",237000,1094000,-339431338.504946
"2442",245000,1094000,206519788.810296
"2443",261000,1094000,315171020.480075
"2444",269000,1094000,346608615.371437
"2445",285000,1094000,573013132.149927
"2446",293000,1094000,296333158.973047
"2447",301000,1094000,379773786.386582
"2448",309000,1094000,264213986.170703
"2449",317000,1094000,-76999847.2954551
"2450",325000,1094000,349942776.834457
