"","x","y","tdiff"
"178",301000,1374000,171906284.657635
"179",29000,1366000,162101687.989254
"180",85000,1366000,198641887.433287
"181",101000,1366000,3295737.13757364
"182",109000,1366000,62541811.8817204
"183",117000,1366000,-37466261.2646303
"184",125000,1366000,-23330119.2810153
"185",165000,1366000,-6869235.9121096
"186",181000,1366000,-41011014.3235724
"187",189000,1366000,-84976076.4391339
"188",197000,1366000,-42169023.2357187
"189",205000,1366000,212768792.456777
"190",213000,1366000,-223252901.976959
"191",221000,1366000,127131162.476344
"192",229000,1366000,-121908578.408683
"193",237000,1366000,1594325.85353124
"194",245000,1366000,-218208093.352997
"195",253000,1366000,105033140.938211
"196",261000,1366000,621115388.55197
"197",269000,1366000,25943564.0366248
"198",277000,1366000,-226997092.321454
"199",285000,1366000,-311535228.701773
"200",293000,1366000,959100820.053215
"201",301000,1366000,84779068.0078616
"202",309000,1366000,313581532.164346
"203",29000,1358000,81899997.0398026
"204",37000,1358000,218970309.116958
"205",93000,1358000,57254691.5823963
"206",101000,1358000,421609117.089213
"207",109000,1358000,-52336600.6745332
"208",117000,1358000,142712270.694513
"209",125000,1358000,-43283452.5177475
"210",133000,1358000,-27251821.7256095
"211",165000,1358000,329885486.890745
"212",181000,1358000,-142174117.32784
"213",189000,1358000,254146033.204828
"214",197000,1358000,-151876691.593432
"215",205000,1358000,-184444139.600688
"216",213000,1358000,-89854918.1708815
"217",221000,1358000,267664873.57755
"218",229000,1358000,363058443.915899
"219",237000,1358000,-30332776.2666979
"220",245000,1358000,-294230282.835757
"221",253000,1358000,490662706.423537
"222",261000,1358000,-24300304.4239112
"223",269000,1358000,496997980.31421
"224",277000,1358000,214835513.202393
"225",285000,1358000,314178496.769241
"226",293000,1358000,286716485.760307
"227",301000,1358000,747147217.080539
"228",309000,1358000,-233970188.312793
"229",317000,1358000,-96534898.9215088
"230",-19000,1350000,150774305.149708
"231",21000,1350000,324751495.16302
"232",29000,1350000,803618646.378489
"233",53000,1350000,1561679881.26086
"234",69000,1350000,267988298.222837
"235",93000,1350000,881412601.187851
"236",101000,1350000,111284950.38398
"237",109000,1350000,-5609888.28875454
"238",117000,1350000,73853065.6120168
"239",125000,1350000,80680260.0132029
"240",133000,1350000,-72404465.3408221
"241",165000,1350000,230812377.153248
"242",189000,1350000,-32521774.0687275
"243",197000,1350000,8345088.68696767
"244",205000,1350000,-224920122.16975
"245",213000,1350000,-286006758.89614
"246",221000,1350000,192035871.684472
"247",229000,1350000,137450045.330329
"248",237000,1350000,-80538791.3043222
"249",245000,1350000,29831495.5050182
"250",253000,1350000,-117230859.55318
"251",261000,1350000,-154246858.480141
"252",269000,1350000,65924923.1918228
"253",277000,1350000,16570117.1592268
"254",285000,1350000,60265727.8951632
"255",293000,1350000,30519522.2844346
"256",301000,1350000,514625523.794122
"257",309000,1350000,241231636.766155
"258",317000,1350000,261748604.215849
"259",333000,1350000,613368388.647706
"260",21000,1342000,224034397.480845
"261",29000,1342000,522052753.040197
"262",77000,1342000,97101621.0587906
"263",101000,1342000,675506358.272909
"264",109000,1342000,1066488066.44031
"265",117000,1342000,-13623131.7831663
"266",133000,1342000,335591613.809683
"267",141000,1342000,1374377587.20773
"268",157000,1342000,54332139.4779853
"269",165000,1342000,189910911.873092
"270",173000,1342000,-73602606.6851306
"271",181000,1342000,346888215.623068
"272",197000,1342000,-121125287.901065
"273",213000,1342000,-77751043.2531316
"274",221000,1342000,481480150.284529
"275",229000,1342000,418223113.556727
"276",237000,1342000,283380819.208693
"277",245000,1342000,223510263.278804
"278",253000,1342000,-184641457.121945
"279",261000,1342000,103756289.846156
"280",269000,1342000,114732849.11614
"281",277000,1342000,-123855963.590873
"282",285000,1342000,-127267657.54409
"283",293000,1342000,404946019.346993
"284",301000,1342000,266046948.532734
"285",309000,1342000,178995791.727368
"286",317000,1342000,-138388117.044979
"287",349000,1342000,452432755.310053
"288",21000,1334000,348404943.337624
"289",37000,1334000,1117404.62950534
"290",53000,1334000,367326317.1717
"291",133000,1334000,-127274077.251833
"292",141000,1334000,203436616.209673
"293",149000,1334000,173225181.327926
"294",157000,1334000,-60634632.1719651
"295",165000,1334000,252069096.652281
"296",173000,1334000,-172133038.303748
"297",181000,1334000,-42965086.5412931
"298",189000,1334000,6539750.61325846
"299",197000,1334000,-109376920.774903
"300",205000,1334000,1052185404.61732
"301",213000,1334000,-223497746.267843
"302",221000,1334000,-95088354.1226733
"303",229000,1334000,-113398013.629857
"304",237000,1334000,-186269023.618413
"305",245000,1334000,402825739.179769
"306",253000,1334000,138322969.256201
"307",261000,1334000,522890074.942982
"308",269000,1334000,340979468.022236
"309",277000,1334000,508467940.081227
"310",285000,1334000,451926927.53782
"311",293000,1334000,-6582820.76386285
"312",301000,1334000,162832991.280139
"313",309000,1334000,288787056.738014
"314",317000,1334000,580901283.169528
"315",325000,1334000,-141357792.087039
"316",333000,1334000,85652660.9508438
"317",341000,1334000,615474416.536813
"318",349000,1334000,251842762.801439
"319",29000,1326000,298016365.773373
"320",53000,1326000,-2293618.52692863
"321",61000,1326000,9553255.76167662
"322",85000,1326000,135194205.429089
"323",93000,1326000,258673706.048845
"324",101000,1326000,221544217.656137
"326",149000,1326000,100695715.326021
"327",157000,1326000,-150990552.044892
"328",165000,1326000,177208255.437739
"329",173000,1326000,355128877.506554
"330",181000,1326000,-257052352.271829
"331",189000,1326000,439206812.639857
"332",197000,1326000,28224157.5407707
"333",205000,1326000,-94397037.4041778
"334",221000,1326000,127208415.463427
"335",229000,1326000,-141720224.621486
"336",237000,1326000,26448914.9184389
"337",245000,1326000,58706669.8000617
"338",253000,1326000,500909.147521079
"339",261000,1326000,272535855.437054
"340",269000,1326000,511126748.572505
"341",277000,1326000,475493464.062413
"342",285000,1326000,-186826155.173964
"343",293000,1326000,497722529.188985
"344",301000,1326000,-119592812.422592
"345",309000,1326000,427078403.375372
"346",317000,1326000,-256797721.464681
"347",325000,1326000,82284182.1651713
"348",333000,1326000,-138369340.851809
"349",341000,1326000,-107058838.920694
"350",349000,1326000,170938962.309522
"351",357000,1326000,31872600.2340053
"352",365000,1326000,-75625597.4684766
"353",373000,1326000,-65240237.6510604
"354",61000,1318000,26645429.8699537
"355",77000,1318000,27411966.8863959
"356",93000,1318000,290935371.350145
"357",101000,1318000,29231149.4424233
"358",109000,1318000,471572296.275064
"359",117000,1318000,85625557.5004643
"360",125000,1318000,445489719.071048
"361",133000,1318000,260644758.38719
"362",149000,1318000,33687234.0411246
"363",157000,1318000,-162136834.839276
"364",165000,1318000,1449047059.06483
"365",173000,1318000,46851951.7797751
"366",181000,1318000,780682976.785079
"367",189000,1318000,254997031.887383
"368",197000,1318000,61414772.3493158
"369",205000,1318000,-127943292.971651
"370",213000,1318000,-55141485.7186166
"371",221000,1318000,-56448898.898933
"372",229000,1318000,160635219.846896
"373",237000,1318000,272761675.548423
"374",245000,1318000,220621669.629731
"375",253000,1318000,213891108.244142
"376",261000,1318000,342893837.655945
"377",269000,1318000,754613946.712145
"378",277000,1318000,-55649945.2757947
"379",285000,1318000,5637590.66351162
"380",293000,1318000,367030880.387042
"381",301000,1318000,704413734.435376
"382",309000,1318000,344006.330879569
"383",317000,1318000,305173505.297556
"384",325000,1318000,161944589.742688
"385",333000,1318000,122576858.214885
"386",341000,1318000,68672724.9458279
"387",357000,1318000,946776723.879271
"388",365000,1318000,-130241101.764862
"389",373000,1318000,1234503414.74447
"390",421000,1318000,129106299.386078
"391",429000,1318000,-366154170.687125
"392",437000,1318000,-214933159.513627
"393",61000,1310000,97196504.9515061
"394",77000,1310000,536784964.299704
"395",85000,1310000,532039842.379015
"396",93000,1310000,-46326249.2388842
"397",101000,1310000,39037289.5685429
"398",109000,1310000,406632188.27819
"399",117000,1310000,403522755.867373
"400",125000,1310000,-211715150.21742
"401",133000,1310000,-54159953.1455407
"402",141000,1310000,157224931.738843
"403",149000,1310000,266827880.010514
"404",157000,1310000,-185353543.520606
"405",165000,1310000,-68578560.02598
"406",173000,1310000,-55625965.7722808
"407",181000,1310000,245015561.554721
"408",189000,1310000,-33729283.4217807
"409",197000,1310000,-6374837.06982726
"410",205000,1310000,74062787.985135
"411",213000,1310000,263243523.052408
"412",221000,1310000,665013659.245143
"413",229000,1310000,13509963.3701765
"414",237000,1310000,98971181.2631146
"415",245000,1310000,308010077.758226
"416",253000,1310000,882035980.633883
"417",261000,1310000,248757757.237824
"418",269000,1310000,253983504.724848
"419",277000,1310000,1064063464.58326
"420",285000,1310000,549620050.766793
"421",293000,1310000,823017611.962137
"422",301000,1310000,507987302.0549
"423",309000,1310000,-19625986.0461843
"424",317000,1310000,242417766.217799
"425",325000,1310000,389644891.221984
"426",333000,1310000,-122546291.556176
"427",341000,1310000,119358046.345843
"428",349000,1310000,57772275.7748822
"429",357000,1310000,114713301.072518
"430",365000,1310000,76566587.7874112
"431",373000,1310000,-175568867.646957
"432",381000,1310000,-138566748.160101
"433",389000,1310000,-132215845.414504
"434",421000,1310000,-103464535.822701
"435",437000,1310000,-105657848.313527
"436",21000,1302000,117295819.188289
"437",29000,1302000,288045764.571573
"438",37000,1302000,83398619.5107771
"439",53000,1302000,81365036.3488652
"440",77000,1302000,-13351294.8905293
"441",93000,1302000,838879943.322788
"442",101000,1302000,1057690245.89026
"443",109000,1302000,185071851.442549
"444",117000,1302000,288236058.410756
"445",125000,1302000,-168453136.920256
"446",133000,1302000,-56453687.196521
"447",141000,1302000,240366656.084186
"448",149000,1302000,-464706795.507671
"449",157000,1302000,-328924217.930997
"450",165000,1302000,-110383518.038857
"451",173000,1302000,-20136625.020646
"452",181000,1302000,-102454980.452277
"453",189000,1302000,-157914976.030974
"454",197000,1302000,328304140.789606
"455",205000,1302000,239855788.595514
"456",213000,1302000,125974584.997536
"457",221000,1302000,-102790982.511382
"458",237000,1302000,-49534814.0609327
"459",245000,1302000,-6770473.58428091
"460",253000,1302000,-270291188.079829
"461",261000,1302000,50196808.9017414
"462",269000,1302000,612295486.890566
"463",277000,1302000,297011303.739856
"464",285000,1302000,202714903.577563
"465",293000,1302000,39238108.2815739
"466",301000,1302000,-141114415.018948
"467",309000,1302000,-277859166.519228
"468",317000,1302000,-8083815.99374136
"469",325000,1302000,84085474.6106749
"470",333000,1302000,147631101.441724
"471",341000,1302000,-33784630.2598855
"472",349000,1302000,389793131.254227
"473",357000,1302000,59919448.4231284
"474",365000,1302000,-174587518.617147
"475",373000,1302000,741325406.817728
"476",381000,1302000,-302703886.622749
"477",389000,1302000,-4974767.47044873
"478",405000,1302000,-181799502.853887
"479",413000,1302000,211628019.252465
"480",421000,1302000,8524909.04145958
"481",429000,1302000,48204853.1706374
"482",437000,1302000,255913598.440371
"483",445000,1302000,296943690.650607
"484",453000,1302000,69950479.0245115
"485",461000,1302000,-150634681.496085
"486",469000,1302000,474621468.41188
"487",477000,1302000,-93600343.6930968
"488",485000,1302000,441736407.629351
"494",21000,1294000,135310483.518879
"495",45000,1294000,154397375.179156
"496",61000,1294000,363777899.85086
"497",69000,1294000,-105233232.156848
"498",77000,1294000,-90298417.3679957
"499",85000,1294000,831809619.726386
"500",93000,1294000,218703459.703963
"501",109000,1294000,89061251.041059
"502",117000,1294000,613961718.930602
"503",125000,1294000,324358844.895116
"504",133000,1294000,-114415096.715811
"505",141000,1294000,107032256.138937
"506",149000,1294000,800639490.011908
"507",157000,1294000,83476891.4260211
"508",165000,1294000,22032310.2906496
"509",173000,1294000,210707240.917117
"510",181000,1294000,-191781791.536772
"511",189000,1294000,-262859634.874972
"512",197000,1294000,352752276.581453
"513",205000,1294000,616607002.518389
"514",213000,1294000,237605044.831336
"515",221000,1294000,661575611.175906
"516",229000,1294000,90241929.1453456
"517",237000,1294000,-124683732.819471
"518",245000,1294000,-161906724.043967
"519",253000,1294000,870181789.302047
"520",261000,1294000,136611839.367007
"521",277000,1294000,-156124219.415593
"522",285000,1294000,358888559.430861
"523",293000,1294000,-112073104.89613
"524",301000,1294000,76014616.7161106
"525",309000,1294000,98614368.8526987
"526",317000,1294000,-165157289.419514
"527",333000,1294000,257602289.888442
"528",341000,1294000,96450531.0818093
"529",349000,1294000,-193813305.296581
"530",357000,1294000,74676674.7873224
"531",373000,1294000,-62730683.9246398
"532",381000,1294000,150561140.721112
"533",389000,1294000,650502125.343347
"534",397000,1294000,424529840.936349
"535",405000,1294000,29027293.2346365
"536",413000,1294000,157230272.062106
"537",421000,1294000,267105206.932384
"538",429000,1294000,87702610.7691744
"539",437000,1294000,1001080712.14688
"540",445000,1294000,-94862129.6732781
"541",461000,1294000,313095916.412687
"542",469000,1294000,271157693.036669
"543",477000,1294000,798240834.093925
"544",485000,1294000,-291956359.961194
"545",493000,1294000,127614812.744679
"546",501000,1294000,407389139.533006
"547",509000,1294000,876941484.795467
"548",517000,1294000,-11992529.4268334
"558",61000,1286000,-44089851.2582599
"559",69000,1286000,16539067.9614704
"560",77000,1286000,319619982.758079
"561",85000,1286000,943882304.365761
"562",101000,1286000,704526676.762154
"563",125000,1286000,1231393654.39788
"564",133000,1286000,221312506.934151
"565",141000,1286000,187691392.554581
"566",149000,1286000,779062725.927526
"567",157000,1286000,279964081.695491
"568",165000,1286000,-122407735.731918
"569",173000,1286000,246760684.251179
"570",181000,1286000,626961752.51436
"571",189000,1286000,524827900.834471
"572",197000,1286000,623900899.737724
"573",205000,1286000,-304583219.758039
"574",213000,1286000,-243361325.785864
"575",221000,1286000,192713537.087799
"576",229000,1286000,-179737914.995127
"577",237000,1286000,322678516.087921
"578",245000,1286000,237652194.975207
"579",253000,1286000,458769115.079304
"580",261000,1286000,625209200.6744
"581",269000,1286000,272213254.825531
"582",277000,1286000,-206759028.665741
"583",285000,1286000,484850479.84818
"584",301000,1286000,105197159.781593
"585",309000,1286000,43182245.7650084
"586",317000,1286000,-40592372.2388285
"587",325000,1286000,44526511.8913736
"588",333000,1286000,375619988.054535
"589",341000,1286000,382975629.093707
"590",349000,1286000,76343043.788737
"591",357000,1286000,385572214.231049
"592",365000,1286000,68124172.4933738
"593",373000,1286000,688048004.882324
"594",381000,1286000,48491419.3192295
"595",397000,1286000,54636008.754816
"596",405000,1286000,129858951.659849
"597",421000,1286000,250333147.894041
"598",429000,1286000,276943493.82022
"599",437000,1286000,34069437.4099726
"600",445000,1286000,1020543.23386493
"601",453000,1286000,609311757.384761
"602",461000,1286000,-189591547.943716
"603",469000,1286000,787990239.046421
"604",477000,1286000,213494299.424216
"605",485000,1286000,-104678438.424036
"606",493000,1286000,-102180737.970324
"607",501000,1286000,989518475.475498
"608",509000,1286000,141525983.769179
"609",517000,1286000,202926709.070915
"610",525000,1286000,73971211.4589364
"626",-19000,1278000,117742050.492602
"627",61000,1278000,85967261.494899
"628",69000,1278000,56783568.4644564
"629",77000,1278000,401682483.022898
"630",85000,1278000,1208909361.92735
"631",93000,1278000,477709368.940652
"632",101000,1278000,317108880.703625
"633",109000,1278000,7747135.85573892
"634",125000,1278000,236447057.303284
"635",133000,1278000,168096276.279656
"636",141000,1278000,560584392.493561
"637",149000,1278000,851086296.269204
"638",157000,1278000,307794399.179166
"639",165000,1278000,131525684.336937
"640",173000,1278000,139899098.819385
"641",181000,1278000,-56390257.4159237
"642",189000,1278000,321360226.991789
"643",197000,1278000,1031722271.13455
"644",205000,1278000,997142626.090302
"645",213000,1278000,190841558.04858
"646",221000,1278000,620117075.546722
"647",229000,1278000,313742802.618933
"648",237000,1278000,659225858.020626
"649",245000,1278000,73490611.4390654
"650",253000,1278000,104134254.93822
"651",261000,1278000,226593830.270786
"652",269000,1278000,-7680255.19651738
"653",277000,1278000,-176853055.389566
"654",293000,1278000,953224914.300476
"655",301000,1278000,370484297.690544
"656",309000,1278000,185342592.847531
"657",317000,1278000,-23049404.3614001
"658",325000,1278000,404311128.605597
"659",333000,1278000,240494361.272833
"660",341000,1278000,174311198.83536
"661",349000,1278000,-151131968.587486
"662",357000,1278000,82616916.5296355
"663",365000,1278000,349324619.775144
"664",373000,1278000,234926314.286334
"665",381000,1278000,265189311.698839
"666",389000,1278000,224310733.017081
"667",405000,1278000,-122794301.589205
"668",421000,1278000,345294029.620551
"669",429000,1278000,18271320.9987544
"670",437000,1278000,479472417.912702
"671",445000,1278000,433693117.96293
"672",453000,1278000,1352895850.96433
"673",461000,1278000,-150639524.867366
"674",469000,1278000,458882659.507764
"675",477000,1278000,660996116.752535
"676",485000,1278000,511690865.106286
"677",493000,1278000,1191485471.52809
"678",501000,1278000,569539312.838667
"679",509000,1278000,152071075.11437
"700",-19000,1270000,235744981.209032
"701",21000,1270000,-76606.8473688662
"702",29000,1270000,-810719.022507802
"703",45000,1270000,61479806.4998401
"704",53000,1270000,16360726.7325725
"705",61000,1270000,520006866.230704
"706",69000,1270000,734527626.128602
"707",77000,1270000,655207301.002205
"708",85000,1270000,662921661.987788
"709",93000,1270000,50025244.1407737
"710",109000,1270000,198049108.064448
"711",117000,1270000,349662239.52816
"712",125000,1270000,-116000599.781457
"713",141000,1270000,193280260.192134
"714",149000,1270000,-47354501.1747665
"715",157000,1270000,718954765.512461
"716",165000,1270000,-72983363.1698074
"717",173000,1270000,1173511502.57273
"718",181000,1270000,811572815.174543
"719",197000,1270000,358796407.329857
"720",205000,1270000,-80055918.859313
"721",213000,1270000,274208917.010118
"722",221000,1270000,747106076.127332
"723",229000,1270000,378878790.239813
"724",237000,1270000,-100120690.055432
"725",253000,1270000,-140468121.880468
"726",261000,1270000,-288632225.455499
"727",269000,1270000,-44663809.4889478
"728",277000,1270000,144384068.203199
"729",285000,1270000,22340874.4460458
"730",293000,1270000,-153333205.766208
"731",309000,1270000,1358111475.23225
"732",317000,1270000,-106357655.970558
"733",325000,1270000,-50071871.1855378
"734",333000,1270000,494325700.166779
"735",341000,1270000,139565125.830473
"736",349000,1270000,-143082228.914985
"737",357000,1270000,800404638.927532
"738",365000,1270000,208985037.791013
"739",373000,1270000,588383233.6467
"740",381000,1270000,633124646.915867
"741",389000,1270000,833245546.584958
"742",397000,1270000,399144522.221166
"743",405000,1270000,289507196.791252
"744",413000,1270000,140276153.166604
"745",421000,1270000,31191133.2947544
"746",429000,1270000,1398683954.35356
"747",437000,1270000,1007211857.03928
"748",445000,1270000,441260477.466756
"749",453000,1270000,528556021.414598
"750",461000,1270000,962202644.430276
"751",469000,1270000,428264647.634004
"752",477000,1270000,485250959.925362
"753",485000,1270000,175119569.620006
"773",61000,1262000,158926307.066191
"774",69000,1262000,636983279.713836
"775",77000,1262000,380123659.615733
"776",85000,1262000,362671130.669315
"777",93000,1262000,852808860.050429
"778",101000,1262000,325832344.150815
"779",109000,1262000,203944611.328119
"780",117000,1262000,478527431.24987
"781",125000,1262000,-57816496.1353728
"782",133000,1262000,575438828.957517
"783",157000,1262000,974613748.631966
"784",165000,1262000,321582464.197676
"785",189000,1262000,445230492.390176
"786",197000,1262000,466609070.219176
"787",205000,1262000,42940819.493876
"788",213000,1262000,-148026832.736146
"789",221000,1262000,271160745.66799
"790",229000,1262000,-360078884.64022
"791",237000,1262000,73836293.9866976
"792",245000,1262000,88246941.8194875
"793",253000,1262000,-116619504.610604
"794",261000,1262000,-258539019.804553
"795",269000,1262000,-209181026.932067
"796",277000,1262000,17972949.3290541
"797",285000,1262000,-104547988.407589
"798",293000,1262000,-292238794.99211
"799",301000,1262000,-94429548.6251588
"800",309000,1262000,-44016079.4097128
"801",317000,1262000,383185847.428332
"802",325000,1262000,-54239643.1253207
"803",333000,1262000,-70970646.2005623
"804",341000,1262000,323195916.48285
"805",349000,1262000,455656369.716614
"806",357000,1262000,517754064.0382
"807",365000,1262000,-113451740.485852
"808",373000,1262000,89881632.0401879
"809",381000,1262000,-20406463.9753731
"810",389000,1262000,65965974.0160779
"811",397000,1262000,386770501.459411
"812",405000,1262000,574221061.332796
"813",413000,1262000,283488406.300394
"814",421000,1262000,-82404969.6461566
"815",429000,1262000,291721138.107561
"816",437000,1262000,755757663.581967
"817",445000,1262000,610173734.820567
"818",453000,1262000,387886927.35986
"835",13000,1254000,256485622.316189
"836",53000,1254000,116644162.465298
"837",61000,1254000,101712721.093809
"838",69000,1254000,604014387.280659
"839",77000,1254000,-94933623.773407
"840",85000,1254000,788124883.106384
"841",93000,1254000,116534510.536346
"842",101000,1254000,404804724.657596
"843",109000,1254000,635257088.712502
"844",117000,1254000,459598986.032217
"845",125000,1254000,700586396.912936
"846",133000,1254000,171276100.003482
"847",141000,1254000,288067609.87706
"848",149000,1254000,1911802296.11735
"849",157000,1254000,921480617.898775
"850",165000,1254000,531242512.650696
"851",173000,1254000,515541634.552409
"852",181000,1254000,287479492.299319
"853",189000,1254000,240371645.987454
"854",197000,1254000,438987827.510085
"855",205000,1254000,-57484082.9046875
"856",213000,1254000,-10774095.336601
"857",221000,1254000,368638536.668739
"858",229000,1254000,44609672.6568919
"859",237000,1254000,469311157.966867
"860",245000,1254000,51019006.9361044
"861",253000,1254000,616878070.523472
"862",261000,1254000,-261818718.751484
"863",269000,1254000,-215139651.768413
"864",277000,1254000,75622737.1568874
"865",285000,1254000,232399032.659503
"866",293000,1254000,1390356449.71949
"867",301000,1254000,35514055.4139177
"868",309000,1254000,-37479269.7112949
"869",317000,1254000,69876846.5576375
"870",325000,1254000,154611360.614186
"871",333000,1254000,98596684.4004288
"872",341000,1254000,116856520.884763
"873",349000,1254000,-86784563.1268995
"874",357000,1254000,391000823.620451
"875",365000,1254000,-3389995.3463809
"876",373000,1254000,143238133.815113
"877",381000,1254000,193285853.573276
"878",389000,1254000,26148824.9633596
