Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
SYV,201,2300,0.53,0,0.013834,0.02307,0.0015286,0.00416,0.0058351,0.0085105,0,0.0050637,0.0074221,0.012394,0.015632,0,0.010031,0.0075205,0.0078096,0.013461,0.0091778,0.065179,0,0.022072
SYV,201,2330,0.47,0,0.011606,0.018955,0.0036399,0.0040356,0.0031638,0.0097368,0,0.0028304,0.006166,0.01008,0.010063,0,0.0069115,0.0080279,0.0053467,0.0098846,0.0058006,0.061176,0,0.016488
SYV,202,0,0.43,0,0.011889,0.014576,0.0081021,0,0,0.015957,0,0.00288,0.0063162,0.007778,0.0085217,0,0.0038111,0.014278,0.0042914,0.0063309,0.0042427,0.056137,0,0.013476
SYV,202,30,0.4,0,0.0078571,0.011415,0.0091709,0.00019717,0,0.017831,0,0.001934,0.0059982,0.0046228,0.0036313,0,0.002307,0.012586,0.0039361,0.0033322,0.0030886,0.050845,0.0037744,0.010675
SYV,202,100,0.39,0,0,0.0094481,0.008744,0,0,0.017191,0,0.0015574,0.0052127,0.0018313,0.00046868,0,0.001708,0.011407,0.0037555,0.0019405,0.0021363,0.045157,0.0058848,0.0071245
SYV,202,130,0.39,0,0,0.0083677,0.0089584,0,0,0.017683,0,0.001465,0.0050511,0.001623,0.00082812,0.00093965,0.0013349,0.01158,0.0014859,0.00055173,0.0015836,0.039679,0.01056,0.0055005
SYV,202,200,0.36,0,0.00016763,0.0068513,0.010887,0.00032122,0,0.017043,0,0.0010889,0.0056686,0.0012434,0.0022906,0.0031895,0.00096208,0.013447,0.0016536,0,0.00023745,0.034258,0.021786,0.0035025
SYV,202,230,0.35,0,0,0.005194,0.010458,0,0,0.017032,0,0.00028808,0.0051951,0,0.00080891,0.003142,0.00036492,0.01396,0.0013001,0,0.00028161,0.031354,0.03461,0.002269
SYV,202,300,0.31,0,0,0.0042688,0.01003,0,0,0.01677,0,0.00062087,0.0050335,0,0,0.001715,0.00044212,0.011256,0.0016415,0,0.00012745,0.029911,0.043649,0.0008501
SYV,202,330,0.28,0,0,0.0032004,0.0091748,0,0,0.015129,0,0.00024547,0.004405,0,0,0.0016676,0.00051931,0.01008,7.39E-05,0,0,0.026169,0.049846,0
SYV,202,400,0.25,0,0,0.0032935,0.010032,0,0,0.013119,0,0,0.0047104,0,0,0.0025393,0.00059651,0.0090745,6.78E-05,0,0,0.024312,0.058459,0
SYV,202,430,0.22,40.89,0,0.0020827,0.013687,0.0035363,0.0012497,0.013607,0,0,0.0050159,0,4.53E-05,0.0043351,0,0.012452,0,0,0,0.020468,0.069367,0
SYV,202,500,0.22,135.82,8.30E-05,0.0015972,0.015633,0.0048027,0.0034017,0.014971,0,0.00011083,0.0056334,0,0.0014867,0.0072972,0.00026895,0.012795,0.00022898,0.00070331,0,0.017782,0.075158,0
SYV,202,530,0.23,276.45,0,0.0014011,0.016284,0.00085796,0,0.015586,0,0.00058506,0.0054716,0,0,0.0070173,0.0014379,0.01094,0.00074306,0.0017631,0.000745,0.015251,0.077843,0
SYV,202,600,0.27,442.54,0,0.00077212,0.017805,0.0022801,0,0.016956,0,0.00091794,0.0059336,0,0.0012842,0.0085968,0,0.012804,0.000737,0.0019367,0.00059072,0.012453,0.085208,0
SYV,202,630,0.34,626.86,0,0,0.018677,0.0030543,0.00051625,0.01896,0,0.0013929,0.0067085,0,0,0.0078511,0,0.0123,0.0019467,0.0037133,0.0040194,0.021632,0.09947,0
SYV,202,700,0.42,817.41,0.0028466,0.00048247,0.020642,0.0095635,0.010998,0.019832,0.0016535,0.00087524,0.0065464,0,0,0.0087341,0,0.01587,0.0047306,0.006035,0.012728,0.064671,0.10586,0.00026908
SYV,202,730,0.54,1064.1,0.0097287,0.0035703,0.021957,0.017993,0.039733,0.020833,0.023607,0.0006414,0.0071658,0,0,0.011723,0,0.023426,0.012478,0.012893,0.042265,0.13613,0.10948,0.0049862
SYV,202,800,0.61,1001.4,0.023789,0.0079935,0.026363,0.037052,0.09121,0.026809,0.075255,0,0.011716,0.0040645,0.0013767,0.018516,0.0021134,0.047317,0.050421,0.026718,0.10338,0.21023,0.10591,0.013409
SYV,202,830,0.72,1216.1,0.044172,0.018549,0.03036,0.084409,0.15063,0.038327,0.13071,0.00017411,0.032325,0.013932,0.0065338,0.026364,0.0098918,0.08795,0.12755,0.052985,0.17211,0.26343,0.093013,0.031504
SYV,202,900,0.8,1243.5,0.070593,0.033776,0.033043,0.17978,0.20924,0.053738,0.1889,0.0020664,0.069607,0.035027,0.018523,0.059166,0.027195,0.12765,0.20072,0.095775,0.23346,0.30551,0.069267,0.0665
SYV,202,930,0.76,831.77,0.10018,0.054572,0.036191,0.24236,0.25274,0.064494,0.20348,0.011867,0.095622,0.070529,0.040889,0.14191,0.046337,0.15408,0.21768,0.16393,0.27174,0.31465,0.048132,0.11088
SYV,202,1000,0.98,1474.9,0.13082,0.081258,0.038451,0.28286,0.28723,0.083116,0.21713,0.033813,0.11502,0.10896,0.065008,0.20919,0.065958,0.16788,0.23539,0.24916,0.30975,0.32608,0.034498,0.16574
SYV,202,1030,1,1215.3,0.1721,0.12608,0.044372,0.30566,0.31003,0.10181,0.21883,0.057994,0.12449,0.14709,0.081836,0.23757,0.086071,0.17491,0.24524,0.27443,0.34219,0.32825,0.03048,0.2215
SYV,202,1100,1.07,1434.3,0.17455,0.13723,0.047589,0.28279,0.27421,0.082665,0.20765,0.063136,0.11424,0.15176,0.084788,0.18641,0.080596,0.16542,0.25063,0.27657,0.33058,0.33139,0.030264,0.22514
SYV,202,1130,1.14,1364.2,0.21608,0.17687,0.049206,0.36147,0.3493,0.12375,0.24354,0.070754,0.14654,0.18044,0.090902,0.26359,0.11203,0.17697,0.30107,0.32633,0.39344,0.35452,0.029602,0.28099
SYV,202,1200,1.2,1827.5,0.23243,0.18886,0.051988,0.35,0.33954,0.11961,0.23612,0.072918,0.1435,0.19211,0.097496,0.26793,0.1121,0.18203,0.29697,0.31378,0.39043,0.35179,0.027167,0.28999
SYV,202,1230,1.24,1249.7,0.26224,0.20277,0.05783,0.35837,0.34621,0.12573,0.23565,0.074928,0.14693,0.21224,0.10179,0.28202,0.1206,0.17721,0.30932,0.326,0.39936,0.35655,0.026509,0.30391
SYV,202,1300,1.19,1064.5,0.27339,0.2012,0.060894,0.35519,0.36248,0.13456,0.23852,0.073025,0.14632,0.21819,0.09967,0.26304,0.13066,0.1763,0.29608,0.31961,0.39478,0.35882,0.025188,0.3007
SYV,202,1330,1.23,1543.7,0.30698,0.21775,0.070193,0.39612,0.37643,0.14338,0.26547,0.079794,0.16694,0.24419,0.10268,0.29482,0.16302,0.19087,0.32463,0.33766,0.43978,0.3718,0.01796,0.32701
SYV,202,1400,1.31,1487.2,0.29803,0.20872,0.075267,0.36341,0.34659,0.13391,0.23424,0.083984,0.15385,0.24357,0.10313,0.27808,0.17078,0.18113,0.2984,0.30427,0.40538,0.36567,0.013629,0.31483
SYV,202,1430,1.29,1049,0.29648,0.20336,0.074056,0.35665,0.34553,0.13594,0.23488,0.080395,0.14996,0.2351,0.097607,0.25452,0.17397,0.1729,0.28969,0.29091,0.40038,0.36339,0.0052809,0.30415
SYV,202,1500,1.28,1173,0.31002,0.20765,0.070676,0.39387,0.37075,0.13108,0.25635,0.077158,0.15941,0.23319,0.089023,0.28059,0.19076,0.17609,0.30484,0.30303,0.42414,0.36952,0,0.31219
SYV,202,1530,1.24,929.51,0.32002,0.20126,0.077947,0.3974,0.37066,0.12519,0.25357,0.080502,0.15837,0.21977,0.088015,0.30737,0.18863,0.17655,0.30043,0.28232,0.42541,0.36341,0,0.31673
SYV,202,1600,1.34,1155.1,0.29841,0.18736,0.076972,0.35514,0.34624,0.11982,0.22009,0.079237,0.14124,0.19998,0.086598,0.27374,0.16258,0.16569,0.26093,0.25884,0.38672,0.34466,0,0.29424
SYV,202,1630,1.34,911.75,0.3016,0.18259,0.079904,0.35023,0.32643,0.13872,0.21251,0.07929,0.13742,0.1938,0.083747,0.28948,0.16267,0.16704,0.24973,0.24553,0.37583,0.33512,0,0.2895
SYV,202,1700,1.31,600.14,0.28705,0.16576,0.072125,0.3568,0.32948,0.12608,0.2142,0.076224,0.12773,0.17626,0.074826,0.24421,0.1504,0.15547,0.23714,0.22736,0.36547,0.34419,0,0.27431
SYV,202,1730,1.24,346.94,0.29163,0.16077,0.068038,0.36672,0.30469,0.15176,0.23207,0.082865,0.13225,0.17453,0.073463,0.25633,0.15559,0.16168,0.23264,0.21944,0.36369,0.34568,0,0.26912
SYV,202,1800,1.23,339.57,0.27734,0.14512,0.060901,0.32689,0.25871,0.14677,0.20604,0.082091,0.11492,0.16514,0.073914,0.19275,0.1269,0.14935,0.19117,0.1842,0.31101,0.32621,0,0.25115
SYV,202,1830,1.16,162.23,0.25656,0.12768,0.052694,0.25579,0.21509,0.10949,0.15717,0.073445,0.094768,0.14844,0.070558,0.14213,0.096055,0.13196,0.14668,0.14458,0.24514,0.28711,0,0.22148
SYV,202,1900,1.07,65.23,0.21739,0.10951,0.044384,0.18628,0.17883,0.068562,0.11119,0.058408,0.072667,0.12419,0.06171,0.085808,0.073303,0.11529,0.11867,0.10421,0.19089,0.25152,0,0.18599
SYV,202,1930,0.99,0,0.19952,0.096413,0.036655,0.13973,0.15386,0.044009,0.094149,0.046102,0.059169,0.10593,0.052836,0.0612,0.058752,0.099906,0.099697,0.080156,0.15925,0.24431,0,0.16668
SYV,202,2000,0.94,0,0.17535,0.082092,0.032834,0.099032,0.12361,0.030143,0.063575,0.036502,0.047866,0.089472,0.044128,0.038422,0.044833,0.088645,0.075712,0.053926,0.12022,0.19952,0,0.13328
SYV,202,2030,0.91,0,0.13897,0.070119,0.022632,0.061345,0.086652,0.016765,0.036852,0.029019,0.036636,0.066292,0.030404,0.017784,0.038522,0.058409,0.05564,0.030628,0.085379,0.15585,0,0.099467
SYV,202,2100,0.98,0,0.10458,0.055662,0.017825,0.040561,0.054036,0.0040971,0.021384,0.023861,0.022087,0.049676,0.023918,7.90E-06,0.033971,0.036503,0.035744,0.014546,0.054835,0.11507,0,0.067607
SYV,202,2130,1,0,0.081445,0.045362,0.010483,0.02478,0.031024,0,0.014712,0.020369,0.012821,0.038688,0.022026,0,0.028741,0.025455,0.02289,0.0052366,0.035003,0.092155,0,0.048817
SYV,202,2200,1.02,0,0.0663,0.037587,0.0070646,0.013578,0.013731,0,0.0088683,0.01661,0.0087186,0.029731,0.01674,0,0.024509,0.016683,0.014791,0.0027072,0.023517,0.078189,0,0.035703
SYV,202,2230,0.98,0,0.045272,0.03146,0.01027,0.0087844,0.011537,0,0.0033848,0.013023,0.0079287,0.022349,0.012758,0,0.021487,0.010076,0.010168,0.00054707,0.016766,0.07346,0,0.026077
SYV,202,2300,0.88,0,0.043567,0.026926,0.0087724,0.0059801,0.0091724,0.0018531,0.002338,0.011626,0.0082363,0.018766,0.010925,0,0.016144,0.0077285,0.0071651,0.0003632,0.011317,0.067838,0,0.021323
SYV,202,2330,0.9,0,0.039564,0.021524,0.01328,0.004484,0.0093477,0.00098908,0.00041655,0.0092247,0.0069777,0.015736,0.0071788,0,0.013169,0.004558,0.0041802,0,0.0079324,0.063817,0.0012672,0.014863
SYV,203,0,0.95,0,0.032643,0.017523,0.0077065,0.00090357,0.00090537,0,0,0.007838,0.0040093,0.010462,0.0045086,0,0.0095183,0.0030655,0.003127,0.0091541,0.0061708,0.051768,0,0.010597
SYV,203,30,1,0,0.026276,0.013998,0.0032492,0.00038499,0.00036755,0,0,0.0064553,0.003848,0.0083462,0.0022035,0,0.010027,0.0014118,0.0010333,0.016658,0.0046151,0.048616,0.0049996,0.005984
SYV,203,100,0.97,0,0.022434,0.010792,0.0024051,0,0.0017874,0.0014442,0,0.0053619,0.005087,0.0064114,0.0012884,0.00054584,0.0070844,0.00075449,0.0010272,0.019222,0.0038612,0.048023,0.010479,0.0044455
SYV,203,130,0.91,0,0.015558,0.0080457,0.0021948,0,0,0,0,0.0048409,0.0035255,0.0039705,0,3.95E-05,0.0055281,0,0,0.020868,0.0037061,0.048179,0.019074,0.00083126
SYV,203,200,0.95,0,0.012682,0.0064841,0.0024064,0,0,0.0011789,0,0.004463,0.0025886,0.0030781,0,0.00068048,0.0046604,0,0,0.021201,0.0025558,0.049236,0.025148,6.15E-05
SYV,203,230,0.87,0,0,0.0036148,0.0013532,0,0,0,0,0.0036585,0.0005714,0.00031436,0,0.00040345,0.0044781,0,0,NaN,0.0018052,0.040901,0.026828,0
SYV,203,300,0.62,0,0,0.0026473,0.0026187,0,0,0.002133,0,0.0031395,0.0011836,0,0,0.00058553,0.0029286,0,0,NaN,0.00026354,0.037814,0.030076,0
SYV,203,330,0.55,0,0.010423,0.0016814,0.0040991,0,0,0.0017562,0,0.0029049,0.00055973,7.22E-05,0,0.0030699,0,0,0,NaN,0,0.03387,0.035374,0
SYV,203,400,0.64,0,0.012243,0.0005725,0.0066466,0.0014178,0,0.003701,0,0.0026705,0.0014812,0.00088588,0,0.0044086,0,0.0022703,0,NaN,0,0.030679,0.041639,0
SYV,203,430,0.75,31.31,0.0073364,0,0.0089933,0.004772,0.0039094,0.0055305,0,0.0021526,0.0025594,0,0,0.0090097,0,0.0041018,0,NaN,0,0.018799,0.052395,0
SYV,203,500,0.77,132.88,0.011539,0,0.013287,0.0091243,0.0065602,0.0069968,0,0.0020603,0.0025535,0,0,0.011537,0,0.0077804,0,NaN,0,0.014156,0.0684,0
SYV,203,530,0.63,338.84,0.020435,0,0.017184,0.011712,0.0090436,0.0078496,3.34E-05,0.0011186,0.0028578,0.00065014,0,0.014549,0,0.010643,0,NaN,0.00075083,0.017399,0.085888,0
SYV,203,600,0.7,471.59,0.0026019,0,0.015016,0.0084287,0.010089,0.009075,0,0.0013095,0.0033175,0,0,0.01238,0,0.0093,0,NaN,0.0029153,0.020805,0.092017,0
SYV,203,630,0.76,529.14,0.0080796,0,0.01849,0.0098709,0.0096876,0.0080749,0,0.0012174,0.0016067,0,0,0.012332,0,0.0091363,0.0039204,NaN,0.0080988,0.07546,0.094418,0
SYV,203,700,0.84,542.02,0.019392,0,0.020892,0.03132,0.048308,0.011411,0.025718,0.00041861,0.0053283,1.11E-05,0,0.014641,0.0012454,0.023805,0.031362,NaN,0.051307,0.20839,0.097588,0.0016063
SYV,203,730,0.91,1021.3,0.044867,0.0071988,0.027944,0.084945,0.15588,0.027957,0.089457,0,0.021962,0.0046899,0,0.024851,0.0093064,0.077714,0.074361,NaN,0.15099,0.27037,0.090163,0.019683
SYV,203,800,1.09,1186.5,0.07074,0.019286,0.031284,0.15887,0.22828,0.051467,0.14209,0,0.050095,0.017264,0,0.041702,0.02269,0.12703,0.14218,NaN,0.23279,0.30776,0.070393,0.042914
SYV,203,830,1.18,1349.6,0.094387,0.036,0.036221,0.20227,0.24498,0.069363,0.15128,0.0001431,0.076415,0.039256,0,0.055273,0.033041,0.14471,0.18534,NaN,0.25209,0.30614,0.051564,0.068734
SYV,203,900,1.27,1500.9,0.12188,0.051512,0.033972,0.26164,0.27325,0.079172,0.2245,0.0035916,0.11895,0.060501,0.016744,0.087614,0.05182,0.15475,0.24813,NaN,0.30154,0.33056,0.038588,0.10892
SYV,203,930,1.32,1638.9,0.15461,0.065358,0.037803,0.31712,0.30887,0.092055,0.24562,0.018203,0.1388,0.092081,0.039468,0.1884,0.067412,0.16969,0.26067,NaN,0.33112,0.33761,0.020641,0.1515
SYV,203,1000,1.35,1757.3,0.1752,0.087223,0.037126,0.34023,0.31699,0.10644,0.25771,0.047136,0.1542,0.13102,0.0579,0.26419,0.084279,0.1841,0.26453,NaN,0.35916,0.34301,0.015747,0.20046
SYV,203,1030,1.43,1664.6,0.19971,0.11846,0.043261,0.37465,0.33968,0.10807,0.26023,0.073189,0.16018,0.15989,0.061963,0.24891,0.096486,0.18503,0.2757,NaN,0.37292,0.3482,0.014571,0.24116
SYV,203,1100,1.44,1600.3,0.23255,0.15366,0.053881,0.39392,0.37311,0.11572,0.26416,0.086234,0.16351,0.18025,0.062815,0.28419,0.10481,0.18759,0.3063,NaN,0.43229,0.35644,0.016431,0.27821
SYV,203,1130,1.55,1940.6,0.26006,0.18422,0.060452,0.39825,0.38441,0.12425,0.26717,0.093493,0.16454,0.19768,0.065952,0.29867,0.12147,0.18853,0.3261,NaN,0.39318,0.36048,0.018735,0.30395
SYV,203,1200,1.59,1943.7,0.30278,0.20351,0.071427,0.38368,0.37987,0.14029,0.26341,0.094898,0.16979,0.2255,0.076643,0.31666,0.13866,0.19298,0.31912,NaN,0.40179,0.35872,0.023026,0.31917
SYV,203,1230,1.62,1658,0.33337,0.21333,0.076757,0.42787,0.42138,0.14904,0.28422,0.092084,0.17979,0.23881,0.076923,0.29123,0.14974,0.19345,0.327,NaN,0.43542,0.37349,0.025358,0.32806
SYV,203,1300,1.61,1643.9,0.3268,0.2145,0.085099,0.40066,0.38976,0.14791,0.27678,0.097378,0.17614,0.26452,0.088014,0.29965,0.16566,0.19135,0.32334,NaN,0.44168,0.36939,0.022616,0.33978
SYV,203,1330,1.62,1235.5,0.34827,0.21932,0.089818,0.4239,0.41431,0.16299,0.28634,0.098793,0.17892,0.26767,0.088293,0.31369,0.20269,0.197,0.32943,NaN,0.44384,0.37841,0.011646,0.34417
SYV,203,1400,1.64,1564.8,0.33881,0.21877,0.092569,0.4006,0.39152,0.1579,0.27602,0.099017,0.17146,0.26973,0.091357,0.29914,0.22489,0.19159,0.31758,NaN,0.42595,0.37842,0.0032342,0.34381
SYV,203,1430,1.59,1539.7,0.34117,0.21522,0.092319,0.42644,0.41364,0.15968,0.28148,0.094998,0.17378,0.26605,0.084894,0.31159,0.2437,0.19089,0.32029,NaN,0.43294,0.38051,0,0.33198
SYV,203,1500,1.67,1324.8,0.31715,0.20408,0.086835,0.39865,0.39707,0.15204,0.25723,0.092859,0.16513,0.24606,0.084385,0.28559,0.22037,0.18115,0.29918,NaN,0.4221,0.36256,0,0.3148
SYV,203,1530,1.77,1294.4,0.3341,0.19853,0.086588,0.42216,0.41262,0.148,0.26791,0.087383,0.16575,0.22236,0.078599,0.3005,0.23038,0.18254,0.30593,NaN,0.43558,0.36511,0,0.31706
SYV,203,1600,1.76,1103.4,0.32708,0.1918,0.089073,0.41121,0.39435,0.15282,0.25534,0.085771,0.16281,0.21265,0.080045,0.30512,0.22298,0.17909,0.29566,NaN,0.42793,0.35804,0,0.31345
SYV,203,1630,1.66,775.8,0.32089,0.18047,0.085351,0.41214,0.38025,0.15313,0.25762,0.085659,0.15596,0.19892,0.077796,0.29689,0.22242,0.17316,0.28871,NaN,0.4264,0.35804,0,0.30183
SYV,203,1700,1.49,460.35,0.29853,0.16638,0.080182,0.39665,0.3511,0.15783,0.23984,0.088211,0.14513,0.18622,0.076912,0.29145,0.19528,0.17135,0.25726,NaN,0.39484,0.34362,0,0.28323
SYV,203,1730,1.41,376.53,0.26862,0.14879,0.06831,0.36671,0.30064,0.14892,0.21734,0.088264,0.12623,0.16887,0.073525,0.22663,0.16252,0.15616,0.22159,NaN,0.35763,0.32758,0,0.25676
SYV,203,1800,1.28,252.18,0.24614,0.12913,0.057635,0.33375,0.27473,0.12841,0.18983,0.077736,0.10737,0.14528,0.065792,0.15133,0.1283,0.14567,0.19132,NaN,0.31369,0.31144,0,0.22766
SYV,203,1830,1.26,177.65,0.21546,0.11244,0.048554,0.25076,0.23619,0.091409,0.13896,0.063569,0.089861,0.12327,0.058738,0.10933,0.095747,0.13282,0.15184,NaN,0.25879,0.27298,0,0.19152
SYV,203,1900,1.25,61.83,0.18868,0.097992,0.040537,0.19299,0.20018,0.060162,0.11684,0.05086,0.073609,0.10167,0.052522,0.072661,0.068638,0.1184,0.1151,NaN,0.19875,0.24405,0,0.16866
SYV,203,1930,1.19,0,0.15551,0.082207,0.03197,0.12737,0.15127,0.034024,0.079842,0.039975,0.055596,0.080477,0.04475,0.045312,0.051062,0.10173,0.090856,NaN,0.15495,0.21701,0,0.13222
SYV,203,2000,1.14,0,0.13801,0.069514,0.021566,0.083775,0.11645,0.013995,0.057971,0.032459,0.041681,0.060467,0.034781,0.0108,0.038939,0.075152,0.066653,NaN,0.11249,0.18862,0,0.10393
SYV,203,2030,1.11,0,0.10632,0.056951,0.013523,0.057005,0.084939,0.0026109,0.038067,0.025348,0.02715,0.045817,0.026587,0,0.030705,0.053108,0.041805,NaN,0.07371,0.14986,0,0.07527
SYV,203,2100,1.26,0,0.073424,0.047217,0.0085872,0.035796,0.062887,0.000283,0.024078,0.021266,0.018429,0.035385,0.021988,0,0.024745,0.035123,0.027698,NaN,0.046178,0.12002,0,0.054308
SYV,203,2130,1.29,0,0.053388,0.039851,0.0051819,0.023565,0.047695,0,0.017213,0.018093,0.012854,0.028749,0.019502,0,0.020509,0.025493,0.019161,NaN,0.029005,0.10584,0,0.042276
SYV,203,2200,1.29,0,0.042723,0.032895,0.0017995,0.013752,0.031805,0,0.011634,0.015084,0.0087499,0.022732,0.01566,0,0.016777,0.019973,0.013249,NaN,0.018752,0.094785,0,0.030315
SYV,203,2230,1.23,0,0.038008,0.027868,0.00011716,0.0097997,0.030072,0,0.0093773,0.012239,0.0062386,0.019609,0.011852,0,0.013305,0.019463,0.008991,NaN,0.012566,0.090721,0,0.024132
SYV,203,2300,1.25,0,0.024287,0.022129,0.0001178,0.0073369,0.026297,0,0.0057996,0.0094089,0.0054524,0.013345,0.0074035,0,0.011019,0.014857,0.0068722,NaN,0.0090837,0.084759,0.00017485,0.016657
SYV,203,2330,1.03,0,0.01365,0.018407,0,0.0034344,0.02034,0,0.0051892,0.0071667,0.0018723,0.010452,0.0031662,0,0.0092065,0.01215,0.0047623,NaN,0.0068357,0.088469,0.00092729,0.01392
SYV,204,0,NaN,0,0.0052465,0.014113,0,0,0.013003,0,0.00076264,0.0060742,0,0.007229,0.00012675,0,0.0078628,0.0067728,0.0024869,NaN,0.0035911,0.069742,0,0.0083146
SYV,204,30,NaN,0,0.0037303,0.010447,0,0,0.010795,0,0,0.0038471,0,0.0047134,0,0,0.0044472,0.0072792,0,NaN,0.00076544,0.062619,0.003986,0.0052413
SYV,204,100,NaN,0,0.0065458,0.0082807,0.0047623,0.00047688,0.018931,0,0,0.0029037,0,0.0058187,0,0,0.0024267,0.010643,0,NaN,0,0.059403,0.010348,0.0048449
SYV,204,130,NaN,0,0.0050231,0.0059762,0.0058239,0,0.01688,0,0.00099583,0,0,0,0,0,0.0031608,0.0072879,0,NaN,0.00092408,0.067738,0.016786,0.00028099
SYV,204,200,NaN,0,0.0039572,0.005734,0.010091,0.0030002,0.022708,0,0.002148,0.00045825,0,0.0026946,0,0.0011584,0.0027478,0.012679,0,NaN,0,0.06264,0.02594,0.0015879
SYV,204,230,NaN,0,0,0.0047583,0.011594,0.0039441,0.025255,0.0019929,0.0018349,0.00036655,6.96E-05,0.0036238,0,0.0041144,0.0027937,0.014888,2.42E-05,NaN,0.00048285,0.05759,0.038176,0.0023297
SYV,204,300,NaN,0,0,0.0040771,0.01095,0.0050514,0.029492,0.0028376,0.0016686,0.0016861,0.0027226,0.0040389,0,0.0040666,0.00077804,0.016595,0.0012328,NaN,0,0.055163,0.045184,0.0017463
SYV,204,330,NaN,0,0,0.0026659,0.01224,0.00068513,0.018542,2.15E-05,0,0.00032413,0,0,0,0.0021686,0.0031152,0.012523,0.00087943,NaN,0.0008415,0.04599,0.047899,3.08E-05
SYV,204,400,NaN,0,0,0.0012585,0.012886,0.00050256,0.016494,0.00037577,0.00089686,0.00023248,0,0,0,0.0016594,0.0024724,0.012358,0,NaN,0,0.048389,0.053866,1.54E-05
SYV,204,430,NaN,32.26,0,0,0.013965,0,0.01518,0,0,0,0,0,0,0,0,0.010168,0,NaN,0,0.046153,0.060837,0
SYV,204,500,NaN,114,0,0.0013694,0.013319,0.0038295,0.019517,0.0025753,0,0.00052807,0.00034,0,0,0.004754,0.00081951,0.012197,0,NaN,0,0.040225,0.065281,0
SYV,204,530,NaN,254.87,0,0.0014294,0.015047,0.0071992,0.01783,0.0044261,0,0.0017626,0.0015996,0,0,0.0062828,0.0014114,0.014235,0,NaN,0,0.034948,0.073115,0
SYV,204,600,NaN,420.3,0,0.0011982,0.015697,0.0068492,0.020718,0.0057909,0.00041696,0.0017268,0.0027071,0,0,0.0080484,0.00062997,0.015429,0,NaN,0,0.032478,0.083993,0
SYV,204,630,NaN,605.95,0,0.0012583,0.016348,0.0064996,0.020309,0.0050678,0.00070226,0.0016911,0.0024204,0,0,0.0072506,0.00053519,0.016114,0.0018995,NaN,0.0026472,0.059938,0.092589,0
SYV,204,700,NaN,796.16,0,0.0027767,0.020049,0.020751,0.043711,0.0091475,0.014635,0.0010908,0.0038404,0,0,0.013241,0.00066914,0.0216,0.0067919,NaN,0.018165,0.15929,0.10182,0.0010102
SYV,204,730,NaN,983.08,0.0096849,0.006796,0.026425,0.043165,0.096251,0.017012,0.070969,0.00063224,0.010907,0.0010356,0,0.02073,0.00080315,0.04198,0.019419,NaN,0.070228,0.24109,0.10201,0.0085202
SYV,204,800,NaN,1162.6,0.033884,0.012631,0.028199,0.074254,0.15411,0.031156,0.13205,0.0005967,0.02906,0.0088482,0,0.024701,0.0053061,0.080054,0.074468,NaN,0.15418,0.28031,0.089691,0.022999
SYV,204,830,NaN,1334.3,0.062829,0.024748,0.03154,0.13966,0.21423,0.052504,0.18679,0,0.067367,0.023166,0.0090473,0.038001,0.015947,0.11339,0.17202,NaN,0.22363,0.30911,0.063802,0.049183
SYV,204,900,NaN,1424,0.097503,0.042336,0.033779,0.2292,0.26553,0.072784,0.22369,0.0030672,0.11015,0.049592,0.028205,0.0843,0.034098,0.14193,0.22946,NaN,0.2667,0.3252,0.039133,0.092249
SYV,204,930,NaN,1172,0.12927,0.063157,0.035128,0.29189,0.30735,0.0898,0.24845,0.014483,0.13347,0.08962,0.053889,0.19909,0.053928,0.16746,0.24997,NaN,0.30606,0.339,0.023171,0.14736
SYV,204,1000,NaN,1309.9,0.17623,0.093608,0.042607,0.34234,0.3517,0.11034,0.26646,0.042715,0.14753,0.13369,0.076121,0.25539,0.077713,0.17996,0.2565,NaN,0.33929,0.34688,0.02206,0.20915
SYV,204,1030,NaN,1218.8,0.18255,0.13513,0.046732,0.34908,0.35964,0.12257,0.26809,0.074664,0.15677,0.17603,0.088139,0.26347,0.10094,0.18644,0.28104,NaN,0.37879,0.35011,0.025088,0.26607
SYV,204,1100,NaN,1937,0.21143,0.16752,0.052516,0.34861,0.37264,0.13491,0.25254,0.089099,0.14942,0.19575,0.090406,0.27835,0.116,0.18389,0.28303,NaN,0.39223,0.34541,0.025938,0.28956
SYV,204,1130,NaN,2013.8,0.2348,0.17878,0.056955,0.34756,0.3597,0.13053,0.2709,0.090717,0.15292,0.20171,0.092486,0.24672,0.12566,0.17723,0.30244,NaN,0.37768,0.36065,0.024385,0.29502
SYV,204,1200,NaN,2073.6,0.25087,0.19273,0.061194,0.38056,0.38811,0.14956,0.27207,0.087662,0.16558,0.21171,0.092421,0.27295,0.13255,0.19158,0.30745,0.64838,0.40005,0.35814,0.020454,0.31016
SYV,204,1230,NaN,1766.1,0.27873,0.20934,0.066423,0.3923,0.40441,0.16233,0.28375,0.088276,0.17725,0.23681,0.095686,0.33276,0.15093,0.19582,0.32122,0.67051,0.42195,0.36751,0.0097353,0.32963
SYV,204,1300,NaN,1695.6,0.29672,0.21883,0.077278,0.39178,0.39702,0.1669,0.27727,0.091229,0.17344,0.2581,0.10733,0.3365,0.16461,0.19748,0.3194,0.63165,0.43091,0.36549,0.0052942,0.33846
