Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
SYV,223,1030,0.82,1659.8,0.17424,0.27376,0.054336,0.21989,0.24932,0.064242,0.22608,0.026476,NaN,0.10118,0.048816,0.13088,0.061621,0.13989,0.1871,0.38512,0.19726,0.2964,0.046361,0.19078
SYV,223,1100,0.92,1159.1,0.18796,0.28576,0.056897,0.20302,0.2386,0.050773,0.22656,0.034206,NaN,0.11315,0.054826,0.123,0.055788,0.13204,0.19809,0.36062,0.18471,0.3037,0.046435,0.20317
SYV,223,1130,0.92,1331.6,0.218,0.33173,0.058059,0.27023,0.29875,0.071147,0.25271,0.043059,NaN,0.14226,0.062942,0.20468,0.084116,0.15031,0.25581,0.5187,0.23313,0.3259,0.045321,0.24663
SYV,223,1200,0.9,1298.3,0.2506,0.36107,0.063243,0.29112,0.31408,0.085321,0.26866,0.050166,NaN,0.17086,0.069814,0.25376,0.10618,0.15208,0.27897,0.5856,0.25452,0.33933,0.042044,0.27514
SYV,223,1230,0.98,1484.9,0.25676,0.36157,0.063231,0.26855,0.29081,0.082645,0.23121,0.054864,NaN,0.18938,0.075851,0.26327,0.11515,0.14774,0.25242,0.50012,0.24166,0.31758,0.039565,0.2682
SYV,223,1300,1.01,1762.7,0.26542,0.34174,0.063695,0.2714,0.30382,0.087488,0.23446,0.056643,NaN,0.20117,0.076589,0.252,0.12198,0.14884,0.25571,0.51109,0.24353,0.32227,0.035929,0.26679
SYV,223,1330,1.03,1337.9,0.27067,0.31154,0.065587,0.26713,0.30663,0.082112,0.24053,0.059021,NaN,0.20752,0.078961,0.2531,0.13238,0.14973,0.26013,0.53147,0.24601,0.32581,0.031542,0.26997
SYV,223,1400,1.05,1537.6,0.28274,0.30813,0.069882,0.28641,0.31592,0.095854,0.24617,0.057996,NaN,0.23003,0.077604,0.28312,0.16318,0.15369,0.27395,0.55995,0.26185,0.32889,0.024898,0.28152
SYV,223,1430,0.99,1309.5,0.29138,0.2971,0.072762,0.29802,0.32848,0.095002,0.24997,0.059341,0.24258,0.23309,0.07718,0.30005,0.16689,0.15327,0.27822,0.56486,0.2682,0.33463,0.020028,0.28413
SYV,223,1500,1.01,1281.1,0.28196,0.27371,0.073718,0.28043,0.3139,0.081172,0.23293,0.060243,0.22771,0.21817,0.074664,0.29503,0.15077,0.14979,0.25807,0.52572,0.256,0.33148,0.014078,0.27033
SYV,223,1530,0.93,1208.1,0.29169,0.27707,0.078324,0.29423,0.32958,0.092582,0.22974,0.065031,0.22847,0.20434,0.075402,0.3036,0.15652,0.15112,0.25804,0.491,0.26292,0.32692,0.0091151,0.2726
SYV,223,1600,0.88,962.57,0.27834,0.2577,0.077824,0.29259,0.31963,0.077131,0.22496,0.062351,0.21494,0.18607,0.070583,0.297,0.1508,0.14462,0.2369,0.45244,0.25422,0.32809,0.00036344,0.26176
SYV,223,1630,0.85,740.06,0.27831,0.24563,0.077082,0.28464,0.3129,0.092902,0.21283,0.061766,0.20168,0.17435,0.066261,0.32919,0.14425,0.14055,0.22539,0.43422,0.25086,0.32095,0,0.25738
SYV,223,1700,0.79,324.23,0.26142,0.23265,0.073672,0.27703,0.29177,0.09263,0.2062,0.061033,0.18613,0.16788,0.061063,0.26566,0.13164,0.13885,0.20583,0.38698,0.23838,0.31692,0,0.24505
SYV,223,1730,0.71,336.58,0.25211,0.21305,0.065019,0.27321,0.2478,0.092214,0.19466,0.059113,0.16501,0.15606,0.055015,0.24285,0.11533,0.13355,0.17851,0.33313,0.22026,0.30944,0,0.23268
SYV,223,1800,0.69,234.82,0.22831,0.19148,0.058618,0.22435,0.19413,0.081689,0.16641,0.055431,0.13399,0.14382,0.049918,0.18454,0.088092,0.12058,0.1445,0.26947,0.18663,0.28438,0,0.20691
SYV,223,1830,0.62,93.97,0.20131,0.16882,0.050436,0.14973,0.14208,0.051536,0.11316,0.04944,0.10275,0.1269,0.044206,0.13709,0.060619,0.10569,0.11153,0.19807,0.14182,0.23603,0,0.1793
SYV,223,1900,0.57,13.2,0.1689,0.1476,0.042608,0.089429,0.10671,0.024156,0.083441,0.041505,0.081124,0.10736,0.037683,0.086453,0.042575,0.086687,0.08723,0.14086,0.10844,0.20793,0,0.14869
SYV,223,1930,0.49,0,0.15075,0.13192,0.037375,0.052763,0.081351,0.0090946,0.058828,0.033548,0.065422,0.090086,0.03038,0.058652,0.030647,0.071537,0.065566,0.10178,0.084088,0.18221,0,0.12777
SYV,223,2000,0.46,0,0.12623,0.11873,0.031077,0.031792,0.056928,0.0048309,0.033699,0.027803,0.051745,0.074315,0.025076,0.039655,0.023485,0.059389,0.047253,0.066894,0.062563,0.14165,0,0.10437
SYV,223,2030,0.42,0,0.087353,0.10401,0.022655,0.017449,0.033967,0,0.015328,0.022673,0.039959,0.049637,0.016894,0.013934,0.022789,0.041219,0.032367,0.039936,0.042947,0.10328,0,0.074248
SYV,223,2100,0.42,0,0.05543,0.094512,0.01675,0.0090628,0.018609,0,0.0032064,0.01828,0.033062,0.033565,0.012339,0.010175,0.019966,0.03027,0.021194,0.022528,0.028401,0.075326,0,0.053654
SYV,223,2130,0.42,0,0.044673,0.086238,0.013926,0,0.0080365,0,0,0.015148,0.02317,0.022887,0.0088473,0.0059778,0.016455,0.02161,0.012964,0.013771,0.018325,0.056854,0,0.040754
SYV,223,2200,0.43,0,0.034137,0.078962,0.012622,0,0.0028608,0,0,0.01312,0.019304,0.015891,0.0057851,0.0059932,0.013667,0.017002,0.0086155,0.0088948,0.012669,0.045474,0,0.029972
SYV,223,2230,0.5,0,0.024958,0.074205,0.011106,0,0.00058936,0,0,0.011777,0.01735,0.01105,0.0045707,0.0067084,0.012519,0.014467,0.0057277,0.0057798,0.0092788,0.037239,0,0.023355
SYV,223,2300,0.45,0,0.020223,0.071386,0.010881,0,0.00011017,0,0,0.010706,0.014832,0.0079634,0.0027483,0.0078923,0.010215,0.01279,0.0039207,0.004965,0.0067092,0.032152,0,0.017412
SYV,223,2330,0.41,0,0.00227,0.067723,0.0093707,0,0,0,0,0.0093689,0.012508,0.0023516,0.00093099,0.0062727,0.010232,0.0087643,0.0022971,0.005294,0.0049479,0.028687,0,0.011155
SYV,224,0,0.36,0,0.0091175,0.066131,0.011289,0,0,0,0,0.0089761,0.011129,0.0018455,0.00012948,0.0090944,0.0083994,0.0079428,0.0015616,0.0053372,0.0035894,0.027812,0,0.0091844
SYV,224,30,0.31,0,0.0080516,0.065739,0.010849,0,0,0,0,0.008987,0.0082516,0.00049675,0.00013762,0.010049,0.006574,0.0071227,0.0011804,0.0053803,0.0030266,0.021967,0.0097425,0.0076049
SYV,224,100,0.36,0,0.0052312,0.06603,0.011052,0,0,0,0,0.0083256,0.0083728,0,0.00034832,0.011476,0.0056719,0.0066379,0.00044653,0.0062821,0.0018711,0.016468,0.022542,0.004889
SYV,224,130,0.32,0,0.0030823,0.067178,0.012977,0,0.00075016,0,0,0.0080679,0.0098097,0,0.00055927,0.017178,0.0052297,0.0058199,0.00059513,0.0083345,0.0021008,0.015056,0.043191,0.0029464
SYV,224,200,0.31,0,0.017287,0.069359,0.016208,0,0.0022382,0,0,0.0080788,0.01031,0.0006688,0.00097343,0.017432,0.0018198,0.0076744,0.00021457,0.0080902,0.0013423,0.013647,0.063035,0.0036598
SYV,224,230,0.32,0,0.0090877,0.071894,0.018152,0,0,0,0,0.0078212,0.0081741,0,0.00037307,0.016019,0.0020638,0.0075237,0.0014224,0.0092847,0.0023626,0.011826,0.083867,0.0021014
SYV,224,300,0.35,0,0.0073628,0.074095,0.019012,0,0.00074121,0,0,0.0078321,0.0060418,0,0,0.015322,0.0034484,0.0070385,0.0012179,0.010482,0.0025925,0.0095981,0.11139,0.00054886
SYV,224,330,0.3,0,0.00062849,0.081207,0.019002,0,0.0049237,0.0011701,0,0.0077088,0.0069119,0,0.00079578,0.016526,0.0032364,0.0077243,0.0013668,0.011392,0.0024266,0.010964,0.11976,0.00012928
SYV,224,400,0.31,0,0.0039334,0.085038,0.021614,0,0.0075087,0.0021522,0,0.0073173,0.0074087,0,0.00019484,0.017256,0.0018849,0.0077409,0.00098559,0.013175,0.0030526,0.013027,0.12107,0
SYV,224,430,0.27,0,0.009461,0.091401,0.023359,0,0.0077467,0.0021669,0.0023846,0.0073282,0.0058348,0,0,0.017987,0.00099141,0.0090985,0.00060469,0.013508,0.0032827,0.016076,0.11483,0.00079526
SYV,224,500,0.27,47.84,0.005761,0.096209,0.024889,0,0.0074416,0.0031508,0.0043235,0.007205,0.0052012,0,0.0016689,0.016335,0.001235,0.009283,0.00092993,0.013262,0.0031166,0.014943,0.10887,0
SYV,224,530,0.25,92.77,0.0051431,0.10033,0.025761,0,0.0069558,0.0021961,0.0064221,0.0069479,0.0023162,0,0.0013035,0.016827,0.0019338,0.0077907,0.0009021,0.01505,0.0039418,0.017303,0.10746,0.0010774
SYV,224,600,0.23,146.95,0,0.10448,0.025971,0.00053009,0.0070127,0.0023318,0.0080693,0.0057543,0,0,0.0015494,0.016842,0.0037747,0.0073053,0.00069772,0.016845,0.0041723,0.016447,0.10807,0.0010265
SYV,224,630,0.23,235.69,0,0.10775,0.027732,0.0059897,0.0090627,0.0028311,0.0077275,0.0052307,0.001774,0,0.0019997,0.017573,0.0033342,0.0079914,0,0.018059,0.0038074,0.023897,0.10711,0.00078762
SYV,224,700,0.32,578.71,0.0081237,0.11607,0.031728,0.0025176,0.01313,0.0039377,0.009993,0.0053752,0.0026135,0,0.0028596,0.020457,0.0010727,0.010526,0,0.01781,0.0042364,0.038564,0.10682,0.0028092
SYV,224,730,0.36,143.65,0.019294,0.12223,0.037335,0.0062939,0.022049,0.0057778,0.013041,0.0059206,0.006263,0,0.0037216,0.024566,0,0.014429,0.00043777,0.017561,0.0054611,0.057276,0.10811,0.0076892
SYV,224,800,0.28,549.21,0.025908,0.13154,0.043461,0.011193,0.033024,0.0077469,0.018446,0.0057978,0.012011,0.0013576,0.0054079,0.023857,0,0.019217,0.0027089,0.017312,0.0082874,0.089538,0.10894,0.013001
SYV,224,830,0.34,1077.2,0.049729,0.14475,0.049891,0.03973,0.093071,0.013547,0.068582,0.0050073,0.021848,0.005767,0.0056578,0.029698,0,0.032766,0.037149,0.028298,0.031664,0.18953,0.10618,0.028588
SYV,224,900,0.52,1324.3,0.05868,0.15766,0.059692,0.041801,0.093558,0.017539,0.048782,0.0058196,0.02559,0.01142,0.00818,0.033635,0,0.047945,0.036362,0.027744,0.037597,0.13052,0.091949,0.038551
SYV,224,930,0.72,1454.8,0.058008,0.16675,0.065608,0.03775,0.066389,0.016806,0.039542,0.0062317,0.029152,0.011765,0.011759,0.036858,0,0.053237,0.029187,0.025703,0.031939,0.10878,0.091449,0.032057
SYV,224,1000,0.92,1493.5,0.071552,0.18248,0.072799,0.068885,0.082916,0.020447,0.12416,0.0059751,0.053772,0.01125,0.017682,0.042849,0,0.083149,0.046824,0.068176,0.046642,0.20795,0.098419,0.037421
SYV,224,1030,1.1,1642.8,0.10755,0.20933,0.080577,0.16624,0.21712,0.034971,0.22578,0.0043839,0.12391,0.015747,0.019848,0.063028,0.00415,0.14727,0.12597,0.287,0.12701,0.29929,0.10124,0.10007
SYV,224,1100,1.16,1736.9,0.17907,0.28111,0.082038,0.25818,0.3095,0.068708,0.27024,0.0051952,0.18751,0.033959,0.02566,0.11948,0.032373,0.16782,0.24509,0.52373,0.2184,0.32968,0.091262,0.21199
SYV,224,1130,1.22,1780.9,0.27156,0.36,0.087215,0.3009,0.36202,0.10885,0.29264,0.016684,0.21021,0.10699,0.044736,0.21842,0.082565,0.17462,0.29156,0.59669,0.26077,0.3432,0.071897,0.28766
SYV,224,1200,1.32,1788,0.31577,0.39624,0.086211,0.31546,0.36475,0.11587,0.2938,0.040742,0.21858,0.18589,0.073414,0.25942,0.10537,0.17464,0.29064,0.62015,0.26489,0.3471,0.073735,0.30805
SYV,224,1230,1.42,1762.8,0.37738,0.39852,0.094941,0.34238,0.38231,0.12238,0.29395,0.060143,0.21858,0.22552,0.09485,0.28363,0.12743,0.17512,0.28796,0.63368,0.26367,0.35003,0.079198,0.31533
SYV,224,1300,1.54,1719.1,0.41151,0.3862,0.10126,0.34809,0.39268,0.12651,0.29714,0.073843,0.22292,0.25161,0.11387,0.30958,0.15189,0.17902,0.29617,0.633,0.26876,0.34828,0.083424,0.32235
SYV,224,1330,1.6,1637.7,0.39624,0.35447,0.10894,0.33886,0.38965,0.13067,0.30084,0.081991,0.22894,0.2601,0.1294,0.30881,0.18375,0.18179,0.29613,0.63685,0.27325,0.34092,0.084224,0.31926
SYV,224,1400,1.67,1542.2,0.39885,0.33507,0.11308,0.34178,0.38698,0.13782,0.29795,0.085416,0.23222,0.28131,0.13081,0.34907,0.21541,0.17974,0.29314,0.60718,0.27649,0.34726,0.080938,0.31231
SYV,224,1430,1.73,1408.7,0.41173,0.31544,0.11411,0.34916,0.38912,0.13163,0.29129,0.084495,0.22643,0.27089,0.12701,0.34159,0.21778,0.17633,0.28694,0.62198,0.27685,0.34527,0.078524,0.30798
SYV,224,1500,1.82,1274.5,0.41094,0.29865,0.11305,0.34461,0.39611,0.12459,0.2847,0.08778,0.21856,0.25452,0.12633,0.34785,0.21512,0.17567,0.28109,0.57443,0.27625,0.3455,0.074635,0.30624
SYV,224,1530,1.8,995.41,0.41058,0.28328,0.11278,0.35397,0.39342,0.12522,0.2772,0.08623,0.21081,0.23702,0.12204,0.36011,0.21849,0.16912,0.27186,0.5329,0.27501,0.34108,0.066584,0.30196
SYV,224,1600,1.76,794.1,0.38905,0.26803,0.11095,0.34967,0.37912,0.12722,0.27221,0.083909,0.20031,0.22351,0.11906,0.35251,0.22392,0.16712,0.26304,0.5159,0.27409,0.33863,0.055986,0.29582
SYV,224,1630,1.71,740,0.38289,0.25077,0.10604,0.34345,0.36147,0.13139,0.25887,0.078976,0.18696,0.21925,0.11228,0.38266,0.21317,0.16467,0.2469,0.47984,0.26999,0.33305,0.043593,0.28477
SYV,224,1700,1.68,596.98,0.37311,0.2326,0.095339,0.33784,0.34977,0.12848,0.24371,0.074698,0.16483,0.2076,0.10158,0.30855,0.18771,0.15494,0.22636,0.42052,0.25965,0.32799,0.034031,0.26877
SYV,224,1730,1.46,212.67,0.33476,0.21494,0.081888,0.30512,0.30468,0.12376,0.22597,0.07349,0.14286,0.19281,0.098695,0.24376,0.15902,0.15145,0.20496,0.36472,0.24366,0.31943,0.024255,0.252
SYV,224,1800,1.23,65.49,0.33598,0.20017,0.072374,0.30267,0.29244,0.11923,0.22566,0.064744,0.127,0.17674,0.087031,0.18898,0.14164,0.15103,0.19552,0.34661,0.23045,0.31494,0.015229,0.23939
SYV,224,1830,1.17,19.53,0.32193,0.18006,0.064927,0.25765,0.25161,0.091431,0.19584,0.057023,0.098476,0.15884,0.07703,0.15303,0.10505,0.14433,0.15954,0.28089,0.19971,0.29124,0.0052458,0.21559
SYV,224,1900,1.08,0,0.28029,0.15676,0.055941,0.16217,0.19419,0.052289,0.12862,0.045501,0.059445,0.13384,0.065803,0.092448,0.068664,0.12234,0.10677,0.17587,0.14877,0.23859,0,0.17771
SYV,224,1930,0.97,0,0.23097,0.13612,0.045495,0.098891,0.14953,0.028827,0.082654,0.036635,0.029985,0.10701,0.055257,0.044658,0.044888,0.10038,0.069767,0.10096,0.10414,0.19624,0,0.13994
SYV,224,2000,0.9,0,0.18866,0.11845,0.03593,0.061628,0.11713,0.011787,0.057487,0.030437,0.010337,0.083784,0.046932,0.011595,0.030504,0.075443,0.04393,0.06013,0.072724,0.16766,0,0.10796
SYV,224,2030,0.9,0,0.16449,0.10554,0.029646,0.040888,0.095834,0.0039693,0.044334,0.025423,0,0.066468,0.039396,0,0.02335,0.056186,0.028558,0.039632,0.052765,0.15233,0,0.086055
SYV,224,2100,0.83,0,0.14866,0.097263,0.024098,0.026723,0.078848,0.00023369,0.034714,0.021697,0,0.053046,0.033496,0,0.019346,0.042955,0.017817,0.027012,0.040091,0.13846,0,0.069904
SYV,224,2130,0.76,0,0.13547,0.090718,0.019046,0.019742,0.06885,0,0.027963,0.017725,0,0.040869,0.027659,0,0.016779,0.033912,0.011252,0.019957,0.03252,0.12835,0,0.055895
SYV,224,2200,0.75,0,0.12313,0.08496,0.017293,0.023821,0.065869,0,0.022399,0.010535,0,0.029149,0.015058,0,0.013525,0.027628,0.0058399,0.016779,0.027544,0.12284,0,0.042252
SYV,224,2230,0.7,0,0.11159,0.080844,0.015763,0.01783,0.058898,0,0.017673,0.0070507,0,0.024005,0.010465,0,0.012146,0.023832,0.0020774,0.013331,0.023646,0.11351,0,0.034533
SYV,224,2300,0.63,0,0.10607,0.077633,0.015536,0.0094023,0.047312,0,0.014226,0.0082688,0,0.021014,0.013462,0,0.012163,0.021437,0.0020496,0.01106,0.020802,0.10582,0,0.033076
SYV,224,2330,0.6,0,0.10034,0.073224,0.012071,0.0055876,0.0429,0,0.011725,0.0044002,0,0.01491,0.007415,0,0.010788,0.016494,0,0.0099505,0.018177,0.10184,0,0.026478
SYV,225,0,0.58,0,0.095709,0.072653,0.012275,0.0024168,0.038909,0,0.0086249,0.003346,0,0.013872,0.0059994,0,0.009879,0.01634,0,0.0091306,0.015769,0.095611,0,0.022499
SYV,225,30,0.57,0,0.089063,0.071909,0.012264,0,0.032288,0,0.0064561,0.0028253,0,0.011628,0.0054191,9.21E-05,0.0094333,0.015337,0,0.0074516,0.01499,0.089451,0.0065781,0.017778
SYV,225,100,0.54,0,0.08529,0.069956,0.012038,0,0.030265,0,0.0056614,0.00071511,0,0.0083668,0.0027624,0.0021833,0.010374,0.013997,0,0.0077814,0.013404,0.08527,0.014776,0.014637
SYV,225,130,0.52,0,0.086365,0.070078,0.012458,0,0.029002,0,0.0065379,0.00072595,0,0.0071712,0.0019772,0.0038192,0.0087737,0.013675,0,0.0081114,0.012226,0.08223,0.026813,0.013431
SYV,225,200,0.53,0,0.085402,0.069337,0.015904,0.0011736,0.030003,0,0.0065028,0,0,0.0051273,0,0.0061588,0.0078684,0.013353,0,0.009016,0.011654,0.079997,0.04077,0.011463
SYV,225,230,0.52,0,0.083427,0.070667,0.017413,0.00094002,0.031195,0,0.007076,0,0,0.0051285,0,0.0089776,0.0083454,0.014386,0,0.0093467,0.011284,0.07856,0.057421,0.0096935
SYV,225,300,0.49,0,0.080197,0.072174,0.018272,0,0.030497,0,0.0081069,0,0,0.0066627,0.001899,0.012284,0.0074409,0.0161,0,0.0088151,0.010312,0.076341,0.070614,0.0086902
SYV,225,330,0.48,0,0.08557,0.073859,0.021101,0.0021648,0.034728,0,0.008529,0,0,0.004451,8.01E-05,0.0149,0.0067677,0.016117,0,0.010297,0.010746,0.077109,0.087897,0.008448
SYV,225,400,0.48,0,0.083088,0.076073,0.022406,0.0017768,0.035549,0,0.0092568,0,0,0.0056425,0,0.015864,0.0063248,0.017496,0,0.010916,0.010778,0.078351,0.098355,0.0082059
SYV,225,430,0.47,0,0.082384,0.078472,0.023934,0.0023129,0.033893,0,0.009374,0,0,0.0039441,0,0.014457,0.00726,0.016491,0,0.010383,0.011413,0.078176,0.099075,0.0072062
SYV,225,500,0.44,20.56,0.082187,0.08194,0.025468,0.00084775,0.033952,0,0.011022,0,0,0.0054746,0,0.014472,0.0075063,0.017871,0,0.011003,0.011244,0.08021,0.098,0.0077223
SYV,225,530,0.41,64.04,0.077961,0.08472,0.025899,0,0.03325,0,0.01206,1.95E-05,0,0.0053056,0.0014881,0.012361,0.0084436,0.017547,0,0.01047,0.012081,0.086553,0.1003,0.0071022
SYV,225,600,0.39,192.15,0.076264,0.087515,0.02633,0,0.031224,0,0.013253,0,0.0014305,0.003778,0.0025658,0.010964,0.0093826,0.017393,0,0.010513,0.012114,0.09801,0.10171,0.0047851
SYV,225,630,0.41,348.57,0.074073,0.093382,0.031211,0,0.032228,0.00080377,0.013987,0,0.0035621,0.0066709,0.0032298,0.013573,0.009399,0.018604,0,0.010268,0.013154,0.10655,0.1029,0.0066202
SYV,225,700,0.49,626.65,0.076125,0.097674,0.034112,0,0.030395,0.0021125,0.014413,0.0011098,0.0071058,0.0075258,0.004104,0.015958,0.0094154,0.021019,0.0021349,0.012331,0.017238,0.11254,0.10592,0.0080823
SYV,225,730,0.59,852.96,0.074184,0.10255,0.034775,0.0059401,0.042873,0.0042744,0.022146,0.0024461,0.012978,0.0097533,0.007917,0.017162,0.0096627,0.028298,0.01449,0.016731,0.028167,0.14728,0.10827,0.011071
SYV,225,800,0.69,1035.8,0.089907,0.11081,0.034539,0.025286,0.090237,0.0092597,0.066881,0.0025897,0.022343,0.012681,0.0081696,0.022442,0.011067,0.043513,0.041506,0.030671,0.055504,0.20573,0.10627,0.022779
SYV,225,830,0.79,1210,0.11973,0.12337,0.037233,0.073589,0.16384,0.021157,0.15549,0.0018046,0.048929,0.01946,0.010111,0.034134,0.015737,0.069632,0.10014,0.057151,0.10386,0.26155,0.093587,0.043615
SYV,225,900,0.91,1379.5,0.15668,0.14052,0.039942,0.15007,0.22313,0.042159,0.21472,0.0024787,0.097993,0.03835,0.01697,0.056779,0.030698,0.10649,0.15412,0.11611,0.15058,0.2875,0.065119,0.086454
SYV,225,930,0.92,1173.5,0.21402,0.16185,0.043579,0.21474,0.26075,0.065546,0.24942,0.0076927,0.12976,0.071309,0.033807,0.1168,0.053347,0.13611,0.17957,0.2544,0.18326,0.30824,0.035186,0.14333
SYV,225,1000,1.01,1436.4,0.24842,0.18846,0.047472,0.24726,0.28296,0.080081,0.27073,0.022951,0.14952,0.10849,0.053061,0.1588,0.078327,0.1523,0.19876,0.45409,0.21089,0.31945,0.027514,0.19572
SYV,225,1030,1.02,930.51,0.29597,0.23124,0.054889,0.28508,0.31513,0.093001,0.28039,0.043402,0.16198,0.14769,0.06854,0.21825,0.1048,0.16202,0.22943,0.5394,0.24045,0.3244,0.02547,0.24124
SYV,225,1100,1,804.75,0.307,0.25686,0.060519,0.27432,0.30726,0.091111,0.25762,0.058436,0.1527,0.17539,0.081813,0.23524,0.11317,0.15982,0.24479,0.50292,0.24566,0.31705,0.023627,0.2574
SYV,225,1130,0.95,752.69,0.3357,0.27641,0.067645,0.3028,0.33716,0.1111,0.27628,0.065897,0.16733,0.19743,0.090963,0.27887,0.1414,0.16764,0.27159,0.55166,0.26207,0.32793,0.021984,0.27459
SYV,225,1200,1.05,1579.8,0.31867,0.26442,0.071238,0.27238,0.31075,0.10989,0.25414,0.068616,0.15222,0.2052,0.096016,0.2502,0.1376,0.16052,0.24884,0.47799,0.24421,0.31771,0.019354,0.26396
SYV,225,1230,1.16,1849.1,0.31239,0.25597,0.068341,0.2356,0.29574,0.10132,0.23117,0.068175,0.13305,0.20423,0.095852,0.21188,0.11661,0.14999,0.21949,0.41269,0.22449,0.31137,0.014181,0.25321
SYV,225,1300,1.27,1659.3,0.32711,0.24552,0.069289,0.26088,0.30877,0.099842,0.2295,0.063835,0.12973,0.19961,0.089483,0.19952,0.12488,0.15175,0.22236,0.40324,0.22926,0.31322,0.0049911,0.24872
SYV,225,1330,1.25,1380.1,0.37195,0.27888,0.077753,0.31465,0.3568,0.12914,0.26455,0.063996,0.17506,0.22813,0.093282,0.27184,0.17147,0.17042,0.26803,0.57397,0.26789,0.3257,0,0.2771
SYV,225,1400,1.27,1518.7,0.36475,0.28902,0.086351,0.32612,0.35819,0.14029,0.27312,0.069719,0.18319,0.25618,0.10063,0.35723,0.19528,0.17451,0.28148,0.60104,0.27652,0.33431,0,0.28861
SYV,225,1430,1.31,1356.2,0.3877,0.27925,0.096602,0.34384,0.37251,0.14058,0.2723,0.070941,0.17931,0.25353,0.10325,0.35176,0.2041,0.17453,0.27971,0.61129,0.2772,0.33116,0,0.27866
SYV,225,1500,1.32,887.9,0.3569,0.2643,0.09407,0.32213,0.35475,0.13031,0.2543,0.074905,0.16602,0.23683,0.10562,0.3315,0.186,0.16912,0.26509,0.5228,0.27023,0.33282,0,0.27158
SYV,225,1530,1.26,662.08,0.37999,0.25895,0.09431,0.34524,0.37233,0.13322,0.2587,0.072329,0.16929,0.22132,0.10064,0.34179,0.20054,0.16667,0.26647,0.50286,0.27568,0.33569,0,0.27325
SYV,225,1600,1.32,663.39,0.36343,0.24728,0.096567,0.34524,0.36178,0.13428,0.25295,0.070673,0.16062,0.20766,0.098968,0.34472,0.19633,0.16736,0.25688,0.48406,0.2738,0.33061,0,0.26712
SYV,225,1630,1.27,396.03,0.32493,0.23054,0.090025,0.29088,0.32158,0.12901,0.22217,0.07023,0.13654,0.20083,0.096794,0.32144,0.16264,0.16091,0.23869,0.4466,0.25779,0.30958,0,0.24643
SYV,225,1700,1.25,312.31,0.29431,0.21246,0.080854,0.24785,0.29252,0.11458,0.17858,0.066324,0.11325,0.18549,0.084721,0.25835,0.12905,0.14864,0.20364,0.37649,0.23765,0.2818,0,0.2239
SYV,225,1730,1.09,206.07,0.28469,0.19749,0.069427,0.27335,0.28993,0.11681,0.19558,0.060066,0.11219,0.16985,0.071462,0.24077,0.13139,0.14801,0.20591,0.37282,0.24222,0.29324,0,0.21659
SYV,225,1800,0.99,113.31,0.2508,0.17534,0.059652,0.22138,0.24219,0.095703,0.15464,0.052564,0.088059,0.15149,0.05992,0.18017,0.10066,0.14134,0.17169,0.30041,0.21209,0.26463,0,0.18878
SYV,225,1830,0.88,48.19,0.2238,0.15782,0.048666,0.18927,0.20376,0.072875,0.12752,0.04229,0.072234,0.12724,0.047468,0.12959,0.078098,0.12989,0.14188,0.24174,0.18366,0.24058,0,0.16475
SYV,225,1900,0.84,0,0.20261,0.13806,0.04154,0.13513,0.16137,0.045022,0.090169,0.032356,0.050202,0.10235,0.037315,0.075406,0.056698,0.11232,0.10637,0.16513,0.1451,0.20158,0,0.13372
SYV,225,1930,0.81,0,0.17853,0.12011,0.035185,0.086986,0.12143,0.027787,0.06293,0.026351,0.032356,0.081476,0.030447,0.038436,0.040772,0.095294,0.072386,0.1046,0.11066,0.16642,0,0.10682
SYV,225,2000,0.55,0,0.15944,0.10308,0.028462,0.054348,0.084354,0.011604,0.043167,0.020553,0.016359,0.060434,0.022788,0.010928,0.030104,0.07382,0.044844,0.061675,0.078691,0.1378,0,0.080953
SYV,225,2030,0.41,0,0.13289,0.092109,0.023805,0.033302,0.061125,0.0070414,0.030279,0.017684,0.0072613,0.046795,0.018264,0.0048687,0.024623,0.05647,0.026811,0.035689,0.054158,0.11509,0,0.061901
SYV,225,2100,0.32,0,0.1131,0.083479,0.019626,0.022245,0.044266,0.0044614,0.022371,0.014016,0.0014177,0.035122,0.013346,0.0065123,0.021085,0.043422,0.016823,0.022011,0.03892,0.1029,0,0.047984
SYV,225,2130,0.27,0,0.10179,0.077433,0.016783,0.013928,0.032836,0.0043197,0.01551,0.012536,0,0.027425,0.0095372,0.006994,0.018745,0.035259,0.010261,0.015038,0.029292,0.085203,0,0.037821
SYV,225,2200,0.24,0,0.095865,0.0718,0.015903,0.0069825,0.021655,0.00066611,0.010111,0.01079,0,0.028494,0.0070263,0.0081768,0.016885,0.029661,0.0055669,0.011033,0.022504,0.066519,0,0.030413
SYV,225,2230,0.24,0,0.088721,0.067257,0.018284,0.0047274,0.013259,0.001129,0.0065826,0.008379,0,0.027961,0.0026274,0.011005,0.015965,0.025853,0.003222,0.0099248,0.018446,0.048616,0,0.024474
SYV,225,2300,0.25,0,0.084198,0.06429,0.016099,0.0023303,0.012224,0.00098824,0.004434,0.0070491,0,0.024064,0.00077536,0.013849,0.014814,0.023623,0.0010649,0.0093935,0.015432,0.037832,0,0.019377
