"","FETCH_MAX","FETCH_90","ZL","RH_1_1_1","PPFD_IN_1_1_1"
"5437",109.6842,300.4419,0.1663383,53.83333,376.5446
"5438",111.8568,306.3931,-0.05466274,49.05111,399.989
"5439",112.2701,307.5252,-0.04487282,42.60889,378.9598
"5440",120.5074,330.0883,-0.1219066,38.80779,528.7138
"5441",120.1752,329.1785,-0.1023137,39.12889,499.0738
"5442",126.0507,345.2723,-0.08026849,38.74111,585.0472
"5443",104.1941,285.4037,-0.2503053,37.11333,729.9937
"5444",115.6294,316.7268,-0.1779504,34.81667,1044.251
"5445",129.2575,354.0563,-0.1632647,32.66333,1320.535
"5446",126.9175,347.6468,-0.1338828,31.12333,1037.863
"5447",116.273,318.4899,-0.3287471,29.42445,1372.519
"5448",111.9075,306.532,-0.4719958,28.44445,883.2451
"5449",107.8514,295.4217,-0.4462441,27.34222,688.4686
"5450",81.46144,223.1355,-0.820414,25.52,520.5735
"5451",88.66045,242.8547,-0.7192712,25.11556,628.0794
"5452",113.6471,311.297,-0.1394657,25.43555,399.8268
"5453",101.2295,277.2833,-0.2514295,26.58889,381.7725
"5454",115.8988,317.4647,-0.08335224,28.34,362.0836
"5455",116.2171,318.3366,-0.1420654,30.03889,254.411
"5456",72.82001,199.4653,-0.1318538,36.43444,220.0897
"5457",96.02117,263.0169,-0.0083872,42.0789,148.0249
"5458",104.5425,286.3581,-0.1182739,46.14444,88.62697
"5459",130.8756,358.4885,-0.1018534,50.83221,67.68677
"5460",122.3884,335.2408,0.03019993,54.96999,39.46063
"5461",117.0239,4303,0.1494434,56.15,21.34163
"5462",240.9058,-9999,0.9134802,56.94445,3.646728
"5463",23.83451,231,-0.3341454,59.18889,0.2557584
"5464",190.6277,7528,0.1510932,58.89777,-0.000920085
"5465",241.1036,-9999,1.353736,58.29,-0.01564089
"5466",102.5177,280.8118,0.06036402,55.88,-0.007360491
"5467",94.74918,259.5327,0.08646811,51.88,-0.008280696
"5468",105.1728,288.0847,0.09081041,50.51666,-0.008280849
"5469",195.853,6572,0.09318623,51.15889,-0.01012112
"5470",136.7482,5253,0.1610048,53.52111,-0.01564175
"5471",115.3415,315.9381,0.1450044,59.88,-0.0184022
"5472",113.8589,311.8772,0.08278802,64.2411,-0.0174823
"5473",110.5913,302.9266,0.04751733,65.41444,-0.002760399
"5474",113.4951,310.8806,0.02820967,67.41111,1.51e-08
"5475",107.4252,294.2542,0.03819845,67.86445,-0.008281081
"5476",113.1402,309.9084,0.02606448,68.19221,-0.01196181
"5477",94.90133,259.9495,0.02832907,67.58444,-0.001840274
"5478",113.9785,312.2047,0.03550726,65.81778,0.001840271
"5479",123.7939,339.0907,0.02321126,58.04111,-0.01380233
"5480",108.7315,297.8325,0.0386583,51.31222,-0.02484453
"5481",126.7321,347.1388,0.0572388,49.53666,0.02116423
"5482",125.9586,345.0201,0.02611125,49.7311,2.322581
"5483",120.87,331.0816,-0.002920675,49.54555,39.28099
"5484",127.6098,349.543,-0.0525551,49.41222,175.1392
"5485",126.3291,346.0349,-0.1484854,47.16222,326.0772
"5486",115.222,315.611,-0.2522607,42.62888,507.2156
"5487",91.67398,251.1092,-0.5985703,40.09666,703.2348
"5488",111.05,304.1832,-0.3474304,38.21222,893.6828
"5489",93.81801,256.9821,-0.8413111,36.55666,1078.669
"5490",110.2772,302.0664,-0.4210983,35.91333,1251.472
"5491",100.8306,276.1907,-0.6324079,34.84999,1404.196
"5492",107.9265,295.6273,-0.4059281,33.89445,1598.176
"5493",111.3116,304.8996,-0.4184485,32.49333,1646.997
"5494",86.51131,236.9679,-0.6199121,30.85445,1730.145
"5495",101.0001,276.655,-0.4169227,29.65222,1789.616
"5496",84.30229,230.917,-0.9719023,27.78778,1820.046
"5497",117.8178,322.7213,-0.2549229,28.58111,1819.172
"5498",124.5574,341.182,-0.2113367,25.05,1792.191
"5499",117.6758,322.3322,-0.1691939,24.37889,1731.726
"5500",101.5751,278.2299,-0.1847058,24.02667,1644.129
"5501",97.34698,266.6485,-0.2603981,23.31667,1532.83
"5502",103.6598,283.9401,-0.221021,23.71556,1397.176
"5503",121.8434,333.7481,-0.09118898,23.98778,1240.459
"5504",113.8294,311.7963,-0.08287675,24.63889,1066.962
"5505",89.01988,243.8393,-0.2102225,25.71222,881.5741
"5506",90.34294,247.4633,-0.1705195,27.92889,687.3268
"5507",100.2458,274.5887,-0.05911552,29.69555,492.4711
"5508",88.96775,243.6964,-0.146173,31.47445,308.1202
"5509",80.36688,220.1373,-0.08571008,33.41111,149.0009
"5510",71.78146,196.6206,0.1413724,35.64444,38.21246
"5511",96.27851,263.7217,0.09184484,37.08555,2.292386
"5512",76.82243,210.4285,0.1560598,38.7711,0.03127925
"5513",83.74224,229.383,0.07303491,41.34778,-0.001840228
"5514",591.4662,-9999,1.238076,42.68111,0.009201436
"5515",323.0605,-9999,1.072451,44.31222,0.002760588
"5516",97.63511,267.4377,-0.06583519,46.19444,-0.01196333
"5517",106.7693,292.4577,0.1786149,47.89777,-0.000920295
"5518",95.12594,260.5647,0.2446898,49.04222,-0.008283286
"5519",111.7518,306.1055,0.1557399,50.47444,-1.91e-08
"5520",115.3794,316.042,0.2194006,50.37889,0.007363493
"5521",96.07418,263.1621,0.3917728,51.68001,-0.000920478
"5522",99.30592,272.0143,0.3585332,52.00666,0.005522721
"5523",451.7408,-9999,2.342956,50.77221,-0.01104573
"5524",197.988,8982,0.8335954,51.28889,0.003681954
"5525",386.4244,-9999,3.124651,51.85777,-0.0101256
"5526",544.0717,-9999,6.016535,51.95556,-0.008284695
"5527",190.3336,7452,1.402591,53.28333,-0.000920537
"5528",215.6744,9900,0.8717041,51.12222,-0.006443796
"5529",1090.509,-9999,14.80682,50.24,0.08653164
"5530",1699.307,-9999,10.97328,49.15443,6.025031
"5531",1547.327,-9999,25.01146,49.49666,58.25751
"5532",810.2631,-9999,3.004724,48.21777,175.8582
"5533",101.6361,278.3971,-0.0938698,45.40889,335.0585
"5534",113.3003,310.347,-0.2355493,43.60666,518.2875
"5535",113.0569,309.6805,-0.4314136,43.25667,711.8074
"5536",117.8428,322.7898,-0.1356675,42.02888,905.5861
"5537",96.80029,265.151,-0.4108326,37.91334,1088.254
"5538",96.2881,263.748,-0.229101,35.50777,1257.535
"5539",93.23431,255.3832,-0.3407619,34.11222,1410.729
"5540",92.23957,252.6585,-0.2680387,33.36222,1543.26
"5541",104.1708,285.3399,-0.2420137,32.11445,1651.348
"5542",103.6765,283.9861,-0.2021725,31.27444,1735.736
"5543",100.8093,276.1324,-0.2221694,32.46222,1794.43
"5544",102.0121,279.427,-0.1662865,33.46666,1819.063
"5545",116.9023,320.2134,-0.110044,34.39555,1814.906
"5546",118.2518,323.9101,-0.1038119,35.84111,1786.68
"5547",101.3964,277.7406,-0.1579746,36.99445,1730.68
"5548",100.0503,274.0534,-0.1547516,40.34556,1643.359
"5549",109.9244,301.1001,-0.1205337,43.87222,1529.951
"5550",111.9705,306.7046,-0.1469963,43.67555,1394.07
"5551",100.7825,276.0589,-0.215751,43.58667,1235.252
"5552",101.6914,278.5485,-0.2455299,43.12777,1065.778
"5553",103.8139,284.3624,-0.1858801,43.39111,886.1119
"5554",103.5631,283.6755,-0.125644,44.92778,694.9054
"5555",100.9871,276.6193,-0.1395868,47.66111,500.2255
"5556",110.5019,302.6817,-0.07630612,49.12444,316.2719
"5557",105.61,289.2822,-0.03138093,48.76222,155.862
"5558",96.77523,265.0823,0.01019765,50.02666,43.15214
"5559",105.7296,289.6097,0.08501012,52.75888,2.679615
"5560",102.2123,279.9753,0.2491573,54.11221,0.04139767
"5561",96.90459,265.4367,0.3273677,54.12111,-0.002760092
"5562",90.13128,246.8835,0.5332495,54.51111,-0.00736037
"5563",86.85663,237.9138,0.8098817,54.18333,0.002760287
"5564",1642.535,-9999,10.44309,54.27666,-0.003680462
"5565",2168.882,-9999,30.67106,55.84443,-0.003680557
"5566",588.9467,-9999,1.995856,57.56,-0.00368066
"5567",1252.166,-9999,4.113613,60.7011,-0.01564314
"5568",4793.944,-9999,11.49381,61.89333,-0.002760672
"5569",534.7746,-9999,0.5747065,64.29667,-0.007361954
"5570",360.7629,-9999,0.6806477,64.54555,-0.00920276
"5571",90.79804,248.7099,0.5446444,65.29667,-0.008282619
"5572",93.54241,256.2272,0.5313063,66.83333,0.002760866
"5573",1521.142,-9999,2.421543,67.37889,0.000920304
"5574",782.3797,-9999,1.482433,66.16444,0.000920324
"5575",106.7669,292.4511,0.5186693,66.02222,-0.009203421
"5576",100.1173,274.2369,0.3603074,66.32333,-0.01288489
"5577",98.86746,270.8133,0.2236352,65.93221,0.106761
"5578",94.78037,259.6181,0.242862,66.46223,6.795842
"5579",99.12419,271.5165,0.2184174,67.27779,64.58207
"5580",105.9132,290.1126,0.02717773,66.06112,187.9602
"5581",109.4917,299.9148,-0.08100226,63.92999,349.2354
"5582",121.4306,332.6173,-0.1326485,62.24445,532.0099
"5583",115.5228,316.4347,-0.1712764,60.05778,726.3564
"5584",117.7714,322.5942,-0.2479496,55.51999,931.5334
"5585",90.96364,249.1635,-0.1804294,50.0411,1221.074
"5586",97.35083,266.659,-0.1332228,46.78222,1401.787
"5587",96.4205,264.1107,-0.1528892,44.70222,1548.179
"5588",106.6553,292.1455,-0.1257003,42.80666,1599.721
"5589",113.6694,311.3581,-0.1029762,40.77777,1668.651
"5590",112.3217,307.6665,-0.09758732,38.42111,1751.336
"5591",99.68591,273.0552,-0.1240542,36.89666,1809.9
"5592",112.654,308.5769,-0.1351064,37.09,1839.635
"5593",94.25991,258.1925,-0.197526,36.94555,1837.875
"5594",98.02606,268.5086,-0.1623489,36.32,1808.767
"5595",108.7717,297.9426,-0.1095802,36.13334,1748.503
"5596",93.86024,257.0978,-0.1572696,35.37111,1662.84
"5597",111.6933,305.9452,-0.1422,33.86778,1554.024
"5598",128.2516,351.3009,-0.07666356,33.32666,1419.886
"5599",113.9056,312.0051,-0.08857212,33.14666,1264.601
"5600",110.8894,303.7431,-0.1051681,33.14778,1089.665
"5601",109.0218,298.6276,-0.09567159,33.66111,905.3885
"5602",121.1196,331.7654,-0.07686394,33.79111,711.971
"5603",109.0942,298.8259,-0.07289548,33.77333,517.2142
"5604",124.6114,341.3298,-0.04216682,32.77666,328.5619
"5605",105.1477,288.0157,-0.01674891,32.18222,168.1753
"5606",154.4568,7055,0.3440254,34.30111,43.88374
"5607",388.0068,-9999,1.219834,36.17556,2.763566
"5608",596.0835,-9999,0.8844644,36.92667,0.03495034
"5609",562.1342,-9999,0.1276777,38.11333,0.005519208
"5610",259.7367,-9999,0.5723431,39.75555,0.01379911
"5611",105.7544,1013,-0.1579805,41.51667,0.001840057
"5612",148.2117,4220,0.0598764,42.89666,-0.000920075
"5613",636.6679,4896,-0.2418755,45.05889,-0.002760099
"5614",112.1647,4636,0.6583736,46.83222,-0.007360798
"5615",2975.162,-9999,7.013609,46.73109,-0.000920073
"5616",2866.506,-9999,3.768668,48.0411,-0.003680649
"5617",5739.49,-9999,32.79972,49.16222,-0.00920222
"5618",2255.409,-9999,4.516617,49.38332,-0.01840479
"5619",916.9581,-9999,2.347356,50.06445,0.009202824
"5620",233.1753,-9999,0.6521505,52.37555,-0.005521762
"5621",101.9399,279.2291,0.9779097,54.41444,-0.006442237
"5622",108.1524,296.2462,0.577857,56.61111,-0.001840685
"5623",104.9965,287.6015,0.8524084,58.47554,-0.005522051
"5624",328.1728,-9999,1.802389,59.26333,-0.003681394
"5625",313.7241,-9999,1.024286,59.86111,0.1426559
"5626",103.5901,283.7494,0.80951,61.18556,9.535926
"5627",94.5701,259.0422,0.5771565,61.8489,73.63541
"5628",109.6595,300.3744,0.108141,62.34333,184.2368
"5629",114.0726,312.4625,-0.004038928,63.79,359.483
"5630",114.4704,313.5521,-0.09724075,63.14221,512.3776
"5631",112.6055,308.4438,-0.2642576,58.85888,747.1245
"5632",133.8599,366.6631,-0.1875675,54.70333,1001.334
"5633",96.85227,265.2934,-0.4073614,48.94444,1264.855
"5634",94.00699,257.4997,-0.9584658,43.93333,1427.191
"5635",130.4501,357.3229,-0.190686,37.79667,1407.629
"5636",105.8955,290.0642,-0.2198313,33.37333,1448.422
"5637",102.433,280.58,-0.2368411,31.08,1535.16
"5638",114.447,313.4881,-0.1293505,28.75889,1675.477
"5639",109.6409,300.3235,-0.1614627,27.91444,1722.199
"5640",108.4889,297.1679,-0.1842059,27.55889,1729.178
"5641",120.3293,329.6005,-0.1229245,25.44,1821.607
"5642",91.6621,251.0767,-0.4893457,24.19111,1699.839
"5643",99.74513,273.2174,-0.218472,23.85778,1641.964
"5644",106.8603,292.7071,-0.1410192,23.86223,1376.069
"5645",105.1638,288.0601,-0.1193893,24.10333,1123.524
"5646",114.461,313.5265,-0.09783272,24.96,859.224
"5647",111.3934,305.1239,-0.1122436,25.04222,842.9434
"5648",109.3725,299.5881,-0.08453239,25.59333,554.6579
"5649",97.86679,268.0723,-0.1339397,26.12889,656.2217
"5650",95.15115,260.6337,-0.1339273,25.80222,759.3131
"5651",127.6602,349.6812,-0.07167038,25.81556,498.3238
"5652",100.1315,274.2756,-0.06772157,26.91555,260.9626
"5653",110.8661,303.6793,-0.02355213,27.60111,179.1848
"5654",98.56358,269.9809,0.1555988,29.42556,36.82689
"5655",549.706,-9999,0.6955559,32.31889,3.107644
"5656",343.1555,-9999,1.003225,35.08555,0.0395389
"5657",1476.553,-9999,2.997276,36.77445,0.001839241
"5658",1018.954,-9999,2.254067,37.97333,-1.99e-09
"5659",1092.039,-9999,1.82867,39.30556,-0.002759185
"5660",1746.294,-9999,6.68247,40.83445,0.004598792
"5661",3136.597,-9999,17.26999,42.80555,6.17e-08
"5662",706.2076,-9999,2.068702,43.78333,0.000919848
"5663",2563.14,-9999,6.050288,45.32777,-0.001839716
"5664",3187.271,-9999,4.24602,46.69333,0.002759596
"5665",98.17865,268.9265,0.3899106,49.40444,-0.01011874
"5666",110.4497,302.5389,0.098569,50.17889,-0.003679436
"5667",103.7308,284.1347,0.01223697,53.23444,-0.003679406
"5668",111.391,305.1171,0.08482439,57.12333,-0.000919901
"5669",88.63196,242.7767,0.02634193,61.99556,-0.00551941
"5670",95.03816,260.3242,0.0367982,65.56,-0.01011928
"5671",77.6614,212.7266,0.03272857,68.50333,-0.001839951
"5672",75.8089,207.6523,0.1229989,70.49889,-0.004600089
"5673",78.19123,214.1779,0.1681636,71.96777,0.1242046
"5674",92.38459,253.0557,0.09548389,72.1489,7.780823
"5675",102.159,279.8292,0.1059408,73.3311,41.63515
"5676",93.03505,254.8374,0.06588334,72.88222,96.1735
"5677",93.63902,256.4918,-0.006298718,71.24222,228.9484
"5678",93.60945,256.4108,-0.2275381,65.24777,549.4932
"5679",122.9479,336.7734,-0.09792161,61.49778,734.8755
"5680",106.3691,291.3614,-0.1229849,58.28555,936.1809
"5681",121.3734,332.4606,-0.06760679,55.09556,1117.998
"5682",106.3131,291.2081,-0.1061249,52.38889,1288.412
"5683",103.9595,284.7611,-0.1269596,49.92889,1441.968
"5684",99.43475,272.3672,-0.1166386,47.96,1564.498
"5685",107.9456,295.6798,-0.125626,46.22778,1721.984
"5686",108.8267,298.0931,-0.09436648,44.61,1630.701
"5687",124.7841,341.803,-0.1094156,43.48,1759.17
"5688",109.0701,298.76,-0.06879159,42.11,1742.309
"5689",97.87673,268.0995,-0.1418572,42.29334,1514.827
"5690",117.8255,322.7422,-0.07612283,42.05778,1658.575
"5691",110.2922,302.1073,-0.1065417,39.97001,1725.585
"5692",108.985,298.5267,-0.09993293,38.87,1701.975
"5693",108.6676,297.6573,-0.0708906,38.29,1552.414
"5694",119.1839,326.4632,-0.06240221,40.31,1488.295
"5695",114.4369,313.4604,-0.06630627,41.57555,1109.016
"5696",101.5566,278.1794,-0.07010345,41.06667,1067.831
"5697",103.7333,284.1417,-0.08893584,42.33556,916.92
"5698",117.7839,322.6282,-0.06169907,44.27,718.4558
"5699",90.23316,247.1626,-0.07515281,46.38667,542.5963
"5700",97.63482,267.4369,-0.07111323,47.95111,336.8672
"5701",101.8199,278.9006,-0.02700694,48.92555,171.2454
"5702",122.3365,335.0987,0.005402537,49.41444,50.41404
"5703",86.7695,237.6751,-0.002335543,51.86221,4.338976
"5704",100.2059,274.4794,0.1224276,54.36889,0.05795468
"5705",106.1352,290.7208,0.05724263,56.74888,0.000920037
"5706",95.4087,261.3392,0.1024809,59.36222,0.003680146
"5707",87.92094,240.8291,0.1044826,63.05889,-9.93e-08
"5708",86.56521,237.1155,0.2695636,65.16556,0.01840185
"5709",100.4386,275.117,0.07168483,67.37444,0.002760306
"5710",96.83197,265.2378,0.2252288,69.48111,0.006441028
"5711",211.3697,9595,0.8945169,71.96333,-0.002760621
"5712",493.6854,-9999,1.168363,74.22445,-0.000920258
"5713",418.5861,-9999,0.6169148,75.60557,-0.002760816
"5714",2376.17,-9999,2.89803,76.55889,-0.009202957
"5715",748.9263,-9999,0.7083667,78.13778,-0.003681325
"5716",98.24515,269.1087,0.1636263,79.86333,0.006442477
"5717",86.63759,237.3138,0.190698,81.56666,-0.000920306
"5718",94.86483,259.8495,0.1468797,83.28113,-0.01288552
"5719",109.48,299.8827,0.1122861,84.9511,-0.005522463
"5720",102.4587,280.6501,0.1418263,86.56428,0.000920471
"5721",101.2789,277.4185,0.1461909,88.4008,0.2494386
"5722",99.22829,271.8017,0.1398652,90.39219,7.751988
"5723",108.6335,297.5641,0.02598091,91.88669,40.23803
"5724",112.3738,307.8092,-0.03785939,93.04353,87.75052
"5725",94.42229,258.6373,-0.1774819,92.92266,158.1412
"5726",93.16502,255.1934,-0.2334603,90.89484,229.8541
"5727",96.25435,263.6556,-0.1324275,89.9049,290.6082
"5728",99.86531,273.5466,-0.1392685,89.30055,383.7113
"5729",96.80171,265.1549,-0.09785851,88.46378,468.1479
"5730",110.1804,301.8012,-0.09928888,85.92324,601.451
"5731",89.54311,245.2724,-0.224188,83.87333,717.0345
"5732",117.23,321.1111,-0.1535957,80.54111,956.3611
"5733",123.4715,338.2075,-0.2124083,76.7,1039.156
"5734",107.1476,293.4939,-0.1492779,72.88444,1466.236
"5735",99.72197,273.1539,-0.372241,67.58889,2144.16
"5736",81.26782,222.6052,-0.5736297,65.24112,1644.416
"5737",90.88912,248.9594,-0.4048397,62.35443,1758.329
"5738",99.42402,272.3378,-0.3355686,59.03556,1830.796
"5739",82.16733,225.0691,-0.8697527,55.88778,1769.935
"5740",131.3597,359.8147,-0.1476781,52.55889,1685.442
"5741",114.4298,313.4409,-0.3475552,50.74666,1575.985
"5742",73.42165,201.1133,-0.865534,49.25999,1445.667
"5743",85.75182,234.8875,-1.070083,48.00666,1286.827
"5744",83.48229,228.6709,-0.6182684,46.97223,1115.493
"5745",81.55598,223.3945,-0.7108608,47.08,925.9993
"5746",66.74595,182.8275,-1.146711,48.37777,747.6764
"5747",112.0311,306.8704,-0.1444732,49.63776,554.7983
"5748",91.84585,251.58,-0.2302679,50.53777,329.7176
"5749",109.7214,300.544,-0.0730066,52.27111,169.5224
"5750",839.6904,-9999,4.389234,53.91889,59.80367
"5751",154.0003,7071,0.4864845,56.71,5.134219
"5752",184.3188,8256,0.2409685,59.77444,0.06529742
"5753",505.348,-9999,1.288339,61.98222,-0.002759353
"5754",873.8714,-9999,1.67885,64.26998,-0.006438902
"5755",741.581,-9999,0.5992326,65.9111,-3.41e-09
"5756",3099.701,-9999,8.909456,66.26333,0.000919943
"5757",358.8111,-9999,0.5321439,67.28555,-0.004600042
"5758",98.23153,269.0714,0.5327347,69.06889,0.005520199
"5759",112.8556,309.129,0.735022,67.62445,0.002760298
"5760",116.3738,318.766,0.5921345,68.62333,-0.003680407
"5761",122.2252,334.7939,0.3652994,65.48,0.00368052
"5762",115.9598,317.632,0.2617521,66.82333,0.007361412
"5763",116.2131,318.3257,0.3191563,68.58556,-0.000920195
"5764",109.9375,301.1359,0.2270849,68.90222,-0.002760567
"5765",109.9064,301.0508,0.1036719,70.76334,0.004600891
"5766",112.5991,308.4265,0.1018403,73.62778,-0.004600817
"5767",106.5201,291.7749,0.1156541,76.35221,-0.01012157
"5768",104.3333,285.7851,0.1426555,79.09555,0.01012129
"5769",104.5571,286.398,0.2502609,80.06445,0.2990382
"5770",101.6582,278.4575,0.3078266,81.20555,11.90102
"5771",96.9489,265.5581,0.3249436,81.46777,90.27631
"5772",97.77504,267.821,0.09092405,77.23222,228.3562
"5773",97.35612,266.6735,0.3090095,71.06444,370.6949
"5774",92.12893,252.3554,-0.1692528,61.39,657.9195
"5775",112.0576,306.9431,-0.03259402,56.37555,585.3803
"5776",116.3828,318.7905,-0.06239902,52.43333,579.1861
"5777",107.7911,295.2566,-0.1436301,50.22223,585.2385
"5778",111.8517,306.3791,-0.1271842,48.40222,695.5582
"5779",105.6535,289.4012,-0.1191871,46.54888,956.5071
"5780",108.7964,298.0103,-0.1067397,39.89777,1089.251
"5781",113.3886,310.589,-0.1067386,37.02667,925.8019
"5782",98.63332,270.172,-0.1310687,36.07555,1151.396
"5783",116.6778,319.5986,-0.1385084,34.22555,1330.636
"5784",110.6829,303.1776,-0.1365944,33.19334,988.5311
"5785",111.5224,305.4772,-0.1226426,33.44111,692.2529
"5786",121.4061,332.5502,-0.1273736,31.03999,1304.069
"5787",104.0428,284.9894,-0.2559341,28.41778,1286.946
"5788",107.1999,293.6371,-0.1617028,28.74,745.3144
"5789",107.2003,293.6384,-0.1477538,28.28666,881.0838
"5790",96.48597,264.29,-0.2090471,28.06667,988.5299
"5791",110.7313,303.3101,-0.1973491,27.48889,1152.839
"5792",109.9524,301.1768,-0.1373348,27.37889,1007.769
"5793",108.6843,297.703,-0.05844505,27.61445,634.1442
"5794",113.762,311.6118,-0.0388714,27.91777,386.6977
"5795",111.5575,305.5731,-0.01700926,28.67556,305.3033
"5796",119.2158,326.5506,0.004069518,29.69889,173.2291
"5797",106.6589,292.1552,0.02905994,31.45778,87.46841
"5798",99.27681,271.9346,0.09164552,33.69333,26.27048
"5799",151.2256,6242,0.9464599,35.02888,3.420446
"5800",111.3158,304.9113,0.01697264,36.87667,0.03217481
"5801",110.6259,303.0215,0.08715109,39.83,-0.000919336
"5802",105.7947,289.7881,0.1725602,42.17778,0.000919408
"5803",102.9699,282.0504,0.1747464,44.82,0.00551661
"5804",114.8041,314.4662,0.1294988,46.86444,0.000919378
"5805",94.42393,258.6418,0.2693948,49.51555,0.008276118
"5806",100.7672,276.0171,0.1349458,51.37445,0.001839208
"5807",104.3752,285.8998,0.1795034,52.89,0.00367858
"5808",115.4841,316.3287,0.2613076,54.15554,2.67e-09
"5809",103.4667,283.4114,0.4609414,54.46333,2.07e-08
"5810",105.7673,289.7131,0.4086093,55.78555,-0.0018394
"5811",94.6455,259.2487,0.6411192,56.37444,0.002759174
"5812",100.747,275.9615,0.4737846,57.57555,0.005518426
"5813",101.995,279.3801,0.7520735,56.63666,-2.64e-08
"5814",161.4665,7271,0.6604449,56.49,-0.004599092
"5815",210.4146,9075,1.087682,58.68222,-0.005519045
"5816",117.6715,322.3204,0.51654,60.97222,1.560995
"5817",108.6967,297.7372,0.4719393,61.6111,0.3127626
"5818",336.3663,-9999,2.0712,63.82999,11.83182
"5819",104.4297,286.0492,0.6407421,64.18999,65.13878
"5820",106.3549,291.3224,0.1471738,64.31667,164.3368
"5821",97.16388,266.1469,-0.0580543,62.02444,319.1024
"5822",103.3641,283.1302,-0.09600273,58.69333,509.7991
"5823",104.1932,285.4013,-0.09811392,56.02555,692.775
"5824",111.4387,305.2478,-0.1227887,55.84666,890.1268
"5825",111.2617,304.7631,-0.174684,55.47889,1085.536
"5826",114.5722,313.8309,-0.1736769,53.88,1238.404
"5827",101.2797,277.4207,-0.2779349,54.14555,1339.015
"5828",110.8862,303.7344,-0.2314197,52.60111,1473.086
"5829",112.7955,308.9643,-0.1908287,51.85888,1633.035
"5830",102.2785,280.1565,-0.249609,49.18222,1739.742
"5831",110.9462,303.8988,-0.2058466,45.25889,1737.226
"5832",109.3537,299.5368,-0.2128078,41.38444,1857.149
"5833",108.8383,298.1248,-0.1736703,37.75666,1809.5
"5834",114.4988,313.6299,-0.1674004,34.12333,1727.476
"5835",109.8834,300.9876,-0.1268266,32.25444,1793.72
"5836",128.8704,352.996,-0.1096457,29.79111,1672.243
"5837",116.48,319.0567,-0.1108007,27.23889,1582.536
"5838",106.7319,292.3553,-0.2398795,28.19556,1281.396
"5839",110.3304,302.2122,-0.1469212,28.29222,1320.417
"5840",125.9078,344.8809,-0.09914584,27.57111,1060.993
"5841",122.5324,335.6352,-0.07276786,27.37111,706.6523
"5842",100.2791,274.68,-0.1446235,26.13,603.7137
"5843",107.2984,293.9071,-0.03596138,26.48556,342.0011
"5844",97.29365,266.5024,0.02912754,28.42778,247.3343
"5845",110.2575,302.0123,0.04557284,30.48889,167.9759
"5846",115.6703,316.8388,0.2552637,32.24223,46.7191
"5847",96.94282,265.5414,0.7645355,33.53333,4.421709
"5848",259.444,-9999,1.364046,34.68666,0.07445269
"5849",101.2403,277.3129,0.5356589,37.01333,-0.001838602
"5850",108.8479,298.1513,0.4376026,39.86111,0.001838715
"5851",115.1069,315.2958,0.3027247,42.44999,0.008274878
"5852",104.6921,286.768,0.3838518,43.82777,0.01287277
"5853",109.3169,299.4358,0.3600224,43.58445,0.001839024
"5854",101.8236,278.9105,0.2524327,44.00555,0.005517259
"5855",97.9497,268.2994,0.235195,45.28667,0.007356444
"5856",102.9042,281.8704,0.09757066,47.38111,-0.00091958
"5857",114.1927,312.7915,0.04667223,50.81777,-0.001839028
"5858",96.44917,264.1892,0.07344248,53.77555,0.003677973
"5859",91.66757,251.0917,0.08225409,56.63555,0.000919504
"5860",99.80064,273.3694,0.06522891,59.30777,0.002758301
"5861",98.45044,269.671,0.04016936,61.54444,0.000919423
"5862",97.09041,265.9457,0.06328537,64.34445,0.00643602
"5863",106.1168,290.6702,0.04688255,66.62334,-0.000919441
"5864",104.668,286.7018,0.04985665,68.16445,0.01287244
"5865",103.6154,283.8188,0.05790078,69.27222,0.4220384
"5866",105.347,288.5618,0.04292717,69.95444,13.97061
"5867",103.3448,283.0774,0.03274971,69.51555,76.85564
"5868",110.7208,303.2814,0.009211066,69.2,192.5453
"5869",104.4615,286.1362,-0.001425704,68.50667,296.7001
"5870",115.735,317.0162,-0.02049733,67.46444,481.8813
"5871",112.1857,307.294,-0.03045541,67.67556,529.9105
"5872",105.928,290.1532,-0.07107381,65.45333,890.712
"5873",104.8835,287.2921,-0.08612903,61.62444,1118.691
"5874",123.8829,339.3345,-0.1176849,57.30222,1290.203
"5875",110.6568,303.1062,-0.2015508,53.52,1422.293
"5876",100.4297,275.0924,-0.2275226,51.10889,1538.158
"5877",113.5869,311.1322,-0.1587787,48.84556,1590.056
"5878",95.81356,262.4482,-0.2557495,47.29222,1592.369
"5879",109.2642,299.2915,-0.1594176,44.60889,1717.21
"5880",114.5749,313.8383,-0.1624295,41.02333,1902.179
"5881",106.4054,291.461,-0.136674,40.10889,1662.489
"5882",120.5673,330.2525,-0.1159697,39.01,1550.909
"5883",111.6796,305.9077,-0.1132168,36.53777,1537.732
"5884",109.9926,301.2868,-0.0873768,35.14,1536.932
"5885",89.24134,244.4459,-0.1175272,33.93,1195.148
"5886",113.0484,309.6571,-0.07619426,32.23555,1361.544
"5887",121.0905,331.6856,-0.05829708,32.57111,1131.752
"5888",110.7972,303.4906,-0.08044542,33.36778,561.3182
"5889",112.0021,306.7912,-0.01539629,41.82444,156.5816
"5890",119.1655,326.4128,0.0205864,50.83555,63.54641
"5891",-9999,-9999,-9999,61.28111,21.48273
"5892",196.9035,539.3491,0.07991714,69.31666,236.7597
"5893",244.8866,2207,-0.1531234,70.83,103.8845
