TIMESTAMP,DecDOY,HHMM,DOY,H,M,RECORD,C1,C2,C3,C4,C5
7/29/16 18:35,211.7743,18:35,211,18,35,40,0.1796233,0.2300439,0.2074485,0.2575338,0.1818359
7/29/16 18:40,211.7778,18:40,211,18,40,41,0.1827088,0.2317887,0.2087239,0.2617597,0.1854578
7/29/16 18:45,211.7813,18:45,211,18,45,42,0.1855921,0.2329288,0.2097298,0.2652465,0.1872013
7/29/16 18:50,211.7847,18:50,211,18,50,43,0.1870009,0.2319911,0.2112058,0.2688683,0.1886772
7/29/16 18:55,211.7882,18:55,211,18,55,44,0.189952,0.2334002,0.2126818,0.2723562,0.1908907
7/29/16 19:00,211.7917,19:00,211,19,0,45,0.1927696,0.2353465,0.2144938,0.2759119,0.1938424
7/29/16 19:05,211.7951,19:05,211,19,5,46,0.1951168,0.2371574,0.2157683,0.2776558,0.1955191
7/29/16 19:10,211.7986,19:10,211,19,10,47,0.1969266,0.2381625,0.2167064,0.280136,0.1978653
7/29/16 19:15,211.8021,19:15,211,19,15,48,0.1998778,0.2392364,0.2181825,0.2822159,0.2009505
7/29/16 19:20,211.8056,19:20,211,19,20,49,0.2027618,0.2404444,0.2199939,0.2857037,0.2051756
7/29/16 19:25,211.8090,19:25,211,19,25,50,0.2047072,0.2413842,0.22147,0.2887223,0.2080597
7/29/16 19:30,211.8125,19:30,211,19,30,51,0.2063822,0.2428578,0.223346,0.2909332,0.211411
7/29/16 19:35,211.8160,19:35,211,19,35,52,0.2081263,0.2441326,0.2246878,0.2926776,0.2146302
7/29/16 19:40,211.8194,19:40,211,19,40,53,0.2098708,0.2458104,0.2268348,0.2944897,0.2183193
7/29/16 19:45,211.8229,19:45,211,19,45,54,0.2122194,0.2474217,0.2289824,0.2967049,0.2214726
7/29/16 19:50,211.8264,19:50,211,19,50,55,0.214166,0.2491674,0.2309962,0.2987863,0.2240897
7/29/16 19:55,211.8299,19:55,211,19,55,56,0.2161111,0.2507104,0.2332767,0.3005306,0.2265714
7/29/16 20:00,211.8333,20:00,211,20,0,57,0.2177195,0.2523857,0.2352873,0.3022057,0.2289173
7/29/16 20:05,211.8368,20:05,211,20,5,58,0.2192619,0.253861,0.237299,0.303614,0.2311302
7/29/16 20:10,211.8403,20:10,211,20,10,59,0.2209409,0.2552052,0.2395817,0.30516,0.2331446
7/29/16 20:15,211.8438,20:15,211,20,15,60,0.2222155,0.2566139,0.2417951,0.3063677,0.2350897
7/29/16 20:20,211.8472,20:20,211,20,20,61,0.2238257,0.2588279,0.2441431,0.3079783,0.2367671
7/29/16 20:25,211.8507,20:25,211,20,25,62,0.2249001,0.2604388,0.2463574,0.3091202,0.2383109
7/29/16 20:30,211.8542,20:30,211,20,30,63,0.2263756,0.2617803,0.2487047,0.3103947,0.2399206
7/29/16 20:35,211.8576,20:35,211,20,35,64,0.2273156,0.263324,0.2508518,0.3114694,0.241196
7/29/16 20:40,211.8611,20:40,211,20,40,65,0.2285923,0.2649364,0.2531346,0.3128811,0.2425398
7/29/16 20:45,211.8646,20:45,211,20,45,66,0.2298008,0.2662793,0.2554832,0.3142913,0.2438826
7/29/16 20:50,211.8681,20:50,211,20,50,67,0.2304059,0.267354,0.2572285,0.3150982,0.244823
7/29/16 20:55,211.8715,20:55,211,20,55,68,0.2314796,0.2688972,0.259174,0.3158368,0.2459638
7/29/16 21:00,211.8750,21:00,211,21,0,69,0.2322183,0.2701055,0.2611869,0.3169783,0.2468367
7/29/16 21:05,211.8785,21:05,211,21,5,70,0.2329575,0.2710461,0.2629992,0.3179863,0.247509
7/29/16 21:10,211.8819,21:10,211,21,10,71,0.2334955,0.2722549,0.2646774,0.3189272,0.2485164
7/29/16 21:15,211.8854,21:15,211,21,15,72,0.2340991,0.2733951,0.2662869,0.3193968,0.2491872
7/29/16 21:20,211.8889,21:20,211,21,20,73,0.2348384,0.2744028,0.2678311,0.3200695,0.2498594
7/29/16 21:25,211.8924,21:25,211,21,25,74,0.2351075,0.2753427,0.2691733,0.3210767,0.250531
7/29/16 21:30,211.8958,21:30,211,21,30,75,0.2355764,0.2764821,0.2707151,0.3218136,0.251067
7/29/16 21:35,211.8993,21:35,211,21,35,76,0.2361159,0.276821,0.2720597,0.3229578,0.2519419
7/29/16 21:40,211.9028,21:40,211,21,40,77,0.2367894,0.2777631,0.2736725,0.3236323,0.2524814
7/29/16 21:45,211.9063,21:45,211,21,45,78,0.2372595,0.278971,0.2749474,0.3237674,0.2530187
7/29/16 21:50,211.9097,21:50,211,21,50,79,0.2377966,0.2799106,0.2762893,0.3244388,0.2536228
7/29/16 21:55,211.9132,21:55,211,21,55,80,0.2382665,0.2807159,0.2772958,0.3253783,0.2541599
7/29/16 22:00,211.9167,22:00,211,22,0,81,0.2388043,0.2821928,0.2786386,0.3259166,0.2546307
7/29/16 22:05,211.9201,22:05,211,22,5,82,0.239142,0.282598,0.2797143,0.3266575,0.2552368
7/29/16 22:10,211.9236,22:10,211,22,10,83,0.2396113,0.2830003,0.2808543,0.3278645,0.2556391
7/29/16 22:15,211.9271,22:15,211,22,15,84,0.2398806,0.2830015,0.2815932,0.3287378,0.2563779
7/29/16 22:20,211.9306,22:20,211,22,20,85,0.2402168,0.2838072,0.2829354,0.3296778,0.2567812
7/29/16 22:25,211.9340,22:25,211,22,25,86,0.2408223,0.2839437,0.2838096,0.330217,0.2574539
7/29/16 22:30,211.9375,22:30,211,22,30,87,0.2412929,0.2845486,0.2849509,0.3306209,0.2578575
7/29/16 22:35,211.9410,22:35,211,22,35,88,0.2417644,0.2856911,0.2862947,0.3313615,0.258128
7/29/16 22:40,211.9444,22:40,211,22,40,89,0.242369,0.2864971,0.2872348,0.3323018,0.2586656
7/29/16 22:45,211.9479,22:45,211,22,45,90,0.24264,0.2874392,0.2883781,0.3336468,0.2589367
7/29/16 22:50,211.9514,22:50,211,22,50,91,0.2433109,0.2877078,0.2893844,0.3342507,0.259943
7/29/16 22:55,211.9549,22:55,211,22,55,92,0.2438484,0.2875078,0.2901233,0.3352581,0.2604806
7/29/16 23:00,211.9583,23:00,211,23,0,93,0.2443202,0.2869739,0.2907967,0.3365354,0.2610195
7/29/16 23:05,211.9618,23:05,211,23,5,94,0.2446559,0.2868403,0.2915348,0.3378102,0.2619589
7/29/16 23:10,211.9653,23:10,211,23,10,95,0.2449914,0.2880477,0.2925411,0.3384141,0.2622944
7/29/16 23:15,211.9688,23:15,211,23,15,96,0.2457318,0.2877825,0.2929466,0.338619,0.2633703
7/29/16 23:20,211.9722,23:20,211,23,20,97,0.2460683,0.2877168,0.2935516,0.3396265,0.2641093
7/29/16 23:25,211.9757,23:25,211,23,25,98,0.2463368,0.2881195,0.2947591,0.3398951,0.2645119
7/29/16 23:30,211.9792,23:30,211,23,30,99,0.247277,0.289194,0.2958337,0.339964,0.2647145
7/29/16 23:35,211.9826,23:35,211,23,35,100,0.247682,0.2895325,0.296977,0.3403029,0.2655892
7/29/16 23:40,211.9861,23:40,211,23,40,101,0.2482863,0.2909417,0.2978497,0.3403038,0.2653217
7/29/16 23:45,211.9896,23:45,211,23,45,102,0.2484224,0.2921512,0.2990593,0.3398371,0.2649213
7/29/16 23:50,211.9931,23:50,211,23,50,103,0.2487586,0.2930241,0.2999993,0.3399723,0.26566
7/29/16 23:55,211.9965,23:55,211,23,55,104,0.2488926,0.2942311,0.3007368,0.3397709,0.2659281
7/30/16 0:00,212.0000,00:00,212,0,0,105,0.249231,0.2947042,0.3015453,0.339775,0.2659313
7/30/16 0:05,212.0035,00:05,212,0,5,106,0.249433,0.2949063,0.3020158,0.3407822,0.2663346
7/30/16 0:10,212.0069,00:10,212,0,10,107,0.2494335,0.2942363,0.3020164,0.3413195,0.2672071
7/30/16 0:15,212.0104,00:15,212,0,15,108,0.2495007,0.2941023,0.3022848,0.3417221,0.2675425
7/30/16 0:20,212.0139,00:20,212,0,20,109,0.250172,0.2948408,0.3030233,0.3417228,0.2676102
7/30/16 0:25,212.0174,00:25,212,0,25,110,0.2501719,0.2954443,0.3034927,0.3421252,0.2679455
7/30/16 0:30,212.0208,00:30,212,0,30,111,0.2505742,0.2954442,0.303895,0.3424604,0.2682137
7/30/16 0:35,212.0243,00:35,212,0,35,112,0.2508434,0.2959818,0.3043656,0.3427299,0.2681476
7/30/16 0:40,212.0278,00:40,212,0,40,113,0.2509778,0.2963845,0.3047683,0.3427302,0.2685503
7/30/16 0:45,212.0313,00:45,212,0,45,114,0.2513801,0.2967197,0.3051706,0.3429983,0.2686842
7/30/16 0:50,212.0347,00:50,212,0,50,115,0.2514477,0.2966532,0.3055066,0.3434015,0.2692214
7/30/16 0:55,212.0382,00:55,212,0,55,116,0.2515813,0.2973904,0.3059084,0.3432666,0.2689525
7/30/16 1:00,212.0417,01:00,212,1,0,117,0.2518493,0.2986644,0.3065116,0.3431991,0.2689522
7/30/16 1:05,212.0451,01:05,212,1,5,118,0.2519837,0.2995367,0.3069144,0.3433337,0.2692879
7/30/16 1:10,212.0486,01:10,212,1,10,119,0.2523191,0.2993355,0.3071827,0.3440044,0.2696232
7/30/16 1:15,212.0521,01:15,212,1,15,120,0.2523207,0.299002,0.3072518,0.3444761,0.2700945
7/30/16 1:20,212.0556,01:20,212,1,20,121,0.2526571,0.2989362,0.3078566,0.344947,0.270498
7/30/16 1:25,212.0590,01:25,212,1,25,122,0.252791,0.2983994,0.3075881,0.3454833,0.2709002
7/30/16 1:30,212.0625,01:30,212,1,30,123,0.2530592,0.2992712,0.3082587,0.3456843,0.2709001
7/30/16 1:35,212.0660,01:35,212,1,35,124,0.253194,0.3005463,0.3089973,0.3452158,0.2707667
7/30/16 1:40,212.0694,01:40,212,1,40,125,0.2533944,0.3006795,0.3091975,0.3453488,0.2711682
7/30/16 1:45,212.0729,01:45,212,1,45,126,0.2535287,0.3014174,0.3096001,0.3454831,0.2709671
7/30/16 1:50,212.0764,01:50,212,1,50,127,0.2535982,0.3022923,0.3099384,0.3451511,0.2709698
7/30/16 1:55,212.0799,01:55,212,1,55,128,0.2538673,0.3028298,0.310476,0.3455546,0.2710377
7/30/16 2:00,212.0833,02:00,212,2,0,129,0.2541354,0.3035003,0.3110794,0.3458227,0.2711046
7/30/16 2:05,212.0868,02:05,212,2,5,130,0.2544713,0.3030986,0.3112813,0.3466954,0.2719771
7/30/16 2:10,212.0903,02:10,212,2,10,131,0.2546064,0.302496,0.3114837,0.3473673,0.2723805
7/30/16 2:15,212.0938,02:15,212,2,15,132,0.2545398,0.3027648,0.3119538,0.3474351,0.272314
7/30/16 2:20,212.0972,02:20,212,2,20,133,0.2549426,0.3028324,0.3126921,0.3476368,0.2729852
7/30/16 2:25,212.1007,02:25,212,2,25,134,0.2549427,0.3028325,0.3130275,0.3481064,0.2730523
7/30/16 2:30,212.1042,02:30,212,2,30,135,0.2553448,0.3031004,0.3132284,0.3483073,0.2729849
7/30/16 2:35,212.1076,02:35,212,2,35,136,0.2555464,0.3036374,0.3136982,0.3482406,0.2729852
7/30/16 2:40,212.1111,02:40,212,2,40,137,0.2556818,0.303706,0.3141694,0.3490473,0.2731878
7/30/16 2:45,212.1146,02:45,212,2,45,138,0.2558168,0.3038411,0.3145728,0.3499874,0.2735241
7/30/16 2:50,212.1181,02:50,212,2,50,139,0.2558832,0.3039074,0.3150415,0.3497182,0.2739258
7/30/16 2:55,212.1215,02:55,212,2,55,140,0.2559509,0.3044447,0.3153777,0.3495849,0.2737253
7/30/16 3:00,212.1250,03:00,212,3,0,141,0.2563543,0.3040435,0.3158484,0.3494521,0.2739275
7/30/16 3:05,212.1285,03:05,212,3,5,142,0.2562219,0.3049845,0.31632,0.3491861,0.273661
7/30/16 3:10,212.1319,03:10,212,3,10,143,0.2565589,0.305456,0.3165904,0.3489872,0.2739311
7/30/16 3:15,212.1354,03:15,212,3,15,144,0.2566256,0.305791,0.3171265,0.3487184,0.2737295
7/30/16 3:20,212.1389,03:20,212,3,20,145,0.2566249,0.3061255,0.3171927,0.3487846,0.2741312
7/30/16 3:25,212.1424,03:25,212,3,25,146,0.2565565,0.3064592,0.3173922,0.3487827,0.2739286
7/30/16 3:30,212.1458,03:30,212,3,30,147,0.2568248,0.3061239,0.3178618,0.3487827,0.2739286
7/30/16 3:35,212.1493,03:35,212,3,35,148,0.2569581,0.3069278,0.3181291,0.3489158,0.2740619
7/30/16 3:40,212.1528,03:40,212,3,40,149,0.2570264,0.3065938,0.3183988,0.3491856,0.2743314
7/30/16 3:45,212.1563,03:45,212,3,45,150,0.256958,0.3065252,0.3181289,0.3491839,0.2743971
7/30/16 3:50,212.1597,03:50,212,3,50,151,0.2572931,0.306659,0.318531,0.3490494,0.2747322
7/30/16 3:55,212.1632,03:55,212,3,55,152,0.2572932,0.3067933,0.3192018,0.3494519,0.2747322
7/30/16 4:00,212.1667,04:00,212,4,0,153,0.2572925,0.3068596,0.3192681,0.3493839,0.2749998
7/30/16 4:05,212.1701,04:05,212,4,5,154,0.2574255,0.3070594,0.319535,0.3494495,0.2749986
7/30/16 4:10,212.1736,04:10,212,4,10,155,0.2575602,0.3067918,0.3196027,0.3494502,0.2754016
7/30/16 4:15,212.1771,04:15,212,4,15,156,0.2575595,0.3066568,0.3192665,0.3497175,0.2754009
7/30/16 4:20,212.1806,04:20,212,4,20,157,0.2577602,0.307394,0.3185281,0.3495827,0.2754003
7/30/16 4:25,212.1840,04:25,212,4,25,158,0.2576256,0.3077958,0.3195335,0.3497161,0.2752656
7/30/16 4:30,212.1875,04:30,212,4,30,159,0.2576273,0.307865,0.3189321,0.3497186,0.2756029
7/30/16 4:35,212.1910,04:35,212,4,35,160,0.2574935,0.3070605,0.3164508,0.3500544,0.2762069
7/30/16 4:40,212.1944,04:40,212,4,40,161,0.2575622,0.3063246,0.3163186,0.3503919,0.2762086
7/30/16 4:45,212.1979,04:45,212,4,45,162,0.2576297,0.3061239,0.3154471,0.3504595,0.2762091
7/30/16 4:50,212.2014,04:50,212,4,50,163,0.2576293,0.3069283,0.3153125,0.3500566,0.2757391
7/30/16 4:55,212.2049,04:55,212,4,55,164,0.2580329,0.3074663,0.317259,0.3501922,0.2758745
7/30/16 5:00,212.2083,05:00,212,5,0,165,0.2583013,0.3072652,0.3169238,0.3503937,0.2763442
7/30/16 5:05,212.2118,05:05,212,5,5,166,0.2582327,0.306928,0.3154463,0.3503916,0.2764767
7/30/16 5:10,212.2153,05:10,212,5,10,167,0.2584338,0.3075986,0.313501,0.3505926,0.2762082
7/30/16 5:15,212.2188,05:15,212,5,15,168,0.2585694,0.3079357,0.3132346,0.3502593,0.2762769
7/30/16 5:20,212.2222,05:20,212,5,20,169,0.2585027,0.3076007,0.3132349,0.3502597,0.2766797
7/30/16 5:25,212.2257,05:25,212,5,25,170,0.2585705,0.3076687,0.3143091,0.3503278,0.2766134
7/30/16 5:30,212.2292,05:30,212,5,30,171,0.258503,0.3078695,0.3177964,0.3501261,0.2764118
7/30/16 5:35,212.2326,05:35,212,5,35,172,0.2585042,0.3085416,0.3171271,0.3499264,0.2762789
7/30/16 5:40,212.2361,05:40,212,5,40,173,0.2585708,0.3074678,0.3177972,0.3494563,0.2758759
7/30/16 5:45,212.2396,05:45,212,5,45,174,0.2586376,0.3080041,0.3190713,0.3497912,0.2762781
7/30/16 5:50,212.2431,05:50,212,5,50,175,0.2588399,0.3080055,0.3190727,0.3500611,0.2764134
7/30/16 5:55,212.2465,05:55,212,5,55,176,0.2586372,0.3083391,0.3168575,0.3501262,0.2762106
7/30/16 6:00,212.2500,06:00,212,6,0,177,0.2586379,0.3088093,0.3167911,0.3498587,0.2760772
7/30/16 6:05,212.2535,06:05,212,6,5,178,0.2587722,0.309212,0.3169255,0.3495236,0.2760773
7/30/16 6:10,212.2569,06:10,212,6,10,179,0.2588395,0.3093465,0.3192064,0.3494568,0.2759435
7/30/16 6:15,212.2604,06:15,212,6,15,180,0.2589723,0.3084058,0.3190706,0.3496563,0.275942
7/30/16 6:20,212.2639,06:20,212,6,20,181,0.2591755,0.3082739,0.3190058,0.3496588,0.2758099
7/30/16 6:25,212.2674,06:25,212,6,25,182,0.2596456,0.3079393,0.3186041,0.349995,0.2761459
7/30/16 6:30,212.2708,06:30,212,6,30,183,0.2595801,0.3080754,0.3170634,0.3500643,0.2762147
7/30/16 6:35,212.2743,06:35,212,6,35,184,0.2595796,0.3078735,0.3164591,0.3500635,0.2762142
7/30/16 6:40,212.2778,06:40,212,6,40,185,0.2595778,0.3082066,0.3190727,0.3501281,0.2761451
7/30/16 6:45,212.2813,06:45,212,6,45,186,0.2595121,0.3082083,0.318672,0.3495935,0.2758783
7/30/16 6:50,212.2847,06:50,212,6,50,187,0.2595121,0.307873,0.3183366,0.3498617,0.276549
7/30/16 6:55,212.2882,06:55,212,6,55,188,0.2591774,0.3078068,0.3179351,0.3499969,0.2763486
7/30/16 7:00,212.2917,07:00,212,7,0,189,0.2591127,0.3079437,0.3175355,0.3497988,0.2761499
7/30/16 7:05,212.2951,07:05,212,7,5,190,0.2590453,0.3078762,0.3169313,0.3494629,0.2760824
7/30/16 7:10,212.2986,07:10,212,7,10,191,0.2589103,0.3078752,0.3159242,0.349596,0.2757462
7/30/16 7:15,212.3021,07:15,212,7,15,192,0.2585745,0.3080088,0.3136432,0.3491259,0.275075
7/30/16 7:20,212.3056,07:20,212,7,20,193,0.2582388,0.3089475,0.3099536,0.3483876,0.2740685
7/30/16 7:25,212.3090,07:25,212,7,25,194,0.2577691,0.3088802,0.3049228,0.3476496,0.2729281
7/30/16 7:30,212.3125,07:30,212,7,30,195,0.2569657,0.3082784,0.299022,0.3466455,0.2712528
7/30/16 7:35,212.3160,07:35,212,7,35,196,0.2558246,0.3078749,0.2924476,0.345504,0.2688372
7/30/16 7:40,212.3194,07:40,212,7,40,197,0.2538093,0.3069992,0.2858037,0.3442255,0.2660168
7/30/16 7:45,212.3229,07:45,212,7,45,198,0.2520643,0.3061931,0.2792293,0.3419436,0.2628632
7/30/16 7:50,212.3264,07:50,212,7,50,199,0.2489785,0.3043145,0.2723873,0.33926,0.2583688
7/30/16 7:55,212.3299,07:55,212,7,55,200,0.2452209,0.3014285,0.2660807,0.3344286,0.2528672
7/30/16 8:00,212.3333,08:00,212,8,0,201,0.2407274,0.2988132,0.2621239,0.3290634,0.2478372
7/30/16 8:05,212.3368,08:05,212,8,5,202,0.2373057,0.2967327,0.2605131,0.3236963,0.2444825
7/30/16 8:10,212.3403,08:10,212,8,10,203,0.2342856,0.2949866,0.257627,0.3168524,0.2405905
7/30/16 8:15,212.3438,08:15,212,8,15,204,0.2303278,0.2928396,0.2523947,0.3098089,0.2344863
7/30/16 8:20,212.3472,08:20,212,8,20,205,0.2259674,0.2908266,0.2473636,0.3054484,0.2277784
7/30/16 8:25,212.3507,08:25,212,8,25,206,0.2202647,0.2878063,0.2423985,0.3002146,0.2208013
7/30/16 8:30,212.3542,08:30,212,8,30,207,0.2155669,0.2841137,0.2393102,0.2961195,0.2164389
7/30/16 8:35,212.3576,08:35,212,8,35,208,0.2112073,0.2819003,0.2367614,0.2930341,0.2100671
7/30/16 8:40,212.3611,08:40,212,8,40,209,0.2049673,0.2778729,0.2328015,0.2902138,0.2028881
7/30/16 8:45,212.3646,08:45,212,8,45,210,0.1987282,0.2755232,0.2283731,0.2865898,0.1961795
7/30/16 8:50,212.3681,08:50,212,8,50,211,0.1938972,0.2727035,0.2239442,0.282898,0.1914156
7/30/16 8:55,212.3715,08:55,212,8,55,212,0.1885298,0.2697499,0.2201862,0.2751154,0.1836338
7/30/16 9:00,212.3750,09:00,212,9,0,213,0.1837668,0.2662606,0.2175021,0.2673337,0.1767917
7/30/16 9:05,212.3785,09:05,212,9,5,214,0.180076,0.2614959,0.2185057,0.2614288,0.1724304
7/30/16 9:10,212.3819,09:10,212,9,10,215,0.1781965,0.258006,0.2166929,0.2594815,0.1690084
7/30/16 9:15,212.3854,09:15,212,9,15,216,0.1763169,0.2553207,0.2148128,0.2551866,0.1656533
7/30/16 9:20,212.3889,09:20,212,9,20,217,0.1735656,0.2519653,0.212866,0.2502216,0.1630363
7/30/16 9:25,212.3924,09:25,212,9,25,218,0.1692042,0.2448532,0.2107843,0.2455909,0.1608211
7/30/16 9:30,212.3958,09:30,212,9,30,219,0.1673256,0.2445838,0.2075643,0.2401576,0.1589426
7/30/16 9:35,212.3993,09:35,212,9,35,220,0.1656471,0.2411607,0.2070924,0.2350579,0.15713
7/30/16 9:40,212.4028,09:40,212,9,40,221,0.1643035,0.2386759,0.2088331,0.2305613,0.1555853
7/30/16 9:45,212.4063,09:45,212,9,45,222,0.1622222,0.2349841,0.2063487,0.2264673,0.1542418
7/30/16 9:50,212.4097,09:50,212,9,50,223,0.1613487,0.230958,0.2052737,0.2245872,0.1545756
7/30/16 9:55,212.4132,09:55,212,9,55,224,0.1628226,0.2328337,0.2063448,0.2255241,0.1561837
7/30/16 10:00,212.4167,10:00,212,10,0,225,0.1638938,0.2330323,0.2089579,0.2276005,0.1581267
7/30/16 10:05,212.4201,10:05,212,10,5,226,0.1659051,0.2343058,0.2100973,0.2299469,0.1602721
7/30/16 10:10,212.4236,10:10,212,10,10,227,0.1672445,0.2355773,0.2111009,0.2310844,0.1614774
7/30/16 10:15,212.4271,10:15,212,10,15,228,0.1667732,0.2354406,0.2107632,0.2310148,0.1611403
7/30/16 10:20,212.4306,10:20,212,10,20,229,0.1671071,0.2356399,0.2110298,0.232287,0.1624802
7/30/16 10:25,212.4340,10:25,212,10,25,230,0.1687822,0.236912,0.2117657,0.2355709,0.1657646
7/30/16 10:30,212.4375,10:30,212,10,30,231,0.1658305,0.2366421,0.2112948,0.2301377,0.162813
7/30/16 10:35,212.4410,10:35,212,10,35,232,0.160935,0.2342945,0.208679,0.2220232,0.1579845
7/30/16 10:40,212.4444,10:40,212,10,40,233,0.1577822,0.2324152,0.2078058,0.2162548,0.1552341
7/30/16 10:45,212.4479,10:45,212,10,45,234,0.1561709,0.230736,0.2068645,0.2143076,0.1527511
7/30/16 10:50,212.4514,10:50,212,10,50,235,0.1566399,0.230266,0.2059252,0.2149775,0.1521472
7/30/16 10:55,212.4549,10:55,212,10,55,236,0.159389,0.2312716,0.2070649,0.2185983,0.1542258
7/30/16 11:00,212.4583,11:00,212,11,0,237,0.1611979,0.2326774,0.2075992,0.2228876,0.1560347
7/30/16 11:05,212.4618,11:05,212,11,5,238,0.1624038,0.2341511,0.2084025,0.2255683,0.1575759
7/30/16 11:10,212.4653,11:10,212,11,10,239,0.1638108,0.2352223,0.2084681,0.2285841,0.1597205
7/30/16 11:15,212.4688,11:15,212,11,15,240,0.1654187,0.2366955,0.2101427,0.2324712,0.1622672
7/30/16 11:20,212.4722,11:20,212,11,20,241,0.1665578,0.237499,0.213092,0.234884,0.1638757
7/30/16 11:25,212.4757,11:25,212,11,25,242,0.1669593,0.2392413,0.2145662,0.2371627,0.165283
7/30/16 11:30,212.4792,11:30,212,11,30,243,0.1658869,0.2401806,0.2145667,0.2353528,0.1646799
7/30/16 11:35,212.4826,11:35,212,11,35,244,0.1638075,0.2399112,0.2143645,0.233072,0.1635393
7/30/16 11:40,212.4861,11:40,212,11,40,245,0.1616606,0.2397082,0.2144299,0.2317291,0.1627334
7/30/16 11:45,212.4896,11:45,212,11,45,246,0.1589793,0.237899,0.2127547,0.2273049,0.1597169
7/30/16 11:50,212.4931,11:50,212,11,50,247,0.1561625,0.2354842,0.211748,0.2244207,0.1576376
7/30/16 11:55,212.4965,11:55,212,11,55,248,0.1566984,0.2356845,0.2121496,0.2254257,0.1581064
7/30/16 12:00,212.5000,12:00,212,12,0,249,0.1572348,0.236355,0.2124178,0.2267668,0.1579053
7/30/16 12:05,212.5035,12:05,212,12,5,250,0.1544859,0.234679,0.2112782,0.2239508,0.1548211
7/30/16 12:10,212.5069,12:10,212,12,10,251,0.1562964,0.2336064,0.2112113,0.225292,0.1569669
7/30/16 12:15,212.5104,12:15,212,12,15,252,0.156162,0.2333378,0.2101381,0.2240848,0.1553574
