"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"47",2.422244359,0,0.005271986,0.361412376,0.97584662,0.048222764,0.145955584,0,0,0.139817818,0.139817818,0,NA,NA,NA,-0.0446644187658426,0.11995525893975,2.58720380602036,0.968975267537402,0.390227598790243
"48",2.492052017,0.003408558,0.02648791,0.566223784,1.143359208,0.0681768,0.158021273,0,0,0.167250249,0.167250249,0.003665014,NA,NA,NA,-0.0419574314191472,0.16482672912366,2.59523658737153,0.99829728509703,0.423559497154159
"49",2.24267218,0.000566966,0.034172771,0.51174689,1.007881873,0.075017509,0.147018072,0,0,0.170163914,0.170163914,0.048713688,NA,NA,NA,-0.00868438239303036,0.128536517918469,2.58791116171237,0.893547746593228,0.427099758884755
"50",1.689655758,0,0.029252555,0.440956534,0.685246143,0.065171866,0.132387995,0.016878788,0.002181097,0.148299138,0.148299138,0.031844863,NA,NA,NA,-0.0211437333883113,0.0421123290750668,2.57817112865734,0.66125865824354,0.40053286470823
"51",1.293638906,0.004940856,0.013088584,0.344683979,0.366320122,0.058292324,0.103664048,0.045487713,0.01697022,0.127069126,0.127069126,0,NA,NA,NA,-0.0446644187658426,-0.0433181428257947,2.55904804453065,0.494915689277976,0.374737243377816
"52",1.052522469,0.017077332,0.005533523,0.268561409,0.207513734,0.038330587,0.099998019,0.040732124,0.027507186,0.105902116,0.105902116,0.009617402,NA,NA,NA,-0.0375609846392382,-0.0858574898040437,2.55660737086634,0.393637110362909,0.349018172910163
"53",1.024181883,0.021475864,0,0.268005958,0.233560201,0.024790519,0.086061578,0.039028334,0.031544739,0.09007212,0.09007212,0.014360307,NA,NA,NA,-0.0340578646452687,-0.0788804423991842,2.54732912878946,0.381732927008954,0.329783865248068
"54",1.071012111,0.029403529,0.029755337,0.348239271,0.144557815,0.047435863,0.079269438,0.064296085,0.047210037,0.066322665,0.066322665,0.130770914,NA,NA,NA,0.0519232639861983,-0.102721444185246,2.5428072340575,0.40140350194412,0.30092698339686
"55",0.751783786,0.041119152,0.079626048,0.426297507,0.125116531,0.061218494,0.075708986,0.091435594,0.051462769,0.059838331,0.059838331,0.14416307,NA,NA,NA,0.0618147396632272,-0.107929166218309,2.54043684870882,0.267314795642288,0.293048164277778
"56",0.813004715,0.042426279,0.036235676,0.214559295,0.111417268,0.03360925,0.07889458,0.072815033,0.055789498,0.041747064,0.041747064,0.109256173,NA,NA,NA,0.0360324292842222,-0.111598777431324,2.54255767082479,0.29303004245883,0.271066289141795
"57",0.404173305,0.066319074,0.135218602,0.418419573,0.068588522,0.056890015,0.052454081,0.110685479,0.068335655,0.02147906,0.02147906,0.158807733,NA,NA,NA,0.0726313197465824,-0.123071281212074,2.52495480145838,0.121304444918405,0.246439559947891
"58",0.149239351,0.075554404,0.215275674,0.504853273,0.008618543,0.070944875,0.025659112,0.143926321,0.085756242,0.01007354,0.01007354,0.204985718,NA,NA,NA,0.106738480344301,-0.13913539410506,2.50711594225288,0.0142219544023437,0.232581231700291
"59",0.129829343,0.080842994,0.244297597,0.462263952,0,0.052426592,0,0.14490702,0.081435968,0.000957405,0.000957405,0.219268678,NA,NA,NA,0.117287905801709,-0.141444036696465,2.4900332844485,0.00606897216924077,0.221504630968415
"60",0,0.077957047,0.230036119,0.336293337,0,0.047580902,0,0.149544637,0.085869305,0,0,0.213552646,NA,NA,NA,0.113066032079725,-0.141444036696465,2.4900332844485,-0.0484645616043891,0.220341331727706
"61",0.114878663,0.063216067,0.180103654,0,0.058330882,0.007253623,0.007369004,0.114464795,0.077202629,0.008089844,0.008089844,0.188210891,NA,NA,NA,0.0943485564771609,-0.125818987476497,2.49493922872635,-0.000210913362635741,0.230170932975512
"62",0.168635308,0.068054096,0.213870203,0.076191515,0.027300323,0,0,0.136533238,0.056012061,0.012447541,0.012447541,0.221851214,NA,NA,NA,0.11919537253291,-0.13413111983373,2.4900332844485,0.0223690346516166,0.23546577226645
"63",0,0.094120296,0.307015535,0.313332472,0.130803545,0.034833481,0,0.163758735,0.060483554,0.011334935,0.011334935,0.271164152,NA,NA,NA,0.155618016264796,-0.106405790081726,2.4900332844485,-0.0484645616043891,0.234113895354371
"64",0.121131998,0.121626726,0.365177333,0.787848666,0.435480459,0.126574365,0,0.176459321,0.082082075,0.010212135,0.010212135,0.434049592,NA,NA,NA,0.275925558075252,-0.02479221569007,2.4900332844485,0.00241573826742236,0.232749632176857
"65",0.216301771,0.088951487,0.350269727,0.220298313,0.316796084,0.053669704,0.016427451,0.12255284,0.073901906,0.025194166,0.025194166,0.367775548,NA,NA,NA,0.226975404399896,-0.0565841094079828,2.50096992652837,0.042390861842716,0.250953616161253
"66",0,0.057970032,0.341418785,0.107020571,0.229405936,0.018750154,0.013675473,0.134115338,0.057099429,0.03058236,0.03058236,0.260999876,NA,NA,NA,0.148110659807134,-0.0799932422210314,2.49913778602175,-0.0484645616043891,0.257500565455432
"67",0,0.075175561,0.359907461,0.157303108,0.246409016,0.02028345,0.001209476,0.142702208,0.061561798,0.032842807,0.032842807,0.311742575,NA,NA,NA,0.185589328136961,-0.0754386400483598,2.49083849799722,-0.0484645616043891,0.260247131724423
"68",0,0.097490673,0.44085406,0.478080706,0.471586362,0.045879465,0.006941281,0.147798147,0.045892869,0.031563481,0.031563481,0.416796605,NA,NA,NA,0.263182464187562,-0.0151205547762785,2.49465447040564,-0.0484645616043891,0.258692680928344
"69",0.532425815,0.13888907,0.539707483,1.11341169,1.215770325,0.176239295,0.032616352,0.142039105,0.066757433,0.078208826,0.078208826,0.650187046,NA,NA,NA,0.435565153756183,0.184223440237986,2.51174775297895,0.175175645557831,0.315369316647936
"70",1.897778667,0.18739891,0.718847693,1.987924515,2.635562373,0.372525551,0.140789081,0.070973969,0.075650091,0.180146968,0.180146968,0.920421178,NA,NA,NA,0.635160673983174,0.564542061720837,2.58376418570948,0.7486786314542,0.439229713437069
"71",2.645025218,0.166421952,0.820597583,2.093933966,3.152728445,0.387898716,0.225057974,0,0.081227029,0.194554485,0.194554485,0.852259865,NA,NA,NA,0.584816579301642,0.703074946066686,2.63986654274635,1.06255216793345,0.456735631608171
"72",3.593487214,0.228055992,1.084281827,2.787360826,4.110217703,0.532478898,0.290479522,0,0.074330895,0.301824846,0.301824846,0.751557259,NA,NA,NA,0.510437414523213,0.959556869035731,2.68342120346559,1.4609442655648,0.587074965016597
"73",5.092899137,0.173031083,1.23047602,4.07853688,5.7051865,0.747085978,0.466195819,0,0.111805285,0.484174453,0.484174453,0.523204456,NA,NA,NA,0.341775535386211,1.38679995370978,2.80040504033041,2.09075744072277,0.808639673125192
"74",5.6298959,0.052241113,1.99105161,4.724230606,6.476866805,0.879651098,0.607089846,0,0.162755208,0.656972343,0.656972343,0.066725077,NA,NA,NA,0.00461886886860416,1.59350937304797,2.89420580981621,2.31631762946524,1.01859852463854
"75",6.065553187,0,2.372962593,4.890767342,6.703945099,0.747425393,0.745728606,0,0.176519729,0.718454598,0.718454598,0.054897447,NA,NA,NA,-0.00411704448708685,1.65433666382229,2.98650512615669,2.49931117179829,1.09330281442039
"76",6.191913457,0.092474089,1.937543593,4.73206774,5.889726952,0.697343619,0.733927814,0,0.145181507,0.686637834,0.686637834,0.102240622,NA,NA,NA,0.0308507279900127,1.43623266493768,2.97864870105684,2.55238755570705,1.05464371257423
"77",6.394759226,0.196714431,1.958737723,5.102469887,4.988733,0.245867066,0.801239124,0,0.124231236,0.635119638,0.635119638,0,NA,NA,NA,-0.0446644187658426,1.19488409683454,3.02346147848634,2.63759091835981,0.992046297384726
"78",6.066977776,0.144462226,2.730908061,4.40843142,4.503888519,0.338544596,0.688475677,0,0.056130366,0.539601048,0.539601048,0,NA,NA,NA,-0.0446644187658426,1.06500917261079,2.94838875664221,2.49990955634334,0.875986006054927
"79",6.435661343,0.162538496,2.399903214,3.859383663,4.354743823,0.259783785,0.614879304,0,0.011362781,0.358684662,0.358684662,0,NA,NA,NA,-0.0446644187658426,1.02505789575718,2.89939167304856,2.65477144879531,0.65616273955262
"80",5.282663622,0.095122153,1.789484361,3.150727472,3.934267803,0.16873799,0.493839261,0,0,0.135058544,0.135058544,0,NA,NA,NA,-0.0446644187658426,0.912425302471241,2.81880877387432,2.17046613917766,0.384444821563754
"81",5.284949981,0.110887125,1.500866321,3.188043927,3.66745912,0.233460153,0.457306343,0,0,0.079997835,0.079997835,0.260577373,NA,NA,NA,0.147798598168368,0.840955462461111,2.79448683565644,2.1714265017033,0.31754306005989
"82",4.028036691,0.049039226,1.045408671,2.542995066,2.909668182,0.160043864,0.407356364,0,0,0.058727248,0.058727248,0,NA,NA,NA,-0.0446644187658426,0.637966577350552,2.76123243470161,1.64347248324432,0.291698137893683
"83",3.688056901,0.070752184,0.769037148,2.510502721,2.268354661,0.206806726,0.353879964,0,0,0.07920632,0.07920632,0,NA,NA,NA,-0.0446644187658426,0.466178409788542,2.72563030467426,1.5006673289402,0.316581326207957
"84",2.620234638,0.004635408,0.305718699,1.499770262,1.267103253,0.055845123,0.220217348,0,0,0.033735731,0.033735731,0,NA,NA,NA,-0.0446644187658426,0.197973952815613,2.63664387636893,1.05213912955199,0.261332083036784
"85",2.15663566,0,0.063116437,1.425977654,0.962838048,0.055268518,0.149189178,0,0,0.01546561,0.01546561,0,NA,NA,NA,-0.0446644187658426,0.11647066260223,2.58935658433086,0.857408955771606,0.23913289054566
"86",2.05419626,0.00207226,0,1.507381296,0.875336851,0.076368464,0.130615935,0,0,0.005734731,0.005734731,0,NA,NA,NA,-0.0446644187658426,0.093031783177587,2.5769913725306,0.814380297145102,0.227309342358496
"87",1.96375479,0.00293772,0,1.529739927,0.944716847,0.0898896,0.130795387,0,0,0.023090514,0.023090514,0,NA,NA,NA,-0.0446644187658426,0.111616550203417,2.57711084342687,0.776391250564301,0.248397564360483
"88",2.028307265,0.01157824,0,1.718776832,1.055418805,0.118808261,0.142134391,0,0,0.032427865,0.032427865,0,NA,NA,NA,-0.0446644187658426,0.141270199920162,2.58465983129421,0.803505880387113,0.259742954585659
"89",1.807160841,0.007252675,0,1.61958766,1.102874179,0.117999557,0.142262838,0,0,0.031142289,0.031142289,0,NA,NA,NA,-0.0446644187658426,0.153982035042113,2.58474534540502,0.710615508276692,0.258180909699039
"90",1.772838413,0.010990519,0,1.396594487,1.20883237,0.099219,0.157577628,0,0,0.026315718,0.026315718,0,NA,NA,NA,-0.0446644187658426,0.182364975482372,2.59494122891479,0.696198711246987,0.252316362950768
"91",1.945596326,0.021271458,0,1.634644176,1.622138879,0.173448169,0.28907777,0,0.002421494,0.09355308,0.09355308,0,NA,NA,NA,-0.0446644187658426,0.293077077282205,2.68248798139062,0.768763967032402,0.334013421313619
"92",1.474923856,0.022992455,0,1.0652654,1.149366541,0.131721927,0.264189026,0,0.023968533,0.083778421,0.083778421,0,NA,NA,NA,-0.0446644187658426,0.166435908868375,2.66591819920436,0.571062642771192,0.322136678041032
"93",1.250197295,0.031014582,0,1.427318877,0.860733155,0.199068599,0.214492157,0,0.031541615,0.049219124,0.049219124,0.009429542,NA,NA,NA,-0.0376997384456221,0.0891199021812831,2.63283230725782,0.476668469459191,0.280145249168673
"94",0.98668223,0.007904421,0,0.736465667,0.708360349,0.103094234,0.190606999,0,0.03206404,0.03283966,0.03283966,0.014184815,NA,NA,NA,-0.0341874834198344,0.0483039139448186,2.61693066651835,0.365981567985479,0.260243307947954
"95",0.450351751,0.011749802,0.013011828,0.470911908,0.218352213,0.076468031,0.10396871,0,0.025376954,0.017844936,0.017844936,0.023440983,NA,NA,NA,-0.0273508575147529,-0.0829541946362355,2.55925087449187,0.140701245259255,0.24202390127696
"96",0.14312109,0.002605685,0,0.095079889,0.046436361,0.013919928,0.044656095,0,7.24e-05,0.010501816,0.010501816,0,NA,NA,NA,-0.0446644187658426,-0.129005163815695,2.51976326067546,0.0116520392724537,0.233101610375579
"97",0.010710312,0.001111996,0,0,0,0,0.005105251,0,0,0.001506386,0.001506386,0,NA,NA,NA,-0.0446644187658426,-0.141444036696465,2.49343212599214,-0.0439658007874441,0.222171672795504
"98",0,0,0.007872633,0.15225549,0.014267397,0.02390536,0,0.000717295,0,0,0,0.020460414,NA,NA,NA,-0.0295523122892646,-0.1376222398588,2.4900332844485,-0.0484645616043891,0.220341331727706
"99",0.005161014,0.015651078,0.066527407,0.300851656,0.078208826,0.053759446,0.008910588,0.011769268,0,0,0,0.101991416,NA,NA,NA,0.0306666638940173,-0.120494297659673,2.49596554452203,-0.0462967286263298,0.220341331727706
"100",0.059954587,0.016976337,0.112371925,0.349102189,0.166797579,0.078675758,0.010947991,0.018124906,0,0,0,0.187425093,NA,NA,NA,0.0937681643577697,-0.0967640954323083,2.4973219538264,-0.0232812292428556,0.220341331727706
"101",0.038625624,0.02479649,0.185607035,0.181560081,0.266406164,0.085048346,0.013206529,0.027750929,0.004144661,0.004066687,0.004066687,0.260981302,NA,NA,NA,0.148096941010159,-0.0700820191462623,2.49882558465322,-0.0322402495786283,0.225282578012509
"102",0.053483406,0.033224037,0.265301818,0.220968735,0.33581616,0.10334004,0.018128285,0.041027253,0.009813981,0.011156823,0.011156823,0.317499297,NA,NA,NA,0.189841255581834,-0.0514892160431348,2.50210226365695,-0.0259993849345067,0.23389747956966
"103",0.116026219,0.03859967,0.297930875,0.567942662,0.382134464,0.160103176,0.015686962,0.049246289,0.019546235,0,0,0.398590387,NA,NA,NA,0.249735311800919,-0.0390819670016163,2.50047694297559,0.000271106205799815,0.220341331727706
"104",0.153616433,0.03728037,0.299202402,0.487044027,0.463763532,0.148708516,0.04062401,0.043077735,0.02702395,0,0,0.377212307,NA,NA,NA,0.233945415212082,-0.017216050328522,2.51707888374562,0.0160605044832522,0.220341331727706
"105",0.199801487,0.035931362,0.332965493,0.54093177,0.583726322,0.172639967,0.04391377,0.039878521,0.038619135,0.003034048,0.003034048,0.39298199,NA,NA,NA,0.245592937525065,0.0149182914480116,2.51926905479824,0.0354600804492641,0.224027865362558
"106",0.226775385,0.048652695,0.340442319,0.839753007,0.649966608,0.207042345,0.059444083,0.042205144,0.050676386,0,0,0.40100501,NA,NA,NA,0.251518757623511,0.0326620267320888,2.52960842361872,0.0467902000015863,0.220341331727706
"107",0.262138024,0.054866257,0.375362136,0.893729038,0.666759652,0.205340799,0.069663341,0.033580804,0.063775252,0,0,0.424821477,NA,NA,NA,0.269109652177253,0.0371603667203833,2.53641193604848,0.0616439273922517,0.220341331727706
"108",0.261975374,0.057260077,0.376734681,0.765967048,0.757848132,0.203486775,0.0733709,0.036129913,0.072994141,0.011187672,0.011187672,0.4487576,NA,NA,NA,0.286788924913985,0.0615601689275923,2.5388802584786,0.0615756078655305,0.233934962785516
"109",0.298107019,0.059658747,0.37809323,0.76750181,0.790134629,0.225473544,0.073780993,0.041566069,0.073810302,0.004798312,0.004798312,0.480683099,NA,NA,NA,0.310369168217268,0.070208728446465,2.53915327955537,0.0767523486344051,0.226171542251242
"110",0.233114595,0.065834638,0.379278354,1.004591893,0.672523012,0.23030824,0.074059514,0.041197954,0.074514365,0,0,0.528712439,NA,NA,NA,0.345843743662308,0.0387041936022122,2.5393387060399,0.0494529225775847,0.220341331727706
"111",0.282908285,0.045534556,0.327306973,0.719746346,0.652557638,0.194361144,0.077786813,0.024429777,0.07532632,0,0,0.436298494,NA,NA,NA,0.277586602005223,0.0333560839774501,2.54182017045502,0.0703682704687672,0.220341331727706
"112",0.327374806,0.048070598,0.335543544,0.604696846,0.676907156,0.199523283,0.078460756,0.024402985,0.076412713,0.015781537,0.015781537,0.437679581,NA,NA,NA,0.278606675880435,0.0398785709378305,2.5422688507386,0.0890459936145226,0.239516759064437
"113",0.349411172,0.050134089,0.343099534,0.929017209,0.627446679,0.234902527,0.081951283,0.037541603,0.076966233,0.003056608,0.003056608,0.49237418,NA,NA,NA,0.319004226183265,0.0266296303926133,2.54459268323514,0.0983021515965365,0.224055276991774
"114",0.225464508,0.063949963,0.351128677,1.273977579,0.536888287,0.282545322,0.075716349,0.043057866,0.077842317,0,0,0.509166309,NA,NA,NA,0.331406929345402,0.00237182245682491,2.54044175065591,0.0462395790595041,0.220341331727706
"115",0.238960969,0.054634169,0.312626197,1.346574268,0.428895611,0.269462723,0.059612986,0.039686033,0.078412581,0,0,0.447678295,NA,NA,NA,0.285991747883222,-0.0265560939408053,2.5297208714755,0.051908634257357,0.220341331727706
"116",0.238833089,0.060879084,0.327055046,1.377090961,0.491746539,0.285484525,0.06323742,0.039467657,0.079291718,0,0,0.41072105,NA,NA,NA,0.258695045992392,-0.00972026341932181,2.53213385309998,0.0518549195258655,0.220341331727706
