"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"17395","11/24/15 20:00",18248,328.8333333,328,20,0,-2.324875,-2.713287,-2.627667,-2.555081,NA
"17401","11/24/15 20:30",18254,328.8541667,328,20,30,-2.42413,-2.811209,-2.733292,-2.686059,NA
"17407","11/24/15 21:00",18260,328.875,328,21,0,-2.140689,-2.461783,-2.40188,-2.301147,NA
"17413","11/24/15 21:30",18266,328.8958333,328,21,30,-2.448602,-2.782089,-2.72496,-2.66283,NA
"17419","11/24/15 22:00",18272,328.9166667,328,22,0,-2.451941,-2.78439,-2.743118,-2.716693,NA
"17425","11/24/15 22:30",18278,328.9375,328,22,30,-2.157803,-2.60856,-2.503699,-2.426797,NA
"17431","11/24/15 23:00",18284,328.9583333,328,23,0,-2.103387,-2.511371,-2.46741,-2.371475,NA
"17437","11/24/15 23:30",18290,328.9791667,328,23,30,-2.132172,-2.40693,-2.352334,-2.346631,NA
"17443","11/25/15 0:00",18296,329,329,0,0,-2.277936,-2.538852,-2.516486,-2.445331,NA
"17449","11/25/15 0:30",18302,329.0208333,329,0,30,-2.054864,-2.37186,-2.359824,-2.238544,NA
"17455","11/25/15 1:00",18308,329.0416667,329,1,0,-1.627686,-1.864731,-1.799612,-1.798111,NA
"17461","11/25/15 1:30",18314,329.0625,329,1,30,-1.353973,-1.600531,-1.551895,-1.586484,NA
"17467","11/25/15 2:00",18320,329.0833333,329,2,0,-1.013651,-1.274747,-1.253857,-1.186047,NA
"17473","11/25/15 2:30",18326,329.1041667,329,2,30,-0.04573669,-0.1490814,-0.1405182,-0.1548187,NA
"17479","11/25/15 3:00",18332,329.125,329,3,0,0.2103088,0.1448456,0.1405029,0.1356445,NA
"17485","11/25/15 3:30",18338,329.1458333,329,3,30,0.4179657,0.3032471,0.2990417,0.3503662,NA
"17491","11/25/15 4:00",18344,329.1666667,329,4,0,0.5083893,0.3802063,0.3792145,0.4059235,NA
"17497","11/25/15 4:30",18350,329.1875,329,4,30,0.7561401,0.6249115,0.6034912,0.6750427,NA
"17503","11/25/15 5:00",18356,329.2083333,329,5,0,0.3332306,0.1350372,0.1313477,0.1553833,NA
"17509","11/25/15 5:30",18362,329.2291667,329,5,30,0.2319763,0.0369873,0.06585999,0.0943573,NA
"17515","11/25/15 6:00",18368,329.25,329,6,0,0.2134308,0.01847534,0.02946167,0.08312683,NA
"17521","11/25/15 6:30",18374,329.2708333,329,6,30,0.03486328,-0.1524872,-0.1557983,-0.1356506,NA
"17527","11/25/15 7:00",18380,329.2916667,329,7,0,0.2274139,0.02713013,0.0716034,0.1079132,NA
"17533","11/25/15 7:30",18386,329.3125,329,7,30,0.3768829,0.1282898,0.1597137,0.2375458,NA
"17539","11/25/15 8:00",18392,329.3333333,329,8,0,0.6337799,0.4784027,0.4668213,0.520697,NA
"17545","11/25/15 8:30",18398,329.3541667,329,8,30,0.8248047,0.6386963,0.6500732,0.7048309,NA
"17551","11/25/15 9:00",18404,329.375,329,9,0,1.306717,1.14227,1.113001,1.205832,NA
"17557","11/25/15 9:30",18410,329.3958333,329,9,30,1.73782,1.558792,1.518192,1.661279,NA
"17563","11/25/15 10:00",18416,329.4166667,329,10,0,1.709964,1.480621,1.464166,1.595569,NA
"17569","11/25/15 10:30",18422,329.4375,329,10,30,1.89194,1.658676,1.651743,1.784146,NA
"17575","11/25/15 11:00",18428,329.4583333,329,11,0,2.243387,2.014432,1.978592,2.169662,NA
"17581","11/25/15 11:30",18434,329.4791667,329,11,30,2.303131,2.133258,2.136478,2.307465,NA
"17587","11/25/15 12:00",18440,329.5,329,12,0,2.154694,2.062857,2.049445,2.197788,NA
"17593","11/25/15 12:30",18446,329.5208333,329,12,30,1.980643,1.930685,1.946606,2.059616,NA
"17599","11/25/15 13:00",18452,329.5416667,329,13,0,2.129349,2.0483,2.062521,2.14003,NA
"17605","11/25/15 13:30",18458,329.5625,329,13,30,2.249921,2.11673,2.154346,2.229056,NA
"17611","11/25/15 14:00",18464,329.5833333,329,14,0,2.611581,2.467365,2.518524,2.596805,NA
"17617","11/25/15 14:30",18470,329.6041667,329,14,30,2.546793,2.361121,2.395957,2.46033,NA
"17623","11/25/15 15:00",18476,329.625,329,15,0,2.808957,2.603259,2.640247,2.701419,NA
"17629","11/25/15 15:30",18482,329.6458333,329,15,30,2.771268,2.527902,2.575626,2.640375,NA
"17635","11/25/15 16:00",18488,329.6666667,329,16,0,2.720264,2.454669,2.487012,2.553821,NA
"17641","11/25/15 16:30",18494,329.6875,329,16,30,2.684814,2.410782,2.422046,2.503604,NA
"17647","11/25/15 17:00",18500,329.7083333,329,17,0,2.723703,2.395126,2.459378,2.553232,NA
"17653","11/25/15 17:30",18506,329.7291667,329,17,30,2.74899,2.508478,2.510272,2.588782,NA
"17659","11/25/15 18:00",18512,329.75,329,18,0,2.866397,2.559668,2.584012,2.683511,NA
"17665","11/25/15 18:30",18518,329.7708333,329,18,30,3.003088,2.690643,2.735523,2.814063,NA
"17671","11/25/15 19:00",18524,329.7916667,329,19,0,3.010849,2.702679,2.740051,2.803391,NA
"17677","11/25/15 19:30",18530,329.8125,329,19,30,3.106534,2.790347,2.814542,2.88793,NA
"17683","11/25/15 20:00",18536,329.8333333,329,20,0,3.298413,2.982037,2.961853,3.091965,NA
"17689","11/25/15 20:30",18542,329.8541667,329,20,30,3.499856,3.142068,3.175461,3.293845,NA
"17695","11/25/15 21:00",18548,329.875,329,21,0,3.677795,3.321658,3.329746,3.447394,NA
"17701","11/25/15 21:30",18554,329.8958333,329,21,30,3.777832,3.410223,3.417984,3.569376,NA
"17707","11/25/15 22:00",18560,329.9166667,329,22,0,3.902374,3.601813,3.644141,3.786713,NA
"17713","11/25/15 22:30",18566,329.9375,329,22,30,4.029086,3.705948,3.670508,3.852142,NA
"17719","11/25/15 23:00",18572,329.9583333,329,23,0,4.01268,3.729062,3.733563,3.857565,NA
"17725","11/25/15 23:30",18578,329.9791667,329,23,30,3.975555,3.673175,3.690067,3.842246,NA
"17731","11/26/15 0:00",18584,330,330,0,0,3.916739,3.663086,3.67746,3.820453,NA
"17737","11/26/15 0:30",18590,330.0208333,330,0,30,3.866226,3.590466,3.615909,3.763492,NA
"17743","11/26/15 1:00",18596,330.0416667,330,1,0,3.804291,3.556445,3.596854,3.729022,NA
"17749","11/26/15 1:30",18602,330.0625,330,1,30,3.781106,3.524255,3.615924,3.682111,NA
"17755","11/26/15 2:00",18608,330.0833333,330,2,0,3.695392,3.477878,3.54151,3.637433,NA
"17761","11/26/15 2:30",18614,330.1041667,330,2,30,3.046176,2.976706,3.005539,2.982358,NA
"17767","11/26/15 3:00",18620,330.125,330,3,0,2.741477,2.748535,2.706509,2.744507,NA
"17773","11/26/15 3:30",18626,330.1458333,330,3,30,2.328397,2.365002,2.339615,2.353851,NA
"17779","11/26/15 4:00",18632,330.1666667,330,4,0,1.791476,1.954257,1.860001,1.830322,NA
"17785","11/26/15 4:30",18638,330.1875,330,4,30,1.223489,1.319788,1.301193,1.294913,NA
"17791","11/26/15 5:00",18644,330.2083333,330,5,0,1.041736,1.139966,1.124866,1.113321,NA
"17797","11/26/15 5:30",18650,330.2291667,330,5,30,0.9708344,1.067203,1.056293,1.04245,NA
"17803","11/26/15 6:00",18656,330.25,330,6,0,0.9429901,1.037021,1.032465,1.015283,NA
"17809","11/26/15 6:30",18662,330.2708333,330,6,30,0.9375946,1.028,1.024576,1.009201,NA
"17815","11/26/15 7:00",18668,330.2916667,330,7,0,0.8952667,0.990097,0.9924866,0.9790283,NA
"17821","11/26/15 7:30",18674,330.3125,330,7,30,0.8876495,0.9888733,0.9893219,0.9782318,NA
"17827","11/26/15 8:00",18680,330.3333333,330,8,0,0.901062,1.013751,1.009436,0.9973602,NA
"17833","11/26/15 8:30",18686,330.3541667,330,8,30,0.9040405,1.044513,1.032809,1.018839,NA
"17839","11/26/15 9:00",18692,330.375,330,9,0,0.868982,1.039883,1.025464,1.012125,NA
"17845","11/26/15 9:30",18698,330.3958333,330,9,30,0.773465,0.9919068,0.9556488,0.9333252,NA
"17851","11/26/15 10:00",18704,330.4166667,330,10,0,0.6578247,0.8496674,0.834787,0.8053009,NA
"17857","11/26/15 10:30",18710,330.4375,330,10,30,0.5884002,0.8003387,0.7718933,0.7314972,NA
"17863","11/26/15 11:00",18716,330.4583333,330,11,0,0.3327362,0.3705414,0.3281372,0.365567,NA
"17869","11/26/15 11:30",18722,330.4791667,330,11,30,0.1593353,0.1784271,0.147348,0.187793,NA
"17875","11/26/15 12:00",18728,330.5,330,12,0,-0.01295471,0.06716003,0.01392212,0.04638672,NA
"17881","11/26/15 12:30",18734,330.5208333,330,12,30,-0.1330139,-0.07312622,-0.09905396,-0.09289551,NA
"17887","11/26/15 13:00",18740,330.5416667,330,13,0,-0.3876923,-0.1618073,-0.1893341,-0.2007721,NA
"17893","11/26/15 13:30",18746,330.5625,330,13,30,-0.7663849,-0.4521728,-0.4643005,-0.5030029,NA
"17899","11/26/15 14:00",18752,330.5833333,330,14,0,-1.488516,-1.157962,-1.228543,-1.258404,NA
"17905","11/26/15 14:30",18758,330.6041667,330,14,30,-2.027655,-1.634644,-1.742169,-1.771597,NA
"17911","11/26/15 15:00",18764,330.625,330,15,0,-2.410977,-2.078174,-2.118359,-2.141776,NA
"17917","11/26/15 15:30",18770,330.6458333,330,15,30,-2.784692,-2.460288,-2.498099,-2.550928,NA
"17923","11/26/15 16:00",18776,330.6666667,330,16,0,-3.034424,-2.672778,-2.725458,-2.807007,NA
"17929","11/26/15 16:30",18782,330.6875,330,16,30,-3.252112,-2.941061,-2.985614,-3.011676,NA
"17935","11/26/15 17:00",18788,330.7083333,330,17,0,-3.424567,-3.107095,-3.136789,-3.157358,NA
"17941","11/26/15 17:30",18794,330.7291667,330,17,30,-3.587817,-3.258694,-3.300464,-3.31384,NA
"17947","11/26/15 18:00",18800,330.75,330,18,0,-3.667892,-3.375433,-3.424942,-3.455472,NA
"17953","11/26/15 18:30",18806,330.7708333,330,18,30,-3.870743,-3.619821,-3.646011,-3.691779,NA
"17959","11/26/15 19:00",18812,330.7916667,330,19,0,-4.087207,-3.785886,-3.823425,-3.857684,NA
"17965","11/26/15 19:30",18818,330.8125,330,19,30,-4.235578,-3.945019,-3.987298,-4.013537,NA
"17971","11/26/15 20:00",18824,330.8333333,330,20,0,-4.329376,-4.031332,-4.096951,-4.105023,NA
"17977","11/26/15 20:30",18830,330.8541667,330,20,30,-4.487094,-4.139236,-4.17428,-4.224298,NA
"17983","11/26/15 21:00",18836,330.875,330,21,0,-4.816577,-4.388535,-4.449738,-4.455075,NA
"17989","11/26/15 21:30",18842,330.8958333,330,21,30,-4.909604,-4.499197,-4.548599,-4.590277,NA
"17995","11/26/15 22:00",18848,330.9166667,330,22,0,-5.002161,-4.598999,-4.641119,-4.665799,NA
"18001","11/26/15 22:30",18854,330.9375,330,22,30,-5.045889,-4.641824,-4.69873,-4.735883,NA
"18007","11/26/15 23:00",18860,330.9583333,330,23,0,-5.198584,-4.826972,-4.838223,-4.853308,NA
"18013","11/26/15 23:30",18866,330.9791667,330,23,30,-5.325616,-4.935602,-4.961578,-4.993158,NA
"18019","11/27/15 0:00",18872,331,331,0,0,-5.342669,-4.979968,-5.013858,-5.046262,NA
"18025","11/27/15 0:30",18878,331.0208333,331,0,30,-5.43942,-5.088144,-5.11489,-5.171201,NA
"18031","11/27/15 1:00",18884,331.0416667,331,1,0,-5.494943,-5.061841,-5.083341,-5.153668,NA
"18037","11/27/15 1:30",18890,331.0625,331,1,30,-5.671948,-5.292233,-5.316498,-5.375845,NA
"18043","11/27/15 2:00",18896,331.0833333,331,2,0,-5.803617,-5.386642,-5.357348,-5.427451,NA
"18049","11/27/15 2:30",18902,331.1041667,331,2,30,-5.934405,-5.580279,-5.583529,-5.612643,NA
"18055","11/27/15 3:00",18908,331.125,331,3,0,-6.082529,-5.755002,-5.761045,-5.815427,NA
"18061","11/27/15 3:30",18914,331.1458333,331,3,30,-6.238437,-5.8853,-5.883737,-5.929831,NA
"18067","11/27/15 4:00",18920,331.1666667,331,4,0,-6.371228,-6.005408,-6.003675,-6.080917,NA
"18073","11/27/15 4:30",18926,331.1875,331,4,30,-6.448752,-6.040402,-6.051324,-6.162622,NA
"18079","11/27/15 5:00",18932,331.2083333,331,5,0,-6.522888,-6.177655,-6.155673,-6.224494,NA
"18085","11/27/15 5:30",18938,331.2291667,331,5,30,-6.581546,-6.21676,-6.237237,-6.305163,NA
"18091","11/27/15 6:00",18944,331.25,331,6,0,-6.698474,-6.357175,-6.367429,-6.445722,NA
"18097","11/27/15 6:30",18950,331.2708333,331,6,30,-6.804086,-6.541284,-6.538739,-6.594281,NA
"18103","11/27/15 7:00",18956,331.2916667,331,7,0,-6.955405,-6.69494,-6.710803,-6.786871,NA
"18109","11/27/15 7:30",18962,331.3125,331,7,30,-7.074491,-6.789041,-6.790451,-6.868256,NA
"18115","11/27/15 8:00",18968,331.3333333,331,8,0,-7.223526,-6.98555,-7.005862,-7.091424,NA
"18121","11/27/15 8:30",18974,331.3541667,331,8,30,-7.297311,-7.012146,-7.054812,-7.078794,NA
"18127","11/27/15 9:00",18980,331.375,331,9,0,-7.414783,-6.984784,-7.047705,-7.086841,NA
"18133","11/27/15 9:30",18986,331.3958333,331,9,30,-7.498752,-6.951465,-7.056211,-7.109979,NA
"18139","11/27/15 10:00",18992,331.4166667,331,10,0,-7.465417,-6.795697,-6.874521,-6.916354,NA
"18145","11/27/15 10:30",18998,331.4375,331,10,30,-7.353796,-6.685327,-6.777048,-6.788025,NA
"18151","11/27/15 11:00",19004,331.4583333,331,11,0,-7.492084,-6.838769,-6.911011,-6.906766,NA
"18157","11/27/15 11:30",19010,331.4791667,331,11,30,-7.319726,-6.657446,-6.758331,-6.650977,NA
"18163","11/27/15 12:00",19016,331.5,331,12,0,-7.376291,-6.648141,-6.783881,-6.880417,NA
"18169","11/27/15 12:30",19022,331.5208333,331,12,30,-7.476425,-6.42482,-6.674243,-6.635977,NA
"18175","11/27/15 13:00",19028,331.5416667,331,13,0,-7.482245,-6.51001,-6.658707,-6.539117,NA
"18181","11/27/15 13:30",19034,331.5625,331,13,30,-7.299432,-6.446487,-6.595892,-6.506189,NA
"18187","11/27/15 14:00",19040,331.5833333,331,14,0,-7.498639,-6.608582,-6.841565,-6.914233,NA
"18193","11/27/15 14:30",19046,331.6041667,331,14,30,-7.442947,-6.590365,-6.799576,-6.673144,NA
"18199","11/27/15 15:00",19052,331.625,331,15,0,-7.485757,-6.990036,-7.186399,-7.088407,NA
"18205","11/27/15 15:30",19058,331.6458333,331,15,30,-7.934491,-7.586551,-7.616348,-7.556033,NA
"18211","11/27/15 16:00",19064,331.6666667,331,16,0,-7.98034,-7.6966,-7.717053,-7.73793,NA
"18217","11/27/15 16:30",19070,331.6875,331,16,30,-8.407724,-8.389132,-8.389834,-8.41334,NA
"18223","11/27/15 17:00",19076,331.7083333,331,17,0,-8.362509,-8.082123,-8.098575,-8.130155,NA
"18229","11/27/15 17:30",19082,331.7291667,331,17,30,-8.372604,-8.296347,-8.291281,-8.320081,NA
"18235","11/27/15 18:00",19088,331.75,331,18,0,-8.551743,-8.613144,-8.560904,-8.610721,NA
"18241","11/27/15 18:30",19094,331.7708333,331,18,30,-8.618256,-8.649948,-8.628134,-8.664984,NA
"18247","11/27/15 19:00",19100,331.7916667,331,19,0,-8.631571,-8.728778,-8.70957,-8.755014,NA
"18253","11/27/15 19:30",19106,331.8125,331,19,30,-8.874847,-9.445813,-9.403437,-9.444226,NA
"18259","11/27/15 20:00",19112,331.8333333,331,20,0,-8.918963,-9.922018,-9.871841,-9.90626,NA
"18265","11/27/15 20:30",19118,331.8541667,331,20,30,-9.424906,-10.67698,-10.66916,-10.66364,NA
"18271","11/27/15 21:00",19124,331.875,331,21,0,-9.631579,-10.8894,-10.87364,-10.84471,NA
"18277","11/27/15 21:30",19130,331.8958333,331,21,30,-9.683139,-11.12371,-11.11263,-11.02423,NA
"18283","11/27/15 22:00",19136,331.9166667,331,22,0,-9.830973,-11.22859,-11.29976,-11.16018,NA
"18289","11/27/15 22:30",19142,331.9375,331,22,30,-10.13631,-11.35795,-11.41915,-11.30215,NA
"18295","11/27/15 23:00",19148,331.9583333,331,23,0,-10.07338,-11.3664,-11.41252,-11.28878,NA
"18301","11/27/15 23:30",19154,331.9791667,331,23,30,-10.15704,-11.2697,-11.2926,-11.19174,NA
"18307","11/28/15 0:00",19160,332,332,0,0,-10.52495,-11.56931,-11.64737,-11.56516,NA
"18313","11/28/15 0:30",19166,332.0208333,332,0,30,-10.64275,-11.61539,-11.69357,-11.64474,NA
"18319","11/28/15 1:00",19172,332.0416667,332,1,0,-10.66916,-11.70073,-11.62603,-11.56722,NA
"18325","11/28/15 1:30",19178,332.0625,332,1,30,-10.93962,-11.95976,-11.96609,-11.88985,NA
"18331","11/28/15 2:00",19184,332.0833333,332,2,0,-10.60664,-11.66063,-11.65054,-11.54901,NA
"18337","11/28/15 2:30",19190,332.1041667,332,2,30,-10.48066,-11.64308,-11.61238,-11.51604,NA
"18343","11/28/15 3:00",19196,332.125,332,3,0,-10.43411,-11.64455,-11.68822,-11.62616,NA
"18349","11/28/15 3:30",19202,332.1458333,332,3,30,-9.81076,-10.97278,-11.01046,-10.90938,NA
"18355","11/28/15 4:00",19208,332.1666667,332,4,0,-10.00845,-11.15064,-11.09945,-11.04833,NA
"18361","11/28/15 4:30",19214,332.1875,332,4,30,-10.35472,-11.33933,-11.32451,-11.31978,NA
"18367","11/28/15 5:00",19220,332.2083333,332,5,0,-10.51672,-11.49153,-11.52865,-11.52015,NA
"18373","11/28/15 5:30",19226,332.2291667,332,5,30,-10.99324,-11.93488,-12.00026,-11.9718,NA
"18379","11/28/15 6:00",19232,332.25,332,6,0,-10.93706,-11.85463,-11.97356,-11.94015,NA
"18385","11/28/15 6:30",19238,332.2708333,332,6,30,-10.77342,-11.78395,-11.74822,-11.73696,NA
"18391","11/28/15 7:00",19244,332.2916667,332,7,0,-10.583,-11.5902,-11.59944,-11.59035,NA
"18397","11/28/15 7:30",19250,332.3125,332,7,30,-10.13104,-11.15711,-11.05962,-10.8209,NA
"18403","11/28/15 8:00",19256,332.3333333,332,8,0,-9.948163,-10.7554,-10.78927,-10.43201,NA
"18409","11/28/15 8:30",19262,332.3541667,332,8,30,-9.173068,-9.454096,-9.838568,-9.508347,NA
"18415","11/28/15 9:00",19268,332.375,332,9,0,-8.445053,-8.141202,-8.832654,-8.580182,NA
"18421","11/28/15 9:30",19274,332.3958333,332,9,30,-8.041751,-7.234521,-8.213263,-8.056616,NA
"18427","11/28/15 10:00",19280,332.4166667,332,10,0,-7.094583,-6.255811,-7.273816,-6.956311,NA
"18433","11/28/15 10:30",19286,332.4375,332,10,30,-6.253915,-5.31351,-6.424832,-6.17959,NA
"18439","11/28/15 11:00",19292,332.4583333,332,11,0,-5.47392,-4.831079,-5.913101,-5.577866,NA
"18445","11/28/15 11:30",19298,332.4791667,332,11,30,-5.122958,-4.502429,-5.40112,-5.194373,NA
"18451","11/28/15 12:00",19304,332.5,332,12,0,-4.369791,-3.619312,-4.642127,-4.069559,NA
"18457","11/28/15 12:30",19310,332.5208333,332,12,30,-3.866406,-3.493598,-4.132437,-3.747839,NA
"18463","11/28/15 13:00",19316,332.5416667,332,13,0,-3.016095,-2.739435,-3.518893,-2.934604,NA
"18469","11/28/15 13:30",19322,332.5625,332,13,30,-2.386371,-2.686728,-3.535037,-2.748691,NA
"18475","11/28/15 14:00",19328,332.5833333,332,14,0,-2.01127,-2.49552,-3.389615,-2.423602,NA
"18481","11/28/15 14:30",19334,332.6041667,332,14,30,-2.225015,-2.968741,-3.527341,-2.985467,NA
"18487","11/28/15 15:00",19340,332.625,332,15,0,-2.044287,-3.200794,-3.917059,-3.254361,NA
"18493","11/28/15 15:30",19346,332.6458333,332,15,30,-2.43313,-3.949973,-4.488113,-4.059195,NA
"18499","11/28/15 16:00",19352,332.6666667,332,16,0,-3.16467,-4.977344,-5.231653,-4.978714,NA
"18505","11/28/15 16:30",19358,332.6875,332,16,30,-4.166257,-5.787317,-5.939615,-5.688562,NA
"18511","11/28/15 17:00",19364,332.7083333,332,17,0,-4.431763,-6.084516,-6.263458,-6.074127,NA
"18517","11/28/15 17:30",19370,332.7291667,332,17,30,-4.756491,-6.391833,-6.572946,-6.391174,NA
"18523","11/28/15 18:00",19376,332.75,332,18,0,-5.426749,-6.97977,-7.186685,-7.050705,NA
"18529","11/28/15 18:30",19382,332.7708333,332,18,30,-5.502808,-6.962354,-7.141486,-7.043311,NA
"18535","11/28/15 19:00",19388,332.7916667,332,19,0,-5.667792,-7.101236,-7.17009,-7.030276,NA
"18541","11/28/15 19:30",19394,332.8125,332,19,30,-5.663162,-7.070212,-7.043405,-6.945242,NA
"18547","11/28/15 20:00",19400,332.8333333,332,20,0,-5.992383,-7.409964,-7.328528,-7.261258,NA
"18553","11/28/15 20:30",19406,332.8541667,332,20,30,-6.12341,-7.686532,-7.519324,-7.464871,NA
"18559","11/28/15 21:00",19412,332.875,332,21,0,-6.323801,-7.865277,-7.768106,-7.708346,NA
"18565","11/28/15 21:30",19418,332.8958333,332,21,30,-6.631,-8.226944,-8.086352,-8.029556,NA
"18571","11/28/15 22:00",19424,332.9166667,332,22,0,-6.687851,-8.294192,-8.16788,-8.075872,NA
"18577","11/28/15 22:30",19430,332.9375,332,22,30,-6.710043,-8.285044,-8.069074,-8.015207,NA
"18583","11/28/15 23:00",19436,332.9583333,332,23,0,-6.924527,-8.375458,-8.197357,-8.168561,NA
"18589","11/28/15 23:30",19442,332.9791667,332,23,30,-7.135684,-8.631534,-8.51655,-8.460605,NA
"18595","11/29/15 0:00",19448,333,333,0,0,-7.153238,-8.720093,-8.541311,-8.479886,NA
"18601","11/29/15 0:30",19454,333.0208333,333,0,30,-7.384528,-9.031733,-8.818295,-8.718811,NA
"18607","11/29/15 1:00",19460,333.0416667,333,1,0,-7.868765,-9.38306,-9.205332,-9.191824,NA
"18613","11/29/15 1:30",19466,333.0625,333,1,30,-7.940244,-9.465683,-9.309207,-9.238004,NA
"18619","11/29/15 2:00",19472,333.0833333,333,2,0,-7.760339,-9.376104,-9.204224,-9.105795,NA
"18625","11/29/15 2:30",19478,333.1041667,333,2,30,-7.605334,-9.290357,-8.977496,-8.973498,NA
"18631","11/29/15 3:00",19484,333.125,333,3,0,-7.557916,-9.230795,-8.875171,-8.89906,NA
