TIMESTAMP,DecDOY,HH:MM,DOY,H,M,RECORD,C1,C2
7/30/16 2:20,212.0972,02:20,212,2,25,86588,0.2533925,0.2698259
7/30/16 2:25,212.1007,02:25,212,2,30,86589,0.2530006,0.2695002
7/30/16 2:30,212.1042,02:30,212,2,35,86590,0.2528627,0.2693679
7/30/16 2:35,212.1076,02:35,212,2,40,86591,0.2525882,0.2690991
7/30/16 2:40,212.1111,02:40,212,2,45,86592,0.2523008,0.2691871
7/30/16 2:45,212.1146,02:45,212,2,50,86593,0.2521907,0.2693587
7/30/16 2:50,212.1181,02:50,212,2,55,86594,0.2520586,0.2696904
7/30/16 2:55,212.1215,02:55,212,2,0,86595,0.2516738,0.2695433
7/30/16 3:00,212.1250,03:00,212,3,5,86596,0.2514029,0.2693606
7/30/16 3:05,212.1285,03:05,212,3,10,86597,0.2512056,0.269064
7/30/16 3:10,212.1319,03:10,212,3,15,86598,0.2512029,0.2691056
7/30/16 3:15,212.1354,03:15,212,3,20,86599,0.2512988,0.2696547
7/30/16 3:20,212.1389,03:20,212,3,25,86600,0.2514001,0.2699106
7/30/16 3:25,212.1424,03:25,212,3,30,86601,0.2513455,0.2700272
7/30/16 3:30,212.1458,03:30,212,3,35,86602,0.2511355,0.2701928
7/30/16 3:35,212.1493,03:35,212,3,40,86603,0.2509916,0.270209
7/30/16 3:40,212.1528,03:40,212,3,45,86604,0.2508943,0.2704156
7/30/16 3:45,212.1563,03:45,212,3,50,86605,0.25079,0.2701623
7/30/16 3:50,212.1597,03:50,212,3,55,86606,0.250792,0.2699987
7/30/16 3:55,212.1632,03:55,212,3,0,86607,0.2507435,0.2703479
7/30/16 4:00,212.1667,04:00,212,4,5,86608,0.2507228,0.270123
7/30/16 4:05,212.1701,04:05,212,4,10,86609,0.2506556,0.2702712
7/30/16 4:10,212.1736,04:10,212,4,15,86610,0.2506287,0.2706529
7/30/16 4:15,212.1771,04:15,212,4,20,86611,0.25047,0.2708312
7/30/16 4:20,212.1806,04:20,212,4,25,86612,0.2504534,0.2710576
7/30/16 4:25,212.1840,04:25,212,4,30,86613,0.2505481,0.2711634
7/30/16 4:30,212.1875,04:30,212,4,35,86614,0.2505819,0.2710371
7/30/16 4:35,212.1910,04:35,212,4,40,86615,0.2505671,0.2708678
7/30/16 4:40,212.1944,04:40,212,4,45,86616,0.2504744,0.2707753
7/30/16 4:45,212.1979,04:45,212,4,50,86617,0.2502978,0.2707146
7/30/16 4:50,212.2014,04:50,212,4,55,86618,0.2502258,0.2707255
7/30/16 4:55,212.2049,04:55,212,4,0,86619,0.2501772,0.2707984
7/30/16 5:00,212.2083,05:00,212,5,5,86620,0.2501661,0.2707321
7/30/16 5:05,212.2118,05:05,212,5,10,86621,0.2501045,0.2707091
7/30/16 5:10,212.2153,05:10,212,5,15,86622,0.2499393,0.2707096
7/30/16 5:15,212.2188,05:15,212,5,20,86623,0.2497455,0.2707973
7/30/16 5:20,212.2222,05:20,212,5,25,86624,0.2496574,0.2707258
7/30/16 5:25,212.2257,05:25,212,5,30,86625,0.2495092,0.2706054
7/30/16 5:30,212.2292,05:30,212,5,35,86626,0.2494434,0.2705506
7/30/16 5:35,212.2326,05:35,212,5,40,86627,0.2492837,0.2703247
7/30/16 5:40,212.2361,05:40,212,5,45,86628,0.2490801,0.270436
7/30/16 5:45,212.2396,05:45,212,5,50,86629,0.248887,0.2705964
7/30/16 5:50,212.2431,05:50,212,5,55,86630,0.2487932,0.270613
7/30/16 5:55,212.2465,05:55,212,5,0,86631,0.2484944,0.2706345
7/30/16 6:00,212.2500,06:00,212,6,5,86632,0.2482969,0.2707132
7/30/16 6:05,212.2535,06:05,212,6,10,86633,0.2481854,0.270712
7/30/16 6:10,212.2569,06:10,212,6,15,86634,0.2480857,0.2707062
7/30/16 6:15,212.2604,06:15,212,6,20,86635,0.2478961,0.2707153
7/30/16 6:20,212.2639,06:20,212,6,25,86636,0.2476646,0.2707544
7/30/16 6:25,212.2674,06:25,212,6,30,86637,0.247549,0.2710751
7/30/16 6:30,212.2708,06:30,212,6,35,86638,0.2474793,0.2712376
7/30/16 6:35,212.2743,06:35,212,6,40,86639,0.2473682,0.2713197
7/30/16 6:40,212.2778,06:40,212,6,45,86640,0.2471804,0.2716289
7/30/16 6:45,212.2813,06:45,212,6,50,86641,0.2470536,0.271955
7/30/16 6:50,212.2847,06:50,212,6,55,86642,0.2469011,0.2720788
7/30/16 6:55,212.2882,06:55,212,6,0,86643,0.2468571,0.2720956
7/30/16 7:00,212.2917,07:00,212,7,5,86644,0.2468187,0.272013
7/30/16 7:05,212.2951,07:05,212,7,10,86645,0.2466971,0.2720461
7/30/16 7:10,212.2986,07:10,212,7,15,86646,0.246709,0.2720747
7/30/16 7:15,212.3021,07:15,212,7,20,86647,0.2466861,0.272013
7/30/16 7:20,212.3056,07:20,212,7,25,86648,0.2467748,0.2715108
7/30/16 7:25,212.3090,07:25,212,7,30,86649,0.2467738,0.270836
7/30/16 7:30,212.3125,07:30,212,7,35,86650,0.2468455,0.2696705
7/30/16 7:35,212.3160,07:35,212,7,40,86651,0.2468511,0.2682348
7/30/16 7:40,212.3194,07:40,212,7,45,86652,0.2468656,0.2669236
7/30/16 7:45,212.3229,07:45,212,7,50,86653,0.2469199,0.2647026
7/30/16 7:50,212.3264,07:50,212,7,55,86654,0.2469069,0.2632205
7/30/16 7:55,212.3299,07:55,212,7,0,86655,0.2468896,0.2605302
7/30/16 8:00,212.3333,08:00,212,8,5,86656,0.2468841,0.2570345
7/30/16 8:05,212.3368,08:05,212,8,10,86657,0.2468719,0.2542223
7/30/16 8:10,212.3403,08:10,212,8,15,86658,0.2467752,0.2526069
7/30/16 8:15,212.3438,08:15,212,8,20,86659,0.2460274,0.2519695
7/30/16 8:20,212.3472,08:20,212,8,25,86660,0.2447496,0.2515807
7/30/16 8:25,212.3507,08:25,212,8,30,86661,0.2432406,0.2504362
7/30/16 8:30,212.3542,08:30,212,8,35,86662,0.2417375,0.2507444
7/30/16 8:35,212.3576,08:35,212,8,40,86663,0.2402443,0.249599
7/30/16 8:40,212.3611,08:40,212,8,45,86664,0.2385027,0.2466093
7/30/16 8:45,212.3646,08:45,212,8,50,86665,0.2365231,0.2430613
7/30/16 8:50,212.3681,08:50,212,8,55,86666,0.2342792,0.2392712
7/30/16 8:55,212.3715,08:55,212,8,0,86667,0.2320767,0.2352022
7/30/16 9:00,212.3750,09:00,212,9,5,86668,0.2294355,0.2317879
7/30/16 9:05,212.3785,09:05,212,9,10,86669,0.2265518,0.2281919
7/30/16 9:10,212.3819,09:10,212,9,15,86670,0.2238671,0.2251041
7/30/16 9:15,212.3854,09:15,212,9,20,86671,0.2211768,0.2218946
7/30/16 9:20,212.3889,09:20,212,9,25,86672,0.2183314,0.2180332
7/30/16 9:25,212.3924,09:25,212,9,30,86673,0.2156619,0.2148668
7/30/16 9:30,212.3958,09:30,212,9,35,86674,0.2134999,0.2127931
7/30/16 9:35,212.3993,09:35,212,9,40,86675,0.2118351,0.2110179
7/30/16 9:40,212.4028,09:40,212,9,45,86676,0.210739,0.2094415
7/30/16 9:45,212.4063,09:45,212,9,50,86677,0.2098644,0.2084122
7/30/16 9:50,212.4097,09:50,212,9,55,86678,0.2093275,0.2074392
7/30/16 9:55,212.4132,09:55,212,9,0,86679,0.2086137,0.2061787
7/30/16 10:00,212.4167,10:00,212,10,5,86680,0.2073801,0.2046746
7/30/16 10:05,212.4201,10:05,212,10,10,86681,0.2062343,0.2034957
7/30/16 10:10,212.4236,10:10,212,10,15,86682,0.2050952,0.2026934
7/30/16 10:15,212.4271,10:15,212,10,20,86683,0.2038006,0.2016087
7/30/16 10:20,212.4306,10:20,212,10,25,86684,0.2030922,0.2006408
7/30/16 10:25,212.4340,10:25,212,10,30,86685,0.2025105,0.1999929
7/30/16 10:30,212.4375,10:30,212,10,35,86686,0.2021603,0.1995874
7/30/16 10:35,212.4410,10:35,212,10,40,86687,0.2019048,0.1984818
7/30/16 10:40,212.4444,10:40,212,10,45,86688,0.2015334,0.1972712
7/30/16 10:45,212.4479,10:45,212,10,50,86689,0.2018408,0.1968223
7/30/16 10:50,212.4514,10:50,212,10,55,86690,0.2020424,0.1971012
7/30/16 10:55,212.4549,10:55,212,10,0,86691,0.2020663,0.1975503
7/30/16 11:00,212.4583,11:00,212,11,5,86692,0.2022294,0.1978514
7/30/16 11:05,212.4618,11:05,212,11,10,86693,0.2025537,0.1978445
7/30/16 11:10,212.4653,11:10,212,11,15,86694,0.2023423,0.1969652
7/30/16 11:15,212.4688,11:15,212,11,20,86695,0.2020307,0.1963445
7/30/16 11:20,212.4722,11:20,212,11,25,86696,0.2023377,0.1963093
7/30/16 11:25,212.4757,11:25,212,11,30,86697,0.2029601,0.1960981
7/30/16 11:30,212.4792,11:30,212,11,35,86698,0.2033008,0.19539
7/30/16 11:35,212.4826,11:35,212,11,40,86699,0.2034489,0.1951794
7/30/16 11:40,212.4861,11:40,212,11,45,86700,0.2033854,0.1942051
7/30/16 11:45,212.4896,11:45,212,11,50,86701,0.2034224,0.1937453
7/30/16 11:50,212.4931,11:50,212,11,55,86702,0.2036402,0.1941455
7/30/16 11:55,212.4965,11:55,212,11,0,86703,0.2037868,0.195076
7/30/16 12:00,212.5000,12:00,212,12,5,86704,0.2035047,0.1937948
7/30/16 12:05,212.5035,12:05,212,12,10,86705,0.2035751,0.1939867
7/30/16 12:10,212.5069,12:10,212,12,15,86706,0.2036615,0.193996
7/30/16 12:15,212.5104,12:15,212,12,20,86707,0.2037041,0.1931664
7/30/16 12:20,212.5139,12:20,212,12,25,86708,0.2037695,0.1928179
7/30/16 12:25,212.5174,12:25,212,12,30,86709,0.2040942,0.194495
7/30/16 12:30,212.5208,12:30,212,12,35,86710,0.2039598,0.1941178
7/30/16 12:35,212.5243,12:35,212,12,40,86711,0.2039516,0.1957657
7/30/16 12:40,212.5278,12:40,212,12,45,86712,0.2037515,0.1950578
7/30/16 12:45,212.5313,12:45,212,12,50,86713,0.2035078,0.1933956
7/30/16 12:50,212.5347,12:50,212,12,55,86714,0.2031432,0.1936106
7/30/16 12:55,212.5382,12:55,212,12,0,86715,0.2030151,0.195133
7/30/16 13:00,212.5417,13:00,212,13,5,86716,0.2030637,0.1953251
7/30/16 13:05,212.5451,13:05,212,13,10,86717,0.2033104,0.1966261
7/30/16 13:10,212.5486,13:10,212,13,15,86718,0.203656,0.1979267
7/30/16 13:15,212.5521,13:15,212,13,20,86719,0.2036609,0.1980199
7/30/16 13:20,212.5556,13:20,212,13,25,86720,0.2033956,0.1962533
7/30/16 13:25,212.5590,13:25,212,13,30,86721,0.203821,0.1980696
7/30/16 13:30,212.5625,13:30,212,13,35,86722,0.2043058,0.2003869
7/30/16 13:35,212.5660,13:35,212,13,40,86723,0.2044877,0.2015072
7/30/16 13:40,212.5694,13:40,212,13,45,86724,0.204807,0.2030683
7/30/16 13:45,212.5729,13:45,212,13,50,86725,0.2048671,0.2030567
7/30/16 13:50,212.5764,13:50,212,13,55,86726,0.2046795,0.2030292
7/30/16 13:55,212.5799,13:55,212,13,0,86727,0.2043664,0.2033673
7/30/16 14:00,212.5833,14:00,212,14,5,86728,0.2046046,0.2041685
7/30/16 14:05,212.5868,14:05,212,14,10,86729,0.204748,0.20546
7/30/16 14:10,212.5903,14:10,212,14,15,86730,0.2043671,0.2042125
7/30/16 14:15,212.5938,14:15,212,14,20,86731,0.2040974,0.20216
7/30/16 14:20,212.5972,14:20,212,14,25,86732,0.204097,0.201972
7/30/16 14:25,212.6007,14:25,212,14,30,86733,0.2039866,0.1986768
7/30/16 14:30,212.6042,14:30,212,14,35,86734,0.2036658,0.1967995
7/30/16 14:35,212.6076,14:35,212,14,40,86735,0.203313,0.196259
7/30/16 14:40,212.6111,14:40,212,14,45,86736,0.203064,0.1963854
7/30/16 14:45,212.6146,14:45,212,14,50,86737,0.2029638,0.196081
7/30/16 14:50,212.6181,14:50,212,14,55,86738,0.2028902,0.1953837
7/30/16 14:55,212.6215,14:55,212,14,0,86739,0.2029774,0.1955538
7/30/16 15:00,212.6250,15:00,212,15,5,86740,0.2029974,0.1951323
7/30/16 15:05,212.6285,15:05,212,15,10,86741,0.2030075,0.1948831
7/30/16 15:10,212.6319,15:10,212,15,15,86742,0.2031664,0.1950254
7/30/16 15:15,212.6354,15:15,212,15,20,86743,0.2036286,0.19546
7/30/16 15:20,212.6389,15:20,212,15,25,86744,0.2044157,0.1956732
7/30/16 15:25,212.6424,15:25,212,15,30,86745,0.2053301,0.1962455
7/30/16 15:30,212.6458,15:30,212,15,35,86746,0.2060964,0.1978121
7/30/16 15:35,212.6493,15:35,212,15,40,86747,0.206227,0.1982188
7/30/16 15:40,212.6528,15:40,212,15,45,86748,0.2063689,0.1982503
7/30/16 15:45,212.6563,15:45,212,15,50,86749,0.2059927,0.1983322
7/30/16 15:50,212.6597,15:50,212,15,55,86750,0.2056435,0.1985792
7/30/16 15:55,212.6632,15:55,212,15,0,86751,0.2056363,0.1991957
7/30/16 16:00,212.6667,16:00,212,16,5,86752,0.2054804,0.1989791
7/30/16 16:05,212.6701,16:05,212,16,10,86753,0.2054402,0.1996122
7/30/16 16:10,212.6736,16:10,212,16,15,86754,0.2056601,0.2020729
7/30/16 16:15,212.6771,16:15,212,16,20,86755,0.2062949,0.2040929
7/30/16 16:20,212.6806,16:20,212,16,25,86756,0.2069721,0.2060118
7/30/16 16:25,212.6840,16:25,212,16,30,86757,0.2074472,0.2070609
7/30/16 16:30,212.6875,16:30,212,16,35,86758,0.2076192,0.2070618
7/30/16 16:35,212.6910,16:35,212,16,40,86759,0.2075194,0.2061728
7/30/16 16:40,212.6944,16:40,212,16,45,86760,0.2075859,0.2056874
7/30/16 16:45,212.6979,16:45,212,16,50,86761,0.2075812,0.2041429
7/30/16 16:50,212.7014,16:50,212,16,55,86762,0.2074277,0.2040942
7/30/16 16:55,212.7049,16:55,212,16,0,86763,0.2071019,0.203752
7/30/16 17:00,212.7083,17:00,212,17,5,86764,0.2072065,0.2039282
7/30/16 17:05,212.7118,17:05,212,17,10,86765,0.2076364,0.2065823
7/30/16 17:10,212.7153,17:10,212,17,15,86766,0.2079844,0.2097725
7/30/16 17:15,212.7188,17:15,212,17,20,86767,0.2085869,0.2122956
7/30/16 17:20,212.7222,17:20,212,17,25,86768,0.2093645,0.2141935
7/30/16 17:25,212.7257,17:25,212,17,30,86769,0.2100772,0.2138632
7/30/16 17:30,212.7292,17:30,212,17,35,86770,0.2102768,0.2145208
7/30/16 17:35,212.7326,17:35,212,17,40,86771,0.2102211,0.2129916
7/30/16 17:40,212.7361,17:40,212,17,45,86772,0.2102613,0.2121764
7/30/16 17:45,212.7396,17:45,212,17,50,86773,0.2104489,0.2107303
7/30/16 17:50,212.7431,17:50,212,17,55,86774,0.2106428,0.2099253
7/30/16 17:55,212.7465,17:55,212,17,0,86775,0.2108536,0.2101472
7/30/16 18:00,212.7500,18:00,212,18,5,86776,0.2109414,0.2100749
7/30/16 18:05,212.7535,18:05,212,18,10,86777,0.2109362,0.2097441
7/30/16 18:10,212.7569,18:10,212,18,15,86778,0.2109318,0.2097618
7/30/16 18:15,212.7604,18:15,212,18,20,86779,0.2109041,0.210032
7/30/16 18:20,212.7639,18:20,212,18,25,86780,0.2109316,0.2104735
7/30/16 18:25,212.7674,18:25,212,18,30,86781,0.2113734,0.2116383
7/30/16 18:30,212.7708,18:30,212,18,35,86782,0.2117101,0.2125435
7/30/16 18:35,212.7743,18:35,212,18,40,86783,0.2119759,0.2130356
7/30/16 18:40,212.7778,18:40,212,18,45,86784,0.2121848,0.213995
7/30/16 18:45,212.7813,18:45,212,18,50,86785,0.2125058,0.215017
7/30/16 18:50,212.7847,18:50,212,18,55,86786,0.2132505,0.2163412
7/30/16 18:55,212.7882,18:55,212,18,0,86787,0.213626,0.2176052
7/30/16 19:00,212.7917,19:00,212,19,5,86788,0.2140967,0.218948
7/30/16 19:05,212.7951,19:05,212,19,10,86789,0.2144129,0.2204232
7/30/16 19:10,212.7986,19:10,212,19,15,86790,0.2150321,0.2215116
7/30/16 19:15,212.8021,19:15,212,19,20,86791,0.2155,0.2225921
7/30/16 19:20,212.8056,19:20,212,19,25,86792,0.2159093,0.2232388
7/30/16 19:25,212.8090,19:25,212,19,30,86793,0.2162798,0.2242495
7/30/16 19:30,212.8125,19:30,212,19,35,86794,0.2167993,0.2252161
7/30/16 19:35,212.8160,19:35,212,19,40,86795,0.2173193,0.2264316
7/30/16 19:40,212.8194,19:40,212,19,45,86796,0.2181302,0.2282303
7/30/16 19:45,212.8229,19:45,212,19,50,86797,0.2190521,0.2296877
7/30/16 19:50,212.8264,19:50,212,19,55,86798,0.2199201,0.231494
7/30/16 19:55,212.8299,19:55,212,19,0,86799,0.2208212,0.2327649
7/30/16 20:00,212.8333,20:00,212,20,5,86800,0.2217766,0.2343276
7/30/16 20:05,212.8368,20:05,212,20,10,86801,0.2224246,0.2353344
7/30/16 20:10,212.8403,20:10,212,20,15,86802,0.2230362,0.2365862
7/30/16 20:15,212.8438,20:15,212,20,20,86803,0.2239147,0.2379228
7/30/16 20:20,212.8472,20:20,212,20,25,86804,0.2246613,0.2395306
7/30/16 20:25,212.8507,20:25,212,20,30,86805,0.2255744,0.2411282
7/30/16 20:30,212.8542,20:30,212,20,35,86806,0.2263924,0.2425259
7/30/16 20:35,212.8576,20:35,212,20,40,86807,0.2271449,0.2438359
7/30/16 20:40,212.8611,20:40,212,20,45,86808,0.227913,0.2451615
7/30/16 20:45,212.8646,20:45,212,20,50,86809,0.228594,0.2462567
7/30/16 20:50,212.8681,20:50,212,20,55,86810,0.2293734,0.2472846
7/30/16 20:55,212.8715,20:55,212,20,0,86811,0.2299541,0.2481413
7/30/16 21:00,212.8750,21:00,212,21,5,86812,0.230701,0.2492086
7/30/16 21:05,212.8785,21:05,212,21,10,86813,0.231256,0.2502937
7/30/16 21:10,212.8819,21:10,212,21,15,86814,0.2318656,0.2513286
7/30/16 21:15,212.8854,21:15,212,21,20,86815,0.2324645,0.2522091
7/30/16 21:20,212.8889,21:20,212,21,25,86816,0.2330135,0.252946
7/30/16 21:25,212.8924,21:25,212,21,30,86817,0.2336942,0.2537318
7/30/16 21:30,212.8958,21:30,212,21,35,86818,0.2344803,0.2546947
7/30/16 21:35,212.8993,21:35,212,21,40,86819,0.2352,0.2556851
7/30/16 21:40,212.9028,21:40,212,21,45,86820,0.2358147,0.2563276
7/30/16 21:45,212.9063,21:45,212,21,50,86821,0.2364721,0.2569905
7/30/16 21:50,212.9097,21:50,212,21,55,86822,0.237142,0.2579201
7/30/16 21:55,212.9132,21:55,212,21,0,86823,0.2381435,0.2592364
7/30/16 22:00,212.9167,22:00,212,22,5,86824,0.238774,0.2598504
7/30/16 22:05,212.9201,22:05,212,22,10,86825,0.2394829,0.2605374
7/30/16 22:10,212.9236,22:10,212,22,15,86826,0.2400974,0.2613508
7/30/16 22:15,212.9271,22:15,212,22,20,86827,0.2407438,0.261931
7/30/16 22:20,212.9306,22:20,212,22,25,86828,0.2415347,0.2627718
7/30/16 22:25,212.9340,22:25,212,22,30,86829,0.2418134,0.2630948
7/30/16 22:30,212.9375,22:30,212,22,35,86830,0.2418103,0.2628601
7/30/16 22:35,212.9410,22:35,212,22,40,86831,0.242028,0.2633319
7/30/16 22:40,212.9444,22:40,212,22,45,86832,0.2425199,0.2638735
7/30/16 22:45,212.9479,22:45,212,22,50,86833,0.2431113,0.2642884
7/30/16 22:50,212.9514,22:50,212,22,55,86834,0.2436379,0.2645226
7/30/16 22:55,212.9549,22:55,212,22,0,86835,0.2441965,0.2651641
7/30/16 23:00,212.9583,23:00,212,23,5,86836,0.2447824,0.2656838
7/30/16 23:05,212.9618,23:05,212,23,10,86837,0.2455016,0.2664693
7/30/16 23:10,212.9653,23:10,212,23,15,86838,0.2457793,0.2666865
7/30/16 23:15,212.9688,23:15,212,23,20,86839,0.2461121,0.2669366
7/30/16 23:20,212.9722,23:20,212,23,25,86840,0.2464503,0.2670872
7/30/16 23:25,212.9757,23:25,212,23,30,86841,0.2465899,0.2672876
7/30/16 23:30,212.9792,23:30,212,23,35,86842,0.2470923,0.2676024
7/30/16 23:35,212.9826,23:35,212,23,40,86843,0.247529,0.267868
7/30/16 23:40,212.9861,23:40,212,23,45,86844,0.2478299,0.2681801
7/30/16 23:45,212.9896,23:45,212,23,50,86845,0.2482328,0.2685112
7/30/16 23:50,212.9931,23:50,212,23,55,86846,0.2485428,0.2689206
7/30/16 23:55,212.9965,23:55,212,23,0,86847,0.2490253,0.2692102
7/31/16 0:00,213.0000,00:00,213,0,5,86848,0.2493134,0.2696584
7/31/16 0:05,213.0035,00:05,213,0,10,86849,0.2497013,0.2699691
7/31/16 0:10,213.0069,00:10,213,0,15,86850,0.2500169,0.2702903
7/31/16 0:15,213.0104,00:15,213,0,20,86851,0.2503659,0.2704683
7/31/16 0:20,213.0139,00:20,213,0,25,86852,0.250473,0.2705645
7/31/16 0:25,213.0174,00:25,213,0,30,86853,0.2503415,0.2703448
7/31/16 0:30,213.0208,00:30,213,0,35,86854,0.2506483,0.2708892
7/31/16 0:35,213.0243,00:35,213,0,40,86855,0.2512843,0.2714867
7/31/16 0:40,213.0278,00:40,213,0,45,86856,0.2515833,0.2718464
7/31/16 0:45,213.0313,00:45,213,0,50,86857,0.2517219,0.2717035
7/31/16 0:50,213.0347,00:50,213,0,55,86858,0.2522036,0.2720362
7/31/16 0:55,213.0382,00:55,213,0,0,86859,0.2523915,0.2722132
7/31/16 1:00,213.0417,01:00,213,1,5,86860,0.2523744,0.2722457
7/31/16 1:05,213.0451,01:05,213,1,10,86861,0.2524532,0.2721865
7/31/16 1:10,213.0486,01:10,213,1,15,86862,0.2524897,0.27187
7/31/16 1:15,213.0521,01:15,213,1,20,86863,0.2528008,0.2719437
7/31/16 1:20,213.0556,01:20,213,1,25,86864,0.2530219,0.2721705
7/31/16 1:25,213.0590,01:25,213,1,30,86865,0.2535971,0.2727898
7/31/16 1:30,213.0625,01:30,213,1,35,86866,0.2540786,0.2733487
7/31/16 1:35,213.0660,01:35,213,1,40,86867,0.2542669,0.2736641
7/31/16 1:40,213.0694,01:40,213,1,45,86868,0.2547218,0.2741081
7/31/16 1:45,213.0729,01:45,213,1,50,86869,0.2548829,0.2741588
7/31/16 1:50,213.0764,01:50,213,1,55,86870,0.2548124,0.2740608
7/31/16 1:55,213.0799,01:55,213,1,0,86871,0.2547754,0.2741179
7/31/16 2:00,213.0833,02:00,213,2,5,86872,0.255247,0.2744901
7/31/16 2:05,213.0868,02:05,213,2,10,86873,0.2557514,0.2749892
7/31/16 2:10,213.0903,02:10,213,2,15,86874,0.2560785,0.2750182
7/31/16 2:15,213.0938,02:15,213,2,20,86875,0.2564322,0.275129
7/31/16 2:20,213.0972,02:20,213,2,25,86876,0.2565266,0.2749915
7/31/16 2:25,213.1007,02:25,213,2,30,86877,0.2567665,0.2750162
7/31/16 2:30,213.1042,02:30,213,2,35,86878,0.2570348,0.2751026
7/31/16 2:35,213.1076,02:35,213,2,40,86879,0.2574617,0.2751761
7/31/16 2:40,213.1111,02:40,213,2,45,86880,0.2576767,0.2752089
7/31/16 2:45,213.1146,02:45,213,2,50,86881,0.2580162,0.2748141
7/31/16 2:50,213.1181,02:50,213,2,55,86882,0.2581438,0.2745497
7/31/16 2:55,213.1215,02:55,213,2,0,86883,0.2584704,0.2742469
7/31/16 3:00,213.1250,03:00,213,3,5,86884,0.2588513,0.274534
7/31/16 3:05,213.1285,03:05,213,3,10,86885,0.2592599,0.2742025
7/31/16 3:10,213.1319,03:10,213,3,15,86886,0.2594764,0.2740712
7/31/16 3:15,213.1354,03:15,213,3,20,86887,0.2599896,0.2743083
7/31/16 3:20,213.1389,03:20,213,3,25,86888,0.2601683,0.2743766
7/31/16 3:25,213.1424,03:25,213,3,30,86889,0.2604952,0.2746043
7/31/16 3:30,213.1458,03:30,213,3,35,86890,0.2607564,0.274606
7/31/16 3:35,213.1493,03:35,213,3,40,86891,0.2610387,0.2746564
7/31/16 3:40,213.1528,03:40,213,3,45,86892,0.2614484,0.2752374
7/31/16 3:45,213.1563,03:45,213,3,50,86893,0.2618021,0.2757457
7/31/16 3:50,213.1597,03:50,213,3,55,86894,0.2620714,0.2757774
7/31/16 3:55,213.1632,03:55,213,3,0,86895,0.262227,0.2754968
7/31/16 4:00,213.1667,04:00,213,4,5,86896,0.2623546,0.2756576
7/31/16 4:05,213.1701,04:05,213,4,10,86897,0.2625304,0.2755628
7/31/16 4:10,213.1736,04:10,213,4,15,86898,0.2626461,0.2758496
7/31/16 4:15,213.1771,04:15,213,4,20,86899,0.2627365,0.2755204
7/31/16 4:20,213.1806,04:20,213,4,25,86900,0.2627771,0.2757765
7/31/16 4:25,213.1840,04:25,213,4,30,86901,0.263104,0.2756065
7/31/16 4:30,213.1875,04:30,213,4,35,86902,0.2629724,0.275486
7/31/16 4:35,213.1910,04:35,213,4,40,86903,0.2631957,0.2753891
7/31/16 4:40,213.1944,04:40,213,4,45,86904,0.2632295,0.2754229
7/31/16 4:45,213.1979,04:45,213,4,50,86905,0.2632079,0.2755725
7/31/16 4:50,213.2014,04:50,213,4,55,86906,0.2634355,0.2758996
7/31/16 4:55,213.2049,04:55,213,4,0,86907,0.2633206,0.2756357
7/31/16 5:00,213.2083,05:00,213,5,5,86908,0.2631962,0.2754727
7/31/16 5:05,213.2118,05:05,213,5,10,86909,0.2631097,0.2753697
7/31/16 5:10,213.2153,05:10,213,5,15,86910,0.2631779,0.275322
7/31/16 5:15,213.2188,05:15,213,5,20,86911,0.2634264,0.2754435
7/31/16 5:20,213.2222,05:20,213,5,25,86912,0.263431,0.2754647
7/31/16 5:25,213.2257,05:25,213,5,30,86913,0.2635802,0.2752935
7/31/16 5:30,213.2292,05:30,213,5,35,86914,0.263637,0.2749804
7/31/16 5:35,213.2326,05:35,213,5,40,86915,0.2634739,0.2746793
7/31/16 5:40,213.2361,05:40,213,5,45,86916,0.2634371,0.2751286
7/31/16 5:45,213.2396,05:45,213,5,50,86917,0.2634585,0.2749953
7/31/16 5:50,213.2431,05:50,213,5,55,86918,0.2635426,0.2747426
7/31/16 5:55,213.2465,05:55,213,5,0,86919,0.2635752,0.2749242
7/31/16 6:00,213.2500,06:00,213,6,5,86920,0.2637093,0.2747216
7/31/16 6:05,213.2535,06:05,213,6,10,86921,0.2637604,0.2746181
7/31/16 6:10,213.2569,06:10,213,6,15,86922,0.2637764,0.2745678
7/31/16 6:15,213.2604,06:15,213,6,20,86923,0.2637757,0.27444
7/31/16 6:20,213.2639,06:20,213,6,25,86924,0.2637867,0.2744013
7/31/16 6:25,213.2674,06:25,213,6,30,86925,0.2638273,0.2745249
7/31/16 6:30,213.2708,06:30,213,6,35,86926,0.2638618,0.2743937
7/31/16 6:35,213.2743,06:35,213,6,40,86927,0.2638946,0.2742497
7/31/16 6:40,213.2778,06:40,213,6,45,86928,0.2640336,0.2742121
7/31/16 6:45,213.2813,06:45,213,6,50,86929,0.2641225,0.2740691
7/31/16 6:50,213.2847,06:50,213,6,55,86930,0.2643264,0.2738532
7/31/16 6:55,213.2882,06:55,213,6,0,86931,0.2643597,0.2734889
7/31/16 7:00,213.2917,07:00,213,7,5,86932,0.2643983,0.2726603
7/31/16 7:05,213.2951,07:05,213,7,10,86933,0.2644213,0.2716894
7/31/16 7:10,213.2986,07:10,213,7,15,86934,0.2644376,0.2702531
7/31/16 7:15,213.3021,07:15,213,7,20,86935,0.264548,0.2689552
7/31/16 7:20,213.3056,07:20,213,7,25,86936,0.2645854,0.2678991
7/31/16 7:25,213.3090,07:25,213,7,30,86937,0.2647246,0.2669448
