"","x","y","rowSums(fia.transp[3:31], na.rm = TRUE)"
"3095",605000,1054000,861358244.482751
"3096",613000,1054000,728662124.578326
"3097",621000,1054000,100597018.084028
"3098",629000,1054000,22073420.5715435
"3099",637000,1054000,32607207.8753753
"3100",645000,1054000,334539593.639612
"3101",661000,1054000,192076976.483263
"3102",669000,1054000,11476035.5343587
"3103",677000,1054000,379297967.049885
"3104",685000,1054000,0
"3105",693000,1054000,177978537.034464
"3106",709000,1054000,300410462.819394
"3107",717000,1054000,1310465104.31048
"3108",725000,1054000,733918888.643131
"3109",733000,1054000,2871692946.27794
"3110",741000,1054000,542507341.919104
"3111",749000,1054000,274398001.623884
"3112",757000,1054000,384637019.387953
"3113",773000,1054000,521045179.716489
"3114",797000,1054000,323583203.932192
"3115",805000,1054000,0
"3116",813000,1054000,1732018494.20752
"3117",821000,1054000,0
"3118",853000,1054000,1414257475.44775
"3119",861000,1054000,95430737.9679651
"3120",869000,1054000,545527882.642932
"3121",877000,1054000,423662664.766346
"3122",885000,1054000,670287253.325772
"3123",893000,1054000,410652449.930483
"3124",901000,1054000,271835137.649072
"3125",909000,1054000,267473385.874526
"3126",917000,1054000,148398765.349244
"3127",925000,1054000,443251288.408348
"3128",933000,1054000,188761244.936894
"3129",965000,1054000,436860885.00241
"3130",973000,1054000,437196972.406148
"3166",37000,1046000,853615303.5531
"3167",77000,1046000,212555036.857865
"3168",125000,1046000,275509197.204041
"3169",157000,1046000,123472985.770905
"3170",173000,1046000,91214971.5152713
"3171",181000,1046000,448053330.080805
"3172",189000,1046000,107151504.419906
"3173",197000,1046000,698645194.247356
"3174",213000,1046000,274671489.756705
"3175",221000,1046000,28904808.4170783
"3176",229000,1046000,44027698.2213866
"3177",237000,1046000,354320146.115534
"3178",245000,1046000,160308616.709832
"3179",253000,1046000,220232922.831873
"3180",261000,1046000,693518694.678576
"3181",269000,1046000,706209024.936894
"3182",277000,1046000,165309494.279054
"3183",285000,1046000,419468727.954753
"3184",293000,1046000,453640845.422773
"3185",301000,1046000,806504138.749982
"3186",309000,1046000,76724134.2779519
"3187",317000,1046000,392102663.332348
"3188",325000,1046000,481684961.168984
"3189",333000,1046000,419468874.621348
"3190",341000,1046000,673265698.323374
"3191",349000,1046000,452724116.708767
"3192",357000,1046000,90014471.7128514
"3193",365000,1046000,252893068.202906
"3194",373000,1046000,716604211.483733
"3195",381000,1046000,547047677.103328
"3196",389000,1046000,151333091.335251
"3197",397000,1046000,581062667.160436
"3198",405000,1046000,765698809.751072
"3199",413000,1046000,922158953.364861
"3200",421000,1046000,212324620.489336
"3201",429000,1046000,226815230.56264
"3202",437000,1046000,810256861.703008
"3203",445000,1046000,107262998.75396
"3204",453000,1046000,156563733.675621
"3205",461000,1046000,754835352.770304
"3206",469000,1046000,412564830.804306
"3207",477000,1046000,937645499.732592
"3208",485000,1046000,1114383522.31739
"3209",493000,1046000,241285662.538642
"3210",501000,1046000,885523737.129264
"3211",509000,1046000,293502532.032741
"3212",517000,1046000,305447813.130372
"3213",525000,1046000,157390616.696708
"3214",533000,1046000,436777354.162292
"3215",541000,1046000,519249284.264076
"3216",549000,1046000,470104348.50361
"3217",557000,1046000,1184020169.43284
"3218",565000,1046000,479945783.583946
"3219",573000,1046000,724287539.886935
"3220",581000,1046000,890762054.055004
"3221",589000,1046000,657680318.248767
"3222",597000,1046000,539077445.763281
"3223",605000,1046000,380934234.100608
"3224",613000,1046000,445888725.479274
"3225",621000,1046000,687593305.207641
"3226",629000,1046000,442126522.043223
"3227",637000,1046000,812272810.456228
"3228",645000,1046000,633762205.589218
"3229",653000,1046000,385181484.997419
"3230",661000,1046000,617937488.370337
"3231",669000,1046000,100594180.82967
"3232",677000,1046000,196732775.066379
"3233",685000,1046000,0
"3234",693000,1046000,0
"3235",701000,1046000,517328554.421593
"3236",709000,1046000,254727889.49777
"3237",717000,1046000,360723518.094084
"3238",725000,1046000,1120261098.9111
"3239",733000,1046000,579254219.025433
"3240",741000,1046000,802841024.279997
"3241",749000,1046000,345472998.176528
"3242",757000,1046000,988626182.796912
"3243",765000,1046000,112323122.429078
"3244",773000,1046000,208486431.624001
"3245",781000,1046000,0
"3246",789000,1046000,752554236.693629
"3247",797000,1046000,41761094.7670137
"3248",805000,1046000,380806324.294807
"3249",869000,1046000,505438835.663638
"3250",877000,1046000,2851433265.12021
"3251",885000,1046000,485023950.691493
"3252",901000,1046000,51368194.7101813
"3253",909000,1046000,163923402.016942
"3254",917000,1046000,328742094.656406
"3255",925000,1046000,511965903.556606
"3256",933000,1046000,724608949.944631
"3257",941000,1046000,469557094.963565
"3258",957000,1046000,44496816.6947613
"3259",965000,1046000,293366743.570758
"3260",973000,1046000,25092594.5748067
"3261",981000,1046000,590015598.74762
"3300",-19000,1038000,81906815.4527124
"3301",13000,1038000,136854326.777787
"3302",21000,1038000,182987217.512454
"3303",29000,1038000,634856694.872147
"3304",85000,1038000,297092468.916749
"3305",93000,1038000,328141681.261231
"3306",109000,1038000,0
"3307",141000,1038000,50313302.6108052
"3308",149000,1038000,233394782.779221
"3309",173000,1038000,60550337.5924969
"3310",181000,1038000,672906291.376983
"3311",189000,1038000,313154820.524843
"3312",197000,1038000,251203225.597833
"3313",205000,1038000,310922148.663041
"3314",213000,1038000,260325073.565239
"3315",221000,1038000,361724848.083584
"3316",229000,1038000,87267950.3299619
"3317",253000,1038000,154985942.493891
"3318",261000,1038000,245687573.65035
"3319",277000,1038000,307652468.933712
"3320",285000,1038000,602722953.350863
"3321",293000,1038000,477066554.761895
"3322",301000,1038000,129048791.647295
"3323",309000,1038000,695035404.677341
"3324",317000,1038000,519196550.510404
"3325",325000,1038000,236964411.79945
"3326",333000,1038000,489803208.248548
"3327",349000,1038000,136428540.556467
"3328",357000,1038000,548000627.077931
"3329",365000,1038000,588958929.769418
"3330",373000,1038000,646277507.917789
"3331",389000,1038000,173688469.016104
"3332",397000,1038000,507870694.724703
"3333",405000,1038000,726855927.082529
"3334",413000,1038000,534474670.649266
"3335",421000,1038000,1080868696.10137
"3336",429000,1038000,525887471.528121
"3337",437000,1038000,208017550.277699
"3338",445000,1038000,363829866.045908
"3339",453000,1038000,275122900.100788
"3340",461000,1038000,382470822.136586
"3341",477000,1038000,221227475.553704
"3342",485000,1038000,260504913.289855
"3343",493000,1038000,167199487.403036
"3344",501000,1038000,506935885.960838
"3345",509000,1038000,1083829985.75002
"3346",517000,1038000,84527688.1597132
"3347",525000,1038000,22423768.6212383
"3348",533000,1038000,538395583.099038
"3349",541000,1038000,304814629.883101
"3350",549000,1038000,455510337.157406
"3351",557000,1038000,632715925.683135
"3352",565000,1038000,573999992.797817
"3353",573000,1038000,296525366.846408
"3354",581000,1038000,667138340.618129
"3355",589000,1038000,187207753.339386
"3356",597000,1038000,383352419.659483
"3357",605000,1038000,693401213.743206
"3358",613000,1038000,546651002.239662
"3359",621000,1038000,652974362.624432
"3360",629000,1038000,578324989.15545
"3361",637000,1038000,609622282.419704
"3362",645000,1038000,25744743.1507363
"3363",653000,1038000,430248128.454193
"3364",661000,1038000,343286585.73444
"3365",669000,1038000,58173555.0095567
"3366",677000,1038000,45949370.8468088
"3367",685000,1038000,317834830.98912
"3368",693000,1038000,268807133.954077
"3369",701000,1038000,76531100.4017047
"3370",717000,1038000,338112306.389791
"3371",725000,1038000,207273411.75449
"3372",733000,1038000,179409931.390747
"3373",757000,1038000,130719343.040794
"3374",869000,1038000,596454848.354566
"3375",877000,1038000,542092530.353137
"3376",885000,1038000,11830804.6321001
"3377",981000,1038000,149275897.862111
"3419",125000,1030000,117442666.352398
"3420",133000,1030000,12188470.6180419
"3421",141000,1030000,372886008.927615
"3422",157000,1030000,111668930.499529
"3423",165000,1030000,198135328.466295
"3424",181000,1030000,463750217.615517
"3425",189000,1030000,246172679.261539
"3426",205000,1030000,494734181.968698
"3427",213000,1030000,92475212.640344
"3428",221000,1030000,930818111.009896
"3429",229000,1030000,28156773.7357443
"3430",245000,1030000,457965809.78419
"3431",253000,1030000,265639505.643893
"3432",269000,1030000,368044268.574299
"3433",285000,1030000,555688675.690634
"3434",293000,1030000,213371176.550926
"3435",301000,1030000,289698178.376041
"3436",309000,1030000,295902600.153023
"3437",317000,1030000,178093637.704775
"3438",325000,1030000,611334093.215793
"3439",333000,1030000,10602058.5214768
"3440",357000,1030000,464902146.112272
"3441",365000,1030000,568279623.901555
"3442",373000,1030000,307382681.42545
"3443",381000,1030000,189577924.043712
"3444",389000,1030000,1176240723.42447
"3445",397000,1030000,385660602.888132
"3446",405000,1030000,561381293.644456
"3447",413000,1030000,183485041.192637
"3448",421000,1030000,467630198.397461
"3449",429000,1030000,279427368.716616
"3450",437000,1030000,524357105.605458
"3451",445000,1030000,118500571.834957
"3452",453000,1030000,378760708.834541
"3453",461000,1030000,673133119.977458
"3454",469000,1030000,285060479.621992
"3455",477000,1030000,320120846.682916
"3456",485000,1030000,366111408.181207
"3457",493000,1030000,452892784.236106
"3458",501000,1030000,524012896.440671
"3459",509000,1030000,760221172.239301
"3460",517000,1030000,250615207.49756
"3461",525000,1030000,156089804.040823
"3462",533000,1030000,362664191.023273
"3463",541000,1030000,166067903.508891
"3464",549000,1030000,207618668.225681
"3465",557000,1030000,874277319.838125
"3466",565000,1030000,574213723.254216
"3467",573000,1030000,1787956048.92113
"3468",581000,1030000,89403307.7265445
"3469",589000,1030000,579684022.634961
"3470",597000,1030000,874017976.531789
"3471",605000,1030000,680691887.828906
"3472",613000,1030000,616188428.873268
"3473",621000,1030000,221551632.898993
"3474",629000,1030000,554947293.559983
"3475",637000,1030000,143950650.076336
"3476",645000,1030000,58833593.1850535
"3477",653000,1030000,675749511.778644
"3478",661000,1030000,122305871.819131
"3479",677000,1030000,413004888.725708
"3480",693000,1030000,170953759.349383
"3481",701000,1030000,218873305.889498
"3482",717000,1030000,1663114603.52752
"3483",725000,1030000,786712967.216342
"3484",749000,1030000,240867594.678654
"3525",133000,1022000,65681103.6061132
"3526",141000,1022000,266936362.803154
"3527",149000,1022000,151331990.294656
"3528",197000,1022000,59255989.9340988
"3529",205000,1022000,255714063.493091
"3530",221000,1022000,577614984.627957
"3531",237000,1022000,162454531.61803
"3532",253000,1022000,23365568.4748758
"3533",261000,1022000,161564735.196625
"3534",269000,1022000,561214747.174487
"3535",277000,1022000,5924234.37181389
"3536",285000,1022000,362583373.620078
"3537",293000,1022000,396243179.293917
"3538",301000,1022000,226675213.425677
"3539",317000,1022000,156413710.268138
"3540",333000,1022000,289999371.803721
"3541",341000,1022000,234705831.584233
"3542",349000,1022000,383714602.759603
"3543",357000,1022000,312228398.042543
"3544",365000,1022000,558390169.735459
"3545",373000,1022000,518524840.935127
"3546",381000,1022000,344053737.802714
"3547",389000,1022000,157748307.239403
"3548",397000,1022000,685772733.683006
"3549",405000,1022000,184929140.618755
"3550",413000,1022000,872905919.227184
"3551",421000,1022000,190892933.827014
"3552",429000,1022000,518306930.407968
"3553",437000,1022000,516438138.84614
"3554",445000,1022000,176882814.553801
"3555",453000,1022000,748676643.817065
"3556",461000,1022000,504572571.383764
"3557",469000,1022000,401476369.155997
"3558",477000,1022000,711162717.697387
"3559",485000,1022000,1371394843.05338
"3560",493000,1022000,127682377.455535
"3561",501000,1022000,962215560.697781
"3562",509000,1022000,750812385.847653
"3563",517000,1022000,665072325.207814
"3564",525000,1022000,896672843.124183
"3565",541000,1022000,335484507.290493
"3566",549000,1022000,312297698.718546
"3567",557000,1022000,165915011.060338
"3568",565000,1022000,675192377.209106
"3569",573000,1022000,571576713.299811
"3570",581000,1022000,601620323.297588
"3571",589000,1022000,136451500.97488
"3572",597000,1022000,616486581.799162
"3573",605000,1022000,455579673.78983
"3574",613000,1022000,988296100.501034
"3575",621000,1022000,259353831.433787
"3576",629000,1022000,322392740.003435
"3577",637000,1022000,698574957.47227
"3578",645000,1022000,535944233.836983
"3579",653000,1022000,330699775.250088
"3580",661000,1022000,79150072.6898614
"3581",669000,1022000,295941903.274461
"3582",685000,1022000,298189620.303747
"3583",693000,1022000,476725700.803912
"3584",717000,1022000,143246040.503853
"3585",733000,1022000,12188470.6180419
"3586",741000,1022000,233259661.635812
"3587",877000,1022000,75879374.0048262
"3588",885000,1022000,37466130.0980026
"3589",893000,1022000,439797651.324186
"3630",5000,1014000,294441567.229668
"3631",13000,1014000,409683232.40962
"3632",77000,1014000,87114159.3771911
"3633",109000,1014000,1385013.92908845
"3634",125000,1014000,2079045.04882947
"3635",133000,1014000,258239543.501193
"3636",149000,1014000,669329259.479602
"3637",165000,1014000,1385013.92908845
"3638",173000,1014000,252318647.854763
"3639",197000,1014000,32058145.7729827
"3640",205000,1014000,463363886.460717
"3641",213000,1014000,377406457.280456
"3642",229000,1014000,270437702.506699
"3643",237000,1014000,221885762.769959
"3644",245000,1014000,811459521.681156
"3645",261000,1014000,447484424.921307
"3646",269000,1014000,368300542.428403
"3647",277000,1014000,676777379.794667
"3648",293000,1014000,211764688.717065
"3649",301000,1014000,433814923.714342
"3650",317000,1014000,681979296.295962
"3651",341000,1014000,798843772.238322
"3652",349000,1014000,366263889.280968
"3653",357000,1014000,380321147.719482
"3654",365000,1014000,617247192.079399
"3655",373000,1014000,109329993.495133
"3656",381000,1014000,25937601.663558
"3657",389000,1014000,676046455.746421
"3658",397000,1014000,987363414.671029
"3659",413000,1014000,611291459.794662
"3660",421000,1014000,244536046.541795
"3661",429000,1014000,448875948.174246
"3662",437000,1014000,334569709.986711
"3663",445000,1014000,511209817.020749
"3664",453000,1014000,740697453.674475
"3665",461000,1014000,885558372.830489
"3666",469000,1014000,263291524.156678
"3667",477000,1014000,68875624.0665757
"3668",485000,1014000,387551816.32807
"3669",493000,1014000,259074384.779622
"3670",501000,1014000,250875865.666616
"3671",509000,1014000,545638653.596159
"3672",517000,1014000,511957182.431847
"3673",525000,1014000,53326583.2660561
"3674",533000,1014000,421153863.13261
"3675",541000,1014000,0
"3676",549000,1014000,454465140.596719
"3677",557000,1014000,322222276.352531
"3678",565000,1014000,671069130.245186
"3679",581000,1014000,417301995.671933
"3680",589000,1014000,311043746.333653
"3681",597000,1014000,735405948.915724
"3682",605000,1014000,696305614.889953
"3683",613000,1014000,520314969.574337
"3684",621000,1014000,603272428.290145
"3685",629000,1014000,280763966.766018
"3686",637000,1014000,921851033.443238
"3687",645000,1014000,90742229.3999901
"3688",653000,1014000,17085469.2969371
"3689",661000,1014000,228875843.173368
"3690",669000,1014000,326943023.687507
"3691",677000,1014000,106602904.566836
"3692",685000,1014000,72407474.2998398
"3693",693000,1014000,380863858.389296
"3694",733000,1014000,272650905.573763
"3695",741000,1014000,641552634.51214
"3697",869000,1014000,20095851.2649743
"3698",877000,1014000,332848694.919385
"3699",885000,1014000,181826317.069196
"3700",893000,1014000,650415805.174457
"3739",-3000,1006000,406311994.834815
"3740",117000,1006000,260802236.934816
"3741",125000,1006000,31078104.7511676
"3742",149000,1006000,471193378.742087
"3743",165000,1006000,151233425.143859
"3744",181000,1006000,218288937.34325
"3745",189000,1006000,265906601.853863
"3746",205000,1006000,21581003.9306569
"3747",221000,1006000,82532138.0812457
"3748",229000,1006000,346466455.277393
"3749",245000,1006000,281212788.901224
"3750",253000,1006000,242710757.741658
"3751",261000,1006000,381408862.957808
"3752",269000,1006000,110354737.184579
"3753",277000,1006000,90439454.0169413
"3754",285000,1006000,616907176.678133
"3755",293000,1006000,504529024.85263
"3756",301000,1006000,382293400.744734
"3757",309000,1006000,130443108.934046
"3758",317000,1006000,733355855.385153
"3759",325000,1006000,260873211.867147
"3760",333000,1006000,533370886.291117
"3761",341000,1006000,629676418.092771
"3762",357000,1006000,412351655.436157
"3763",365000,1006000,310978886.062175
"3764",373000,1006000,324940685.687022
"3765",381000,1006000,388641774.269181
"3766",389000,1006000,407102928.441646
"3767",397000,1006000,19494267.8334395
"3768",405000,1006000,274613277.575008
"3769",413000,1006000,196266875.508767
"3770",421000,1006000,539744362.704645
"3771",429000,1006000,724461486.526145
"3772",437000,1006000,538307025.605512
"3773",445000,1006000,910419321.111735
"3774",453000,1006000,371200078.159753
"3775",461000,1006000,432689830.176855
"3776",469000,1006000,190659737.534885
"3777",477000,1006000,526219601.654305
"3778",485000,1006000,364532988.384606
"3779",493000,1006000,478712609.00576
"3780",501000,1006000,518787480.78417
"3781",509000,1006000,455984587.774357
"3782",517000,1006000,509933190.054902
"3783",525000,1006000,272918476.141656
"3784",533000,1006000,485248927.79233
"3785",541000,1006000,714939686.413609
"3786",549000,1006000,456565093.895164
"3787",557000,1006000,328995382.853132
"3788",565000,1006000,707280420.505136
"3789",573000,1006000,1480146316.6793
"3790",581000,1006000,1170830641.48207
"3791",589000,1006000,1263706487.20599
"3792",597000,1006000,489296063.325299
"3793",605000,1006000,882566076.908622
"3794",613000,1006000,723478179.469817
"3795",621000,1006000,323372554.215416
"3796",629000,1006000,232568276.210673
"3797",637000,1006000,653912856.144009
"3798",645000,1006000,413902162.22106
"3799",653000,1006000,161149542.636707
"3800",669000,1006000,279437157.947356
"3801",677000,1006000,116670738.686248
"3802",685000,1006000,145319576.120248
"3804",877000,1006000,921100752.802886
"3805",885000,1006000,817563495.835167
"3806",901000,1006000,257102310.024484
"3807",909000,1006000,332140806.324048
"3808",917000,1006000,416505538.617569
"3844",29000,998000,231026159.634316
"3845",45000,998000,49097296.7393763
"3846",157000,998000,79379749.049844
"3847",173000,998000,1061036668.74246
"3848",181000,998000,348954673.558054
"3849",197000,998000,193224855.020956
"3850",237000,998000,364953045.13522
"3851",245000,998000,350378548.524518
"3852",261000,998000,484511226.168312
"3853",269000,998000,253240164.900977
"3854",285000,998000,813878948.272357
"3855",293000,998000,1018931796.8596
"3856",301000,998000,486128799.458389
"3857",309000,998000,719869827.946162
"3858",317000,998000,267000279.790984
"3859",325000,998000,101723472.52072
"3860",341000,998000,357111765.268943
"3861",349000,998000,779637475.111266
"3862",357000,998000,135023630.542152
"3863",365000,998000,417823087.451658
"3864",373000,998000,660897361.99755
"3865",381000,998000,334681683.814964
"3866",389000,998000,501066265.151368
"3867",397000,998000,354349560.899325
"3868",405000,998000,203159763.124843
"3869",413000,998000,294814719.93526
"3870",421000,998000,435315200.046446
"3871",429000,998000,357753723.985835
"3872",437000,998000,1900004815.65922
"3873",445000,998000,693240369.56186
"3874",453000,998000,379852373.043695
"3875",461000,998000,36166112.6212578
"3876",469000,998000,266215613.546817
"3877",477000,998000,752096414.048766
"3878",485000,998000,669972154.789141
"3879",493000,998000,380983600.486199
"3880",501000,998000,299983513.665329
"3881",509000,998000,465571105.918554
"3882",517000,998000,201377857.616925
"3883",525000,998000,233075376.360874
"3884",533000,998000,254727116.259664
"3885",541000,998000,855320654.429834
"3886",549000,998000,60910881.3961376
"3887",557000,998000,448969300.921748
"3888",565000,998000,715756776.975839
"3889",573000,998000,1093229515.61452
"3890",581000,998000,426040160.150982
"3891",589000,998000,800439032.457683
"3892",597000,998000,955034311.90645
"3893",605000,998000,1279013645.69641
"3894",613000,998000,368569196.613636
"3895",621000,998000,211019475.107763
"3896",629000,998000,591119556.419342
"3897",637000,998000,744555409.351493
"3898",645000,998000,25510002.8598325
"3899",661000,998000,471786453.206577
"3900",677000,998000,779546759.346888
"3901",685000,998000,1573389.05601081
"3903",861000,998000,985867019.324746
"3904",869000,998000,38419113.9401599
"3905",877000,998000,274271945.834505
"3906",885000,998000,885071123.678077
"3907",893000,998000,1439378360.3853
"3908",917000,998000,240791128.178154
"3909",925000,998000,827201038.496514
"3951",157000,990000,218204615.051926
"3952",189000,990000,310256639.244527
"3953",197000,990000,567315592.033355
"3954",229000,990000,128946689.17913
"3955",245000,990000,207505266.562777
"3956",253000,990000,178203977.690692
"3957",261000,990000,170370690.384317
"3958",269000,990000,396079546.334935
"3959",277000,990000,469625552.884964
"3960",285000,990000,130407991.882597
"3961",293000,990000,742048951.348488
"3962",309000,990000,511599053.906966
"3963",317000,990000,327393314.688708
"3964",325000,990000,484369899.4611
"3965",333000,990000,255377569.181626
"3966",341000,990000,532188387.209858
"3967",349000,990000,116006398.149693
"3968",357000,990000,289751977.709745
"3969",365000,990000,449837042.542743
"3970",373000,990000,566159338.304246
"3971",381000,990000,827437524.185632
"3972",397000,990000,172307792.024695
"3973",405000,990000,178399506.446025
"3974",413000,990000,360307034.440803
"3975",421000,990000,706611072.895307
"3976",429000,990000,633743160.147196
"3977",437000,990000,390428982.067776
"3978",445000,990000,742803412.13972
"3979",453000,990000,386362150.253663
"3980",461000,990000,162159839.1247
"3981",469000,990000,484618683.29056
"3982",477000,990000,550094790.039463
"3983",485000,990000,846720692.037159
"3984",493000,990000,713585634.954459
"3985",501000,990000,558824470.353686
"3986",509000,990000,850027017.948823
"3987",517000,990000,609398921.540238
"3988",525000,990000,288681128.341113
"3989",533000,990000,941059602.626225
"3990",541000,990000,261860974.908298
"3991",549000,990000,569300038.579197
"3992",557000,990000,305996784.010439
"3993",565000,990000,477538564.152603
"3994",573000,990000,795995639.855297
"3995",581000,990000,527431160.225329
"3996",589000,990000,827487819.660158
"3997",597000,990000,551463956.475997
"3998",605000,990000,813640626.011875
"3999",613000,990000,651855392.021535
"4000",621000,990000,186867721.414789
"4001",629000,990000,223430621.174084
"4002",637000,990000,276563786.467059
"4003",645000,990000,180414473.503186
"4004",653000,990000,170349583.458873
"4005",661000,990000,393725570.166317
"4006",669000,990000,252987111.854191
"4007",677000,990000,417905611.620861
"4008",717000,990000,598689555.237552
"4009",861000,990000,1555116467.68327
"4010",877000,990000,333895510.983481
"4011",885000,990000,1072731270.70471
"4012",901000,990000,417752688.332532
"4013",909000,990000,207517020.2914
"4014",917000,990000,159394507.294248
"4015",925000,990000,262554450.173495
"4016",933000,990000,78584359.151124
"4017",941000,990000,305179255.255386
"4018",949000,990000,420778766.790147
"4068",13000,982000,91795889.0470722
"4069",37000,982000,40860857.2715236
"4070",165000,982000,268925726.112871
"4071",173000,982000,265946409.876798
"4072",189000,982000,248332733.770638
"4073",245000,982000,430017258.242794
"4074",253000,982000,663823315.110797
"4075",261000,982000,504642092.94226
"4076",269000,982000,31394617.0494892
"4077",277000,982000,545679581.594839
"4078",293000,982000,201835505.324242
"4079",301000,982000,360074263.14964
"4080",309000,982000,199604931.363886
"4081",317000,982000,33290901.2264446
"4082",325000,982000,564347314.1742
"4083",333000,982000,285241407.041941
"4084",349000,982000,219256936.934533
"4085",357000,982000,46569696.5934955
"4086",365000,982000,773355013.930508
"4087",373000,982000,267584713.26106
"4088",381000,982000,615060950.716868
"4089",389000,982000,186668583.111015
"4090",397000,982000,482621709.789951
"4091",405000,982000,658247012.588432
"4092",413000,982000,446097013.638465
"4093",421000,982000,422992222.316641
"4094",429000,982000,695017304.761872
"4095",437000,982000,283965407.308069
"4096",445000,982000,146564708.224534
"4097",453000,982000,1150240331.31056
"4098",461000,982000,462508827.277503
"4099",469000,982000,234511701.069146
"4100",477000,982000,591988710.99671
"4101",485000,982000,323798130.887588
"4102",493000,982000,527495827.893812
"4103",501000,982000,261728853.107563
"4104",509000,982000,131696510.444752
"4105",517000,982000,362572371.436814
"4106",525000,982000,185045891.980286
"4107",533000,982000,11778420.6302336
"4108",549000,982000,346938709.724745
"4109",557000,982000,380902222.166984
"4110",565000,982000,1838192762.21587
"4111",573000,982000,491499437.375241
"4112",581000,982000,368595161.781787
"4113",589000,982000,752626071.171314
"4114",597000,982000,1104716174.17793
"4115",605000,982000,336765258.556066
"4116",613000,982000,228466879.677296
"4117",621000,982000,544696078.381708
"4118",629000,982000,868355856.889447
"4119",637000,982000,664476037.962564
"4120",645000,982000,174024637.477677
"4121",653000,982000,201851940.179433
"4122",677000,982000,117933717.383316
"4123",717000,982000,409186807.515525
"4124",877000,982000,356250727.539413
"4125",885000,982000,321765866.566981
"4126",893000,982000,330891839.797708
"4127",901000,982000,415376017.211458
"4128",909000,982000,651054292.908396
"4129",917000,982000,178279844.309174
"4130",925000,982000,94868066.0055899
"4131",933000,982000,102265714.83399
"4132",941000,982000,153297792.582708
"4133",949000,982000,425232828.001509
"4182",45000,974000,278425616.240075
"4183",141000,974000,54359956.1452108
"4184",165000,974000,75419504.1285617
"4185",221000,974000,3402629156.96225
"4186",245000,974000,205296810.660643
"4187",253000,974000,344408189.032198
"4188",301000,974000,366070588.528469
"4189",309000,974000,538200144.990349
"4190",317000,974000,232049398.578504
"4191",325000,974000,227449595.150705
"4192",333000,974000,449125346.315724
"4193",341000,974000,777179408.75637
"4194",349000,974000,304294721.684967
"4195",365000,974000,261408548.351299
"4196",389000,974000,304915470.062026
"4197",397000,974000,334024459.415847
"4198",405000,974000,83425782.566746
"4199",413000,974000,777634820.410553
"4200",421000,974000,65239719.7870194
"4201",429000,974000,117654336.386672
"4202",437000,974000,575990057.09699
"4203",445000,974000,484915190.162227
"4204",453000,974000,419910173.326508
"4205",461000,974000,758862621.785159
"4206",469000,974000,715651874.782328
"4207",477000,974000,520840762.146492
"4208",485000,974000,1001004764.01999
"4209",493000,974000,50558267.7594193
"4210",501000,974000,389716849.113415
"4211",509000,974000,300784243.458401
"4212",517000,974000,216731584.602117
"4213",525000,974000,487829177.023265
"4214",533000,974000,1093876057.27644
"4215",541000,974000,458300432.871375
"4216",549000,974000,470259982.141274
"4217",557000,974000,470591770.596362
"4218",565000,974000,482322658.453678
"4219",573000,974000,2987080710.45929
"4220",581000,974000,436048758.311817
"4221",589000,974000,796170828.811449
"4222",597000,974000,525922127.622706
"4223",605000,974000,720601819.781347
"4224",613000,974000,201990298.860706
"4225",621000,974000,930183044.09059
"4226",629000,974000,211373475.113633
"4227",637000,974000,334728122.922617
"4228",645000,974000,450702750.742441
"4229",653000,974000,367980170.18013
"4230",669000,974000,267922374.938683
"4231",701000,974000,314230987.881693
"4232",709000,974000,387354494.574808
"4233",853000,974000,0
"4234",869000,974000,341303237.122245
"4235",877000,974000,134118385.043598
"4236",885000,974000,1534322184.22284
"4237",901000,974000,615973508.402587
"4238",909000,974000,108695028.572584
"4239",917000,974000,1230225476.68138
"4240",925000,974000,1450718663.36865
"4241",941000,974000,118389132.655176
"4242",957000,974000,106912750.060838
"4243",973000,974000,458806321.556127
"4244",981000,974000,769128782.689291
"4303",141000,966000,130170650.411716
"4304",173000,966000,112640026.826394
"4305",181000,966000,173121120.415544
"4306",205000,966000,1135800381.20268
"4307",213000,966000,348126644.646813
"4308",221000,966000,389734692.078629
"4309",229000,966000,169522029.154937
"4310",245000,966000,435869304.485538
"4311",253000,966000,724510033.825156
"4312",269000,966000,443565016.783048
"4313",285000,966000,432757738.788501
"4314",293000,966000,519248909.549882
"4315",301000,966000,672419354.839973
"4316",309000,966000,416128854.371871
"4317",317000,966000,281272121.789505
"4318",333000,966000,33440926.3609254
"4319",341000,966000,603215353.41818
"4320",349000,966000,535154137.459538
"4321",365000,966000,80655306.8105603
"4322",381000,966000,511700464.453898
"4323",389000,966000,137836841.251559
"4324",397000,966000,394859928.631029
"4325",405000,966000,223502204.394161
"4326",413000,966000,609151582.063331
"4327",429000,966000,670236019.727733
"4328",445000,966000,105463183.810701
"4329",453000,966000,41899768.7480384
"4330",461000,966000,217785852.954353
"4331",469000,966000,349675834.145122
"4332",477000,966000,345910619.455195
"4333",485000,966000,64912914.2189207
"4334",493000,966000,199956823.356277
"4335",501000,966000,435226066.92739
"4336",509000,966000,465532265.843582
"4337",517000,966000,612129377.166892
"4338",525000,966000,307313620.545279
"4339",533000,966000,192797565.279886
"4340",541000,966000,267876379.131666
"4341",549000,966000,236562449.220154
"4342",557000,966000,440323637.258379
"4343",565000,966000,272226237.119346
"4344",573000,966000,497389084.739373
"4345",581000,966000,512259463.903736
"4346",589000,966000,677430203.144511
"4347",597000,966000,165143550.73624
"4348",605000,966000,384101099.79965
"4349",613000,966000,922500630.31976
