1,1,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0
1,1,30,0,0,0.0056402,0,0,0.0028326,0.0057893,0.00033967,0.00099798,NaN,0.0024702,0.0017175,0,0.00014643,0.0017849,0.0031132,0,0,0.0006804,0,0.0031919,0.00068137
1,1,100,0,0,0.01408,0.00030311,0.0029451,0.014354,0.013776,0.0029821,0.0022146,NaN,0.017361,0.0053132,0.00054374,0.00082906,0.0038799,0.010772,0.010383,0.00021693,0.004224,0,0.0067986,0
1,1,130,0,0,0.018039,0.00083088,0.00442,0.017994,0.0177,0.0038627,0.003219,NaN,0.024618,0.007193,0.0015019,0.0016831,0.0058312,0.015296,0.014388,0,0.0055351,0,0.011209,0.0012866
1,1,200,0,0,0.027423,0.00078651,0.0061957,0.027289,0.024221,0.005201,0.0034846,NaN,0.026617,0.010523,0.002284,0.0027088,0.0076371,0.017851,0.013071,0.000286,0.0054698,0,0.014849,0.0011967
1,1,230,0,0,0.019553,0,0.0025361,0.012688,0.015921,0.0035518,0.0039704,NaN,0,0.0060566,0.0015266,0.00057058,0.0087151,0,0,0,0.0039208,0,0.014535,0.0022691
1,1,300,0,0,0.01966,0.00014143,0.0018922,0.016669,0.016631,0.0033521,0.0039202,NaN,0.018914,0.0082197,0.00093097,0,0.0088889,0.0091155,0.010627,0,0.0039791,0,0.015004,0.0017932
1,1,330,0,0,0.023826,8.351e-05,0.00033771,0.018061,0.017997,0.0032156,0.0040667,NaN,0.019022,0.0086409,0.00015177,0,0.010095,0.014294,0.012772,0,0.0022871,0,0.014665,0.0020729
1,1,400,0,0,0.020231,0,0,0.014057,0.014568,0.0018703,0.0037035,NaN,0.011105,0.006194,0,0,0.010272,0.0093172,0.0099828,0,0.0013575,0,0.013157,0.00045244
1,1,430,0,0,0.026458,0,0.0014228,0.025475,0.022512,0.0031188,0.004067,NaN,0.021045,0.010085,0.00050313,0,0.01179,0.0091131,0.011964,1.5082e-05,0.0055061,0,0.0152,0.0011208
1,1,500,0,0,0.027883,0,0.0013616,0.024028,0.021076,0.0031566,0.0043391,NaN,0.012952,0.0098036,0.00043134,4.2755e-05,0.011824,0.0091666,0.014294,5.3379e-05,0.0037061,0,0.016468,0.0014207
1,1,530,0,0,0.033819,0,0.00068434,0.02994,0.024346,0.0033304,0.0044892,NaN,0.023564,0.011534,0,0,0.012441,0.010298,0.010343,0.00021375,0.003631,0,0.016132,0.00017575
1,1,600,0,0,0.039264,0.00023369,0.0018186,0.036179,0.028741,0.0048226,0.0051789,NaN,0.021247,0.013574,0.0009365,0.00044248,0.013827,0.012667,0.014638,0.00066679,0.0045634,0,0.017,9.0678e-05
1,1,630,0,0,0.037269,0,0.0026484,0.032283,0.028776,0.0045438,0.0055472,NaN,0.011242,0.013135,0.0015243,0.0012296,0.014758,0.010269,0.012668,0,0.0054911,0,0.019053,0
1,1,700,0,0,0.038908,0.00061507,0.0028811,0.033202,0.029224,0.0049593,0.0054984,NaN,0.01584,0.013282,0.0019436,0.0011434,0.015391,0.010316,0.017964,3.8668e-06,0.0046801,0,0.019521,0.0013563
1,1,730,0,0,0.041299,8.8441e-05,0.0024955,0.038926,0.031433,0.0050501,0.005537,NaN,0.020943,0.015891,0.0021738,0.0010393,0.016008,0.014249,0.015308,0.00026793,0.0069649,0,0.019572,0.0019324
1,1,800,0,0,0.039493,0.00014186,0.0012295,0.034643,0.02901,0.0056968,0.0056988,NaN,0.014949,0.013995,0.0025934,0,0.016341,0.010148,0.022787,0,0.002922,0,0.020437,0.0029054
