Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14
WCR,210,530,0.535,235.37,0,0.0027439,0,0,0.019345,0,0,0,0.00095222,0,0,0,0,0.0042099
WCR,210,600,0.659,420.75,0,0.0023869,0,0,0.018765,0.00030107,0.0003858,0,0.00061981,0,0,0,0,0
WCR,210,630,0.734,608.23,0,0.0076408,0,0.0018987,0.021339,0.0033034,0.0011509,0,0.00072921,0,0,0,0,0.00029064
WCR,210,700,0.756,798.99,0.018248,0.073711,0.049535,0.022674,0.041053,0.016288,0.023803,0,0.0033366,0.00058285,0,0,0.011497,NaN
WCR,210,730,0.743,984.79,0.099741,0.17795,0.19818,0.070588,0.095071,0.07296,0.10852,0.033093,0.011027,0.01435,0.048871,0.0021947,0.059484,NaN
WCR,210,800,0.751,1162.3,0.17386,0.25496,0.3074,0.10399,0.18313,0.15897,0.15751,0.085517,0.023329,0.031839,0.077328,0.039077,0.14366,0.42389
WCR,210,830,0.799,1317.9,0.19834,0.2835,0.31455,0.14328,0.24801,0.20158,0.17093,0.11147,0.03439,0.042847,0.087252,0.092489,0.20999,0.36832
WCR,210,900,0.894,1471,0.21482,0.2963,0.32164,0.18619,0.30899,0.21804,0.20881,0.23244,0.042554,0.053178,0.18469,0.14344,0.25509,0.35513
WCR,210,930,0.967,1600,0.23892,0.30289,0.34422,0.23071,0.3634,0.2363,0.20788,0.27343,0.048039,0.056004,0.23495,0.2223,0.29896,0.38394
WCR,210,1000,1.072,1710.1,0.26393,0.31825,0.36681,0.24908,0.4006,0.25187,0.25113,0.31503,0.054347,0.056853,0.31974,0.30614,0.33442,0.42563
WCR,210,1030,1.05,1811.6,0.28375,0.33965,0.36954,0.27828,0.43361,0.26816,0.2892,0.41163,0.059614,0.060445,0.39667,0.36839,0.36412,0.44804
WCR,210,1100,1.118,1953.1,0.31244,0.3682,0.40822,0.29583,0.4604,0.27777,0.30261,0.43009,0.065225,0.062999,0.45741,0.43612,0.39426,0.46876
WCR,210,1130,1.118,1629.2,0.32745,0.35969,0.44524,0.29928,0.46972,0.29884,0.30171,0.45174,0.065719,0.062923,0.53127,0.47476,0.41177,0.48573
WCR,210,1200,1.15,1642.1,0.33168,0.37408,0.44259,0.32152,0.4725,0.3009,0.29747,0.5152,0.067077,0.067032,0.59937,0.45639,0.41598,0.5058
WCR,210,1230,1.149,1707.4,0.35533,0.40215,0.45131,0.33331,0.46543,0.30578,0.30499,0.60825,0.069224,0.072093,0.69425,0.46124,0.43083,0.53601
WCR,210,1300,1.141,1602.5,0.3459,0.38475,0.399,0.33144,0.44822,0.29305,0.2832,0.57173,0.066059,0.071288,0.66014,0.43938,0.41596,0.49229
WCR,210,1330,1.106,1120.6,0.33476,0.38297,0.3912,0.32993,0.43631,0.2906,0.28326,0.53707,0.064253,0.070176,0.54803,0.43742,0.41119,0.47349
WCR,210,1400,1.087,812.3,0.33725,0.38235,0.40636,0.32972,0.42298,0.29777,0.29338,0.50026,0.063922,0.073034,0.54099,0.46502,0.41082,0.50117
WCR,210,1430,1.071,678.55,0.32653,0.38014,0.39973,0.33012,0.41812,0.29796,0.28227,0.46769,0.062987,0.074739,0.49927,0.4333,0.41476,0.49213
WCR,210,1500,1.116,724.37,0.31881,0.35612,0.3748,0.31102,0.38896,0.28698,0.26345,0.43362,0.064946,0.068701,0.48764,0.43035,0.39405,0.43903
WCR,210,1530,1.116,552.85,0.28274,0.31619,0.33667,0.29275,0.35511,0.26349,0.23254,0.37462,0.062734,0.064118,0.42273,0.38216,0.35677,0.38713
WCR,210,1600,1.197,883.76,0.25638,0.2904,0.33597,0.28395,0.33924,0.24858,0.23138,0.33993,0.060189,0.061876,0.39439,0.36069,0.33559,0.38794
WCR,210,1630,1.387,775.52,0.25973,0.27891,0.34154,0.27782,0.34601,0.25416,0.24238,0.33871,0.057963,0.057737,0.38099,0.36587,0.35345,0.38469
WCR,210,1700,1.272,316.29,0.25776,0.27995,0.31519,0.27343,0.32474,0.24752,0.20031,0.34236,0.058133,0.05507,0.39462,0.35574,0.33419,0.3527
WCR,210,1730,1.219,205.71,0.27683,0.28662,0.41258,0.29555,0.36655,0.25795,0.25634,0.3465,0.055536,0.053282,0.43505,0.3986,0.38193,0.43945
WCR,210,1800,1.199,109.74,0.29417,0.30687,0.37795,0.29444,0.34375,0.25059,0.23131,0.42199,0.057462,0.055586,0.46684,0.38391,0.35775,0.41161
WCR,210,1830,1.169,124.03,0.18837,0.20408,0.24253,0.21921,0.24495,0.18764,0.14111,0.20893,0.050312,0.046638,0.23414,0.27846,0.26768,0.26734
WCR,210,1900,1.073,48.857,0.163,0.17301,0.21176,0.1904,0.22543,0.15589,0.11798,0.16085,0.044179,0.042356,0.1865,0.23238,0.22655,0.22218
WCR,210,1930,0.883,0,0.12453,0.13014,0.14888,0.14185,0.16336,0.11341,0.077566,0.1166,0.035817,0.033406,0.12421,0.1708,0.16664,0.16313
WCR,210,2000,0.837,0,0.091168,0.098701,0.11316,0.097027,0.10968,0.078213,0.049047,0.085121,0.027072,0.025885,0.089902,0.11423,0.12243,0.12346
WCR,210,2030,0.743,0,0.085483,0.092426,0.095429,0.075772,0.085723,0.068565,0.041937,0.076564,0.023329,0.021857,0.084115,0.086209,0.097261,0.10646
WCR,210,2100,0.626,0,0.065331,0.075539,0.070488,0.053723,0.050494,0.04693,0.028415,0.061322,0.017983,0.018444,0.060764,0.047793,0.063438,0.081417
WCR,210,2130,0.628,0,0.051391,0.058378,0.052259,0.034743,0.024753,0.030492,0.017401,0.047748,0.013081,0.013608,0.046327,0.024304,0.040794,0.061304
WCR,210,2200,0.669,0,0.033505,0.047377,0.036982,0.022648,0.0096703,0.020514,0.010138,0.035186,0.0090896,0.011193,0.035729,0.0083736,0.025941,0.045352
WCR,210,2230,0.629,0,0.061437,0.03764,0.024613,0.015506,0.001075,0.0157,0.0054542,0.026538,0.0059416,0.0088752,0.024766,0.0013973,0.017948,0.033478
WCR,210,2300,0.604,0,0.030193,0.030603,0.01791,0.01041,0,0.011404,0.00088945,0.016235,0.0041237,0.0071037,0.016397,0,0.012191,0.02371
WCR,210,2330,0.603,0,0.017857,0.025593,0.016151,0.0059052,0,0.0084462,0,0.0098416,0.0030004,0.0046761,0.01155,0,0.0082662,0.020764
WCR,211,0,0.617,0,0.014463,0.020631,0.015602,0.0033317,0,0.0066439,0,0.0072025,0.0018903,0.003524,0.010487,0,0.0054234,0.021431
WCR,211,30,0.583,0,0.011119,0.018408,0.016135,0.0012824,0,0.0047382,0,0.0037852,0.0010386,0.0026646,0.0079414,0,0.0028708,0.022134
WCR,211,100,0.543,0,0.0096467,0.016395,0.018109,0,0,0.0031803,0,0.0026808,0.00084345,0.0016979,0.0070407,0.010877,0.0021028,0.023422
WCR,211,130,0.482,0,0.013461,0.013016,0.02037,0,0,0.002862,0,0.0050374,0.00083743,0,0.0080242,0.0022842,0.0040406,0.026834
WCR,211,200,0.479,0,0.0092115,0.0098588,0.022689,0,0,0.0028236,0,0.0066332,0.00013399,0,0.0092451,0.0027731,0.0025268,0.029851
WCR,211,230,0.425,0,0.0049222,0.0090775,0.023938,0,0,0.0022437,0,0.0072185,0,0,0.0096357,0,2.79E-05,0.030065
WCR,211,300,0.355,0,0.0023909,0.0068853,0.021877,0,0,0.0035205,0,0.0062274,0,0.00071227,0.010403,0,0,0.028975
WCR,211,330,0.314,0,0.0030775,0.0051313,0.020129,0,0,0.0021133,0,0.0070566,0,0.00030779,0.0086921,0.0011145,0,0.02593
WCR,211,400,0.264,0,0.0016684,0.002847,0.018474,0,0.0034219,0.0027436,0,0.0068352,0,0.00059572,0.0089475,0.0020011,0,0.024769
WCR,211,430,0.226,0,0.00064703,0,0.014254,0,0.0063045,0.0025282,0,0.0026987,0,0,0.0075785,0.0010303,0,0.020931
WCR,211,500,0.218,91.645,0,0,0.0115,0,0.01033,0.0031316,0,0,0,0,0.0060684,0.0023065,0.00072659,0.018122
WCR,211,530,0.249,229.38,0,0,0.0085449,0.00079459,0.014632,0.0031623,0.00099512,0,0,7.02E-05,5.89E-05,0.0024503,0.00064669,0.015175
WCR,211,600,0.284,395.31,0,0,0.0063266,0.0011619,0.020941,0.0034048,0.0023134,0.00030507,0,0.0014348,0,0.0021434,0,0.012309
WCR,211,630,0.342,582.71,0,0,0.0065649,0.001829,0.027822,0.0044184,0.0043904,0.0012438,0,0.001867,0,0.0050696,0.0016088,0.011976
WCR,211,700,0.409,769.89,0.0041155,0.0070048,0.021371,0.0049477,0.039992,0.0084208,0.010147,0.0036436,0.00042287,0.0057276,0,0.010842,0.0063222,0.023991
WCR,211,730,0.512,949.92,0.025099,0.042454,0.061906,0.015821,0.064342,0.025563,0.02355,0.015914,0.0044864,0.011262,0.0076887,0.017076,0.01966,0.098731
WCR,211,800,0.645,1125,0.068662,0.10882,0.15309,0.045549,0.12248,0.077599,0.05164,0.040087,0.013271,0.022137,0.029773,0.035238,0.056964,0.2519
WCR,211,830,0.803,1285.2,0.13334,0.19319,0.25691,0.091459,0.21046,0.14698,0.091968,0.089331,0.025494,0.035858,0.073742,0.06909,0.12287,0.34965
WCR,211,900,0.969,1427.1,0.21267,0.26546,0.33661,0.14875,0.31908,0.20443,0.15883,0.20564,0.039295,0.046464,0.18077,0.13999,0.21422,0.37526
WCR,211,930,1.087,1500.2,0.26997,0.31781,0.3729,0.21705,0.41885,0.2382,0.20521,0.3311,0.050706,0.054285,0.31225,0.25469,0.29926,0.408
WCR,211,1000,1.189,1611,0.30363,0.34808,0.39188,0.25639,0.4879,0.26502,0.24586,0.42699,0.05907,0.058712,0.4514,0.37324,0.3508,0.46789
WCR,211,1030,1.276,1736.9,0.32972,0.36797,0.39006,0.28425,0.53413,0.28534,0.27453,0.5089,0.064574,0.061494,0.52557,0.4369,0.38784,0.47656
WCR,211,1100,1.346,1568.1,0.34165,0.37634,0.40849,0.29516,0.5649,0.29237,0.27225,0.4769,0.068521,0.061759,0.52824,0.47072,0.40576,0.45469
WCR,211,1130,1.368,1650.3,0.35277,0.37794,0.43015,0.30325,0.55789,0.30386,0.2748,0.50152,0.069946,0.062648,0.57049,0.48123,0.41998,0.48519
WCR,211,1200,1.454,1637.2,0.36599,0.39339,0.43971,0.32167,0.56924,0.30826,0.27451,0.56121,0.071295,0.063139,0.62461,0.49517,0.43778,0.50982
WCR,211,1230,1.477,1905.4,0.36248,0.39492,0.41097,0.32175,0.53192,0.29683,0.26212,0.57431,0.06957,0.068498,0.63586,0.46298,0.42222,0.49145
WCR,211,1300,1.459,1974,0.37352,0.40557,0.40254,0.32934,0.52759,0.2966,0.26364,0.58915,0.069006,0.068477,NaN,0.46817,0.43026,0.49507
WCR,211,1330,1.532,1704,0.37228,0.40648,0.40447,0.33475,0.53468,0.30723,0.27158,0.53486,0.0685,0.066178,NaN,0.47257,0.43999,0.49474
WCR,211,1400,1.323,493.99,0.37632,0.42057,0.42494,0.34264,0.52964,0.31961,0.2808,0.53385,0.070951,0.068504,0.55388,0.49596,0.45203,0.52107
WCR,211,1430,0.517,177.09,0.37069,0.42253,0.40651,0.33924,0.49576,0.31567,0.25547,0.53883,0.07304,0.076869,0.56684,0.47626,0.45526,0.4938
WCR,211,1500,0.392,349.26,0.3614,0.40952,0.41032,0.32907,0.47756,0.30942,0.26179,0.48431,0.072554,0.072783,0.53466,0.48028,0.44054,0.49123
WCR,211,1530,0.535,1179,0.28566,0.31752,0.28803,0.26635,0.33529,0.23851,0.18385,NaN,0.068845,0.065205,0.39166,0.36305,0.32781,0.32518
WCR,211,1600,0.725,1054,0.13281,0.16157,0.11345,0.15641,0.16811,0.12261,0.086387,NaN,0.05366,0.049449,0.15632,0.16792,0.16577,0.13974
WCR,211,1630,0.818,886.44,0.087114,0.10631,0.071818,0.1268,0.15445,0.089036,0.063916,0.08183,0.040342,0.038341,0.077364,0.11853,0.1362,0.077498
WCR,211,1700,0.728,707.26,0.15786,0.15169,0.20994,0.17935,0.29212,0.16149,0.1228,0.088996,0.039978,0.038811,0.11148,0.22922,0.27703,0.16355
WCR,211,1730,0.899,523.24,0.23403,0.22044,0.36134,0.22907,0.34226,0.21875,0.18003,0.1786,0.045752,0.048927,0.21691,0.32472,0.33515,0.37404
WCR,211,1800,0.957,324.14,0.2532,0.24101,0.34531,0.24191,0.33355,0.211,0.16662,0.25014,0.049312,0.051133,0.32192,0.32296,0.31906,0.31562
WCR,211,1830,0.948,177.63,0.22804,0.21859,0.30835,0.22695,0.30318,0.18158,0.14454,0.20592,0.049976,0.050656,0.256,0.28102,0.28259,0.28551
WCR,211,1900,0.922,49.631,0.22393,0.21824,0.28177,0.22198,0.2839,0.17749,0.15175,0.16377,0.054288,0.051015,0.21748,0.26592,0.25416,0.29142
WCR,211,1930,0.783,0,0.17609,0.18375,0.19124,0.15711,0.21005,0.14609,0.1314,0.12713,0.050778,0.04598,0.15588,0.19121,0.18956,0.20111
WCR,211,2000,0.686,0,0.14306,0.15052,0.13214,0.10152,0.13991,0.1092,0.079695,0.098731,0.044233,0.039205,0.12179,0.12862,0.14103,0.14228
WCR,211,2030,0.653,0,0.099504,0.11024,0.093835,0.060688,0.08006,0.067908,0.046014,0.08124,0.034417,0.030506,0.092901,0.074426,0.087577,0.10124
WCR,211,2100,0.63,0,0.06563,0.077392,0.063,0.03639,0.043313,0.038498,0.029095,0.067098,0.02384,0.021991,0.073375,0.035366,0.053957,0.070201
WCR,211,2130,0.588,0,0.045795,0.058225,0.040929,0.023037,NaN,0.023841,0.018333,0.049969,0.016452,0.017044,0.055138,0.014932,0.035624,0.048031
WCR,211,2200,0.553,0,0.034588,0.044726,0.027852,0.014173,NaN,0.014874,0.0056169,0.02716,0.011668,0.012745,0.037212,0.0075218,0.024357,0.031241
WCR,211,2230,0.476,0,0.026468,0.034659,0.018748,0.0086518,0.013847,0.0099489,4.92E-05,0.015554,0.0082777,0.007123,0.02812,0.0036564,0.018142,0.02204
WCR,211,2300,0.424,0,0.025216,0.027103,0.012743,0.0055462,0.011857,0.0063798,0,0.0099089,0.00584,0.0041116,0.020489,0,0.012259,0.016634
WCR,211,2330,0.348,0,0.017856,0.021322,0.0091984,0.0033553,0.011219,0.0045434,0,0.0071051,0.0035475,0.002378,0.014278,0,0.0083431,0.012794
WCR,212,0,0.312,0,0.012382,0.018368,0.0043706,0.0021512,0.010576,0.0031515,0,0.010236,0.0019584,0.0031323,0.010232,0,0.0045137,0.0091174
WCR,212,30,0.268,0,0.011805,0.016028,0.00068423,0.0017189,0.010311,0.0022387,0,0.0095139,0.00078802,0.003136,0.0057254,0,0.0019378,0.0043946
WCR,212,100,0.272,0,0.0077243,0.012701,0,0.00060331,0.014925,0.0017761,0,0.00433,0,0.003983,0.0013559,0,0.00031919,0.00090519
WCR,212,130,0.265,0,0.0061119,0.010036,0,0,0.020533,0.0006185,0,0.00014703,0,0.0043627,0,0,0,0
WCR,212,200,0.257,0,0.0042935,0.008512,0,0,0.022744,0.00012252,0,0,0,0.0045101,0,0,0,0
WCR,212,230,0.233,0,NaN,0.0063889,0,0,0.026422,0,0,0,0,0.0034591,0,0,0,0
WCR,212,300,0.243,0,NaN,0.0055251,0,0,0.02994,0,0,0,0,0.0046377,0,0,0,0
WCR,212,330,0.234,0,0.0016359,0.0028001,0,0,0.031821,0,0,0,0,0.0029828,0,0,0,0
WCR,212,400,0.194,0,2.67E-05,0.0014508,0,0,0.036188,0,0.001089,0,0,0.0023306,0,0,0,0
WCR,212,430,0.168,0,0.0020309,0.00060357,0.00071736,0,0.045014,0,0.0021113,0,0,0.00026385,0,0,6.92E-05,0
WCR,212,500,0.123,32.99,0,0,0.0033049,0,0.049982,0,0.0026767,0,0,0.00092812,0,0,0,0
WCR,212,530,0.135,220.06,0.0014191,0,0.0048552,0,0.055687,0,0.0054676,0.0029921,0,0.00027344,0,0.0025115,0.001313,0.0020504
WCR,212,600,0.211,396.18,0.00059909,0,0.0055274,0,0.067368,0,0.0064983,0.0032949,0,0.0013394,0,0.0035739,0.0018456,0.0037366
WCR,212,630,0.293,576.21,0,0,0.0044532,0,0.078923,0,0.0080944,0.0053229,0,0.0026786,0,0.0032169,0.0014029,0.0050311
WCR,212,700,0.364,767.86,0.0022702,0.0012835,0.0081778,0,0.085134,0,0.0099675,0.0066657,0,0.0026629,0,0.0058048,0.0039277,0.009083
WCR,212,730,0.49,952.76,0.015428,0.021257,0.032615,0.0019874,0.13545,0.0086112,0.016361,0.011383,0.0022276,0.0069591,0.00015107,0.011592,0.010688,0.054648
WCR,212,800,0.576,1126.7,0.045432,0.075345,0.10944,0.019561,0.16646,0.04624,0.039806,0.028556,0.0099818,0.016845,0.019127,0.024678,0.033476,0.19345
WCR,212,830,0.684,1290.9,0.11233,0.16883,0.23252,0.068263,0.28068,0.12453,0.080943,0.080762,0.021654,0.029942,0.06481,0.060184,0.097111,0.34077
WCR,212,900,0.797,1394.5,0.19647,0.25417,0.31274,0.12614,0.42164,0.18843,0.13647,0.19126,0.034325,0.041482,0.17103,0.12499,0.18437,0.35814
WCR,212,930,0.828,1511,0.25104,0.30497,0.34731,0.18931,0.55724,0.2163,0.17651,0.27055,0.044254,0.049746,0.27722,0.21534,0.25962,0.36493
WCR,212,1000,0.972,1474.9,0.28529,0.33527,0.36527,0.22667,0.60193,0.23768,0.21521,0.34365,0.051793,0.054079,0.38059,0.32005,0.31402,0.43162
WCR,212,1030,0.956,966.84,0.30961,0.34643,0.36609,0.2486,0.64693,0.25529,0.25695,0.42031,0.057686,0.057256,0.43893,0.3878,0.34704,0.44728
WCR,212,1100,1.068,1650.2,0.3472,NaN,0.40455,0.27388,0.6902,0.27369,0.26356,0.4548,0.06369,0.060784,0.5096,0.44285,0.37895,0.45752
WCR,212,1130,1.135,1333.4,0.39398,NaN,0.40721,0.28029,0.6813,0.28001,0.25081,0.44863,0.065221,0.062128,0.52843,0.44666,0.38768,0.45322
WCR,212,1200,1.208,1563.6,0.32815,0.35235,0.37973,0.27355,0.61286,0.25874,0.22751,0.41231,0.062723,0.058967,0.51123,0.41501,0.36717,0.42468
WCR,212,1230,1.249,1636.8,0.35775,0.3887,0.42057,0.3062,0.66379,0.28213,0.25616,0.55747,0.063299,0.065317,0.62762,0.45154,0.40976,0.50392
WCR,212,1300,1.232,1037.5,0.37887,0.392,0.40881,0.31132,0.63942,0.27843,0.26137,0.54766,0.063878,0.064085,0.63585,0.45626,0.41152,0.50304
WCR,212,1330,1.293,1249.7,0.35686,0.39362,0.38356,0.29822,0.58928,0.2779,0.24846,0.54854,0.064559,0.064082,0.57718,0.43849,0.39455,0.46242
WCR,212,1400,1.291,1587,0.35772,0.40155,0.39424,0.31228,0.59477,0.28786,0.2546,0.48973,0.064362,0.064157,0.53439,0.45391,0.40298,0.4903
WCR,212,1430,1.317,1337.7,0.33705,0.36762,0.36354,0.2936,0.55763,0.26859,0.21936,0.40863,0.055933,0.062172,0.45775,0.41487,0.38796,0.43069
WCR,212,1500,0.635,298.38,0.33284,0.36333,0.37077,0.30012,0.54138,0.27342,0.22078,0.42354,0.058916,0.062162,0.49802,0.43038,0.39246,0.43184
WCR,212,1530,0.448,1047.1,0.35096,0.37673,0.4007,0.30532,0.54531,0.29008,0.23325,0.47372,0.059669,0.063775,0.5362,0.44419,0.41761,0.4647
WCR,212,1600,0.536,556.67,0.41905,0.37605,NaN,0.3015,0.48532,0.28084,0.23913,NaN,0.065638,0.067113,0.54834,0.4378,0.40275,NaN
WCR,212,1630,0.203,654.3,0.25336,0.20625,NaN,0.1751,0.23521,0.15381,0.12345,NaN,0.054169,0.054001,0.23017,0.21581,0.20597,NaN
WCR,212,1700,0.081,356.57,0.22139,0.14295,NaN,0.12534,0.21295,0.11086,0.09347,0.13228,0.041656,0.040059,0.12267,0.146,0.17767,0.11981
WCR,212,1730,NaN,1000,0.29179,0.16918,NaN,0.1699,0.28704,0.1451,0.1176,0.14353,0.042444,0.043709,0.1712,0.2177,0.22954,0.1602
WCR,212,1800,0.105,332.98,0.12285,0.10745,0.093393,0.1001,0.15623,0.095853,0.08399,0.088572,0.034288,0.03699,0.072174,0.11768,0.12779,0.091201
WCR,212,1830,0.038,155.15,0.09391,0.074704,0.041804,0.054311,0.078534,0.051128,0.060521,0.057752,0.022421,0.025533,0.033429,0.051598,0.068642,0.055103
WCR,212,1900,0.041,26.62,0.082884,0.060883,0.021634,0.034342,0.056861,0.033893,0.045943,0.04082,0.017293,0.02159,0.022783,0.028699,0.044981,0.035174
WCR,212,1930,0.101,0,0.072566,0.052725,0.01226,0.023627,0.043831,0.024278,0.035088,0.032095,0.014515,0.019888,0.018792,0.017282,0.029797,0.025067
WCR,212,2000,0.134,0,0.063807,0.043732,0.0079277,0.016997,0.036263,0.017047,0.029103,0.028058,0.011156,0.015388,0.015559,0.0095759,0.021097,0.021116
WCR,212,2030,0.147,0,0.046383,0.034517,0.0056861,0.011935,0.032446,0.012707,0.023672,0.024314,0.0074663,0.013592,0.013157,0.0039711,0.012357,0.0206
WCR,212,2100,0.138,0,0.064912,0.028652,0.0034096,0.008738,0.030786,0.0098533,0.017312,0.019528,0.0051547,0.012281,0.009633,0,0.0078819,0.019252
WCR,212,2130,0.12,0,0.031537,0.024372,0.0023762,0.0064217,0.031867,0.0069613,0.012509,0.016276,0.0034242,0.012031,0.0081672,0,0.0028257,0.014303
WCR,212,2200,0.196,0,0.029472,0.021438,0.0016403,0.0042285,0.035811,0.0047293,0.0092383,0.014298,0.0020727,0.010491,0.0067947,0,0.00038857,0.010393
WCR,212,2230,0.188,0,0.0245,0.018524,0.00041634,0.0012426,0.042704,0.0034222,0.0080673,0.014321,0.0005496,0.0081668,0.0058306,0,0,0.0069969
WCR,212,2300,0.226,0,0.021838,0.01756,0,0.00013191,0.047034,0.0022105,0.0069223,0.013786,0.0001405,0.008138,0.0043386,0,0,0.0059719
WCR,212,2330,0.242,0,0.019966,0.015417,0.0008361,0,0.056835,0.0010387,0.0048684,0.013191,0,0.0069981,0.0049488,0,0,0.0045511
WCR,213,0,0.249,0,0.031873,0.013159,0.00037518,0,0.067702,0,0.0025914,0.011817,0,0.006293,0.0054385,0,0,0.003601
WCR,213,30,0.245,0,0.013757,0.010065,0.00073134,0,0.074798,0,0.00015017,0.0083427,0,0.0047081,0.0037525,0,0,0.0025394
WCR,213,100,0.239,0,0.0095969,0.0076029,0.00077171,0,0.078856,0,0,0.0056356,0,0.0025178,0.0024666,0,0,0.0016251
WCR,213,130,0.192,0,0.0062378,0.005488,0.001064,0,0.10006,0,0,0.0025249,0,0.00141,0.0016449,0,0,0.0019365
WCR,213,200,0.18,0,0.0030868,0.0051411,0.00073142,0,0.12182,0,0,0.00162,0,0.00014957,0.00016735,0,0,0.0021001
WCR,213,230,0.165,0,0.0011977,0.0040148,0.00021455,0,0.12088,0,0,0.0022738,0,0,0,0,0,0.0026451
WCR,213,300,0.158,0,0,0.0031516,0,0,0.15258,0,0,0.0015906,0,0.00086467,0,0,0,0.0029114
WCR,213,330,0.142,0,0,0.0024283,0,0,0.13998,0,0,0.0004094,0,0.0010328,0,0,0,0.0024582
WCR,213,400,0.149,0,0,0.0017807,0,0,0.17564,0,0,0.00066161,0,0.00085681,0,0,0,0.0015528
WCR,213,430,0.154,0,0,0.00026384,0,0,0.14464,0,0,0,0,0,0,0,0,0
WCR,213,500,0.145,83.488,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0
WCR,213,530,0.178,221.68,0.00044857,0,0,0,0.14365,0,0,0,0,0,0,0,0,0
WCR,213,600,0.233,390.54,0.00028448,0,0,0,0.14921,0,0.00024514,0,0,0,0,0,0,0
WCR,213,630,0.267,577.72,0.0020831,0,0,0,0.2075,0,0.0015686,0,0,0,0,0.00018591,0,0
WCR,213,700,0.316,769.05,0.0053486,0.00052277,0.0057584,0,0.19769,0,0.0039349,0.00096375,0,0,0,0.0031727,0,0.0039072
WCR,213,730,0.399,953.46,0.017307,0.01959,0.031834,0,0.19989,0,0.011134,0.0062603,0.00094536,0.0020063,0,0.0061599,0,0.03535
WCR,213,800,0.457,1128.4,0.038659,0.06342,0.097979,0.009993,0.22347,0.024361,0.034098,0.018126,0.0072101,0.01004,0.0029709,0.017988,0.017255,0.13942
WCR,213,830,0.546,1292.4,0.08458,0.13586,0.20752,0.040221,0.29742,0.087464,0.07396,0.073553,0.016823,0.022423,0.032535,0.044504,0.069222,0.27246
WCR,213,900,0.686,1441.8,0.15141,0.21457,0.29762,0.083519,0.41325,0.15262,0.11911,0.12351,0.027737,0.034846,0.097679,0.089325,0.1437,0.34375
WCR,213,930,0.834,1520.9,0.21923,0.28004,0.34509,0.14031,0.53377,0.19196,0.16143,0.20731,0.038699,0.045167,0.18204,0.16432,0.2202,0.37115
WCR,213,1000,0.982,1600.9,0.2707,0.3242,0.37074,0.18664,0.62656,0.22012,0.20871,0.30251,0.048833,0.054617,0.31019,0.28564,0.28555,0.41541
WCR,213,1030,1.064,1466.4,0.36581,0.36316,0.38746,0.23416,0.69278,0.24747,0.25351,0.42769,0.059046,0.059129,0.46791,0.39222,0.33825,0.46425
WCR,213,1100,1.101,1182.8,0.34726,0.38188,0.40139,0.25347,0.72613,0.26227,0.25514,0.45788,0.06516,0.061169,0.53019,0.44496,0.36561,0.42481
WCR,213,1130,1.145,1550.9,0.36278,0.3873,0.42355,0.27156,0.71307,0.28427,0.25818,0.47765,0.068895,0.062657,0.57138,0.45894,0.39476,0.4746
WCR,213,1200,1.156,1220,0.42055,0.3839,0.42047,0.28063,0.68,0.27711,0.25391,0.47868,0.069964,0.063264,0.5695,0.45266,0.39427,0.48312
WCR,213,1230,1.206,1164.7,0.35969,0.37576,0.39311,0.27177,0.63049,0.25008,0.23168,0.45413,0.068567,0.068077,0.53243,0.41481,0.36146,0.45354
WCR,213,1300,1.262,1421.2,0.38157,0.40315,0.39582,0.29865,0.68966,0.2774,0.24472,NaN,0.068176,0.068495,NaN,0.44493,0.40384,0.47799
WCR,213,1330,1.359,1322.2,0.35987,0.39502,0.36362,0.28637,0.61307,0.26555,0.22545,NaN,0.06977,0.065476,NaN,0.42474,0.37291,0.43496
WCR,213,1400,1.386,1493.5,0.35271,0.39334,0.38285,0.29212,0.63854,0.2769,0.24498,NaN,0.065187,0.062474,NaN,0.42684,0.40062,0.46737
WCR,213,1430,1.457,1385.2,0.36535,0.41347,0.40956,0.30847,0.62635,0.29391,0.23965,NaN,0.067581,0.067659,NaN,0.44828,0.41648,0.48366
WCR,213,1500,1.468,1288.2,0.35284,0.39451,0.37314,0.29626,0.55721,0.28156,0.21858,0.44622,0.067715,0.064452,0.48085,0.44494,0.40094,0.43123
WCR,213,1530,1.489,1262.8,0.35773,0.40743,0.39124,0.3025,0.51623,0.28566,0.22627,0.48923,0.069682,0.065194,0.51541,0.44107,0.41178,0.4687
WCR,213,1600,1.512,1031.7,0.38032,0.39598,0.39889,0.30184,0.50189,0.28247,0.2316,0.45026,0.068258,0.064611,0.49219,0.43644,0.42236,0.48217
WCR,213,1630,1.475,878.68,0.39262,0.37255,0.36781,0.28976,0.46157,0.27002,0.19809,0.3955,0.065973,0.064194,0.44679,0.41018,0.38552,0.41304
WCR,213,1700,1.414,678.9,0.39439,0.37831,0.37691,0.29536,0.43011,0.27229,0.20827,0.41502,0.066394,0.065424,0.47174,0.42156,0.40515,0.42782
WCR,213,1730,1.302,442.35,0.35728,0.34775,0.39136,0.28211,0.40497,0.25325,0.21305,0.33136,0.062311,0.062299,0.40072,0.41799,0.38573,0.39553
WCR,213,1800,1.092,166.96,0.3547,0.3349,0.34607,0.27484,0.37732,0.22764,0.17764,0.29295,0.06154,0.060637,0.36099,0.36393,0.35566,0.33098
