TIMESTAMP,DecDOY,HH:MM,DOY,H,M,RECORD,C1,C2,C3,C4
7/29/16 4:30,211.188,04:30,211,4,30,192,0.3036402,-0.006392426,0.016314,0.2064887
7/29/16 4:35,211.191,04:35,211,4,35,193,0.3031741,-0.006725365,0.01598107,0.2048906
7/29/16 4:40,211.194,04:40,211,4,40,194,0.3031058,-0.006791913,0.01564803,0.203491
7/29/16 4:45,211.198,04:45,211,4,45,195,0.3025057,-0.006458958,0.0161141,0.2032907
7/29/16 4:50,211.201,04:50,211,4,50,196,0.3027717,-0.006458952,0.01618067,0.2023583
7/29/16 4:55,211.205,04:55,211,4,55,197,0.3031044,-0.006325773,0.01624725,0.2014259
7/29/16 5:00,211.208,05:00,211,5,0,198,0.3027728,-0.006392389,0.01591438,0.2012937
7/29/16 5:05,211.212,05:05,211,5,5,199,0.3025723,-0.005992849,0.01591435,0.2018924
7/29/16 5:10,211.215,05:10,211,5,10,200,0.3029046,-0.006259185,0.0159809,0.2016923
7/29/16 5:15,211.219,05:15,211,5,15,201,0.3040381,-0.006725328,0.01598098,0.2008276
7/29/16 5:20,211.222,05:20,211,5,20,202,0.3043732,-0.006925139,0.01578133,0.2005627
7/29/16 5:25,211.226,05:25,211,5,25,203,0.3039742,-0.007058328,0.01584794,0.2002301
7/29/16 5:30,211.229,05:30,211,5,30,204,0.3043733,-0.007524432,0.01604768,0.2000966
7/29/16 5:35,211.233,05:35,211,5,35,205,0.3045063,-0.007724192,0.01611426,0.2000965
7/29/16 5:40,211.236,05:40,211,5,40,206,0.3043098,-0.007924042,0.01604785,0.2001653
7/29/16 5:45,211.240,05:45,211,5,45,207,0.3045761,-0.007990628,0.01618102,0.2002318
7/29/16 5:50,211.243,05:50,211,5,50,208,0.3050411,-0.007790835,0.01584802,0.2000979
7/29/16 5:55,211.247,05:55,211,5,55,209,0.3047081,-0.007391301,0.0153819,0.2000979
7/29/16 6:00,211.250,06:00,211,6,0,210,0.3049083,-0.007058372,0.01524875,0.2000982
7/29/16 6:05,211.253,06:05,211,6,5,211,0.3044425,-0.00699179,0.01484923,0.2000984
7/29/16 6:10,211.257,06:10,211,6,10,212,0.3045776,-0.006858656,0.01471614,0.2000996
7/29/16 6:15,211.260,06:15,211,6,15,213,0.3045101,-0.00619275,0.01438316,0.2002322
7/29/16 6:20,211.264,06:20,211,6,20,214,0.3041118,-0.005926417,0.01431662,0.2005659
7/29/16 6:25,211.267,06:25,211,6,25,215,0.303779,-0.005660065,0.01385051,0.2002331
