Y,DOY,H,M,TIMESTAMP,RECORD,T1,T2,T3,T4,SBT1,SBT2,SBT3,SBT4
2015,133,21,30,5/13/15 21:30,727,6.503052,6.566775,6.56449,6.567514,6.450845,6.49913,6.508304,6.470386
2015,133,21,35,5/13/15 21:35,728,6.502115,6.563873,6.564865,6.571231,6.445166,6.493985,6.502481,6.467142
2015,133,21,40,5/13/15 21:40,729,6.52951,6.576535,6.586945,6.585623,6.454269,6.499863,6.511322,6.467618
2015,133,21,45,5/13/15 21:45,730,6.50889,6.566025,6.564856,6.577429,6.46853,6.508865,6.522616,6.474869
2015,133,21,50,5/13/15 21:50,731,6.522485,6.585223,6.577423,6.587424,6.472586,6.510764,6.528171,6.478662
2015,133,21,55,5/13/15 21:55,732,6.528329,6.581336,6.576978,6.58569,6.468915,6.512887,6.524625,6.480789
2015,133,22,0,5/13/15 22:00,733,6.540634,6.591498,6.584491,6.593658,6.470102,6.51178,6.52514,6.481027
2015,133,22,5,5/13/15 22:05,734,6.548865,6.596396,6.590985,6.600268,6.477515,6.515149,6.531619,6.48453
2015,133,22,10,5/13/15 22:10,735,6.555917,6.610886,6.604462,6.611435,6.487714,6.523593,6.541953,6.490277
2015,133,22,15,5/13/15 22:15,736,6.569696,6.622293,6.61452,6.625687,6.512525,6.543958,6.56825,6.502936
2015,133,22,20,5/13/15 22:20,737,6.569595,6.622964,6.61448,6.630981,6.525861,6.558108,6.579837,6.514386
2015,133,22,25,5/13/15 22:25,738,6.572446,6.625766,6.60972,6.633911,6.536618,6.56914,6.587491,6.525009
2015,133,22,30,5/13/15 22:30,739,6.583887,6.635733,6.628995,6.647269,6.536151,6.570834,6.588113,6.530618
2015,133,22,35,5/13/15 22:35,740,6.590436,6.646582,6.639383,6.649313,6.540296,6.57565,6.592257,6.536517
2015,133,22,40,5/13/15 22:40,741,6.595422,6.651147,6.637543,6.646362,6.544488,6.57945,6.597397,6.542056
2015,133,22,45,5/13/15 22:45,742,6.608121,6.657443,6.64357,6.65495,6.543698,6.579736,6.595664,6.54599
2015,133,22,50,5/13/15 22:50,743,6.614319,6.670001,6.659857,6.665967,6.542755,6.581759,6.594858,6.55004
2015,133,22,55,5/13/15 22:55,744,6.625644,6.685287,6.660581,6.672824,6.543762,6.582767,6.59559,6.554565
2015,133,23,0,5/13/15 23:00,745,6.640576,6.694373,6.689429,6.694842,6.549158,6.58883,6.601111,6.562646
2015,133,23,5,5/13/15 23:05,746,6.663214,6.722046,6.720822,6.711383,6.559067,6.60293,6.609955,6.578366
2015,133,23,10,5/13/15 23:10,747,6.654645,6.722183,6.728165,6.733634,6.570294,6.614301,6.620379,6.590543
2015,133,23,15,5/13/15 23:15,748,6.671908,6.743369,6.755624,6.753067,6.578012,6.624182,6.626077,6.602984
2015,133,23,20,5/13/15 23:20,749,6.716241,6.800168,6.787674,6.783713,6.589005,6.639636,6.638693,6.622751
2015,133,23,25,5/13/15 23:25,750,6.751398,6.845062,6.813547,6.804233,6.598767,6.6552,6.649802,6.643988
2015,133,23,30,5/13/15 23:30,751,6.780307,6.881778,6.811685,6.79689,6.610992,6.673111,6.6642,6.66825
2015,133,23,35,5/13/15 23:35,752,6.741431,6.823251,6.79292,6.782761,6.616488,6.675369,6.670249,6.671875
2015,133,23,40,5/13/15 23:40,753,6.776535,6.854846,6.814633,6.807877,6.626199,6.68292,6.678739,6.677661
2015,133,23,45,5/13/15 23:45,754,6.781424,6.863879,6.827759,6.812164,6.640555,6.69567,6.696472,6.688095
2015,133,23,50,5/13/15 23:50,755,6.797793,6.888431,6.841315,6.835959,6.652924,6.708176,6.708447,6.69642
2015,133,23,55,5/13/15 23:55,756,6.859885,6.937781,6.907895,6.901715,6.669024,6.726712,6.72225,6.716577
2015,134,0,0,5/14/15 0:00,757,6.936933,7.027341,7.019052,7.008035,6.693756,6.764435,6.74578,6.758759
2015,134,0,5,5/14/15 0:05,758,6.933331,7.045767,6.989267,6.969205,6.717801,6.794028,6.771722,6.793893
2015,134,0,10,5/14/15 0:10,759,6.977377,7.113519,7.036044,7.010516,6.735675,6.816775,6.788241,6.818936
2015,134,0,15,5/14/15 0:15,760,6.978812,7.092282,7.044098,7.03493,6.763159,6.841165,6.815607,6.847128
2015,134,0,20,5/14/15 0:20,761,7.011032,7.104846,7.071439,7.057779,6.780298,6.861166,6.834387,6.869143
2015,134,0,25,5/14/15 0:25,762,7.004447,7.071469,7.097864,7.068912,6.797403,6.874225,6.853806,6.884097
2015,134,0,30,5/14/15 0:30,763,7.025879,7.123886,7.115811,7.130423,6.815631,6.894354,6.87095,6.900851
2015,134,0,35,5/14/15 0:35,764,7.112189,7.23345,7.203799,7.21142,6.840186,6.924472,6.893082,6.93476
2015,134,0,40,5/14/15 0:40,765,7.21113,7.345416,7.300253,7.259601,6.887662,6.973471,6.943826,6.988235
2015,134,0,45,5/14/15 0:45,766,7.266458,7.406156,7.324994,7.314853,6.938135,7.034818,6.987826,7.057172
2015,134,0,50,5/14/15 0:50,767,7.240872,7.397702,7.329806,7.28844,6.967008,7.069665,7.018869,7.101511
2015,134,0,55,5/14/15 0:55,768,7.325665,7.484491,7.41033,7.369019,7.012192,7.115976,7.065289,7.149603
2015,134,1,0,5/14/15 1:00,769,7.387552,7.490738,7.458066,7.40889,7.056623,7.162478,7.112176,7.194754
2015,134,1,5,5/14/15 1:05,770,7.450516,7.614301,7.610513,7.579608,7.094269,7.217932,7.154187,7.259183
2015,134,1,10,5/14/15 1:10,771,7.557004,7.717801,7.652582,7.634809,7.15647,7.302597,7.215476,7.351074
2015,134,1,15,5/14/15 1:15,772,7.657758,7.863681,7.836288,7.70777,7.190985,7.354394,7.257321,7.418518
2015,134,1,20,5/14/15 1:20,773,7.73099,7.940488,7.861804,7.798224,7.276694,7.453415,7.356671,7.517184
2015,134,1,25,5/14/15 1:25,774,7.72323,7.911215,7.951892,7.877246,7.335794,7.515723,7.415128,7.586066
2015,134,1,30,5/14/15 1:30,775,7.714996,7.970389,7.947351,7.891595,7.354337,7.556201,7.440613,7.634866
2015,134,1,35,5/14/15 1:35,776,7.943667,8.165652,8.193896,8.13573,7.447461,7.632867,7.524832,7.720041
2015,134,1,40,5/14/15 1:40,777,8.1104,8.282397,8.344925,8.286664,7.54191,7.73688,7.632825,7.840899
2015,134,1,45,5/14/15 1:45,778,8.345401,8.545947,8.451315,8.382019,7.685675,7.877631,7.795251,7.959793
2015,134,1,50,5/14/15 1:50,779,8.406296,8.744452,8.465506,8.371332,7.738696,8.004053,7.875455,8.092059
2015,134,1,55,5/14/15 1:55,780,8.485028,8.794604,8.834986,8.662195,7.80021,8.112757,7.975836,8.210562
2015,134,2,0,5/14/15 2:00,781,8.492441,8.661596,8.863871,8.598852,7.866318,8.186701,8.072104,8.268698
2015,134,2,5,5/14/15 2:05,782,8.487402,8.759076,8.698883,8.580417,7.945862,8.223221,8.138662,8.310718
2015,134,2,10,5/14/15 2:10,783,8.542493,8.74469,8.620178,8.544825,7.956326,8.23263,8.10744,8.314792
2015,134,2,15,5/14/15 2:15,784,8.483615,8.649496,8.591955,8.532425,7.945239,8.219864,8.080066,8.322293
2015,134,2,20,5/14/15 2:20,785,8.664145,8.879492,8.767093,8.647552,7.957382,8.225733,8.066534,8.350098
2015,134,2,25,5/14/15 2:25,786,8.864713,9.112399,8.985644,8.841928,8.101682,8.334912,8.249853,8.445682
2015,134,2,30,5/14/15 2:30,787,8.824954,9.100842,9.174448,8.94118,8.17287,8.42984,8.386652,8.528766
2015,134,2,35,5/14/15 2:35,788,9.016678,9.258993,9.131948,9.071396,8.30823,8.550156,8.510214,8.633673
2015,134,2,40,5/14/15 2:40,789,9.261307,9.413974,9.240671,9.1181,8.395276,8.669556,8.585879,8.747263
2015,134,2,45,5/14/15 2:45,790,9.25239,9.462799,9.28258,9.220859,8.535275,8.761905,8.753927,8.853592
2015,134,2,50,5/14/15 2:50,791,9.389486,9.53432,9.497644,9.270907,8.603818,8.824552,8.853476,8.930206
2015,134,2,55,5/14/15 2:55,792,9.390576,9.647329,9.642184,9.548254,8.728867,8.876987,8.975794,8.941055
2015,134,3,0,5/14/15 3:00,793,9.473169,9.720087,9.579947,9.584943,8.879913,9.056686,9.075449,9.121298
2015,134,3,5,5/14/15 3:05,794,9.63371,9.925253,9.779139,9.783468,8.964823,9.170202,9.150867,9.266284
2015,134,3,10,5/14/15 3:10,795,9.46774,9.772736,9.702914,9.76312,9.081879,9.264956,9.285296,9.346313
2015,134,3,15,5/14/15 3:15,796,9.346136,9.597128,9.551974,9.461172,9.070453,9.245489,9.331543,9.334589
2015,134,3,20,5/14/15 3:20,797,9.363706,9.56958,9.553686,9.335999,8.961682,9.127131,9.277506,9.200635
2015,134,3,25,5/14/15 3:25,798,9.556677,9.706711,9.682434,9.51977,8.94158,9.074277,9.26329,9.119284
2015,134,3,30,5/14/15 3:30,799,9.673129,9.841723,9.77052,9.720782,9.018979,9.152341,9.306211,9.195313
2015,134,3,35,5/14/15 3:35,800,9.646677,9.875025,9.875015,9.784299,9.091513,9.217367,9.387698,9.25954
2015,134,3,40,5/14/15 3:40,801,9.696924,9.905124,9.87352,9.714239,9.147861,9.23562,9.470828,9.25871
2015,134,3,45,5/14/15 3:45,802,10.02713,10.19943,10.1655,10.16954,9.259302,9.339688,9.565991,9.351871
2015,134,3,50,5/14/15 3:50,803,10.00616,10.22848,10.34261,10.18273,9.422528,9.471026,9.717123,9.51665
2015,134,3,55,5/14/15 3:55,804,10.06251,10.23504,10.28028,10.20057,9.548767,9.585116,9.837375,9.654819
2015,134,4,0,5/14/15 4:00,805,10.01204,10.25313,10.27848,10.10297,9.630548,9.609027,9.92081,9.67027
2015,134,4,5,5/14/15 4:05,806,9.964038,10.21527,10.24077,10.09655,9.61767,9.623502,9.970731,9.665439
2015,134,4,10,5/14/15 4:10,807,10.01795,10.13785,10.10334,10.05053,9.587473,9.614682,9.974548,9.651342
2015,134,4,15,5/14/15 4:15,808,10.07487,10.28725,10.21606,10.09778,9.601542,9.617361,9.958288,9.632502
2015,134,4,20,5/14/15 4:20,809,10.12671,10.34995,10.36242,10.28558,9.701483,9.706485,9.991687,9.732904
2015,134,4,25,5/14/15 4:25,810,10.14182,10.30182,10.32714,10.10029,9.755423,9.747498,10.05082,9.772247
2015,134,4,30,5/14/15 4:30,811,10.19387,10.2743,10.25142,10.10355,9.718878,9.719294,10.04149,9.724716
2015,134,4,35,5/14/15 4:35,812,10.4797,10.48094,10.30914,10.45209,9.779315,9.782227,10.05721,9.775836
2015,134,4,40,5/14/15 4:40,813,10.39358,10.52266,10.3724,10.32085,9.845312,9.793002,10.1378,9.799948
2015,134,4,45,5/14/15 4:45,814,10.46924,10.70782,10.54134,10.55276,9.85733,9.817947,10.20294,9.823517
2015,134,4,50,5/14/15 4:50,815,10.4616,10.4879,10.39738,10.43436,9.95437,9.888483,10.26932,9.90658
2015,134,4,55,5/14/15 4:55,816,10.58953,10.63439,10.55655,10.54643,10.00538,9.930402,10.27518,9.939035
2015,134,5,0,5/14/15 5:00,817,10.55083,10.67009,10.60371,10.53069,10.03725,9.981479,10.3017,9.979245
2015,134,5,5,5/14/15 5:05,818,10.61978,10.8269,10.63319,10.66458,10.06894,10.02067,10.30829,10.01468
2015,134,5,10,5/14/15 5:10,819,10.75137,10.95489,10.82604,10.79295,10.16394,10.13321,10.34825,10.11422
2015,134,5,15,5/14/15 5:15,820,11.0297,11.10764,10.90123,11.12633,10.21619,10.3183,10.35664,10.21969
2015,134,5,20,5/14/15 5:20,821,11.24868,11.48941,11.46162,11.53877,10.42508,10.59579,10.56378,10.49589
2015,134,5,25,5/14/15 5:25,822,11.42042,11.43043,11.46029,11.40469,10.64237,10.74695,10.81284,10.72108
2015,134,5,30,5/14/15 5:30,823,11.49859,11.36907,11.52167,11.48781,10.79078,10.87611,11.0006,10.884
2015,134,5,35,5/14/15 5:35,824,11.63682,11.79782,11.58545,11.50907,10.87501,10.95749,11.06741,10.88178
2015,134,5,40,5/14/15 5:40,825,11.48653,11.66823,11.45139,11.52622,10.86599,11.15856,11.01602,10.93589
2015,134,5,45,5/14/15 5:45,826,11.68769,11.5507,11.51146,11.62724,10.94351,11.17256,11.05315,10.96382
2015,134,5,50,5/14/15 5:50,827,11.80843,11.80036,11.54327,11.87146,11.04668,11.1706,11.17724,11.02211
2015,134,5,55,5/14/15 5:55,828,11.58964,11.65372,11.48993,11.55216,10.989,11.21817,11.09304,10.9866
2015,134,6,0,5/14/15 6:00,829,12.38662,12.34911,12.19354,12.43445,11.08164,11.2873,11.16105,11.07631
2015,134,6,5,5/14/15 6:05,830,12.27424,12.59904,12.25894,12.22354,11.33105,11.6944,11.37839,11.44478
2015,134,6,10,5/14/15 6:10,831,11.79341,11.96687,11.77425,11.727,11.28752,11.82882,11.28838,11.49469
2015,134,6,15,5/14/15 6:15,832,11.93883,11.97885,11.91144,11.84929,11.31477,11.77501,11.30147,11.47148
2015,134,6,20,5/14/15 6:20,833,12.35868,12.23328,12.27714,12.28261,11.41994,11.708,11.41895,11.52171
2015,134,6,25,5/14/15 6:25,834,12.33476,12.38055,12.282,12.32169,11.62848,11.848,11.66405,11.72499
2015,134,6,30,5/14/15 6:30,835,12.50448,12.58493,12.44024,12.46335,11.63336,11.95439,11.64019,11.73927
2015,134,6,35,5/14/15 6:35,836,12.4873,12.7469,12.51499,12.41052,11.69144,12.11374,11.70425,11.81169
2015,134,6,40,5/14/15 6:40,837,12.18791,12.10156,12.18014,12.10869,11.74917,11.9755,11.80775,11.75587
2015,134,6,45,5/14/15 6:45,838,11.83249,11.94764,11.73195,11.85462,11.61169,11.88934,11.66065,11.62577
2015,134,6,50,5/14/15 6:50,839,12.11159,12.18198,12.12408,12.06685,11.60663,11.80284,11.62185,11.60137
2015,134,6,55,5/14/15 6:55,840,12.32779,12.51223,12.54048,12.31126,11.65879,11.71843,11.73355,11.61797
2015,134,7,0,5/14/15 7:00,841,12.07267,12.08053,12.03313,12.03241,11.74436,11.76703,11.85157,11.70179
2015,134,7,5,5/14/15 7:05,842,12.0498,12.23838,12.08736,12.07246,11.63434,11.72701,11.69254,11.60248
2015,134,7,10,5/14/15 7:10,843,12.48567,12.45508,12.44373,12.3523,11.69766,11.79978,11.73325,11.66277
2015,134,7,15,5/14/15 7:15,844,13.02658,12.88471,12.78212,12.88826,11.89808,11.89994,11.97151,11.83145
2015,134,7,20,5/14/15 7:20,845,12.50662,12.56742,12.50432,12.52979,12.04577,12.06795,12.17949,12.01574
2015,134,7,25,5/14/15 7:25,846,12.52685,12.67318,12.64878,12.53044,12.07892,12.11084,12.21011,12.05517
2015,134,7,30,5/14/15 7:30,847,12.79327,12.78215,12.72274,12.59286,12.17375,12.11046,12.30928,12.07925
2015,134,7,35,5/14/15 7:35,848,12.87996,13.03437,12.9449,12.82379,12.22508,12.19627,12.38023,12.13323
2015,134,7,40,5/14/15 7:40,849,12.64283,12.58877,12.51147,12.58287,12.24154,12.18536,12.40279,12.10672
2015,134,7,45,5/14/15 7:45,850,12.64721,12.75016,12.68944,12.70113,12.25053,12.17155,12.4056,12.11985
2015,134,7,50,5/14/15 7:50,851,12.68989,13.01002,12.86012,12.66603,12.25647,12.34662,12.3278,12.2625
2015,134,7,55,5/14/15 7:55,852,13.41052,13.45088,13.38066,13.46062,12.46167,12.54398,12.51002,12.46569
2015,134,8,0,5/14/15 8:00,853,13.00646,13.03195,13.04853,13.03557,12.63355,12.63255,12.76606,12.57733
2015,134,8,5,5/14/15 8:05,854,12.97189,12.89246,12.8208,12.8993,12.64972,12.65304,12.78499,12.54495
2015,134,8,10,5/14/15 8:10,855,12.73478,12.78848,12.66529,12.78161,12.6013,12.53172,12.73244,12.44824
2015,134,8,15,5/14/15 8:15,856,12.53708,12.72826,12.4597,12.56481,12.3481,12.59119,12.398,12.36473
2015,134,8,20,5/14/15 8:20,857,12.52937,12.72455,12.53354,12.59059,12.18901,12.65236,12.16939,12.28092
2015,134,8,25,5/14/15 8:25,858,12.36161,12.41821,12.34462,12.39921,12.06928,12.60058,12.04867,12.15532
2015,134,8,30,5/14/15 8:30,859,12.37207,12.33933,12.33343,12.40734,12.01895,12.51691,12.0081,12.09434
2015,134,8,35,5/14/15 8:35,860,12.45602,12.29381,12.41579,12.46333,12.06198,12.43659,12.05711,12.13369
2015,134,8,40,5/14/15 8:40,861,12.3527,12.37647,12.3312,12.37473,12.08347,12.40197,12.07074,12.1572
2015,134,8,45,5/14/15 8:45,862,12.44685,12.54334,12.48864,12.42258,12.05212,12.43098,12.02366,12.14415
2015,134,8,50,5/14/15 8:50,863,12.73733,12.74759,12.70467,12.74922,12.01674,12.46704,11.99945,12.13048
2015,134,8,55,5/14/15 8:55,864,13.64342,13.64696,13.55724,13.69321,12.16328,12.69141,12.14983,12.33023
2015,134,9,0,5/14/15 9:00,865,13.65856,13.46255,13.69962,13.59529,12.50204,12.93193,12.55292,12.62864
2015,134,9,5,5/14/15 9:05,866,13.38567,13.369,13.35856,13.41129,12.66149,12.95872,12.77512,12.73063
2015,134,9,10,5/14/15 9:10,867,13.11277,13.09918,13.18131,12.97019,12.69221,12.79434,12.86344,12.63727
2015,134,9,15,5/14/15 9:15,868,13.1473,13.33276,13.36158,13.1906,12.66762,12.68205,12.88697,12.5601
2015,134,9,20,5/14/15 9:20,869,13.14988,13.17624,13.2623,13.06426,12.67639,12.6399,12.97555,12.56423
2015,134,9,25,5/14/15 9:25,870,13.01682,12.85858,12.80556,12.89758,12.65849,12.66714,12.94976,12.59317
2015,134,9,30,5/14/15 9:30,871,12.62869,12.8045,12.57935,12.68236,12.57026,12.65269,12.77965,12.53481
2015,134,9,35,5/14/15 9:35,872,12.26566,12.36518,12.17613,12.29582,12.30065,12.60913,12.37881,12.31673
2015,134,9,40,5/14/15 9:40,873,12.56909,12.47988,12.48228,12.59992,12.19866,12.55972,12.22446,12.22346
2015,134,9,45,5/14/15 9:45,874,12.54768,12.64602,12.60243,12.57899,12.21569,12.57338,12.22458,12.25283
2015,134,9,50,5/14/15 9:50,875,12.59399,12.58358,12.59365,12.61252,12.27423,12.54186,12.28886,12.28256
2015,134,9,55,5/14/15 9:55,876,12.94133,12.93519,12.88386,12.91376,12.37466,12.55949,12.41533,12.34736
2015,134,10,0,5/14/15 10:00,877,12.94401,12.92624,12.9581,12.99123,12.5291,12.68073,12.61194,12.49873
2015,134,10,5,5/14/15 10:05,878,13.42877,13.4881,13.52649,13.59725,12.63365,12.80332,12.72599,12.61003
2015,134,10,10,5/14/15 10:10,879,13.97318,14.06268,13.85987,14.1263,12.8126,13.20747,12.84641,12.9194
2015,134,10,15,5/14/15 10:15,880,13.89159,14.00807,14.04247,13.99242,12.99767,13.56373,12.96998,13.15904
2015,134,10,20,5/14/15 10:20,881,13.70449,13.80768,13.7218,13.78694,13.18199,13.71346,13.16673,13.34148
2015,134,10,25,5/14/15 10:25,882,13.61223,13.68492,13.62849,13.72639,13.0693,13.8149,13.0355,13.29531
2015,134,10,30,5/14/15 10:30,883,13.69362,13.92028,13.82604,13.73213,13.13281,13.90601,13.09012,13.39649
2015,134,10,35,5/14/15 10:35,884,13.77553,13.93387,13.87909,13.80114,13.26049,14.06554,13.20682,13.53111
2015,134,10,40,5/14/15 10:40,885,13.38606,13.51942,13.45623,13.3665,13.24588,14.13886,13.21709,13.554
2015,134,10,45,5/14/15 10:45,886,13.22904,13.08637,13.36557,13.1047,13.20967,13.88079,13.22654,13.38253
2015,134,10,50,5/14/15 10:50,887,13.03127,12.99726,13.06754,12.9794,13.12841,13.41444,13.2204,13.12509
2015,134,10,55,5/14/15 10:55,888,13.059,13.0266,13.03223,13.04824,13.03179,13.18205,13.14383,12.97787
2015,134,11,0,5/14/15 11:00,889,13.03975,13.0514,13.1181,13.06237,13.01874,13.0865,13.14514,12.94702
2015,134,11,5,5/14/15 11:05,890,12.90766,12.92227,12.96369,12.90544,12.93701,12.9331,13.13802,12.84525
2015,134,11,10,5/14/15 11:10,891,12.8078,12.80574,12.82747,12.7969,12.85367,12.83674,13.09505,12.77385
2015,134,11,15,5/14/15 11:15,892,12.73639,12.70587,12.71206,12.73484,12.76412,12.74968,13.01332,12.6925
2015,134,11,20,5/14/15 11:20,893,12.65221,12.60298,12.60543,12.66188,12.72483,12.70996,12.93058,12.65282
2015,134,11,25,5/14/15 11:25,894,12.57554,12.5301,12.5392,12.58647,12.6823,12.66442,12.84583,12.60472
2015,134,11,30,5/14/15 11:30,895,12.50052,12.47027,12.48052,12.53026,12.63682,12.61289,12.7761,12.56073
2015,134,11,35,5/14/15 11:35,896,12.40433,12.38797,12.39028,12.45664,12.5803,12.57626,12.69234,12.51895
2015,134,11,40,5/14/15 11:40,897,12.35312,12.33035,12.34297,12.39954,12.51623,12.54157,12.60223,12.47033
2015,134,11,45,5/14/15 11:45,898,12.3218,12.30142,12.31692,12.3763,12.47044,12.52009,12.5378,12.44268
2015,134,11,50,5/14/15 11:50,899,12.36975,12.35349,12.36221,12.43995,12.43507,12.51491,12.48858,12.42946
2015,134,11,55,5/14/15 11:55,900,12.45146,12.45246,12.46216,12.49901,12.42723,12.53456,12.47123,12.44175
2015,134,12,0,5/14/15 12:00,901,12.39709,12.39628,12.40012,12.44825,12.43077,12.5407,12.47881,12.44299
2015,134,12,5,5/14/15 12:05,902,12.29031,12.28778,12.29919,12.34059,12.39829,12.5299,12.44543,12.41539
2015,134,12,10,5/14/15 12:10,903,12.23173,12.21597,12.24739,12.27622,12.34997,12.48696,12.39536,12.36706
2015,134,12,15,5/14/15 12:15,904,12.13348,12.13595,12.14714,12.18782,12.30762,12.43662,12.3537,12.3234
2015,134,12,20,5/14/15 12:20,905,12.01645,12.00818,12.01857,12.05884,12.19882,12.35707,12.24155,12.2371
2015,134,12,25,5/14/15 12:25,906,11.89326,11.87702,11.90148,11.93498,12.10088,12.26179,12.14012,12.1394
2015,134,12,30,5/14/15 12:30,907,11.79873,11.77261,11.80799,11.84159,11.99985,12.15723,12.03873,12.03287
2015,134,12,35,5/14/15 12:35,908,11.73428,11.71703,11.73894,11.77753,11.92336,12.06312,11.96091,11.95177
2015,134,12,40,5/14/15 12:40,909,11.67538,11.65909,11.68643,11.71799,11.86628,11.9835,11.90409,11.88497
2015,134,12,45,5/14/15 12:45,910,11.63203,11.59545,11.64012,11.68587,11.81618,11.91361,11.85496,11.82886
2015,134,12,50,5/14/15 12:50,911,11.58084,11.54464,11.58115,11.62429,11.77064,11.85061,11.8114,11.77962
2015,134,12,55,5/14/15 12:55,912,11.51498,11.4785,11.51105,11.55693,11.7213,11.78996,11.76359,11.7314
2015,134,13,0,5/14/15 13:00,913,11.47621,11.44153,11.46493,11.51371,11.67035,11.7297,11.71389,11.68158
2015,134,13,5,5/14/15 13:05,914,11.39936,11.36892,11.38753,11.44669,11.61936,11.67214,11.66489,11.63146
2015,134,13,10,5/14/15 13:10,915,11.33658,11.30409,11.3293,11.37884,11.56151,11.60913,11.60542,11.57146
2015,134,13,15,5/14/15 13:15,916,11.28898,11.26002,11.29189,11.33272,11.5041,11.54473,11.54771,11.50894
2015,134,13,20,5/14/15 13:20,917,11.23299,11.2057,11.23281,11.28624,11.44605,11.48409,11.48891,11.45059
2015,134,13,25,5/14/15 13:25,918,11.19983,11.16915,11.19134,11.24418,11.39526,11.42717,11.43852,11.39739
2015,134,13,30,5/14/15 13:30,919,11.14796,11.11953,11.14625,11.19601,11.35292,11.37559,11.39517,11.35094
2015,134,13,35,5/14/15 13:35,920,11.10893,11.08035,11.1116,11.16369,11.31253,11.32853,11.3546,11.30743
2015,134,13,40,5/14/15 13:40,921,11.03442,11.01159,11.04372,11.11376,11.26934,11.28364,11.31436,11.26679
2015,134,13,45,5/14/15 13:45,922,11.00772,10.97409,10.98639,11.05577,11.22342,11.2353,11.27097,11.22794
2015,134,13,50,5/14/15 13:50,923,10.95749,10.92739,10.95169,11.01039,11.17497,11.18443,11.22276,11.18048
2015,134,13,55,5/14/15 13:55,924,10.91887,10.89553,10.90718,10.95909,11.12414,11.13289,11.17163,11.12866
2015,134,14,0,5/14/15 14:00,925,10.89028,10.85322,10.86849,10.91982,11.08484,11.0871,11.1316,11.08427
2015,134,14,5,5/14/15 14:05,926,10.85069,10.80925,10.82421,10.88438,11.05241,11.04704,11.09816,11.04521
2015,134,14,10,5/14/15 14:10,927,10.7964,10.76415,10.77266,10.83839,11.01078,11.00584,11.05749,11.00471
2015,134,14,15,5/14/15 14:15,928,10.72453,10.69608,10.69963,10.75938,10.96251,10.96166,11.0099,10.96011
2015,134,14,20,5/14/15 14:20,929,10.6919,10.64667,10.64676,10.71336,10.91143,10.91397,10.9588,10.9158
2015,134,14,25,5/14/15 14:25,930,10.67702,10.61923,10.61101,10.68331,10.86404,10.86827,10.90954,10.87151
2015,134,14,30,5/14/15 14:30,931,10.61688,10.56934,10.57955,10.64706,10.81659,10.8201,10.85389,10.8218
2015,134,14,35,5/14/15 14:35,932,10.55413,10.52075,10.54438,10.59214,10.76345,10.76514,10.78541,10.76106
2015,134,14,40,5/14/15 14:40,933,10.50143,10.46466,10.4874,10.53683,10.69703,10.70785,10.72261,10.70068
2015,134,14,45,5/14/15 14:45,934,10.46115,10.42643,10.46148,10.51306,10.63831,10.65361,10.66865,10.64673
2015,134,14,50,5/14/15 14:50,935,10.43734,10.40067,10.43601,10.48671,10.58822,10.60366,10.62275,10.60155
2015,134,14,55,5/14/15 14:55,936,10.39503,10.37898,10.41168,10.45263,10.53989,10.5563,10.57721,10.557
2015,134,15,0,5/14/15 15:00,937,10.38417,10.36382,10.38476,10.4321,10.49568,10.51321,10.53214,10.51306
2015,134,15,5,5/14/15 15:05,938,10.37314,10.34516,10.36697,10.41907,10.45441,10.47475,10.49311,10.47433
2015,134,15,10,5/14/15 15:10,939,10.33991,10.32737,10.34614,10.3817,10.41588,10.43788,10.45638,10.43634
2015,134,15,15,5/14/15 15:15,940,10.30308,10.28857,10.30448,10.34098,10.37144,10.39484,10.41107,10.39049
2015,134,15,20,5/14/15 15:20,941,10.26659,10.25733,10.25815,10.30638,10.32811,10.3512,10.36646,10.34616
2015,134,15,25,5/14/15 15:25,942,10.24259,10.22748,10.22999,10.27848,10.29023,10.31485,10.33079,10.31079
2015,134,15,30,5/14/15 15:30,943,10.22591,10.20397,10.19898,10.26293,10.25729,10.28554,10.30065,10.28316
2015,134,15,35,5/14/15 15:35,944,10.20789,10.20294,10.21686,10.25695,10.22924,10.26167,10.27734,10.25902
2015,134,15,40,5/14/15 15:40,945,10.20632,10.19753,10.20747,10.24412,10.20281,10.23859,10.25733,10.23789
2015,134,15,45,5/14/15 15:45,946,10.17053,10.17257,10.1645,10.19888,10.17492,10.20858,10.22745,10.20495
2015,134,15,50,5/14/15 15:50,947,10.11301,10.11616,10.11944,10.14704,10.13706,10.16862,10.18105,10.15786
2015,134,15,55,5/14/15 15:55,948,10.07662,10.07994,10.07352,10.1109,10.09613,10.12517,10.13453,10.11274
2015,134,16,0,5/14/15 16:00,949,10.03253,10.04222,10.02871,10.06115,10.05377,10.08097,10.0899,10.06772
2015,134,16,5,5/14/15 16:05,950,9.947531,9.950174,9.947205,9.963434,10.00724,10.03359,10.04377,10.02048
2015,134,16,10,5/14/15 16:10,951,9.841601,9.838943,9.839261,9.878919,9.953107,9.98042,9.997287,9.971225
2015,134,16,15,5/14/15 16:15,952,9.765219,9.756342,9.76206,9.815234,9.894177,9.920355,9.935678,9.913116
2015,134,16,20,5/14/15 16:20,953,9.746552,9.750415,9.747312,9.787512,9.838989,9.86571,9.881302,9.861951
2015,134,16,25,5/14/15 16:25,954,9.72312,9.693527,9.702063,9.737625,9.793851,9.82237,9.840042,9.81986
