"","x","y","Transpiration"
"261",29000,1342000,4.35027792892684
"262",77000,1342000,26.4951397399621
"263",101000,1342000,18.6444941393847
"264",109000,1342000,69.0410495190564
"265",117000,1342000,36.3400013651389
"266",133000,1342000,152.851906049023
"267",141000,1342000,93.1149216309943
"268",157000,1342000,90.5166890413653
"269",165000,1342000,78.9422701465207
"270",173000,1342000,110.676105611198
"271",181000,1342000,76.897260204179
"272",197000,1342000,83.2006444269803
"273",213000,1342000,219.824755927696
"274",221000,1342000,166.185835476572
"275",229000,1342000,77.5433352714311
"276",237000,1342000,78.4044320294777
"277",245000,1342000,114.238363096297
"278",253000,1342000,199.278319836273
"279",261000,1342000,115.472582908193
"280",269000,1342000,120.540924948327
"281",277000,1342000,105.036184555039
"282",285000,1342000,120.753443953982
"283",293000,1342000,173.245948178461
"284",301000,1342000,137.872736057993
"285",309000,1342000,192.472843024616
"286",317000,1342000,164.360552044994
"287",349000,1342000,112.237984462949
"288",21000,1334000,13.7752777087638
"289",37000,1334000,126.908894939222
"290",53000,1334000,2.12189624461982
"291",133000,1334000,263.547375437689
"292",141000,1334000,268.545398632593
"293",149000,1334000,131.037433807672
"294",157000,1334000,116.810474215391
"295",165000,1334000,100.413137918998
"296",173000,1334000,127.125634449661
"297",181000,1334000,55.1200563231769
"298",189000,1334000,42.2591281843369
"299",197000,1334000,110.389179399787
"300",205000,1334000,182.432274936207
"301",213000,1334000,185.59519389743
"302",221000,1334000,67.7525919192574
"303",229000,1334000,208.343873375051
"304",237000,1334000,153.901430008835
"305",245000,1334000,100.232860932064
"306",253000,1334000,192.73442390757
"307",261000,1334000,99.5042465786462
"308",269000,1334000,80.8781317484593
"309",277000,1334000,96.298477548773
"310",285000,1334000,114.582326387573
"311",293000,1334000,100.9666223103
"312",301000,1334000,131.673910018015
"313",309000,1334000,92.8675093675701
"314",317000,1334000,110.974042622209
"315",325000,1334000,150.611801928353
"316",333000,1334000,68.7451954552096
"317",341000,1334000,63.7189874100958
"318",349000,1334000,128.446409454523
"319",29000,1326000,0
"320",53000,1326000,35.9253493712558
"321",61000,1326000,25.6714272649522
"322",85000,1326000,15.0132435904407
"323",93000,1326000,17.3255540130053
"324",101000,1326000,27.5656553427755
"326",149000,1326000,112.450347012474
"327",157000,1326000,222.371502547702
"328",165000,1326000,154.974590471252
"329",173000,1326000,100.672180575941
"330",181000,1326000,167.052105940898
"331",189000,1326000,166.399301147443
"332",197000,1326000,99.5972659626774
"333",205000,1326000,71.1901611062395
"334",221000,1326000,162.576890453003
"335",229000,1326000,143.47270302036
"336",237000,1326000,22.2996364223479
"337",245000,1326000,70.3317086374231
"338",253000,1326000,203.471441771997
"339",261000,1326000,85.717846440815
"340",269000,1326000,74.7948680223605
"341",277000,1326000,71.6792978424963
"342",285000,1326000,154.748763898942
"343",293000,1326000,110.330923517806
"344",301000,1326000,118.365783988923
"345",309000,1326000,103.217498207966
"346",317000,1326000,169.731592664426
"347",325000,1326000,130.083447705143
"348",333000,1326000,94.8658991032572
"349",341000,1326000,78.8035074245351
"350",349000,1326000,102.22146149945
"351",357000,1326000,52.7669742813344
"352",365000,1326000,120.179102267962
"353",373000,1326000,90.7326916378523
"354",61000,1318000,16.717223799165
"355",77000,1318000,35.9841257917353
"356",93000,1318000,37.3270881278515
"357",101000,1318000,61.6758422349777
"358",109000,1318000,57.1580591984412
"359",117000,1318000,87.537272749668
"360",125000,1318000,69.024050429292
"361",133000,1318000,139.406800076921
"362",149000,1318000,155.185951404481
"363",157000,1318000,197.085775333861
"364",165000,1318000,159.509483219621
"365",173000,1318000,151.344276708434
"366",181000,1318000,120.41268042316
"367",189000,1318000,163.404327577806
"368",197000,1318000,119.997806941475
"369",205000,1318000,157.944153161124
"370",213000,1318000,177.779958894168
"371",221000,1318000,87.9819178998174
"372",229000,1318000,106.979382007187
"373",237000,1318000,71.0848406809623
"374",245000,1318000,65.0692070584393
