"x","y","cell","Alder","Ash","Basswood","Beech","Birch","Black gum","Buckeye","Cedar/juniper","Cherry","Dogwood","Elm","Fir","Hackberry","Hemlock","Hickory","Ironwood","Maple","No tree","Oak","Other hardwood","Pine","Poplar","Spruce","Sycamore","Tamarack","Tulip poplar","Unknown tree","Walnut","Willow"
45000,1422000,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66929452683518,0,0,8.46762750076712,0,0,0,0,0,0,0
53000,1422000,2680,0,0.0189347594565227,0,0,0,0,0,0,0,0,0.0286588317362965,0,0,0,0,0,0,0,0.865096518460896,0,0,6.88314228310394,0,0,0,0,0,0,0
61000,1422000,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33773065039573,0,0,8.43736685996966,0,0,0.0295118301430139,0,0,0,0
69000,1422000,2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27860543417111,0,0,3.25764295167508,0,0,0,0,0,0,0
77000,1422000,2683,0,0,0,0,0.248534512912237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9300560836785,0,0,1.53061813745511,0,0,0,0
85000,1422000,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2986731799425,2.2839584237013,0,2.16338273928704,0,0,0,0
93000,1422000,2685,0,4.78516815042441,0.0852013329434157,0,1.09943885147554,0,0,0,0,0,0.170571899291378,3.28369284263864,0,0,0,0,0,0,4.25171607727484,0,0,19.2235225703427,4.71541082283504,0,32.2436662230939,0,0,0,0
101000,1422000,2686,0,6.53141332202447,0,0,0.127944818968673,0,0,6.28884340132348,0,0,0.0972211576144244,0.55308713908984,0,0,0,0,0,0,0,0,0,11.5829004033704,12.0568921549509,0,75.9266917648636,0,0,0,0
109000,1422000,2687,0,0,0,0,0,0,0,8.00126946234298,0,0,0,0,0,0,0,0,0,0,0,0,6.3156253266693,1.54659033525367,3.11596508273268,0,54.3438894930019,0,0,0,0
117000,1422000,2688,0,2.65661493441423,0,0,0,0,0,2.5082332795212,0,0,0,0,0,0,0,0,0,0,0.0658402875218775,0,5.0842323676586,6.45694120650941,6.90802178159991,0,44.0610553482798,0,0,0,0
125000,1422000,2689,0,0.281628732586264,0,0,4.0530392685399,0,0,0,0,0,0,1.92467021130602,0,0,0,0,0,0,0,0,12.1758083711775,27.2754784831214,89.5331923537121,0,62.3247120680441,0,0,0,0
133000,1422000,2690,0,8.58424519837777,0,0,31.9770928451133,0,0,8.73154083939915,0,0,18.7960448495243,1.92132219682774,0,0,0,0,0,0,0,0,39.9033181174664,94.4461216027269,47.4669227552717,0,68.9074310434583,0,0,0,0
141000,1422000,2691,0,14.7591249763181,0,0,6.28006218432973,0,0,25.6872127408101,0,0,0,3.8107396769793,0,0,0,0,0,0,0,0,50.0922037282559,13.2641928908539,30.455241800942,0,134.488829662244,0,0,0,0
149000,1422000,2692,0,0,0,0,0,0,0,34.4634963023132,0,0,0,0.224573612160168,0,0,0,0,0,0,0,0,1.7735835588915,6.56620920841719,30.385628951562,0,216.25662980807,0,0,0,0.172068055160247
157000,1422000,2693,0.700333750425373,12.4791265652895,0,0,3.44563292892116,0,0,51.0965860750726,0,0,0,0.129577472450836,0,0,0,0,0.446049584599272,0,0,0,0,12.2773531474201,32.6308597017532,0,140.553690752746,0,0,0,0.738004526499203
165000,1422000,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648876049379694,0.268089143039428,0,0,60.2667096332233,0,0,0,53.2377177149891
-19000,1414000,2967,0,0.140462666888439,0,0,0,0,0,0,0,0,0.260411854001832,0,0,0,0,0,0,0,1.44719831369696,0,0,0.0972001265757377,0,0,0,0,0,0,0
-11000,1414000,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3000,1414000,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,1414000,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,1414000,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422171473086353,0,0,0,0,0,0,0
21000,1414000,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,1414000,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130964281791884,0,0,3.77285374867068,0,0,0,0,0,0,0
37000,1414000,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284047620715061,0,0,0.29536558581146,0,0,0,0,0,0,0
45000,1414000,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48483106229323,0,0,0,0,0,0,0
53000,1414000,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6747355386019,0,0,0.0388116377608692,0,0,0,0
61000,1414000,2977,0,0.270325537453118,0,0,3.04903593557972,0,0,0,0,0,0.640474639018913,4.48232421700778,0,0,0,0,0,0,7.57656992835562,0,0,35.1163872094391,12.0536781848307,0,19.8151924198304,0,0,0,0
69000,1414000,2978,0,0,0,0,0,0,0,0,0,0,0,12.7729204455461,0,0,0,0,0,0,0.452946863488044,0,0,26.5003432331507,31.2313755249024,0,96.6394481192323,0,0,0,0
77000,1414000,2979,0,0,0,0,1.93607288910728,0,0,0,0,0,0,3.48994586394959,0,0,0,0,0,0,3.009772046056,0,0,33.89982050203,2.21693231561047,0,36.2228517572722,0,0,0,0.201751755133734
85000,1414000,2980,0,0,0,0,0.0503733076671296,0,0,0,0,0,0.0553285357973788,0,0,0,0,0,0.258953718099382,0,0.0425362494497849,0,0,18.1387311062884,0,0,72.8082979501842,0,0,0,0
