x,y,cell,Alder,Ash,Basswood,Beech,Birch,Black gum,Buckeye,Cedar/juniper,Cherry,Dogwood,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,No tree,Oak,Other hardwood,Pine,Poplar,Spruce,Sycamore,Tamarack,Tulip poplar,Unknown tree,Walnut,Willow,NA
437000,1014000,17824,0,20.32,60.96,0,1506.22,0,0,0,0,0,175.26,203.2,0,914.4,0,0,355.6,0,0,0,279.4,50.8,132.08,0,419.1,0,0,0,0,0
445000,1014000,17825,0,55.88,0,0,1074.42,0,0,30.48,0,0,50.8,523.24,0,881.38,0,0,124.46,0,0,0,236.22,0,210.82,0,208.28,0,0,0,0,0
453000,1014000,17826,0,25.4,60.96,0,848.36,0,0,91.44,0,0,25.4,309.88,0,1905,0,20.32,218.44,0,0,0,0,0,157.48,0,297.18,0,0,0,0,0
461000,1014000,17827,0,73.66,20.32,0,779.78,0,0,157.48,0,0,86.36,177.8,0,1927.86,0,20.32,157.48,0,0,0,50.8,0,200.66,0,375.92,0,0,0,0,0
469000,1014000,17828,0,25.4,35.56,0,553.72,0,0,215.9,0,0,48.26,243.84,0,1353.82,0,25.4,205.74,0,0,0,182.88,0,111.76,0,114.3,0,0,0,0,0
477000,1014000,17829,0,0,0,0,370.84,0,0,99.06,0,0,35.56,111.76,0,982.98,0,20.32,132.08,0,0,0,81.28,0,60.96,0,116.84,0,0,0,0,0
485000,1014000,17830,0,0,60.96,0,487.68,0,0,109.22,0,0,50.8,0,0,383.54,0,0,149.86,0,0,0,601.98,96.52,170.18,0,210.82,0,0,0,0,0
493000,1014000,17831,0,0,0,0,149.86,0,0,25.4,0,0,0,0,0,167.64,0,0,55.88,0,0,0,1765.3,76.2,66.04,0,525.78,0,0,0,0,0
501000,1014000,17832,0,0,0,0,20.32,0,0,60.96,0,0,0,0,0,0,0,0,0,0,0,0,2039.62,0,20.32,0,132.08,0,0,0,0,0
509000,1014000,17833,0,0,0,0,368.3,0,0,106.68,0,0,0,68.58,0,444.5,0,0,152.4,0,40.64,0,1422.4,195.58,45.72,0,276.86,0,0,0,0,0
517000,1014000,17834,0,0,71.12,0,810.26,0,0,106.68,0,0,0,121.92,0,276.86,0,45.72,467.36,0,25.4,0,279.4,93.98,25.4,0,187.96,0,0,0,0,0
525000,1014000,17835,0,0,106.68,0,373.38,0,0,424.18,0,0,0,20.32,0,515.62,0,0,304.8,0,0,0,406.4,50.8,96.52,0,574.04,0,0,0,0,0
533000,1014000,17836,0,0,50.8,0,474.98,0,0,170.18,0,0,111.76,116.84,0,218.44,0,0,149.86,0,30.48,0,464.82,233.68,223.52,0,845.82,0,0,0,0,0
541000,1014000,17837,25.4,0,30.48,0,586.74,0,0,121.92,0,0,0,152.4,0,40.64,0,0,157.48,0,0,0,269.24,127,116.84,0,866.14,0,0,0,0,0
549000,1014000,17838,0,0,215.9,0,967.74,0,0,0,35.56,0,160.02,25.4,0,86.36,0,25.4,607.06,0,0,0,309.88,200.66,228.6,0,523.24,0,0,0,0,0
557000,1014000,17839,0,0,327.66,0,1638.3,0,0,60.96,0,0,220.98,73.66,0,637.54,0,50.8,779.78,0,0,0,68.58,30.48,45.72,0,208.28,0,0,0,0,0
565000,1014000,17840,0,35.56,116.84,0,1041.4,0,0,68.58,0,0,0,43.18,0,1536.7,0,160.02,1597.66,0,0,0,38.1,132.08,0,0,195.58,0,0,0,0,0
573000,1014000,17841,0,25.4,71.12,0,1082.04,0,0,162.56,0,0,127,111.76,0,1544.32,0,0,858.52,0,0,0,132.08,96.52,91.44,0,228.6,0,0,0,0,0
581000,1014000,17842,0,0,134.62,0,789.94,0,0,198.12,0,0,71.12,0,0,1158.24,0,0,1346.2,0,0,0,50.8,35.56,162.56,0,71.12,0,0,0,0,0
589000,1014000,17843,0,0,187.96,0,264.16,0,0,213.36,0,0,287.02,187.96,0,411.48,0,45.72,1155.7,0,0,0,0,619.76,25.4,0,193.04,0,0,0,0,0
597000,1014000,17844,0,30.48,238.76,0,711.2,0,0,434.34,0,0,287.02,127,0,1242.06,0,60.96,1191.26,0,0,0,25.4,66.04,55.88,0,162.56,0,0,0,0,0
605000,1014000,17845,0,0,30.48,0,355.6,0,0,647.7,20.32,0,0,20.32,0,1026.16,0,40.64,660.4,0,0,0,795.02,101.6,104.14,0,177.8,0,0,0,0,0
613000,1014000,17846,0,0,0,0,104.14,0,0,55.88,0,0,0,0,0,60.96,0,0,30.48,0,60.96,0,3843.02,347.98,20.32,0,350.52,0,0,0,0,0
621000,1014000,17847,0,101.6,0,0,106.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946.4,480.06,50.8,0,248.92,0,0,0,0,0
629000,1014000,17848,0,147.32,0,0,383.54,0,0,66.04,0,0,55.88,25.4,0,86.36,0,0,0,0,0,0,2928.62,142.24,50.8,0,271.78,0,0,0,0,0
637000,1014000,17849,0,55.88,0,0,314.96,0,0,523.24,0,0,0,50.8,0,548.64,0,0,147.32,0,0,0,2067.56,391.16,76.2,0,172.72,0,0,0,20.32,0
645000,1014000,17850,0,50.8,0,144.78,259.08,0,0,218.44,0,0,0,0,0,896.62,0,0,142.24,0,20.32,0,2301.24,218.44,127,0,142.24,0,0,0,0,0
653000,1014000,17851,0,20.32,66.04,218.44,106.68,0,0,335.28,0,0,0,45.72,0,586.74,0,0,314.96,0,0,0,513.08,0,50.8,0,167.64,0,0,0,0,0
661000,1014000,17852,0,40.64,0,25.4,91.44,0,0,294.64,0,0,116.84,25.4,0,236.22,0,0,269.24,0,0,0,0,0,96.52,0,121.92,0,0,0,0,0
669000,1014000,17853,0,55.88,25.4,226.06,281.94,0,0,1292.86,0,0,30.48,96.52,0,736.6,0,0,693.42,0,0,0,0,0,91.44,0,398.78,0,0,0,0,0
677000,1014000,17854,0,58.42,45.72,162.56,419.1,0,0,1635.76,0,0,27.94,20.32,0,990.6,0,48.26,538.48,0,0,0,147.32,25.4,0,0,238.76,0,0,0,0,0
685000,1014000,17855,0,203.2,0,259.08,170.18,0,0,1003.3,0,0,20.32,0,0,474.98,0,0,292.1,0,0,0,264.16,0,104.14,0,779.78,0,0,0,0,0
693000,1014000,17856,0,0,35.56,0,147.32,0,0,762,0,0,0,0,0,142.24,0,0,0,0,0,0,162.56,55.88,25.4,0,233.68,0,0,0,0,0
733000,1014000,17861,0,0,81.28,96.52,264.16,0,0,223.52,0,0,0,106.68,0,0,0,20.32,129.54,0,0,0,20.32,45.72,0,0,20.32,0,0,0,0,0
741000,1014000,17862,0,0,0,0,0,0,0,50.8,0,0,0,104.14,0,0,0,0,0,0,0,0,121.92,20.32,0,0,25.4,0,0,0,0,0
861000,1014000,17877,0,0,0,0,0,0,0,0,0,0,0,0,0,116.84,0,0,0,0,114.3,0,220.98,45.72,20.32,0,0,0,0,0,0,0
869000,1014000,17878,0,0,0,718.82,20.32,0,0,111.76,0,0,0,20.32,0,297.18,0,0,289.56,0,30.48,0,200.66,0,0,0,25.4,0,0,0,0,0
877000,1014000,17879,0,106.68,0,637.54,50.8,0,0,688.34,0,0,0,93.98,0,424.18,0,0,528.32,0,0,0,0,35.56,0,0,266.7,0,0,0,0,0
885000,1014000,17880,0,50.8,121.92,693.42,180.34,0,0,220.98,0,0,0,116.84,0,401.32,0,0,452.12,0,0,0,157.48,30.48,0,0,218.44,0,0,0,0,0
893000,1014000,17881,0,76.2,0,302.26,78.74,0,0,962.66,0,0,0,20.32,0,360.68,0,0,457.2,0,0,0,363.22,101.6,195.58,0,477.52,0,0,0,0,0
901000,1014000,17882,0,0,0,0,99.06,0,0,350.52,0,0,25.4,91.44,0,71.12,0,0,55.88,0,0,0,601.98,0,101.6,0,0,0,0,0,0,0
909000,1014000,17883,0,0,0,0,30.48,0,0,22.86,0,0,0,0,0,0,0,0,25.4,0,0,0,20.32,35.56,0,0,43.18,0,0,0,0,0
917000,1014000,17884,0,0,0,142.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,30.48,20.32,0,30.48,0,0,0,0,0
13000,1006000,18067,0,0,0,0,0,0,0,0,0,0,27.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,1006000,18068,0,43.18,0,0,0,0,0,0,0,0,317.5,0,0,0,0,0,0,0,38.1,0,0,0,0,0,0,0,0,0,0,0
85000,1006000,18076,0,50.8,0,0,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93000,1006000,18077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.94,0,0,0,0,0,0,0,0,0,0,0
101000,1006000,18078,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.96,0,0,60.96,0,0,0,0,0,0,0,0
109000,1006000,18079,0,0,0,0,0,0,0,0,0,0,91.44,0,0,0,0,20.32,0,0,640.08,0,0,43.18,0,0,0,0,0,20.32,0,0
117000,1006000,18080,0,20.32,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.24,0,0,81.28,0,0,0,0,0,22.86,0,0
125000,1006000,18081,0,30.48,116.84,0,0,0,0,0,0,0,213.36,0,0,0,0,43.18,30.48,0,386.08,0,0,210.82,0,0,0,0,0,0,0,0
133000,1006000,18082,0,154.94,655.32,0,0,0,0,0,0,0,1242.06,0,0,0,119.38,22.86,30.48,0,574.04,0,0,624.84,0,0,0,0,0,0,0,0
141000,1006000,18083,0,45.72,144.78,0,0,0,0,0,195.58,0,558.8,0,0,0,0,0,0,0,843.28,0,0,302.26,0,0,0,0,0,0,0,0
149000,1006000,18084,0,401.32,299.72,0,0,0,0,0,40.64,0,1107.44,0,0,0,55.88,22.86,421.64,0,508,0,0,350.52,0,0,0,0,0,0,0,0
157000,1006000,18085,0,198.12,492.76,0,0,0,0,0,20.32,0,1320.8,0,0,0,0,314.96,132.08,0,502.92,0,0,129.54,0,0,30.48,0,0,167.64,0,0
165000,1006000,18086,0,401.32,447.04,0,0,0,0,0,0,0,1518.92,0,0,0,0,243.84,350.52,0,238.76,0,0,91.44,0,0,25.4,0,0,91.44,0,0
173000,1006000,18087,0,55.88,299.72,0,0,0,0,0,0,0,876.3,0,0,0,55.88,223.52,99.06,0,840.74,0,0,375.92,0,0,20.32,0,0,0,0,0
181000,1006000,18088,0,45.72,548.64,0,0,0,0,0,0,0,759.46,0,0,0,0,137.16,990.6,0,599.44,0,0,106.68,0,0,25.4,0,0,0,0,0
189000,1006000,18089,0,121.92,586.74,0,0,0,0,0,0,0,635,0,0,0,0,314.96,1054.1,0,1031.24,0,0,60.96,0,0,0,0,0,0,0,0
197000,1006000,18090,0,149.86,386.08,0,0,0,0,0,0,0,444.5,0,0,0,40.64,137.16,1341.12,0,586.74,0,0,66.04,0,0,86.36,0,0,137.16,0,0
205000,1006000,18091,0,111.76,81.28,0,0,0,0,0,0,0,152.4,0,0,0,0,50.8,287.02,0,1976.12,0,0,91.44,0,0,0,0,0,0,0,0
213000,1006000,18092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557.02,0,0,0,0,0,76.2,0,0,0,0,0
221000,1006000,18093,0,30.48,20.32,0,30.48,0,0,0,0,0,81.28,0,0,0,0,0,0,0,1694.18,0,0,203.2,0,0,213.36,0,0,0,0,0
229000,1006000,18094,0,167.64,147.32,0,22.86,0,0,0,0,0,203.2,0,0,0,0,0,91.44,0,1016,0,0,254,0,0,469.9,0,0,50.8,0,0
237000,1006000,18095,0,482.6,223.52,0,187.96,0,0,0,0,0,152.4,0,0,0,20.32,116.84,40.64,0,680.72,0,20.32,822.96,0,0,594.36,0,0,0,20.32,0
245000,1006000,18096,0,30.48,162.56,0,25.4,0,0,0,0,0,0,0,0,0,0,55.88,0,0,1559.56,0,0,520.7,0,0,594.36,0,0,0,0,0
253000,1006000,18097,0,187.96,0,0,116.84,0,0,0,0,0,50.8,0,0,0,0,45.72,0,0,2125.98,0,71.12,363.22,0,0,20.32,0,0,0,0,0
261000,1006000,18098,0,0,0,0,116.84,0,0,0,0,0,45.72,0,0,0,0,0,419.1,0,1645.92,0,0,1366.52,0,0,0,0,0,0,0,0
269000,1006000,18099,0,91.44,30.48,0,165.1,0,0,0,20.32,0,172.72,0,0,0,0,25.4,441.96,0,772.16,0,96.52,1871.98,0,0,208.28,0,0,0,0,0
277000,1006000,18100,0,30.48,25.4,0,101.6,0,0,0,0,0,0,0,0,0,0,25.4,30.48,0,614.68,0,45.72,1201.42,0,0,30.48,0,0,0,0,0
285000,1006000,18101,0,109.22,22.86,0,261.62,0,0,0,0,0,182.88,0,0,0,0,66.04,599.44,0,1287.78,0,0,1419.86,0,0,20.32,0,0,0,0,0
293000,1006000,18102,0,325.12,63.5,0,746.76,0,0,0,0,0,327.66,0,0,0,22.86,25.4,1341.12,0,1290.32,0,101.6,101.6,0,0,71.12,0,0,0,0,0
301000,1006000,18103,0,71.12,149.86,0,1856.74,0,0,0,0,0,317.5,0,0,0,0,0,1534.16,0,655.32,0,160.02,20.32,0,0,91.44,0,0,0,0,0
309000,1006000,18104,0,167.64,0,0,1612.9,0,0,0,0,0,391.16,0,0,0,25.4,48.26,1264.92,0,784.86,0,182.88,101.6,0,0,25.4,0,0,0,0,0
317000,1006000,18105,0,152.4,302.26,0,721.36,0,0,0,0,0,957.58,0,0,0,40.64,20.32,1257.3,0,320.04,0,835.66,83.82,0,0,0,0,0,20.32,0,0
325000,1006000,18106,0,281.94,241.3,0,871.22,0,0,0,0,0,449.58,0,0,0,20.32,20.32,1643.38,0,886.46,0,172.72,45.72,0,0,0,0,0,66.04,0,0
333000,1006000,18107,0,142.24,193.04,0,347.98,0,0,0,0,0,147.32,0,0,0,0,20.32,1620.52,0,1518.92,0,490.22,71.12,0,0,60.96,0,0,0,0,0
341000,1006000,18108,0,53.34,38.1,0,45.72,0,0,0,0,0,111.76,0,0,0,0,0,281.94,0,1313.18,0,2915.92,218.44,0,0,50.8,0,0,0,0,0
349000,1006000,18109,0,20.32,25.4,0,55.88,0,0,0,0,0,109.22,0,0,0,0,0,297.18,0,881.38,0,2489.2,259.08,0,0,106.68,0,0,0,0,0
357000,1006000,18110,0,121.92,0,0,452.12,0,0,0,0,0,50.8,25.4,0,53.34,0,0,302.26,0,1023.62,0,2578.1,167.64,0,0,208.28,0,0,0,0,0
365000,1006000,18111,0,254,147.32,0,1026.16,0,0,0,0,0,210.82,30.48,0,0,0,111.76,830.58,0,167.64,0,2151.38,30.48,55.88,0,556.26,0,0,0,0,0
373000,1006000,18112,0,99.06,0,0,350.52,0,0,0,0,0,149.86,20.32,0,53.34,0,0,332.74,0,304.8,0,3020.06,0,25.4,0,584.2,0,0,0,0,0
381000,1006000,18113,0,73.66,45.72,0,703.58,0,0,25.4,0,0,198.12,20.32,0,1287.78,0,20.32,678.18,0,152.4,0,1145.54,0,91.44,0,96.52,0,0,0,0,0
389000,1006000,18114,0,0,68.58,0,1221.74,0,0,0,0,0,119.38,88.9,0,449.58,0,0,678.18,0,30.48,0,782.32,38.1,40.64,0,492.76,0,0,0,0,0
397000,1006000,18115,0,142.24,0,0,1417.32,0,0,0,0,0,327.66,116.84,0,779.78,0,0,444.5,0,0,0,345.44,134.62,25.4,0,414.02,0,0,0,0,0
405000,1006000,18116,0,198.12,25.4,0,1511.3,0,0,60.96,0,0,185.42,375.92,0,756.92,0,20.32,182.88,0,50.8,0,317.5,0,0,0,167.64,0,0,0,0,0
413000,1006000,18117,0,81.28,162.56,0,1602.74,0,0,144.78,0,0,210.82,116.84,0,1435.1,0,22.86,386.08,0,50.8,0,243.84,0,53.34,0,68.58,0,0,0,0,0
421000,1006000,18118,0,45.72,55.88,0,1600.2,0,0,0,0,0,132.08,50.8,0,1488.44,0,0,391.16,0,0,20.32,368.3,35.56,45.72,0,101.6,0,0,0,0,0
429000,1006000,18119,0,116.84,0,0,1191.26,0,0,167.64,0,0,0,45.72,0,1447.8,0,0,187.96,0,0,0,581.66,0,66.04,0,124.46,0,0,0,0,0
437000,1006000,18120,0,25.4,0,0,822.96,0,0,0,0,0,177.8,66.04,0,1287.78,0,0,233.68,0,0,0,665.48,60.96,50.8,0,142.24,0,0,0,0,0
445000,1006000,18121,0,50.8,25.4,0,1422.4,0,0,86.36,0,0,20.32,71.12,0,1564.64,0,0,276.86,0,0,0,447.04,0,127,0,99.06,0,0,0,0,0
453000,1006000,18122,45.72,40.64,0,0,734.06,0,0,142.24,0,0,0,121.92,0,2606.04,0,0,134.62,0,0,0,322.58,0,124.46,0,78.74,0,0,0,0,0
461000,1006000,18123,0,81.28,0,0,739.14,0,0,187.96,0,0,71.12,134.62,0,1960.88,0,20.32,373.38,0,0,0,299.72,0,76.2,0,246.38,0,0,0,0,0
469000,1006000,18124,0,58.42,0,0,1036.32,0,0,96.52,0,0,137.16,91.44,0,1478.28,0,0,309.88,0,0,0,0,0,25.4,0,226.06,0,0,0,0,0
477000,1006000,18125,0,0,20.32,0,596.9,0,0,60.96,20.32,0,167.64,86.36,0,1605.28,0,0,210.82,0,0,0,0,0,22.86,0,167.64,0,0,0,0,0
485000,1006000,18126,0,25.4,66.04,0,449.58,0,0,142.24,0,0,76.2,0,0,360.68,0,0,429.26,0,25.4,0,1226.82,325.12,271.78,0,904.24,0,0,0,0,0
493000,1006000,18127,0,88.9,48.26,0,297.18,0,0,0,0,0,91.44,71.12,0,25.4,0,0,152.4,0,91.44,0,1259.84,190.5,302.26,0,982.98,0,0,0,0,0
501000,1006000,18128,0,0,0,0,355.6,0,0,30.48,0,0,48.26,0,0,147.32,0,0,30.48,0,0,0,1529.08,375.92,193.04,0,561.34,0,0,0,0,0
509000,1006000,18129,0,25.4,53.34,0,909.32,0,0,226.06,0,0,0,0,0,561.34,0,0,309.88,0,0,0,645.16,378.46,177.8,0,406.4,0,0,0,0,0
517000,1006000,18130,0,0,60.96,0,1079.5,0,0,66.04,0,0,20.32,20.32,0,817.88,0,60.96,208.28,0,0,0,574.04,45.72,45.72,0,312.42,0,0,0,0,0
525000,1006000,18131,0,20.32,137.16,0,327.66,0,0,86.36,0,0,45.72,30.48,0,269.24,0,40.64,411.48,0,0,0,340.36,160.02,180.34,0,287.02,0,0,0,0,0
533000,1006000,18132,0,30.48,251.46,0,675.64,0,0,40.64,0,0,20.32,0,0,774.7,0,0,1003.3,0,0,0,200.66,104.14,25.4,0,284.48,0,0,0,0,0
541000,1006000,18133,0,50.8,154.94,0,866.14,0,0,185.42,0,0,0,167.64,0,342.9,0,0,444.5,0,0,0,406.4,55.88,226.06,0,419.1,0,0,0,0,0
549000,1006000,18134,0,0,50.8,0,612.14,0,0,139.7,30.48,0,30.48,114.3,0,60.96,0,0,200.66,0,66.04,0,878.84,665.48,246.38,0,391.16,0,0,0,0,0
557000,1006000,18135,0,0,132.08,0,574.04,0,0,398.78,0,0,170.18,127,0,871.22,0,0,530.86,0,109.22,0,825.5,96.52,71.12,0,228.6,0,0,0,0,0
565000,1006000,18136,0,0,96.52,0,1348.74,0,0,50.8,0,0,0,45.72,0,1653.54,0,0,916.94,0,35.56,0,243.84,0,55.88,0,289.56,0,0,0,0,0
573000,1006000,18137,0,0,76.2,0,894.08,0,0,132.08,0,0,127,0,0,1475.74,0,25.4,1018.54,0,111.76,0,129.54,0,45.72,0,302.26,0,0,0,0,0
581000,1006000,18138,0,25.4,182.88,0,1125.22,0,0,147.32,0,0,467.36,40.64,0,1089.66,0,91.44,1475.74,0,0,0,25.4,0,20.32,0,142.24,0,0,0,0,0
589000,1006000,18139,0,30.48,218.44,0,472.44,0,0,337.82,0,0,180.34,132.08,0,1353.82,0,60.96,937.26,0,0,0,147.32,0,25.4,0,304.8,0,0,0,0,0
597000,1006000,18140,0,50.8,279.4,30.48,487.68,0,0,238.76,20.32,0,360.68,25.4,0,1407.16,0,40.64,1346.2,0,0,0,86.36,0,25.4,0,101.6,0,0,0,0,0
605000,1006000,18141,0,60.96,30.48,45.72,472.44,0,0,264.16,0,0,30.48,40.64,0,541.02,0,20.32,447.04,0,30.48,0,1536.7,116.84,0,0,147.32,0,0,0,0,0
613000,1006000,18142,0,99.06,0,0,152.4,0,0,365.76,0,0,0,50.8,0,0,0,0,33.02,0,101.6,0,2400.3,157.48,0,0,500.38,0,0,0,0,0
621000,1006000,18143,0,0,0,0,60.96,0,0,187.96,0,0,0,30.48,0,50.8,0,0,45.72,0,78.74,0,2217.42,279.4,45.72,0,111.76,0,0,0,0,0
629000,1006000,18144,0,50.8,0,25.4,576.58,0,0,325.12,0,0,101.6,50.8,0,523.24,0,0,50.8,0,60.96,0,1844.04,208.28,137.16,0,289.56,0,0,0,0,0
637000,1006000,18145,0,223.52,35.56,0,325.12,0,0,508,0,0,25.4,50.8,0,1788.16,0,0,106.68,0,0,0,2362.2,0,0,0,157.48,0,0,0,0,0
645000,1006000,18146,0,20.32,147.32,162.56,121.92,0,0,609.6,0,0,50.8,45.72,0,1313.18,0,25.4,269.24,0,25.4,0,1457.96,71.12,137.16,0,193.04,0,0,0,0,0
653000,1006000,18147,0,40.64,162.56,152.4,50.8,0,0,853.44,0,0,60.96,66.04,0,693.42,0,0,472.44,0,60.96,0,1097.28,0,20.32,0,233.68,0,0,0,0,0
661000,1006000,18148,0,0,187.96,137.16,152.4,0,0,1041.4,0,0,0,91.44,0,619.76,0,30.48,589.28,0,0,0,645.16,0,20.32,0,223.52,0,0,0,0,0
669000,1006000,18149,0,25.4,121.92,335.28,142.24,0,0,1188.72,0,0,40.64,45.72,0,924.56,0,60.96,391.16,0,0,0,50.8,0,50.8,0,213.36,0,0,0,0,0
677000,1006000,18150,0,93.98,121.92,292.1,332.74,0,0,904.24,0,0,66.04,0,0,896.62,0,25.4,337.82,0,0,0,604.52,0,73.66,0,193.04,0,0,0,0,0
685000,1006000,18151,0,111.76,0,0,314.96,0,0,1681.48,0,0,0,0,0,520.7,0,0,162.56,0,0,0,281.94,101.6,198.12,0,20.32,0,0,0,0,0
733000,1006000,18157,0,0,0,60.96,35.56,0,0,109.22,0,0,0,116.84,0,0,0,0,0,0,0,0,55.88,0,20.32,0,0,0,22.86,0,0,0
853000,1006000,18172,0,0,101.6,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0,0
861000,1006000,18173,0,20.32,96.52,1054.1,238.76,0,0,63.5,0,0,0,0,0,795.02,0,0,843.28,0,20.32,0,0,0,0,0,0,0,0,0,0,0
869000,1006000,18174,0,0,0,972.82,325.12,0,0,233.68,0,0,0,0,0,716.28,0,0,528.32,0,0,0,0,20.32,0,0,20.32,0,0,0,0,0
877000,1006000,18175,0,71.12,0,563.88,147.32,0,0,175.26,0,0,45.72,0,0,213.36,0,45.72,825.5,0,0,0,0,0,20.32,0,0,0,0,0,0,0
885000,1006000,18176,0,63.5,96.52,279.4,43.18,0,0,469.9,0,0,0,60.96,0,353.06,0,22.86,259.08,0,0,0,172.72,30.48,0,0,444.5,0,0,0,0,0
893000,1006000,18177,0,50.8,106.68,1140.46,111.76,0,0,317.5,0,0,86.36,0,0,1082.04,0,0,1338.58,0,0,0,182.88,0,121.92,0,149.86,0,0,0,0,0
901000,1006000,18178,0,264.16,0,287.02,127,0,0,1026.16,0,0,152.4,111.76,0,541.02,0,0,924.56,0,0,0,988.06,91.44,152.4,0,271.78,0,0,0,0,0
909000,1006000,18179,0,177.8,0,381,58.42,0,0,434.34,0,0,40.64,25.4,0,998.22,0,0,147.32,0,0,0,990.6,60.96,132.08,0,101.6,0,0,0,0,0
917000,1006000,18180,0,114.3,0,551.18,53.34,0,0,383.54,0,0,0,0,0,500.38,0,0,78.74,0,0,0,1663.7,134.62,25.4,0,289.56,0,0,0,0,0
925000,1006000,18181,0,259.08,0,299.72,330.2,0,0,299.72,0,0,33.02,30.48,0,541.02,0,0,78.74,0,0,0,678.18,114.3,83.82,0,254,0,0,0,0,0
933000,1006000,18182,0,0,0,0,0,0,0,33.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.02,0,0,0,0,0,0,0
-35000,998000,18357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.58,0,0,0,0,0,0,0,0,0,0,0
29000,998000,18365,0,83.82,0,0,0,0,0,0,0,0,68.58,0,0,0,0,0,63.5,0,116.84,0,0,0,0,0,0,0,0,0,0,0
85000,998000,18372,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.46,0,0,0,0,0,0,0,0,0,0,0
101000,998000,18374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.16,0,0,0,0,0,0,0,0,0,0,0
109000,998000,18375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.38,0,0,0,0,0,0,0,0,0,0,0
117000,998000,18376,0,30.48,55.88,0,0,0,0,0,0,0,20.32,0,0,0,0,0,0,0,462.28,0,0,0,0,0,0,0,0,0,0,0
125000,998000,18377,0,193.04,436.88,0,0,0,0,0,71.12,0,325.12,0,0,0,73.66,66.04,30.48,0,233.68,0,0,749.3,0,0,0,0,0,91.44,0,0
133000,998000,18378,0,83.82,487.68,0,0,0,0,0,73.66,0,581.66,0,0,0,50.8,0,190.5,0,589.28,0,0,370.84,0,0,0,0,0,0,0,0
141000,998000,18379,0,71.12,274.32,0,0,0,0,0,71.12,0,1000.76,0,0,0,0,0,0,0,683.26,0,0,406.4,0,0,0,0,0,25.4,22.86,0
149000,998000,18380,0,330.2,467.36,0,0,0,0,0,20.32,0,1343.66,0,0,0,71.12,40.64,154.94,0,756.92,0,0,520.7,0,0,0,0,0,0,0,0
157000,998000,18381,0,426.72,609.6,0,0,0,0,0,0,0,1211.58,0,0,0,48.26,203.2,492.76,0,452.12,0,0,71.12,0,0,0,0,0,0,0,0
165000,998000,18382,0,436.88,792.48,0,0,0,0,0,0,0,1757.68,0,0,0,0,251.46,91.44,0,452.12,0,0,259.08,0,0,55.88,0,0,0,0,0
173000,998000,18383,0,147.32,665.48,0,0,0,0,0,0,0,1170.94,0,0,0,45.72,228.6,462.28,0,650.24,0,0,233.68,0,0,0,0,0,86.36,25.4,0
181000,998000,18384,0,0,609.6,0,0,0,0,0,0,0,492.76,0,0,0,25.4,20.32,1153.16,0,624.84,0,0,50.8,0,0,228.6,0,0,116.84,25.4,0
189000,998000,18385,0,144.78,822.96,0,0,0,0,0,0,0,281.94,0,0,0,0,198.12,1376.68,0,1216.66,0,0,38.1,0,0,132.08,0,0,0,0,0
197000,998000,18386,0,55.88,320.04,0,0,0,0,0,0,0,584.2,0,0,0,0,114.3,916.94,0,1661.16,0,0,55.88,0,0,22.86,0,0,25.4,0,0
205000,998000,18387,0,0,60.96,0,0,0,0,0,0,0,86.36,0,0,0,0,91.44,0,0,909.32,0,0,50.8,0,0,0,0,0,0,0,0
213000,998000,18388,0,35.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.32,0,1366.52,0,0,25.4,0,0,114.3,0,0,40.64,0,0
221000,998000,18389,0,0,0,0,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,2862.58,0,0,0,0,0,83.82,0,0,0,0,0
229000,998000,18390,0,0,66.04,0,20.32,0,0,0,0,0,45.72,0,0,0,0,0,0,0,1577.34,0,0,167.64,0,0,248.92,0,0,0,0,0
237000,998000,18391,0,127,66.04,0,50.8,0,0,0,0,0,30.48,0,0,0,0,20.32,0,0,1478.28,0,0,533.4,0,0,416.56,0,0,0,0,0
245000,998000,18392,0,0,0,0,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.1,0,0,165.1,0,0,0,0,0,0,0,0
253000,998000,18393,0,50.8,50.8,0,96.52,0,0,0,0,0,0,0,0,0,0,0,248.92,0,1755.14,0,0,66.04,0,0,0,0,0,50.8,0,0
