x,y,cell,Alder,Ash,Basswood,Beech,Birch,Black gum,Buckeye,Cedar/juniper,Cherry,Dogwood,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,No tree,Oak,Other hardwood,Pine,Poplar,Spruce,Sycamore,Tamarack,Tulip poplar,Unknown tree,Walnut,Willow,NA
669000,1126000,13709,0,58.42,106.68,0,457.2,0,0,30.48,0,0,0,180.34,0,1193.8,0,25.4,1313.18,0,162.56,0,45.72,0,68.58,0,0,0,0,0,0,0
677000,1126000,13710,0,0,81.28,0,149.86,0,0,30.48,0,0,0,30.48,0,439.42,0,0,241.3,0,0,0,347.98,68.58,25.4,0,0,0,0,0,0,0
773000,1126000,13722,0,0,0,25.4,195.58,0,0,30.48,0,0,0,0,0,182.88,0,0,91.44,0,0,0,431.8,0,27.94,0,0,0,0,0,0,0
781000,1126000,13723,0,0,0,447.04,243.84,0,0,86.36,0,0,0,114.3,0,292.1,0,0,508,0,0,0,162.56,20.32,22.86,0,0,0,0,0,0,0
789000,1126000,13724,0,0,0,520.7,157.48,0,0,337.82,0,0,0,50.8,0,71.12,0,0,320.04,0,0,0,0,0,60.96,0,0,0,0,0,0,0
797000,1126000,13725,0,60.96,0,289.56,571.5,0,0,142.24,0,0,0,287.02,0,312.42,0,0,723.9,0,0,0,360.68,50.8,86.36,0,0,0,0,0,0,0
805000,1126000,13726,0,0,0,208.28,96.52,0,0,172.72,0,0,0,78.74,0,231.14,0,0,60.96,0,0,0,909.32,0,116.84,0,83.82,0,0,0,0,0
813000,1126000,13727,0,0,0,182.88,0,0,0,25.4,0,0,0,101.6,0,60.96,0,0,109.22,0,0,0,1236.98,0,25.4,0,63.5,0,0,0,0,0
821000,1126000,13728,0,0,0,40.64,22.86,0,0,0,0,0,0,40.64,0,81.28,0,0,0,0,0,0,1145.54,0,96.52,0,0,0,0,0,0,0
829000,1126000,13729,0,25.4,0,0,139.7,0,0,0,0,0,0,0,0,0,0,0,25.4,0,20.32,0,970.28,0,0,0,20.32,0,0,0,0,0
837000,1126000,13730,0,0,0,35.56,111.76,0,0,40.64,0,0,0,30.48,0,91.44,0,0,25.4,0,0,0,2364.74,20.32,259.08,0,0,0,0,0,0,0
845000,1126000,13731,0,0,0,454.66,325.12,0,0,218.44,0,0,0,0,0,210.82,0,0,1021.08,0,0,0,370.84,60.96,299.72,0,101.6,0,25.4,0,0,0
853000,1126000,13732,0,0,0,50.8,193.04,0,0,86.36,0,0,0,121.92,0,35.56,0,0,20.32,0,27.94,0,1729.74,55.88,459.74,0,116.84,0,0,0,0,0
861000,1126000,13733,0,0,0,0,203.2,0,0,116.84,0,0,0,121.92,0,71.12,0,0,0,0,0,0,2496.82,0,142.24,0,20.32,0,0,0,0,0
21000,1118000,13924,0,25.4,0,0,0,0,0,0,0,0,35.56,0,0,0,0,0,0,0,53.34,0,0,0,0,0,0,0,0,0,30.48,0
29000,1118000,13925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.96,0,0,0,0,0,0,0,0,0,0,0
37000,1118000,13926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6,0,0,0,0,0,0,0,0,0,0,0
45000,1118000,13927,0,25.4,137.16,0,0,0,0,0,0,0,35.56,0,0,0,0,0,0,0,365.76,0,0,50.8,0,0,0,0,0,0,0,0
53000,1118000,13928,0,30.48,0,0,71.12,0,0,0,0,0,60.96,0,0,0,0,40.64,55.88,0,1270,0,0,104.14,0,0,0,0,0,0,0,0
61000,1118000,13929,0,71.12,121.92,0,40.64,0,0,0,0,0,71.12,0,0,0,0,20.32,137.16,0,467.36,0,0,495.3,0,0,0,0,0,0,0,0
69000,1118000,13930,0,0,256.54,0,190.5,0,0,0,0,0,132.08,0,0,0,0,0,20.32,0,452.12,0,0,815.34,0,0,81.28,0,0,0,0,0
77000,1118000,13931,0,99.06,124.46,0,114.3,0,0,0,0,0,233.68,0,0,0,0,40.64,71.12,0,878.84,0,0,739.14,20.32,0,414.02,0,0,0,0,0
85000,1118000,13932,0,657.86,497.84,0,223.52,0,0,0,0,0,645.16,0,0,0,0,0,373.38,0,883.92,0,0,220.98,0,0,523.24,0,0,0,0,0
93000,1118000,13933,0,426.72,276.86,0,45.72,0,0,25.4,0,0,363.22,0,0,0,0,20.32,472.44,0,861.06,0,0,327.66,0,0,88.9,0,0,0,0,0
101000,1118000,13934,0,383.54,345.44,0,76.2,0,0,0,0,0,515.62,0,0,0,0,0,756.92,0,805.18,0,0,429.26,0,0,50.8,0,0,0,0,0
109000,1118000,13935,0,91.44,0,0,25.4,0,0,0,0,0,180.34,0,0,0,0,0,0,0,1625.6,0,0,302.26,0,0,170.18,0,0,0,0,0
117000,1118000,13936,0,58.42,142.24,0,175.26,0,0,0,0,0,121.92,0,0,0,0,0,266.7,0,421.64,0,1333.5,157.48,0,0,386.08,0,0,0,0,0
125000,1118000,13937,0,403.86,101.6,0,139.7,0,0,0,0,0,530.86,0,0,0,0,0,581.66,0,337.82,0,955.04,40.64,0,0,332.74,0,0,0,0,0
133000,1118000,13938,0,251.46,218.44,0,388.62,0,0,0,0,0,695.96,0,0,0,0,0,238.76,0,177.8,0,297.18,238.76,0,0,386.08,0,0,0,0,0
141000,1118000,13939,0,0,0,0,43.18,0,0,0,0,0,177.8,0,0,0,0,0,111.76,0,259.08,0,2103.12,96.52,0,0,157.48,0,0,0,0,0
149000,1118000,13940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.02,0,571.5,78.74,0,0,172.72,0,0,0,0,0
157000,1118000,13941,0,86.36,0,0,104.14,0,0,0,0,0,134.62,0,0,0,0,0,0,0,474.98,0,863.6,1130.3,30.48,0,393.7,0,0,0,0,0
165000,1118000,13942,0,27.94,68.58,0,294.64,0,0,0,0,0,109.22,0,0,0,0,0,287.02,0,119.38,0,2082.8,279.4,25.4,0,535.94,0,0,0,0,0
173000,1118000,13943,0,40.64,20.32,0,256.54,0,0,0,0,0,78.74,40.64,0,0,0,22.86,60.96,0,502.92,0,1076.96,251.46,190.5,0,500.38,0,0,0,0,0
181000,1118000,13944,0,111.76,71.12,0,142.24,0,0,0,0,0,55.88,0,0,0,0,60.96,165.1,0,220.98,0,2509.52,71.12,0,0,147.32,0,0,0,0,0
189000,1118000,13945,0,147.32,76.2,0,106.68,0,0,0,0,0,0,66.04,0,0,0,25.4,139.7,0,289.56,0,1765.3,162.56,116.84,0,139.7,0,0,0,0,0
197000,1118000,13946,0,25.4,55.88,0,96.52,0,0,0,0,0,25.4,0,0,0,0,0,50.8,0,132.08,0,96.52,50.8,0,0,25.4,0,0,0,0,0
205000,1118000,13947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.36,0,0,0,0,0,0,0,0,0,0,0
213000,1118000,13948,0,152.4,76.2,0,279.4,0,0,0,0,0,121.92,86.36,0,0,0,0,132.08,0,35.56,0,71.12,233.68,20.32,0,213.36,0,0,0,0,0
221000,1118000,13949,0,147.32,0,0,137.16,0,0,20.32,0,0,0,190.5,0,0,0,20.32,187.96,0,60.96,0,401.32,116.84,91.44,0,693.42,0,0,0,0,0
229000,1118000,13950,0,50.8,55.88,0,226.06,0,0,0,0,0,195.58,269.24,0,0,0,127,137.16,0,20.32,0,668.02,492.76,322.58,0,469.9,0,0,0,0,0
237000,1118000,13951,0,81.28,129.54,0,431.8,0,0,0,0,0,121.92,299.72,0,0,0,0,256.54,0,86.36,0,1394.46,236.22,190.5,0,662.94,0,0,0,0,0
245000,1118000,13952,0,71.12,20.32,0,787.4,0,0,0,0,0,50.8,71.12,0,0,0,0,121.92,0,81.28,0,906.78,1518.92,187.96,0,340.36,0,0,0,0,0
253000,1118000,13953,0,0,20.32,0,223.52,0,0,0,0,0,0,195.58,0,0,0,0,101.6,0,45.72,0,594.36,1043.94,236.22,0,408.94,0,0,0,0,0
261000,1118000,13954,0,48.26,0,0,543.56,0,0,88.9,0,0,30.48,111.76,0,0,0,0,76.2,0,55.88,0,1691.64,840.74,256.54,0,662.94,0,0,0,0,0
269000,1118000,13955,0,71.12,0,0,322.58,0,0,0,0,0,35.56,25.4,0,0,0,0,137.16,0,53.34,0,817.88,955.04,251.46,0,429.26,0,0,0,0,0
277000,1118000,13956,0,20.32,0,0,528.32,0,0,0,0,0,45.72,78.74,0,0,0,0,182.88,0,0,0,1107.44,541.02,99.06,0,444.5,0,0,0,0,0
285000,1118000,13957,0,0,0,0,952.5,0,0,0,0,0,0,0,0,0,0,0,154.94,0,91.44,0,236.22,170.18,180.34,0,193.04,0,0,0,0,0
293000,1118000,13958,0,119.38,0,0,563.88,0,0,0,0,0,86.36,137.16,0,0,0,0,127,0,86.36,0,76.2,386.08,187.96,0,134.62,0,0,0,0,0
301000,1118000,13959,0,25.4,0,0,482.6,0,0,0,0,0,0,86.36,0,27.94,0,0,147.32,0,0,0,104.14,213.36,137.16,0,459.74,0,0,0,0,0
309000,1118000,13960,0,30.48,53.34,0,896.62,0,0,0,0,0,25.4,317.5,0,0,0,0,200.66,0,25.4,0,558.8,55.88,568.96,0,594.36,0,0,0,0,0
317000,1118000,13961,0,119.38,0,0,688.34,0,0,0,0,0,0,325.12,0,0,0,0,284.48,0,0,0,1214.12,162.56,259.08,0,739.14,0,0,0,0,0
325000,1118000,13962,0,20.32,0,0,614.68,0,0,208.28,0,0,0,78.74,0,0,0,20.32,104.14,0,101.6,0,1173.48,375.92,111.76,0,523.24,0,0,0,0,0
333000,1118000,13963,0,203.2,40.64,0,652.78,0,0,20.32,0,0,25.4,45.72,0,0,0,0,294.64,0,40.64,0,1249.68,355.6,116.84,0,254,0,0,0,0,0
341000,1118000,13964,0,71.12,0,0,165.1,0,0,76.2,0,0,0,81.28,0,0,0,0,106.68,0,50.8,0,1859.28,0,73.66,0,167.64,0,0,0,0,0
349000,1118000,13965,0,0,0,0,25.4,0,0,93.98,0,0,0,88.9,0,0,0,0,0,0,0,0,2280.92,0,0,0,88.9,0,0,0,0,0
357000,1118000,13966,0,25.4,25.4,0,109.22,0,0,0,0,0,0,0,0,0,0,0,35.56,0,119.38,0,2212.34,0,0,0,45.72,0,0,0,0,0
365000,1118000,13967,0,0,0,0,83.82,0,0,0,0,0,0,22.86,0,0,0,0,22.86,0,20.32,0,1861.82,22.86,0,0,0,0,0,0,0,0
373000,1118000,13968,0,20.32,60.96,0,185.42,0,0,0,0,0,0,43.18,0,45.72,0,0,73.66,0,20.32,0,2509.52,154.94,0,0,0,0,0,0,0,0
381000,1118000,13969,0,25.4,78.74,0,802.64,0,0,0,0,0,60.96,20.32,0,60.96,0,0,988.06,0,101.6,0,1475.74,48.26,0,0,50.8,0,0,0,0,0
389000,1118000,13970,0,0,58.42,0,1054.1,0,0,60.96,22.86,0,0,119.38,0,1135.38,0,0,701.04,0,25.4,0,101.6,0,0,0,63.5,0,0,0,0,0
397000,1118000,13971,0,55.88,50.8,0,490.22,0,0,436.88,0,0,124.46,132.08,0,1249.68,0,0,307.34,0,0,0,45.72,68.58,99.06,0,144.78,0,0,0,0,0
405000,1118000,13972,0,0,203.2,0,505.46,0,0,292.1,0,0,96.52,104.14,0,1539.24,0,25.4,558.8,0,0,0,373.38,167.64,68.58,0,307.34,0,0,0,0,0
413000,1118000,13973,0,0,248.92,0,233.68,0,0,236.22,0,0,137.16,142.24,0,1762.76,0,20.32,838.2,0,0,0,149.86,0,35.56,0,0,0,0,0,0,0
421000,1118000,13974,0,0,60.96,0,421.64,0,0,373.38,0,0,0,73.66,0,1663.7,0,0,510.54,0,0,0,88.9,233.68,88.9,0,0,0,0,0,0,0
429000,1118000,13975,0,0,416.56,0,421.64,0,0,299.72,0,0,68.58,0,0,1320.8,0,0,962.66,0,0,0,337.82,119.38,27.94,0,111.76,0,0,0,0,0
437000,1118000,13976,0,45.72,378.46,0,510.54,0,0,469.9,0,0,101.6,119.38,0,919.48,0,40.64,1452.88,0,20.32,0,457.2,0,50.8,0,0,0,0,0,0,0
445000,1118000,13977,0,60.96,190.5,35.56,731.52,0,0,480.06,0,0,106.68,0,0,1582.42,0,106.68,957.58,0,0,0,0,0,96.52,0,66.04,0,0,0,0,0
453000,1118000,13978,0,0,60.96,0,1252.22,0,0,246.38,0,0,0,93.98,0,1440.18,0,0,1706.88,0,50.8,0,66.04,0,71.12,0,58.42,0,0,0,0,0
461000,1118000,13979,0,116.84,185.42,38.1,916.94,0,0,447.04,20.32,0,0,121.92,0,942.34,0,88.9,1140.46,0,0,0,0,0,185.42,0,68.58,0,0,0,0,0
469000,1118000,13980,0,0,35.56,0,866.14,0,0,574.04,0,0,0,337.82,0,662.94,0,20.32,657.86,0,25.4,0,530.86,0,190.5,0,116.84,0,0,0,0,0
477000,1118000,13981,0,50.8,0,0,1097.28,0,0,391.16,0,0,177.8,264.16,0,589.28,0,22.86,779.78,0,91.44,0,355.6,0,396.24,0,132.08,0,0,0,0,0
485000,1118000,13982,0,20.32,157.48,0,843.28,0,0,731.52,0,0,0,269.24,0,365.76,0,20.32,1079.5,0,0,0,91.44,0,264.16,0,208.28,0,0,0,0,0
493000,1118000,13983,0,0,170.18,0,1036.32,0,0,464.82,0,0,58.42,264.16,0,614.68,0,25.4,871.22,0,0,0,111.76,0,274.32,0,30.48,0,0,0,0,0
501000,1118000,13984,0,76.2,137.16,0,1000.76,0,0,576.58,0,0,106.68,175.26,0,805.18,0,0,1407.16,0,0,0,60.96,0,152.4,0,71.12,0,0,0,0,0
509000,1118000,13985,0,30.48,30.48,0,784.86,0,0,706.12,0,0,0,172.72,0,1036.32,0,40.64,1722.12,0,0,0,0,0,86.36,0,0,0,0,0,0,0
517000,1118000,13986,0,60.96,25.4,0,579.12,0,0,55.88,0,0,127,170.18,0,1021.08,0,0,652.78,0,0,0,0,0,0,0,0,0,0,0,0,0
525000,1118000,13987,0,55.88,142.24,0,457.2,0,0,345.44,25.4,0,0,254,0,998.22,0,0,452.12,0,0,0,96.52,0,73.66,0,129.54,0,0,0,0,0
533000,1118000,13988,0,0,0,0,121.92,0,0,1844.04,0,0,0,71.12,0,675.64,0,0,279.4,0,0,0,1808.48,0,335.28,0,147.32,0,0,0,0,0
541000,1118000,13989,0,0,106.68,0,248.92,0,0,853.44,0,0,81.28,111.76,0,1584.96,0,0,701.04,0,0,0,1071.88,0,243.84,0,0,0,0,0,0,0
549000,1118000,13990,0,0,213.36,0,894.08,0,0,340.36,0,0,76.2,71.12,0,1991.36,0,0,1915.16,0,0,0,160.02,55.88,96.52,71.12,25.4,0,0,0,0,0
557000,1118000,13991,0,0,0,0,731.52,0,0,406.4,0,0,71.12,96.52,0,1597.66,0,0,487.68,0,0,0,779.78,325.12,452.12,0,152.4,0,0,0,0,0
565000,1118000,13992,0,0,30.48,0,711.2,0,0,238.76,0,0,0,0,0,45.72,0,0,386.08,0,76.2,0,1587.5,233.68,640.08,0,172.72,0,0,0,0,0
573000,1118000,13993,0,0,193.04,0,970.28,0,0,406.4,0,0,30.48,60.96,0,1018.54,0,30.48,772.16,0,50.8,0,843.28,215.9,353.06,0,203.2,0,0,0,0,0
581000,1118000,13994,0,20.32,60.96,0,756.92,0,0,624.84,0,0,91.44,279.4,0,1480.82,0,0,538.48,0,0,0,665.48,30.48,170.18,0,20.32,0,0,0,0,0
589000,1118000,13995,0,76.2,45.72,0,929.64,0,0,695.96,0,0,30.48,340.36,0,447.04,0,0,1569.72,0,0,0,162.56,0,157.48,0,48.26,0,0,0,0,0
597000,1118000,13996,0,60.96,0,0,701.04,0,0,447.04,0,0,0,419.1,0,340.36,0,20.32,833.12,0,0,0,248.92,0,513.08,0,147.32,0,0,0,0,0
605000,1118000,13997,0,0,0,0,698.5,0,0,360.68,0,0,0,355.6,0,132.08,0,0,685.8,0,0,0,381,0,627.38,0,314.96,0,0,0,0,0
613000,1118000,13998,0,0,0,0,695.96,0,0,406.4,0,0,60.96,396.24,0,0,0,20.32,675.64,0,0,0,116.84,50.8,764.54,0,312.42,0,0,0,0,0
621000,1118000,13999,0,0,50.8,0,886.46,0,0,386.08,0,0,0,73.66,0,55.88,0,20.32,1066.8,0,0,0,167.64,0,533.4,0,165.1,0,0,0,0,0
629000,1118000,14000,0,0,0,0,792.48,0,0,414.02,0,0,0,66.04,0,170.18,0,0,873.76,0,0,0,111.76,0,360.68,0,66.04,0,0,0,0,0
637000,1118000,14001,0,0,0,0,480.06,0,0,358.14,0,0,0,287.02,0,203.2,0,20.32,635,0,0,0,452.12,0,977.9,0,0,0,0,0,0,0
645000,1118000,14002,0,0,0,0,548.64,0,0,228.6,0,0,0,200.66,0,30.48,0,0,480.06,0,35.56,0,294.64,226.06,822.96,0,30.48,0,0,0,0,0
653000,1118000,14003,0,0,0,0,947.42,0,0,477.52,30.48,0,0,55.88,0,127,0,0,1117.6,0,0,0,629.92,0,609.6,0,30.48,0,0,0,0,0
661000,1118000,14004,0,0,0,0,335.28,0,0,485.14,0,0,0,40.64,0,119.38,0,0,645.16,0,101.6,0,1226.82,0,566.42,0,248.92,0,0,0,0,0
669000,1118000,14005,0,0,0,0,1483.36,0,0,292.1,0,0,0,309.88,0,162.56,0,20.32,1501.14,0,35.56,0,703.58,0,561.34,0,0,0,0,0,0,0
677000,1118000,14006,0,0,0,0,802.64,0,0,218.44,0,0,0,170.18,0,1097.28,0,20.32,1082.04,0,55.88,0,132.08,20.32,0,0,0,0,0,0,0,0
685000,1118000,14007,0,20.32,0,0,58.42,0,0,20.32,0,0,0,0,0,0,0,0,81.28,0,0,0,317.5,25.4,0,0,0,0,0,0,0,0
733000,1118000,14013,0,0,0,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741000,1118000,14014,0,0,0,165.1,45.72,0,0,88.9,0,0,0,0,0,111.76,0,0,99.06,0,0,0,0,0,0,0,0,0,0,0,0,0
757000,1118000,14016,0,0,0,177.8,45.72,0,0,71.12,0,0,0,30.48,0,96.52,0,0,78.74,0,0,0,0,0,0,0,0,0,0,0,0,0
765000,1118000,14017,0,0,0,231.14,25.4,0,0,248.92,0,0,0,55.88,0,269.24,0,0,358.14,0,0,0,266.7,0,0,0,0,0,0,0,0,0
773000,1118000,14018,0,0,0,1059.18,320.04,0,0,30.48,0,0,0,22.86,0,980.44,0,0,132.08,0,0,0,1818.64,0,177.8,0,0,0,0,0,0,0
781000,1118000,14019,0,30.48,0,1008.38,320.04,0,0,614.68,0,0,0,83.82,0,292.1,0,0,914.4,0,0,0,426.72,0,142.24,0,0,0,0,0,0,0
789000,1118000,14020,0,0,0,515.62,574.04,0,0,342.9,0,0,0,86.36,0,327.66,0,0,1036.32,0,0,0,345.44,0,213.36,0,254,0,0,0,0,0
797000,1118000,14021,0,76.2,0,378.46,472.44,0,0,233.68,0,0,96.52,434.34,0,510.54,0,0,1270,0,0,0,505.46,0,421.64,0,0,0,0,0,0,0
805000,1118000,14022,0,106.68,0,342.9,160.02,0,0,673.1,0,0,0,281.94,0,640.08,0,0,386.08,0,0,0,355.6,0,220.98,0,0,0,0,0,0,0
813000,1118000,14023,0,0,0,254,167.64,0,0,228.6,0,0,0,165.1,0,218.44,0,0,71.12,0,0,0,2306.32,0,299.72,0,83.82,0,0,0,0,0
821000,1118000,14024,0,0,0,414.02,149.86,0,0,441.96,0,0,0,152.4,0,492.76,0,0,193.04,0,0,0,1328.42,0,218.44,0,154.94,0,0,0,0,0
829000,1118000,14025,0,0,0,652.78,193.04,0,0,144.78,0,0,30.48,218.44,0,533.4,0,0,200.66,0,0,0,1242.06,20.32,147.32,0,0,0,0,0,0,0
837000,1118000,14026,0,0,0,114.3,198.12,0,0,50.8,0,0,0,50.8,0,429.26,0,0,193.04,0,0,0,1295.4,30.48,251.46,0,162.56,0,0,0,0,0
845000,1118000,14027,0,0,0,213.36,93.98,0,0,73.66,0,0,0,25.4,0,190.5,0,0,160.02,0,0,0,35.56,22.86,342.9,0,114.3,0,0,0,0,0
853000,1118000,14028,0,20.32,0,111.76,71.12,0,0,111.76,0,0,0,25.4,0,208.28,0,0,104.14,0,0,0,1463.04,40.64,340.36,0,40.64,0,0,0,0,0
861000,1118000,14029,0,0,0,0,0,0,0,370.84,0,0,0,30.48,0,30.48,0,0,0,0,0,0,1046.48,20.32,154.94,0,177.8,0,0,0,0,0
29000,1110000,14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.86,0,0,0,0,0,0,0,0,0,0,0
37000,1110000,14222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8,0,0,0,0,0,0,0,0,0,0,0
45000,1110000,14223,0,25.4,0,0,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,586.74,0,0,93.98,0,0,0,0,0,0,0,0
53000,1110000,14224,0,20.32,127,0,0,0,0,0,0,0,271.78,0,0,0,0,35.56,246.38,0,680.72,0,0,157.48,0,0,0,0,0,0,0,0
61000,1110000,14225,0,81.28,63.5,0,0,0,0,0,0,0,55.88,0,0,0,0,48.26,467.36,0,1079.5,0,0,147.32,0,0,0,0,0,0,0,0
69000,1110000,14226,0,218.44,525.78,0,20.32,0,0,0,0,0,134.62,0,0,0,0,45.72,581.66,0,398.78,0,0,403.86,0,0,0,0,0,0,0,0
77000,1110000,14227,0,464.82,327.66,0,142.24,0,0,0,0,0,513.08,0,0,0,0,20.32,40.64,0,459.74,0,0,685.8,0,0,20.32,0,0,0,0,0
85000,1110000,14228,0,449.58,424.18,0,205.74,0,0,0,0,0,528.32,0,0,0,0,63.5,414.02,0,477.52,0,0,429.26,0,0,96.52,0,0,0,0,0
93000,1110000,14229,0,563.88,248.92,0,73.66,0,0,0,0,0,680.72,0,0,0,0,22.86,916.94,0,988.06,0,0,157.48,0,0,340.36,0,0,0,0,0
101000,1110000,14230,0,165.1,355.6,0,96.52,0,0,0,0,0,594.36,0,0,0,0,0,972.82,0,975.36,0,0,355.6,0,0,152.4,0,0,0,0,0
109000,1110000,14231,0,86.36,553.72,0,0,0,0,0,0,0,180.34,0,0,0,0,0,576.58,0,1145.54,0,60.96,383.54,0,0,193.04,0,0,0,0,0
117000,1110000,14232,0,180.34,190.5,0,60.96,0,0,0,0,0,139.7,0,0,0,0,0,492.76,0,741.68,0,607.06,121.92,0,0,304.8,0,0,0,0,0
125000,1110000,14233,0,238.76,256.54,0,157.48,0,0,0,0,0,198.12,0,0,0,0,0,528.32,0,678.18,0,152.4,337.82,0,0,231.14,0,0,0,0,0
133000,1110000,14234,0,193.04,71.12,0,142.24,0,0,0,0,0,93.98,0,0,0,0,0,528.32,0,431.8,0,60.96,307.34,0,0,490.22,0,0,0,0,0
141000,1110000,14235,0,58.42,88.9,0,40.64,0,0,0,0,0,73.66,0,0,0,0,0,55.88,0,1262.38,0,444.5,378.46,0,0,149.86,0,0,0,0,0
149000,1110000,14236,0,71.12,0,0,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1452.88,0,0,190.5,0,0,238.76,0,0,0,0,0
157000,1110000,14237,0,0,0,0,157.48,0,0,0,0,0,0,0,0,0,0,0,0,0,256.54,0,248.92,408.94,0,0,182.88,0,0,0,0,0
165000,1110000,14238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.22,0,332.74,147.32,0,0,40.64,0,0,0,0,0
173000,1110000,14239,0,33.02,0,0,154.94,0,0,0,0,0,50.8,0,0,0,0,0,0,0,363.22,0,1051.56,254,27.94,0,279.4,0,0,0,0,0
181000,1110000,14240,0,66.04,193.04,0,266.7,0,0,0,0,0,88.9,27.94,0,0,0,0,111.76,0,226.06,0,1262.38,149.86,0,0,553.72,0,0,0,25.4,0
189000,1110000,14241,0,83.82,40.64,0,233.68,0,0,0,0,0,190.5,91.44,0,0,0,20.32,441.96,0,271.78,0,1889.76,157.48,60.96,0,609.6,0,0,0,0,0
197000,1110000,14242,0,86.36,0,0,132.08,0,0,0,0,0,0,60.96,0,0,0,0,106.68,0,210.82,0,853.44,180.34,124.46,0,530.86,0,0,0,0,0
205000,1110000,14243,0,208.28,111.76,0,317.5,0,0,0,0,0,185.42,0,0,0,0,0,518.16,0,492.76,0,835.66,96.52,0,0,347.98,0,0,0,0,0
213000,1110000,14244,0,20.32,45.72,0,60.96,0,0,0,0,0,218.44,78.74,0,0,0,0,424.18,0,254,0,970.28,228.6,25.4,0,487.68,0,0,0,0,0
221000,1110000,14245,0,22.86,30.48,0,264.16,0,0,0,0,0,142.24,365.76,0,0,0,22.86,233.68,0,0,0,1610.36,81.28,190.5,0,970.28,0,0,0,0,0
229000,1110000,14246,0,30.48,106.68,0,142.24,0,0,0,0,0,50.8,744.22,0,0,0,40.64,431.8,0,40.64,0,1770.38,40.64,193.04,0,246.38,0,0,0,0,0
237000,1110000,14247,0,50.8,60.96,0,726.44,0,0,0,0,0,81.28,340.36,0,0,0,20.32,457.2,0,91.44,0,2661.92,142.24,129.54,0,129.54,0,0,0,0,0
245000,1110000,14248,0,66.04,53.34,0,581.66,0,0,0,0,0,0,332.74,0,0,0,0,248.92,0,0,0,548.64,599.44,322.58,0,698.5,0,0,0,0,0
253000,1110000,14249,0,0,22.86,0,792.48,0,0,0,0,0,30.48,25.4,0,0,0,0,589.28,0,180.34,0,599.44,680.72,167.64,0,172.72,0,0,0,0,0
261000,1110000,14250,0,0,91.44,0,685.8,0,0,0,0,0,88.9,30.48,0,0,0,0,467.36,0,193.04,0,1620.52,500.38,88.9,0,157.48,0,0,0,0,0
269000,1110000,14251,0,106.68,0,0,670.56,0,0,0,0,0,99.06,160.02,0,0,0,0,177.8,0,30.48,0,1054.1,452.12,289.56,0,294.64,0,0,0,0,0
277000,1110000,14252,0,27.94,40.64,0,561.34,0,0,0,0,0,0,129.54,0,0,0,0,66.04,0,25.4,0,629.92,711.2,101.6,0,563.88,0,0,0,0,0
285000,1110000,14253,0,127,22.86,0,708.66,0,0,0,0,0,20.32,20.32,0,0,0,0,182.88,0,78.74,0,581.66,347.98,142.24,0,233.68,0,0,0,0,0
293000,1110000,14254,0,22.86,0,0,482.6,0,0,0,0,0,96.52,177.8,0,0,0,0,137.16,0,0,0,30.48,480.06,203.2,0,342.9,0,0,0,0,0
301000,1110000,14255,0,78.74,0,0,833.12,0,0,0,0,0,20.32,322.58,0,0,0,0,210.82,0,0,0,20.32,281.94,210.82,0,256.54,0,0,0,0,0
309000,1110000,14256,0,0,0,0,922.02,0,0,0,0,0,0,414.02,0,0,0,0,83.82,0,0,0,881.38,177.8,236.22,0,645.16,0,0,0,0,0
317000,1110000,14257,0,167.64,0,0,924.56,0,0,0,0,0,106.68,139.7,0,0,0,0,398.78,0,0,0,1049.02,302.26,226.06,0,487.68,0,0,0,0,0
325000,1110000,14258,0,129.54,22.86,0,160.02,0,0,162.56,0,0,68.58,48.26,0,0,0,22.86,116.84,0,22.86,0,1277.62,360.68,50.8,0,533.4,0,0,0,0,0
333000,1110000,14259,0,0,22.86,0,91.44,0,0,104.14,0,0,0,91.44,0,0,0,0,0,0,0,0,2011.68,111.76,30.48,0,281.94,0,0,0,0,0
341000,1110000,14260,0,50.8,0,0,55.88,0,0,22.86,0,0,0,48.26,0,0,0,0,0,0,35.56,0,1986.28,101.6,0,0,215.9,0,0,0,0,0
349000,1110000,14261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.48,0,0,0,22.86,0,0,0,0,0
357000,1110000,14262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252.98,0,0,0,0,0,0,0,0,0
365000,1110000,14263,0,0,30.48,0,607.06,0,0,83.82,0,0,0,20.32,0,251.46,0,0,480.06,0,162.56,0,1315.72,289.56,20.32,0,101.6,0,0,0,0,0
